DATAFLOW,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE,DECIMALS,OBS_STATUS,UNIT_MULT,CONF_STATUS,BASE_PER
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),GNB,_O,LCC_SUR_ART_GAIN,KM2,2015,28.82741221,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),GUY,_O,LCC_SUR_ART_GAIN,KM2,2015,64.81914408,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),HTI,_O,LCC_SUR_ART_GAIN,KM2,2015,210.8251215,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),HND,_O,LCC_SUR_ART_GAIN,KM2,2015,216.0765975,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),HKG,_O,LCC_SUR_ART_GAIN,KM2,2015,44.99482837,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IND,_O,LCC_SUR_ART_GAIN,KM2,2015,17600.64647,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN01,_O,LCC_SUR_ART_GAIN,KM2,2015,244.8150241,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN02,_O,LCC_SUR_ART_GAIN,KM2,2015,37.68080402,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN03,_O,LCC_SUR_ART_GAIN,KM2,2015,251.2083239,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN04,_O,LCC_SUR_ART_GAIN,KM2,2015,1318.207221,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN05,_O,LCC_SUR_ART_GAIN,KM2,2015,1753.514711,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN06,_O,LCC_SUR_ART_GAIN,KM2,2015,0.16852392,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN07,_O,LCC_SUR_ART_GAIN,KM2,2015,1.006388921,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN08,_O,LCC_SUR_ART_GAIN,KM2,2015,54.00534618,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN09,_O,LCC_SUR_ART_GAIN,KM2,2015,21.55706404,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN10,_O,LCC_SUR_ART_GAIN,KM2,2015,190.0072143,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN11,_O,LCC_SUR_ART_GAIN,KM2,2015,1140.921029,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN12,_O,LCC_SUR_ART_GAIN,KM2,2015,1250.784762,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN13,_O,LCC_SUR_ART_GAIN,KM2,2015,10.13793737,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN14,_O,LCC_SUR_ART_GAIN,KM2,2015,1847.898361,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN15,_O,LCC_SUR_ART_GAIN,KM2,2015,6.132389597,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN17,_O,LCC_SUR_ART_GAIN,KM2,2015,629.3231499,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN18,_O,LCC_SUR_ART_GAIN,KM2,2015,1403.691329,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN19,_O,LCC_SUR_ART_GAIN,KM2,2015,51.62453382,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN20,_O,LCC_SUR_ART_GAIN,KM2,2015,1180.978971,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN21,_O,LCC_SUR_ART_GAIN,KM2,2015,181.9594006,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN22,_O,LCC_SUR_ART_GAIN,KM2,2015,339.1009587,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN23,_O,LCC_SUR_ART_GAIN,KM2,2015,414.8602404,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN24,_O,LCC_SUR_ART_GAIN,KM2,2015,121.9038352,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN25,_O,LCC_SUR_ART_GAIN,KM2,2015,11.75638632,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN26,_O,LCC_SUR_ART_GAIN,KM2,2015,40.58364456,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN27,_O,LCC_SUR_ART_GAIN,KM2,2015,283.4586412,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN28,_O,LCC_SUR_ART_GAIN,KM2,2015,884.7177837,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN29,_O,LCC_SUR_ART_GAIN,KM2,2015,331.2187021,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN30,_O,LCC_SUR_ART_GAIN,KM2,2015,1287.54337,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN31,_O,LCC_SUR_ART_GAIN,KM2,2015,1028.767759,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN32,_O,LCC_SUR_ART_GAIN,KM2,2015,117.0029024,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN33,_O,LCC_SUR_ART_GAIN,KM2,2015,1140.292708,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN34,_O,LCC_SUR_ART_GAIN,KM2,2015,23.72691004,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IN35,_O,LCC_SUR_ART_GAIN,KM2,2015,0.090148258,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IDN,_O,LCC_SUR_ART_GAIN,KM2,2015,4836.997542,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID01,_O,LCC_SUR_ART_GAIN,KM2,2015,27.01273289,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID02,_O,LCC_SUR_ART_GAIN,KM2,2015,352.7749085,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID03,_O,LCC_SUR_ART_GAIN,KM2,2015,58.68773339,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID04,_O,LCC_SUR_ART_GAIN,KM2,2015,1098.011497,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID05,_O,LCC_SUR_ART_GAIN,KM2,2015,676.6373621,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID06,_O,LCC_SUR_ART_GAIN,KM2,2015,672.1590853,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID07,_O,LCC_SUR_ART_GAIN,KM2,2015,65.54633569,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID08,_O,LCC_SUR_ART_GAIN,KM2,2015,114.5664406,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID09,_O,LCC_SUR_ART_GAIN,KM2,2015,259.5591165,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID10,_O,LCC_SUR_ART_GAIN,KM2,2015,22.3135867,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID11,_O,LCC_SUR_ART_GAIN,KM2,2015,114.7274412,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID12,_O,LCC_SUR_ART_GAIN,KM2,2015,72.16851858,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID13,_O,LCC_SUR_ART_GAIN,KM2,2015,167.7640217,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID14,_O,LCC_SUR_ART_GAIN,KM2,2015,91.78914287,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID15,_O,LCC_SUR_ART_GAIN,KM2,2015,15.29499759,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID16,_O,LCC_SUR_ART_GAIN,KM2,2015,43.74015666,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID17,_O,LCC_SUR_ART_GAIN,KM2,2015,60.16010229,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID18,_O,LCC_SUR_ART_GAIN,KM2,2015,17.02160184,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID19,_O,LCC_SUR_ART_GAIN,KM2,2015,8.240737651,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID20,_O,LCC_SUR_ART_GAIN,KM2,2015,5.825461447,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID2A,_O,LCC_SUR_ART_GAIN,KM2,2015,15.248789,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID21,_O,LCC_SUR_ART_GAIN,KM2,2015,59.49440648,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID22,_O,LCC_SUR_ART_GAIN,KM2,2015,85.62052607,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID23,_O,LCC_SUR_ART_GAIN,KM2,2015,36.95515564,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID24,_O,LCC_SUR_ART_GAIN,KM2,2015,82.73865712,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID25,_O,LCC_SUR_ART_GAIN,KM2,2015,15.54185729,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID26,_O,LCC_SUR_ART_GAIN,KM2,2015,11.59389046,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID27,_O,LCC_SUR_ART_GAIN,KM2,2015,17.32408561,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID28,_O,LCC_SUR_ART_GAIN,KM2,2015,62.26205442,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID29,_O,LCC_SUR_ART_GAIN,KM2,2015,362.7667433,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID30,_O,LCC_SUR_ART_GAIN,KM2,2015,29.91719231,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID31,_O,LCC_SUR_ART_GAIN,KM2,2015,2.075884013,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID32,_O,LCC_SUR_ART_GAIN,KM2,2015,97.097996,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ID33,_O,LCC_SUR_ART_GAIN,KM2,2015,14.35932345,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IRN,_O,LCC_SUR_ART_GAIN,KM2,2015,3029.068711,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IRQ,_O,LCC_SUR_ART_GAIN,KM2,2015,1496.696785,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),IMN,_O,LCC_SUR_ART_GAIN,KM2,2015,5.099804623,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),JAM,_O,LCC_SUR_ART_GAIN,KM2,2015,85.90544888,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),JEY,_O,LCC_SUR_ART_GAIN,KM2,2015,4.450100986,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),JOR,_O,LCC_SUR_ART_GAIN,KM2,2015,197.4903485,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),KAZ,_O,LCC_SUR_ART_GAIN,KM2,2015,1746.328511,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),KEN,_O,LCC_SUR_ART_GAIN,KM2,2015,371.0211773,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),KWT,_O,LCC_SUR_ART_GAIN,KM2,2015,239.7287042,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),KGZ,_O,LCC_SUR_ART_GAIN,KM2,2015,582.4205186,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),LAO,_O,LCC_SUR_ART_GAIN,KM2,2015,109.0008508,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),LBN,_O,LCC_SUR_ART_GAIN,KM2,2015,154.5457818,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),LSO,_O,LCC_SUR_ART_GAIN,KM2,2015,56.00912199,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),LBR,_O,LCC_SUR_ART_GAIN,KM2,2015,66.79679727,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),LBY,_O,LCC_SUR_ART_GAIN,KM2,2015,486.1724664,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),LIE,_O,LCC_SUR_ART_GAIN,KM2,2015,8.731421521,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),MAC,_O,LCC_SUR_ART_GAIN,KM2,2015,0.832227963,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),MDG,_O,LCC_SUR_ART_GAIN,KM2,2015,119.2861847,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),MWI,_O,LCC_SUR_ART_GAIN,KM2,2015,189.477666,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),MYS,_O,LCC_SUR_ART_GAIN,KM2,2015,1818.830203,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),MLI,_O,LCC_SUR_ART_GAIN,KM2,2015,182.1389023,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),MLT,_O,LCC_SUR_ART_GAIN,KM2,2015,14.88530716,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),MT00,_O,LCC_SUR_ART_GAIN,KM2,2015,14.88530716,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),MRT,_O,LCC_SUR_ART_GAIN,KM2,2015,24.63879203,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),MUS,_O,LCC_SUR_ART_GAIN,KM2,2015,45.3773322,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),FSM,_O,LCC_SUR_ART_GAIN,KM2,2015,0.087998606,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),MDA,_O,LCC_SUR_ART_GAIN,KM2,2015,876.5824836,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),MCO,_O,LCC_SUR_ART_GAIN,KM2,2015,0.041125822,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),MNG,_O,LCC_SUR_ART_GAIN,KM2,2015,111.2067949,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),MSR,_O,LCC_SUR_ART_GAIN,KM2,2015,0.085044632,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),MAR,_O,LCC_SUR_ART_GAIN,KM2,2015,686.8827509,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),MOZ,_O,LCC_SUR_ART_GAIN,KM2,2015,309.9502041,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),MMR,_O,LCC_SUR_ART_GAIN,KM2,2015,717.0353858,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),NAM,_O,LCC_SUR_ART_GAIN,KM2,2015,78.60608141,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),NPL,_O,LCC_SUR_ART_GAIN,KM2,2015,196.179272,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),NCL,_O,LCC_SUR_ART_GAIN,KM2,2015,20.69720887,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),NIC,_O,LCC_SUR_ART_GAIN,KM2,2015,81.09553031,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),NER,_O,LCC_SUR_ART_GAIN,KM2,2015,71.82692155,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),NGA,_O,LCC_SUR_ART_GAIN,KM2,2015,3644.729288,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),MKD,_O,LCC_SUR_ART_GAIN,KM2,2015,97.40966742,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),OMN,_O,LCC_SUR_ART_GAIN,KM2,2015,161.2041608,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PAK,_O,LCC_SUR_ART_GAIN,KM2,2015,3226.720105,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PSE,_O,LCC_SUR_ART_GAIN,KM2,2015,205.743544,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PAN,_O,LCC_SUR_ART_GAIN,KM2,2015,145.5576062,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PNG,_O,LCC_SUR_ART_GAIN,KM2,2015,24.51934894,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PRY,_O,LCC_SUR_ART_GAIN,KM2,2015,311.7279524,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PER,_O,LCC_SUR_ART_GAIN,KM2,2015,498.1865557,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE01,_O,LCC_SUR_ART_GAIN,KM2,2015,8.407563824,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE02,_O,LCC_SUR_ART_GAIN,KM2,2015,6.559601424,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE03,_O,LCC_SUR_ART_GAIN,KM2,2015,3.04296112,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE04,_O,LCC_SUR_ART_GAIN,KM2,2015,25.35713616,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE05,_O,LCC_SUR_ART_GAIN,KM2,2015,7.481662711,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE06,_O,LCC_SUR_ART_GAIN,KM2,2015,10.83261248,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE07,_O,LCC_SUR_ART_GAIN,KM2,2015,46.91129684,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE08,_O,LCC_SUR_ART_GAIN,KM2,2015,18.38661083,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE09,_O,LCC_SUR_ART_GAIN,KM2,2015,0.832443899,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE10,_O,LCC_SUR_ART_GAIN,KM2,2015,8.139273025,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE11,_O,LCC_SUR_ART_GAIN,KM2,2015,15.16811724,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE12,_O,LCC_SUR_ART_GAIN,KM2,2015,28.81750498,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE13,_O,LCC_SUR_ART_GAIN,KM2,2015,29.30353934,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE14,_O,LCC_SUR_ART_GAIN,KM2,2015,3.948673161,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE15,_O,LCC_SUR_ART_GAIN,KM2,2015,138.7252377,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE16,_O,LCC_SUR_ART_GAIN,KM2,2015,57.65431968,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE17,_O,LCC_SUR_ART_GAIN,KM2,2015,7.065899904,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE18,_O,LCC_SUR_ART_GAIN,KM2,2015,0.994031588,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE19,_O,LCC_SUR_ART_GAIN,KM2,2015,3.910455449,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE20,_O,LCC_SUR_ART_GAIN,KM2,2015,9.460395211,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE21,_O,LCC_SUR_ART_GAIN,KM2,2015,6.220829951,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE22,_O,LCC_SUR_ART_GAIN,KM2,2015,31.23070871,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE23,_O,LCC_SUR_ART_GAIN,KM2,2015,1.534612477,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE24,_O,LCC_SUR_ART_GAIN,KM2,2015,8.354212701,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PE25,_O,LCC_SUR_ART_GAIN,KM2,2015,19.84685527,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PHL,_O,LCC_SUR_ART_GAIN,KM2,2015,1104.707783,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),PRI,_O,LCC_SUR_ART_GAIN,KM2,2015,328.6832925,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),QAT,_O,LCC_SUR_ART_GAIN,KM2,2015,114.0161963,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),ROU,_O,LCC_SUR_ART_GAIN,KM2,2015,4036.413729,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RO11,_O,LCC_SUR_ART_GAIN,KM2,2015,784.1691433,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RO12,_O,LCC_SUR_ART_GAIN,KM2,2015,413.9672488,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RO21,_O,LCC_SUR_ART_GAIN,KM2,2015,1020.150445,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RO22,_O,LCC_SUR_ART_GAIN,KM2,2015,385.6210096,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RO31,_O,LCC_SUR_ART_GAIN,KM2,2015,694.3585811,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RO32,_O,LCC_SUR_ART_GAIN,KM2,2015,124.8543254,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RO41,_O,LCC_SUR_ART_GAIN,KM2,2015,446.2211938,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RO42,_O,LCC_SUR_ART_GAIN,KM2,2015,167.0717822,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RUS,_O,LCC_SUR_ART_GAIN,KM2,2015,10763.86594,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RU01,_O,LCC_SUR_ART_GAIN,KM2,2015,227.993147,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RU02,_O,LCC_SUR_ART_GAIN,KM2,2015,93.11593599,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RU03,_O,LCC_SUR_ART_GAIN,KM2,2015,115.7429249,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RU04,_O,LCC_SUR_ART_GAIN,KM2,2015,225.1964911,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RU05,_O,LCC_SUR_ART_GAIN,KM2,2015,63.75372144,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RU06,_O,LCC_SUR_ART_GAIN,KM2,2015,78.39995608,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RU07,_O,LCC_SUR_ART_GAIN,KM2,2015,37.62197763,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RU08,_O,LCC_SUR_ART_GAIN,KM2,2015,96.83001306,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RU09,_O,LCC_SUR_ART_GAIN,KM2,2015,126.1532655,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RU10,_O,LCC_SUR_ART_GAIN,KM2,2015,652.2689715,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RU11,_O,LCC_SUR_ART_GAIN,KM2,2015,73.54279621,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RU12,_O,LCC_SUR_ART_GAIN,KM2,2015,159.1365967,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RU13,_O,LCC_SUR_ART_GAIN,KM2,2015,48.9793862,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RU14,_O,LCC_SUR_ART_GAIN,KM2,2015,87.74843599,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RU15,_O,LCC_SUR_ART_GAIN,KM2,2015,90.32520648,2,A,0,,
OECD.ENV.EPI:DSD_LAND@DF_LAND_COVER(1.0),RU16,_O,LCC_SUR_ART_GAIN,KM2,2015,125.3415743,2,A,0,,
