KEY,FREQ,REF_AREA,CURRENCY,PROVIDER_FM,INSTRUMENT_FM,PROVIDER_FM_ID,DATA_TYPE_FM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,FM_CONTRACT_TIME,FM_COUPON_RATE,FM_IDENTIFIER,FM_LOT_SIZE,FM_MATURITY,FM_OUTS_AMOUNT,FM_PUT_CALL,FM_STRIKE_PRICE,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,SOURCE_AGENCY,SOURCE_PUB,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
FM.M.U2.EUR.RT.MM.EURIBOR1YD_.HSTA,M,U2,EUR,RT,MM,EURIBOR1YD_,HSTA,1995-07,7.16,A,F,,,P1M,,A,,,EURIBOR1YD=,,,,,,,,,,,,,,7,,,"Euribor 1-year - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 1-year - Historical close, average of observations through period - Euro, provided by Refinitiv",PCPA,0
FM.M.U2.EUR.RT.MM.EURIBOR1YD_.HSTA,M,U2,EUR,RT,MM,EURIBOR1YD_,HSTA,1995-08,6.83,A,F,,,P1M,,A,,,EURIBOR1YD=,,,,,,,,,,,,,,7,,,"Euribor 1-year - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 1-year - Historical close, average of observations through period - Euro, provided by Refinitiv",PCPA,0
FM.M.U2.EUR.RT.MM.EURIBOR1YD_.HSTA,M,U2,EUR,RT,MM,EURIBOR1YD_,HSTA,1995-09,6.59,A,F,,,P1M,,A,,,EURIBOR1YD=,,,,,,,,,,,,,,7,,,"Euribor 1-year - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 1-year - Historical close, average of observations through period - Euro, provided by Refinitiv",PCPA,0
FM.M.U2.EUR.RT.MM.EURIBOR1YD_.HSTA,M,U2,EUR,RT,MM,EURIBOR1YD_,HSTA,1995-10,6.76,A,F,,,P1M,,A,,,EURIBOR1YD=,,,,,,,,,,,,,,7,,,"Euribor 1-year - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 1-year - Historical close, average of observations through period - Euro, provided by Refinitiv",PCPA,0
FM.M.U2.EUR.RT.MM.EURIBOR1YD_.HSTA,M,U2,EUR,RT,MM,EURIBOR1YD_,HSTA,1995-11,6.43,A,F,,,P1M,,A,,,EURIBOR1YD=,,,,,,,,,,,,,,7,,,"Euribor 1-year - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 1-year - Historical close, average of observations through period - Euro, provided by Refinitiv",PCPA,0
FM.M.U2.EUR.RT.MM.EURIBOR1YD_.HSTA,M,U2,EUR,RT,MM,EURIBOR1YD_,HSTA,1995-12,6.21,A,F,,,P1M,,A,,,EURIBOR1YD=,,,,,,,,,,,,,,7,,,"Euribor 1-year - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 1-year - Historical close, average of observations through period - Euro, provided by Refinitiv",PCPA,0
FM.M.U2.EUR.RT.MM.EURIBOR1YD_.HSTA,M,U2,EUR,RT,MM,EURIBOR1YD_,HSTA,1996-01,5.69,A,F,,,P1M,,A,,,EURIBOR1YD=,,,,,,,,,,,,,,7,,,"Euribor 1-year - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 1-year - Historical close, average of observations through period - Euro, provided by Refinitiv",PCPA,0
FM.M.U2.EUR.RT.MM.EURIBOR1YD_.HSTA,M,U2,EUR,RT,MM,EURIBOR1YD_,HSTA,1996-02,5.56,A,F,,,P1M,,A,,,EURIBOR1YD=,,,,,,,,,,,,,,7,,,"Euribor 1-year - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 1-year - Historical close, average of observations through period - Euro, provided by Refinitiv",PCPA,0
FM.M.U2.EUR.RT.MM.EURIBOR1YD_.HSTA,M,U2,EUR,RT,MM,EURIBOR1YD_,HSTA,1996-03,5.55,A,F,,,P1M,,A,,,EURIBOR1YD=,,,,,,,,,,,,,,7,,,"Euribor 1-year - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 1-year - Historical close, average of observations through period - Euro, provided by Refinitiv",PCPA,0
FM.M.U2.EUR.RT.MM.EURIBOR1YD_.HSTA,M,U2,EUR,RT,MM,EURIBOR1YD_,HSTA,1996-04,5.32,A,F,,,P1M,,A,,,EURIBOR1YD=,,,,,,,,,,,,,,7,,,"Euribor 1-year - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 1-year - Historical close, average of observations through period - Euro, provided by Refinitiv",PCPA,0
FM.M.U2.EUR.RT.MM.EURIBOR1YD_.HSTA,M,U2,EUR,RT,MM,EURIBOR1YD_,HSTA,1996-05,5.07,A,F,,,P1M,,A,,,EURIBOR1YD=,,,,,,,,,,,,,,7,,,"Euribor 1-year - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 1-year - Historical close, average of observations through period - Euro, provided by Refinitiv",PCPA,0
FM.M.U2.EUR.RT.MM.EURIBOR1YD_.HSTA,M,U2,EUR,RT,MM,EURIBOR1YD_,HSTA,1996-06,5.19,A,F,,,P1M,,A,,,EURIBOR1YD=,,,,,,,,,,,,,,7,,,"Euribor 1-year - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 1-year - Historical close, average of observations through period - Euro, provided by Refinitiv",PCPA,0
FM.M.U2.EUR.RT.MM.EURIBOR1YD_.HSTA,M,U2,EUR,RT,MM,EURIBOR1YD_,HSTA,1996-07,5.18,A,F,,,P1M,,A,,,EURIBOR1YD=,,,,,,,,,,,,,,7,,,"Euribor 1-year - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 1-year - Historical close, average of observations through period - Euro, provided by Refinitiv",PCPA,0
FM.M.U2.EUR.RT.MM.EURIBOR1YD_.HSTA,M,U2,EUR,RT,MM,EURIBOR1YD_,HSTA,1996-08,5.16,A,F,,,P1M,,A,,,EURIBOR1YD=,,,,,,,,,,,,,,7,,,"Euribor 1-year - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 1-year - Historical close, average of observations through period - Euro, provided by Refinitiv",PCPA,0
FM.M.U2.EUR.RT.MM.EURIBOR1YD_.HSTA,M,U2,EUR,RT,MM,EURIBOR1YD_,HSTA,1996-09,4.96,A,F,,,P1M,,A,,,EURIBOR1YD=,,,,,,,,,,,,,,7,,,"Euribor 1-year - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 1-year - Historical close, average of observations through period - Euro, provided by Refinitiv",PCPA,0
