geo,variant,year,population,net_migration,olddep,PC_Y0_14,PC_Y15_64,share65
EA21,LFRT,2041,350021402.0,1158531.0,47.9,11.2,60.0,28.799999999999997
EA21,LFRT,2042,349447450.0,1157506.0,48.6,11.2,59.8,29.0
EA21,LFRT,2043,348832671.0,1155227.0,49.2,11.2,59.5,29.299999999999997
EA21,LFRT,2044,348172454.0,1152650.0,49.8,11.3,59.2,29.5
EA21,LFRT,2045,347464173.0,1159690.0,50.4,11.3,59.0,29.700000000000003
EA21,LFRT,2046,346715032.0,1152510.0,51.0,11.3,58.7,30.0
EA21,LFRT,2047,345908445.0,1150546.0,51.6,11.3,58.5,30.200000000000003
EA21,LFRT,2048,345048202.0,1138706.0,52.1,11.3,58.3,30.400000000000006
EA21,LFRT,2049,344122657.0,1138231.0,52.5,11.3,58.1,30.6
EA21,LFRT,2050,343141684.0,1137263.0,52.9,11.3,58.0,30.700000000000003
EA21,LFRT,2051,342103504.0,1139462.0,53.3,11.3,57.8,30.900000000000006
EA21,LFRT,2052,341010903.0,1141042.0,53.7,11.3,57.7,31.0
EA21,LFRT,2053,339863687.0,1150609.0,54.0,11.3,57.6,31.1
EA21,LFRT,2054,338672037.0,1146980.0,54.5,11.2,57.5,31.299999999999997
EA21,LFRT,2055,337426045.0,1153426.0,54.8,11.2,57.4,31.4
EA21,LFRT,2056,336140844.0,1145349.0,55.2,11.1,57.3,31.60000000000001
EA21,LFRT,2057,334808380.0,1146108.0,55.5,11.0,57.2,31.799999999999997
EA21,LFRT,2058,333444581.0,1142411.0,55.8,11.0,57.1,31.9
EA21,LFRT,2059,332053162.0,1142131.0,56.0,10.9,57.1,31.999999999999993
EA21,LFRT,2060,330645640.0,1147013.0,56.2,10.8,57.1,32.1
EA21,LFRT,2061,329235438.0,1157832.0,56.4,10.7,57.1,32.199999999999996
EA21,LFRT,2062,327836024.0,1166386.0,56.7,10.6,57.0,32.400000000000006
EA21,LFRT,2063,326451723.0,1172548.0,57.0,10.5,57.0,32.5
EA21,LFRT,2064,325085573.0,1181277.0,57.3,10.5,56.9,32.6
EA21,LFRT,2065,323744713.0,1196073.0,57.7,10.4,56.8,32.8
EA21,LFRT,2066,322438812.0,1195004.0,58.1,10.3,56.7,33.0
EA21,LFRT,2067,321154233.0,1200342.0,58.5,10.3,56.6,33.1
EA21,LFRT,2068,319898274.0,1208833.0,58.9,10.2,56.5,33.3
EA21,LFRT,2069,318674119.0,1219142.0,59.4,10.2,56.3,33.5
EA21,LFRT,2070,317482889.0,1226362.0,59.9,10.2,56.2,33.599999999999994
EA21,LMIGR,2023,356730272.0,1243481.0,34.0,14.7,63.7,21.599999999999994
EA21,LMIGR,2024,357205123.0,676334.0,34.5,14.6,63.5,21.900000000000006
EA21,LMIGR,2025,357110651.0,592658.0,35.2,14.4,63.3,22.299999999999997
EA21,LMIGR,2026,356897632.0,514844.0,36.0,14.3,63.0,22.700000000000003
EA21,LMIGR,2027,356574489.0,415643.0,36.8,14.1,62.8,23.10000000000001
EA21,LMIGR,2028,356121974.0,462565.0,37.7,14.0,62.5,23.5
EA21,LMIGR,2029,355688813.0,485974.0,38.7,13.9,62.1,23.999999999999993
EA21,LMIGR,2030,355254349.0,495711.0,39.7,13.8,61.7,24.5
EA21,LMIGR,2031,354807040.0,507351.0,40.7,13.6,61.4,25.000000000000007
EA21,LMIGR,2032,354350238.0,520236.0,41.6,13.5,61.0,25.5
EA21,LMIGR,2033,353885696.0,534344.0,42.6,13.4,60.7,25.89999999999999
EA21,LMIGR,2034,353414583.0,633441.0,43.6,13.4,60.3,26.299999999999997
EA21,LMIGR,2035,353021289.0,630034.0,44.5,13.3,60.0,26.700000000000003
EA21,LMIGR,2036,352601963.0,624833.0,45.4,13.3,59.6,27.1
EA21,LMIGR,2037,352152603.0,619408.0,46.3,13.3,59.3,27.400000000000006
EA21,LMIGR,2038,351670199.0,607246.0,47.1,13.2,59.0,27.799999999999997
EA21,LMIGR,2039,351145075.0,607420.0,47.8,13.2,58.7,28.099999999999994
EA21,LMIGR,2040,350586346.0,600269.0,48.5,13.2,58.4,28.4
EA21,LMIGR,2041,349983811.0,599438.0,49.2,13.2,58.2,28.599999999999994
EA21,LMIGR,2042,349341243.0,599599.0,49.8,13.2,58.0,28.799999999999997
EA21,LMIGR,2043,348657085.0,598350.0,50.4,13.2,57.7,29.099999999999994
EA21,LMIGR,2044,347927843.0,596690.0,51.0,13.2,57.5,29.299999999999997
EA21,LMIGR,2045,347151644.0,604553.0,51.5,13.2,57.3,29.5
EA21,LMIGR,2046,346337170.0,598094.0,52.1,13.2,57.1,29.699999999999996
EA21,LMIGR,2047,345469237.0,596797.0,52.6,13.2,56.9,29.9
EA21,LMIGR,2048,344553381.0,585414.0,53.1,13.2,56.7,30.099999999999994
EA21,LMIGR,2049,343579985.0,585264.0,53.4,13.2,56.6,30.199999999999996
EA21,LMIGR,2050,342561324.0,584402.0,53.8,13.2,56.4,30.4
EA21,LMIGR,2051,341498214.0,586481.0,54.1,13.2,56.3,30.5
EA21,LMIGR,2052,340396050.0,587806.0,54.4,13.2,56.2,30.599999999999994
EA21,LMIGR,2053,339257030.0,596970.0,54.7,13.1,56.1,30.800000000000004
EA21,LMIGR,2054,338093133.0,592575.0,55.0,13.1,56.0,30.900000000000006
EA21,LMIGR,2055,336895399.0,598225.0,55.3,13.1,56.0,30.900000000000006
EA21,LMIGR,2056,335679209.0,589033.0,55.6,13.1,55.9,31.000000000000007
EA21,LMIGR,2057,334435420.0,588452.0,55.8,13.0,55.8,31.200000000000003
EA21,LMIGR,2058,333178390.0,583083.0,56.0,13.0,55.8,31.200000000000003
EA21,LMIGR,2059,331909428.0,580880.0,56.1,13.0,55.8,31.200000000000003
EA21,LMIGR,2060,330637421.0,583574.0,56.1,12.9,55.8,31.299999999999997
EA21,LMIGR,2061,329372922.0,591997.0,56.2,12.9,55.8,31.299999999999997
EA21,LMIGR,2062,328126604.0,597773.0,56.2,12.9,55.8,31.299999999999997
EA21,LMIGR,2063,326900441.0,601021.0,56.3,12.9,55.7,31.39999999999999
EA21,LMIGR,2064,325695275.0,606637.0,56.5,12.8,55.7,31.5
EA21,LMIGR,2065,324516389.0,618064.0,56.6,12.8,55.7,31.5
EA21,LMIGR,2066,323371911.0,613562.0,56.8,12.8,55.6,31.6
EA21,LMIGR,2067,322247254.0,615400.0,57.0,12.8,55.5,31.700000000000003
EA21,LMIGR,2068,321149177.0,620291.0,57.1,12.8,55.5,31.700000000000003
EA21,LMIGR,2069,320080612.0,626659.0,57.3,12.8,55.4,31.800000000000004
EA21,LMIGR,2070,319042530.0,630331.0,57.5,12.8,55.3,31.900000000000006
EA21,LMRT,2023,356730272.0,2070362.0,34.0,14.7,63.7,21.599999999999994
EA21,LMRT,2024,358054064.0,1322491.0,34.5,14.6,63.5,21.900000000000006
EA21,LMRT,2025,358654201.0,1187891.0,35.1,14.4,63.3,22.299999999999997
EA21,LMRT,2026,359108698.0,1059272.0,35.8,14.3,63.1,22.6
EA21,LMRT,2027,359424416.0,913595.0,36.6,14.2,62.9,22.9
EA21,LMRT,2028,359584794.0,957257.0,37.4,14.0,62.6,23.4
EA21,LMRT,2029,359780525.0,977906.0,38.3,13.9,62.2,23.89999999999999
EA21,LMRT,2030,359990570.0,984707.0,39.3,13.8,61.9,24.300000000000004
EA21,LMRT,2031,360202221.0,993346.0,40.2,13.7,61.5,24.799999999999997
EA21,LMRT,2032,360417856.0,1003123.0,41.2,13.6,61.2,25.200000000000003
EA21,LMRT,2033,360638209.0,1013874.0,42.1,13.5,60.9,25.6
EA21,LMRT,2034,360863233.0,1112998.0,43.0,13.5,60.5,26.0
EA21,LMRT,2035,361179957.0,1105016.0,43.9,13.4,60.2,26.39999999999999
EA21,LMRT,2036,361478990.0,1096062.0,44.8,13.4,59.8,26.799999999999997
EA21,LMRT,2037,361756322.0,1087078.0,45.6,13.4,59.5,27.099999999999994
EA21,LMRT,2038,362008323.0,1078155.0,46.4,13.4,59.2,27.39999999999999
EA21,LMRT,2039,362231273.0,1075046.0,47.1,13.4,58.9,27.699999999999996
EA21,LMRT,2040,362427050.0,1065059.0,47.7,13.4,58.6,27.999999999999993
EA21,LMRT,2041,362585196.0,1056560.0,48.4,13.4,58.4,28.199999999999996
EA21,LMRT,2042,362703993.0,1050058.0,48.9,13.3,58.2,28.5
EA21,LMRT,2043,362781948.0,1043150.0,49.5,13.3,58.0,28.700000000000003
EA21,LMRT,2044,362815954.0,1036045.0,50.1,13.3,57.7,29.0
EA21,LMRT,2045,362803938.0,1038542.0,50.6,13.3,57.5,29.200000000000003
EA21,LMRT,2046,362753979.0,1028222.0,51.2,13.3,57.3,29.400000000000006
EA21,LMRT,2047,362651919.0,1023184.0,51.7,13.3,57.1,29.6
EA21,LMRT,2048,362503052.0,1007802.0,52.1,13.3,57.0,29.700000000000003
EA21,LMRT,2049,362297294.0,1003142.0,52.5,13.3,56.8,29.900000000000006
EA21,LMRT,2050,362046078.0,998294.0,52.9,13.3,56.7,30.0
EA21,LMRT,2051,361750410.0,996759.0,53.2,13.3,56.6,30.1
EA21,LMRT,2052,361415480.0,994880.0,53.5,13.2,56.5,30.299999999999997
EA21,LMRT,2053,361043469.0,1000709.0,53.8,13.2,56.4,30.4
EA21,LMRT,2054,360645569.0,993400.0,54.2,13.2,56.3,30.5
EA21,LMRT,2055,360212593.0,995995.0,54.5,13.1,56.2,30.700000000000003
EA21,LMRT,2056,359759157.0,983925.0,54.8,13.1,56.1,30.800000000000004
EA21,LMRT,2057,359275370.0,980526.0,55.1,13.1,56.1,30.800000000000004
EA21,LMRT,2058,358775351.0,972564.0,55.3,13.0,56.0,31.0
EA21,LMRT,2059,358259754.0,967473.0,55.4,13.0,56.0,31.0
EA21,LMRT,2060,357736628.0,967433.0,55.6,13.0,56.0,31.0
EA21,LMRT,2061,357216310.0,973210.0,55.7,12.9,55.9,31.199999999999996
EA21,LMRT,2062,356709369.0,976604.0,55.9,12.9,55.9,31.199999999999996
EA21,LMRT,2063,356217680.0,977367.0,56.1,12.9,55.8,31.299999999999997
EA21,LMRT,2064,355741873.0,980470.0,56.3,12.8,55.8,31.400000000000006
EA21,LMRT,2065,355287052.0,989176.0,56.5,12.8,55.7,31.5
EA21,LMRT,2066,354861568.0,981779.0,56.9,12.8,55.6,31.6
EA21,LMRT,2067,354450518.0,980596.0,57.2,12.8,55.5,31.700000000000003
EA21,LMRT,2068,354060689.0,982451.0,57.4,12.8,55.4,31.800000000000004
EA21,LMRT,2069,353695026.0,985919.0,57.7,12.8,55.3,31.900000000000006
EA21,LMRT,2070,353354634.0,986680.0,58.1,12.8,55.2,32.0
EA21,NMIGR,2023,356730272.0,0.0,34.0,14.7,63.7,21.599999999999994
EA21,NMIGR,2024,355951548.0,0.0,34.7,14.5,63.5,22.0
EA21,NMIGR,2025,355152116.0,0.0,35.5,14.4,63.2,22.39999999999999
EA21,NMIGR,2026,354302970.0,0.0,36.3,14.2,62.9,22.9
EA21,NMIGR,2027,353407451.0,0.0,37.3,14.0,62.6,23.4
EA21,NMIGR,2028,352468702.0,0.0,38.2,13.9,62.3,23.799999999999997
EA21,NMIGR,2029,351489619.0,0.0,39.3,13.7,61.9,24.4
EA21,NMIGR,2030,350472672.0,0.0,40.4,13.6,61.6,24.800000000000004
EA21,NMIGR,2031,349420010.0,0.0,41.5,13.4,61.2,25.39999999999999
EA21,NMIGR,2032,348333273.0,0.0,42.6,13.3,60.8,25.900000000000006
EA21,NMIGR,2033,347213415.0,0.0,43.7,13.2,60.4,26.4
EA21,NMIGR,2034,346061080.0,0.0,44.7,13.1,60.0,26.900000000000006
EA21,NMIGR,2035,344876119.0,0.0,45.8,13.0,59.7,27.299999999999997
EA21,NMIGR,2036,343658057.0,0.0,46.9,12.9,59.3,27.799999999999997
EA21,NMIGR,2037,342405755.0,0.0,47.9,12.9,58.9,28.199999999999996
EA21,NMIGR,2038,341117505.0,0.0,48.9,12.8,58.5,28.700000000000003
EA21,NMIGR,2039,339791217.0,0.0,49.8,12.8,58.2,29.0
EA21,NMIGR,2040,338424737.0,0.0,50.7,12.8,57.9,29.300000000000004
EA21,NMIGR,2041,337015645.0,0.0,51.5,12.7,57.6,29.699999999999996
EA21,NMIGR,2042,335561956.0,0.0,52.3,12.7,57.3,30.0
EA21,NMIGR,2043,334061219.0,0.0,53.1,12.7,57.0,30.299999999999997
EA21,NMIGR,2044,332511531.0,0.0,53.9,12.7,56.7,30.599999999999994
EA21,NMIGR,2045,330911319.0,0.0,54.7,12.7,56.5,30.799999999999997
EA21,NMIGR,2046,329259401.0,0.0,55.5,12.7,56.2,31.099999999999994
EA21,NMIGR,2047,327554672.0,0.0,56.2,12.7,55.9,31.4
EA21,NMIGR,2048,325797201.0,0.0,56.9,12.7,55.7,31.599999999999994
EA21,NMIGR,2049,323987433.0,0.0,57.5,12.7,55.5,31.799999999999997
EA21,NMIGR,2050,322126166.0,0.0,58.0,12.7,55.3,32.0
EA21,NMIGR,2051,320214749.0,0.0,58.6,12.6,55.1,32.300000000000004
EA21,NMIGR,2052,318255420.0,0.0,59.1,12.6,54.9,32.50000000000001
EA21,NMIGR,2053,316251111.0,0.0,59.6,12.6,54.8,32.60000000000001
EA21,NMIGR,2054,314205787.0,0.0,60.1,12.6,54.6,32.800000000000004
EA21,NMIGR,2055,312124322.0,0.0,60.6,12.5,54.4,33.1
EA21,NMIGR,2056,310012142.0,0.0,61.1,12.5,54.3,33.2
EA21,NMIGR,2057,307875312.0,0.0,61.5,12.5,54.2,33.3
EA21,NMIGR,2058,305720128.0,0.0,61.8,12.4,54.1,33.49999999999999
EA21,NMIGR,2059,303553059.0,0.0,62.1,12.4,54.0,33.599999999999994
EA21,NMIGR,2060,301380504.0,0.0,62.2,12.4,54.0,33.599999999999994
EA21,NMIGR,2061,299208419.0,0.0,62.4,12.3,54.0,33.7
EA21,NMIGR,2062,297042378.0,0.0,62.6,12.3,54.0,33.7
EA21,NMIGR,2063,294887071.0,0.0,62.8,12.3,53.9,33.800000000000004
EA21,NMIGR,2064,292746489.0,0.0,63.0,12.2,53.9,33.9
EA21,NMIGR,2065,290623773.0,0.0,63.2,12.2,53.8,34.0
EA21,NMIGR,2066,288521681.0,0.0,63.4,12.2,53.7,34.099999999999994
EA21,NMIGR,2067,286441784.0,0.0,63.6,12.2,53.7,34.099999999999994
EA21,NMIGR,2068,284384990.0,0.0,63.8,12.2,53.6,34.199999999999996
EA21,NMIGR,2069,282351669.0,0.0,64.0,12.2,53.6,34.199999999999996
EA21,NMIGR,2070,280341720.0,0.0,64.3,12.2,53.5,34.3
EE,BSL,2023,1371817.0,12033.0,31.9,16.5,63.3,20.200000000000003
EE,BSL,2024,1380158.0,1217.0,32.1,16.3,63.4,20.300000000000004
EE,BSL,2025,1377519.0,895.0,32.6,16.0,63.3,20.700000000000003
EE,BSL,2026,1374354.0,609.0,33.2,15.7,63.3,21.0
EE,BSL,2027,1370686.0,246.0,33.7,15.5,63.2,21.299999999999997
EE,BSL,2028,1366487.0,537.0,34.3,15.3,63.1,21.6
EE,BSL,2029,1362440.0,846.0,34.7,15.1,63.0,21.900000000000006
EE,BSL,2030,1358611.0,1031.0,35.1,14.9,63.0,22.099999999999994
EE,BSL,2031,1354919.0,1284.0,35.4,14.7,63.0,22.299999999999997
EE,BSL,2032,1351464.0,1537.0,35.6,14.5,63.0,22.5
EE,BSL,2033,1348287.0,1763.0,35.9,14.4,63.0,22.599999999999994
EE,BSL,2034,1345410.0,3576.0,36.2,14.2,63.0,22.799999999999997
EE,BSL,2035,1344440.0,3734.0,36.7,14.0,62.9,23.1
EE,BSL,2036,1343742.0,3756.0,37.2,13.9,62.7,23.39999999999999
EE,BSL,2037,1343195.0,3909.0,37.8,13.8,62.5,23.700000000000003
EE,BSL,2038,1342917.0,3765.0,38.4,13.8,62.2,24.0
EE,BSL,2039,1342596.0,3793.0,39.0,13.8,62.0,24.200000000000003
EE,BSL,2040,1342365.0,3810.0,39.5,13.8,61.8,24.400000000000006
EE,BSL,2041,1342193.0,3859.0,40.0,13.8,61.5,24.700000000000003
EE,BSL,2042,1342075.0,3892.0,40.6,13.8,61.3,24.900000000000006
EE,BSL,2043,1341983.0,3875.0,41.2,13.9,61.0,25.099999999999994
EE,BSL,2044,1341849.0,3909.0,41.8,13.9,60.7,25.39999999999999
EE,BSL,2045,1341698.0,3948.0,42.4,14.0,60.4,25.6
EE,BSL,2046,1341520.0,3975.0,43.0,14.1,60.1,25.800000000000004
EE,BSL,2047,1341293.0,4005.0,43.7,14.2,59.7,26.099999999999994
EE,BSL,2048,1341001.0,4081.0,44.4,14.2,59.4,26.4
EE,BSL,2049,1340698.0,4097.0,45.3,14.3,59.0,26.700000000000003
EE,BSL,2050,1340292.0,4072.0,46.2,14.4,58.6,26.999999999999993
EE,BSL,2051,1339770.0,4093.0,47.1,14.4,58.2,27.39999999999999
EE,BSL,2052,1339162.0,4167.0,48.1,14.4,57.8,27.799999999999997
EE,BSL,2053,1338517.0,4218.0,49.2,14.4,57.4,28.199999999999996
EE,BSL,2054,1337827.0,4163.0,50.5,14.4,56.9,28.699999999999996
EE,BSL,2055,1336995.0,4074.0,51.6,14.4,56.5,29.099999999999994
EE,BSL,2056,1335974.0,3883.0,52.7,14.3,56.1,29.6
EE,BSL,2057,1334669.0,3848.0,53.3,14.2,55.9,29.9
EE,BSL,2058,1333247.0,3667.0,53.9,14.2,55.8,30.0
EE,BSL,2059,1331575.0,3601.0,54.0,14.1,55.8,30.10000000000001
EE,BSL,2060,1329771.0,3584.0,54.1,14.0,55.8,30.200000000000003
EE,BSL,2061,1327870.0,3601.0,54.0,13.9,55.9,30.199999999999996
EE,BSL,2062,1325957.0,3600.0,53.9,13.9,56.0,30.099999999999994
EE,BSL,2063,1323973.0,3608.0,53.6,13.8,56.1,30.1
EE,BSL,2064,1321991.0,3635.0,53.3,13.7,56.3,30.0
EE,BSL,2065,1319996.0,3678.0,53.0,13.7,56.4,29.9
EE,BSL,2066,1318041.0,3683.0,52.9,13.6,56.5,29.900000000000006
EE,BSL,2067,1316075.0,3700.0,52.7,13.6,56.6,29.800000000000004
EE,BSL,2068,1314135.0,3726.0,52.5,13.5,56.7,29.799999999999997
EE,BSL,2069,1312225.0,3824.0,52.4,13.5,56.8,29.700000000000003
EE,BSL,2070,1310424.0,3928.0,52.4,13.5,56.8,29.700000000000003
EE,HMIGR,2023,1371817.0,16424.0,31.9,16.5,63.3,20.200000000000003
EE,HMIGR,2024,1384582.0,3300.0,32.0,16.3,63.4,20.300000000000004
EE,HMIGR,2025,1384114.0,2865.0,32.5,16.0,63.4,20.6
EE,HMIGR,2026,1383026.0,2436.0,32.9,15.7,63.4,20.9
EE,HMIGR,2027,1381320.0,1876.0,33.4,15.5,63.3,21.200000000000003
EE,HMIGR,2028,1378901.0,2190.0,33.9,15.3,63.3,21.400000000000006
EE,HMIGR,2029,1376688.0,2493.0,34.3,15.1,63.2,21.700000000000003
EE,HMIGR,2030,1374723.0,2741.0,34.6,14.9,63.2,21.89999999999999
EE,HMIGR,2031,1372954.0,2978.0,34.9,14.7,63.2,22.099999999999994
EE,HMIGR,2032,1371418.0,3221.0,35.1,14.6,63.2,22.200000000000003
EE,HMIGR,2033,1370185.0,3406.0,35.3,14.4,63.3,22.299999999999997
EE,HMIGR,2034,1369212.0,5278.0,35.6,14.2,63.3,22.5
EE,HMIGR,2035,1370213.0,5349.0,36.0,14.1,63.2,22.700000000000003
EE,HMIGR,2036,1371411.0,5351.0,36.5,14.0,63.0,23.0
EE,HMIGR,2037,1372752.0,5484.0,37.0,13.9,62.8,23.299999999999997
EE,HMIGR,2038,1374350.0,5336.0,37.6,13.9,62.5,23.599999999999994
EE,HMIGR,2039,1375889.0,5337.0,38.1,13.9,62.3,23.799999999999997
EE,HMIGR,2040,1377505.0,5339.0,38.6,13.9,62.1,23.999999999999993
EE,HMIGR,2041,1379156.0,5371.0,39.0,13.9,61.9,24.199999999999996
EE,HMIGR,2042,1380858.0,5381.0,39.6,13.9,61.7,24.39999999999999
EE,HMIGR,2043,1382568.0,5352.0,40.1,14.0,61.4,24.6
EE,HMIGR,2044,1384198.0,5376.0,40.6,14.0,61.1,24.9
EE,HMIGR,2045,1385815.0,5397.0,41.1,14.1,60.9,25.000000000000007
EE,HMIGR,2046,1387391.0,5405.0,41.7,14.2,60.6,25.199999999999996
EE,HMIGR,2047,1388895.0,5423.0,42.3,14.3,60.2,25.5
EE,HMIGR,2048,1390337.0,5485.0,43.0,14.3,59.9,25.800000000000004
EE,HMIGR,2049,1391733.0,5490.0,43.8,14.4,59.5,26.099999999999994
EE,HMIGR,2050,1393020.0,5462.0,44.7,14.4,59.2,26.39999999999999
EE,HMIGR,2051,1394203.0,5470.0,45.5,14.4,58.8,26.799999999999997
EE,HMIGR,2052,1395269.0,5534.0,46.4,14.5,58.4,27.1
EE,HMIGR,2053,1396304.0,5580.0,47.4,14.4,58.0,27.599999999999994
EE,HMIGR,2054,1397283.0,5514.0,48.6,14.4,57.6,27.999999999999993
EE,HMIGR,2055,1398106.0,5407.0,49.7,14.4,57.2,28.39999999999999
EE,HMIGR,2056,1398747.0,5208.0,50.7,14.3,56.9,28.800000000000004
EE,HMIGR,2057,1399093.0,5179.0,51.3,14.3,56.7,29.0
EE,HMIGR,2058,1399339.0,4985.0,51.8,14.2,56.5,29.299999999999997
EE,HMIGR,2059,1399313.0,4927.0,52.0,14.1,56.5,29.400000000000006
EE,HMIGR,2060,1399176.0,4926.0,52.1,14.1,56.5,29.400000000000006
EE,HMIGR,2061,1398983.0,4935.0,52.1,14.0,56.6,29.4
EE,HMIGR,2062,1398737.0,4927.0,52.0,13.9,56.6,29.499999999999993
EE,HMIGR,2063,1398448.0,4944.0,51.9,13.8,56.7,29.5
EE,HMIGR,2064,1398143.0,4942.0,51.6,13.8,56.9,29.300000000000004
EE,HMIGR,2065,1397809.0,4957.0,51.4,13.7,57.0,29.299999999999997
EE,HMIGR,2066,1397471.0,4944.0,51.4,13.7,57.0,29.299999999999997
EE,HMIGR,2067,1397123.0,4946.0,51.3,13.6,57.1,29.300000000000004
EE,HMIGR,2068,1396773.0,4952.0,51.2,13.6,57.1,29.300000000000004
EE,HMIGR,2069,1396417.0,5010.0,51.1,13.6,57.2,29.200000000000003
EE,HMIGR,2070,1396128.0,5095.0,51.2,13.6,57.1,29.300000000000004
EE,LFRT,2023,1371817.0,12033.0,31.9,16.5,63.3,20.200000000000003
EE,LFRT,2024,1377524.0,1217.0,32.1,16.1,63.5,20.400000000000006
EE,LFRT,2025,1372289.0,895.0,32.6,15.7,63.6,20.699999999999996
EE,LFRT,2026,1366581.0,609.0,33.2,15.2,63.7,21.099999999999994
EE,LFRT,2027,1360421.0,246.0,33.7,14.8,63.7,21.5
EE,LFRT,2028,1353772.0,552.0,34.3,14.5,63.7,21.799999999999997
EE,LFRT,2029,1347337.0,883.0,34.7,14.2,63.7,22.099999999999994
EE,LFRT,2030,1341163.0,1094.0,35.1,13.8,63.8,22.400000000000006
EE,LFRT,2031,1335161.0,1358.0,35.4,13.5,63.9,22.6
EE,LFRT,2032,1329437.0,1629.0,35.6,13.1,64.1,22.80000000000001
EE,LFRT,2033,1324015.0,1868.0,35.9,12.8,64.2,23.0
EE,LFRT,2034,1318881.0,3697.0,36.2,12.4,64.3,23.299999999999997
EE,LFRT,2035,1315665.0,3871.0,36.7,12.1,64.3,23.60000000000001
EE,LFRT,2036,1312716.0,3917.0,37.2,11.8,64.3,23.900000000000006
EE,LFRT,2037,1309913.0,4077.0,37.8,11.6,64.2,24.200000000000003
EE,LFRT,2038,1307353.0,4218.0,38.4,11.4,64.0,24.599999999999994
EE,LFRT,2039,1305013.0,4258.0,39.0,11.4,63.7,24.89999999999999
EE,LFRT,2040,1302764.0,4284.0,39.7,11.4,63.4,25.199999999999996
EE,LFRT,2041,1300554.0,4335.0,40.3,11.5,63.1,25.4
EE,LFRT,2042,1298409.0,4383.0,41.0,11.5,62.7,25.799999999999997
EE,LFRT,2043,1296276.0,4376.0,41.8,11.6,62.4,26.000000000000007
EE,LFRT,2044,1294084.0,4424.0,42.4,11.7,62.0,26.299999999999997
EE,LFRT,2045,1291850.0,4477.0,43.1,11.7,61.7,26.599999999999994
EE,LFRT,2046,1289588.0,4520.0,43.9,11.8,61.3,26.900000000000006
EE,LFRT,2047,1287256.0,4557.0,44.7,11.9,60.9,27.199999999999996
EE,LFRT,2048,1284834.0,4647.0,45.6,12.0,60.5,27.5
EE,LFRT,2049,1282348.0,4676.0,46.6,12.0,60.0,28.0
EE,LFRT,2050,1279744.0,4676.0,47.7,12.1,59.5,28.400000000000006
EE,LFRT,2051,1276966.0,4708.0,48.8,12.1,59.1,28.800000000000004
EE,LFRT,2052,1274035.0,4803.0,49.9,12.1,58.6,29.300000000000004
EE,LFRT,2053,1271008.0,4871.0,51.2,12.1,58.1,29.800000000000004
EE,LFRT,2054,1267856.0,4846.0,52.7,12.0,57.6,30.4
EE,LFRT,2055,1264510.0,4761.0,54.1,12.0,57.1,30.9
EE,LFRT,2056,1260903.0,4596.0,55.3,11.9,56.7,31.39999999999999
EE,LFRT,2057,1256959.0,4582.0,56.2,11.8,56.5,31.700000000000003
EE,LFRT,2058,1252862.0,4408.0,57.0,11.7,56.3,32.0
EE,LFRT,2059,1248452.0,4367.0,57.3,11.5,56.2,32.3
EE,LFRT,2060,1243877.0,4353.0,57.5,11.4,56.2,32.39999999999999
EE,LFRT,2061,1239185.0,4391.0,57.6,11.3,56.3,32.400000000000006
EE,LFRT,2062,1234427.0,4352.0,57.7,11.1,56.3,32.60000000000001
EE,LFRT,2063,1229562.0,4365.0,57.7,11.0,56.5,32.5
EE,LFRT,2064,1224648.0,4427.0,57.5,10.9,56.6,32.49999999999999
EE,LFRT,2065,1219753.0,4557.0,57.4,10.7,56.7,32.599999999999994
EE,LFRT,2066,1214942.0,4564.0,57.5,10.6,56.8,32.60000000000001
EE,LFRT,2067,1210122.0,4650.0,57.4,10.5,56.8,32.7
EE,LFRT,2068,1205374.0,4711.0,57.5,10.5,56.8,32.7
EE,LFRT,2069,1200664.0,4842.0,57.6,10.4,56.8,32.8
EE,LFRT,2070,1196076.0,4957.0,57.9,10.4,56.8,32.8
EE,LMIGR,2023,1371817.0,7633.0,31.9,16.5,63.3,20.200000000000003
EE,LMIGR,2024,1375721.0,-847.0,32.2,16.3,63.3,20.400000000000006
EE,LMIGR,2025,1370961.0,-1033.0,32.8,16.0,63.3,20.700000000000003
EE,LMIGR,2026,1365747.0,-1129.0,33.4,15.7,63.2,21.099999999999994
EE,LMIGR,2027,1360207.0,-1378.0,34.0,15.5,63.1,21.4
EE,LMIGR,2028,1354229.0,-1079.0,34.6,15.3,62.9,21.800000000000004
EE,LMIGR,2029,1348388.0,-770.0,35.1,15.1,62.9,22.000000000000007
EE,LMIGR,2030,1342741.0,-590.0,35.5,14.9,62.8,22.299999999999997
EE,LMIGR,2031,1337207.0,-335.0,35.9,14.7,62.8,22.5
EE,LMIGR,2032,1331896.0,-58.0,36.2,14.5,62.8,22.700000000000003
EE,LMIGR,2033,1326871.0,180.0,36.5,14.3,62.8,22.900000000000006
EE,LMIGR,2034,1322150.0,1934.0,36.9,14.1,62.8,23.10000000000001
EE,LMIGR,2035,1319263.0,2108.0,37.4,13.9,62.7,23.39999999999999
EE,LMIGR,2036,1316659.0,2156.0,38.0,13.8,62.5,23.700000000000003
EE,LMIGR,2037,1314228.0,2318.0,38.6,13.7,62.2,24.099999999999994
EE,LMIGR,2038,1312056.0,2198.0,39.3,13.7,61.9,24.4
EE,LMIGR,2039,1309872.0,2244.0,39.9,13.7,61.7,24.599999999999994
