iso3,year,debt_gdp,primary_balance_gdp,interest_rate_10y,gdp_growth,unemployment,inflation,emu_member,fx_regime,ext_debt_share,democracy,trade_openness,tfp_growth_5y,labor_prod_growth_5y,r_minus_g
DJI,2019,41.1,-1.0,,5.54508081154978,26.257,3.31763203299603,0,float,,5.0,320.93923036418,,,
DJI,2020,42.1,-2.6,,1.2021151728969,27.701,1.77900535643955,0,float,,5.0,225.744871323723,,,
DJI,2021,40.3,-3.1,,4.40715667561153,27.628,1.18086783934059,0,float,,5.0,263.477728733891,,,
DJI,2022,38.3,-1.5,,5.16653702854374,26.272,5.17222088647606,0,float,,5.0,302.285409231545,,,
DJI,2023,35.6,-3.5,,6.80733529403308,26.074,1.44905087029086,0,float,,5.0,285.902043800644,,,
DMA,1990,54.1,-4.7,,5.41798351146888,,3.19092323226821,0,float,,5.0,,,,
DMA,1991,56.9,-3.0,,1.3477691598669,,5.55706153429132,0,float,,5.0,,,,
DMA,1992,54.0,-2.2,,2.02941338180298,,5.47182559344178,0,float,,5.0,,,,
DMA,1993,53.4,-1.4,,2.16142138921818,,1.56902604224498,0,float,,5.0,,,,
DMA,1994,55.9,-3.4,,0.034477526872962,,0.0151367351744227,0,float,,5.0,,,,
DMA,1995,57.4,-2.9,,3.0308658627128,,1.3175374577497,0,float,,5.0,,,,
DMA,1996,53.7,-1.6,,3.10419572470771,,1.67716450485913,0,float,,5.0,,,,
DMA,1997,47.7,-2.2,,2.18562742404438,,2.43629715479674,0,float,,5.0,,,,
DMA,1998,56.3,-6.0,,3.77423043853915,,0.999147457910748,0,float,,5.0,,,,
DMA,1999,61.8,-9.2,,0.354077659205259,,1.17947787394175,0,float,,5.0,,,,
DMA,2000,68.9,-8.7,,2.3402193777688,,0.856946805358483,0,float,,5.0,,,,
DMA,2001,98.5,-6.5,,-0.0638434428881567,,1.3038940346596,0,float,,5.0,,,,
DMA,2002,97.9,-4.1,,-3.08742052359268,,0.170055330197681,0,float,,5.0,,,,
DMA,2003,94.9,0.8,,5.80495468629533,,1.45336800437251,0,float,,5.0,,,,
DMA,2004,86.2,-0.7,,4.09783662273917,,2.39410982050298,0,float,,5.0,,,,
DMA,2005,82.0,0.9,,0.915286472779144,,1.68190079877553,0,float,,5.0,,,,
DMA,2006,77.4,2.9,,4.40077479812059,,2.2023913263167,0,float,,5.0,,,,
DMA,2007,71.8,1.8,,5.3579375575878,,3.63222129317821,0,float,,5.0,,,,
DMA,2008,64.4,0.7,,7.12131217762231,,6.35992183336295,0,float,,5.0,,,,
DMA,2009,62.5,-0.3,,-1.13575145648322,,0.00626357107066859,0,float,,5.0,,,,
DMA,2010,66.8,-3.4,,-0.105610857694984,,2.99936630549,0,float,,5.0,,,,
DMA,2011,69.7,-4.4,,0.0427388878891435,,1.1312313652648,0,float,,5.0,,,,
DMA,2012,73.1,-5.4,,-0.15739179314221,,1.3567714780886,0,float,,5.0,,,,
DMA,2013,73.9,-2.9,,0.0045039972976042,,-0.0464116468805992,0,float,,5.0,,,,
DMA,2014,71.3,-5.5,,2.33521742067693,,0.799250372687492,0,float,,5.0,,,,
DMA,2015,68.2,11.4,,-3.37338262476895,,-0.84382698463833,0,float,,5.0,,,,
DMA,2016,76.9,11.6,,1.44724556489263,,0.141816225732312,0,float,,5.0,,,,
DMA,2017,84.2,-3.3,,-7.5443637547282,,0.296252889279487,0,float,,5.0,,,,
DMA,2018,85.7,-17.2,,2.964010610466,,0.98919111918989,0,float,,5.0,,,,
DMA,2019,97.8,-8.7,,3.94809757938053,,1.50462353858141,0,float,,5.0,,,,
DMA,2020,118.4,-7.5,,-15.7064024545862,,1.22026442242476,0,float,,5.0,,,,
DMA,2021,116.3,-8.2,,5.37983838954712,,2.22891330700344,0,float,,5.0,,,,
DMA,2022,110.0,-7.2,,10.3968076616121,,2.88490226829353,0,float,,5.0,,,,
DMA,2023,101.3,-4.5,,3.65221012208734,,5.08677483158112,0,float,,5.0,,,,
DNK,1992,66.7,-2.6,,2.0228112415746,9.027,2.09604442933214,0,float,,10.0,66.9797006123946,,,
DNK,1993,78.7,-3.7,,-0.078900412805325,10.719,1.2578566795326,0,float,,10.0,65.643583372576,,,
DNK,1994,75.3,-3.9,,5.29469615156448,8.036,1.99201463809517,0,float,,10.0,67.8432179369762,,,
DNK,1995,71.5,-3.5,,3.03802150461165,6.992,2.08360842382855,0,float,,10.0,68.5733146504851,,,
DNK,1996,68.3,-2.4,,2.89575069230459,6.844,2.12629802275577,0,float,,10.0,68.5264824216641,,,
DNK,1997,64.4,-1.2,,3.16848143784479,5.4,2.1821667790712,0,float,,10.0,71.2901759751981,,,
DNK,1998,60.3,-0.3,,2.32630274538961,5.039,1.84565122007883,0,float,,10.0,71.345417498121,,,
DNK,1999,56.8,1.1,,2.96730536257029,5.141,2.49779544404529,0,float,,10.0,72.7288566436859,,,
DNK,2000,53.6,1.8,,3.72400899471576,4.476,2.90328203236461,0,float,,10.0,83.0420859548864,,,
DNK,2001,50.1,1.1,,0.95003224600012,4.164,2.33787000255263,0,float,,10.0,83.922664599029,,,
DNK,2002,50.3,0.3,,0.456530018779986,4.274,2.42443661219695,0,float,,10.0,84.4845925538271,,,
DNK,2003,48.2,0.1,,0.441091006625101,5.398,2.07507820646506,0,float,,10.0,80.7613001763544,,,
DNK,2004,46.2,2.2,,2.77635180744053,5.204,1.15435693124934,0,float,,10.0,82.0077308240144,,,
DNK,2005,39.4,5.2,,2.35960882992528,4.83,1.81781458291254,0,float,,10.0,89.3987952460671,,,
DNK,2006,33.2,5.3,,3.81648769908172,3.897,1.92422138464584,0,float,,10.0,97.4298607727841,,,
DNK,2007,29.5,5.3,,0.987173815945127,3.801,1.69326586220324,0,float,,10.0,100.047674594039,,,
DNK,2008,35.5,3.5,,-0.417178439991005,3.683,3.41626794258374,0,float,,10.0,104.470310168489,,,
DNK,2009,43.0,-2.7,,-4.97447905669058,6.409,1.30470991024336,0,float,,10.0,89.3948566562728,,,
DNK,2010,46.1,-2.5,,1.58289703108802,7.746,2.31092436974786,0,float,,10.0,94.3877282319057,,,
DNK,2011,50.0,-1.8,,1.3108037609606,7.769,2.7586822605125,0,float,,10.0,102.012930474308,,,
DNK,2012,48.7,-3.2,,-0.00543230161670749,7.798,2.3979148566464,0,float,,10.0,104.362280505171,,,
DNK,2013,47.8,-0.9,,1.39267343161971,7.384,0.789071780078062,0,float,,10.0,103.612813249189,,,
DNK,2014,48.7,1.4,,1.27799983192831,6.925,0.56402054044954,0,float,,10.0,103.210859225139,,,
DNK,2015,44.6,-0.9,,2.10441456445301,6.278,0.452034153691575,0,float,,10.0,105.130362453899,,,
DNK,2016,41.7,0.3,,3.07304549209093,5.989,0.250000000000031,0,float,,10.0,101.452783808643,,,
DNK,2017,40.2,1.7,,3.05647723922718,5.833,1.14713216957602,0,float,,10.0,104.215676920442,,,
DNK,2018,38.5,0.8,,1.8600074900921,5.131,0.813609467455631,0,float,,10.0,108.813985501909,,,
DNK,2019,38.3,4.3,,1.71140093932736,5.018,0.75813157251162,0,float,,10.0,111.891475065653,,,
DNK,2020,45.2,0.4,,-1.78010601831291,5.644,0.420711974110025,0,float,,10.0,104.433432671151,,,
DNK,2021,39.6,4.1,,6.50025445756295,5.065,1.85304543989689,0,float,,10.0,112.321472697291,,,
DNK,2022,33.3,3.4,,0.443832614908331,4.434,7.6965669988926,0,float,,10.0,131.995824909071,,,
DNK,2023,33.0,3.4,,0.604587766175584,5.094,3.30517811237606,0,float,,10.0,129.625337431278,,,
DOM,1997,13.8,-0.6,,8.89955230035797,6.323,8.29656754792046,0,float,,5.0,74.2332371692166,,,
DOM,1998,13.2,-0.3,,6.70585570778992,6.304,4.83166558591895,0,float,,5.0,75.9113027135939,,,
DOM,1999,16.0,-0.8,,5.95651024999543,6.312,6.47054186846928,0,float,,5.0,76.3027532814337,,,
DOM,2000,16.7,-0.9,,4.65172550299128,6.432,7.72413566181616,0,float,,5.0,79.3003930961432,,,
DOM,2001,20.4,-0.7,,2.46937023763239,7.262,8.88306848812961,0,float,,5.0,70.5105678080061,,,
DOM,2002,21.5,-2.3,,4.48650367045651,6.779,5.22336769759447,0,float,,5.0,68.7232829028777,,,
DOM,2003,48.2,-4.2,,-1.34935744782766,6.938,27.4497127394395,0,float,,5.0,84.4495031861592,,,
DOM,2004,34.3,-3.6,,2.58556667449577,6.303,51.4608598338065,0,float,,5.0,81.3514229381911,,,
DOM,2005,38.3,-0.7,,9.43178931977285,6.587,4.19020260472056,0,float,,5.0,61.6535587358027,,,
DOM,2006,36.0,-1.7,,9.17120650955299,5.654,7.57280523853074,0,float,,5.0,63.7664826351505,,,
DOM,2007,32.9,0.3,,7.41840577774235,5.158,6.14356655248047,0,float,,5.0,61.229259153164,,,
DOM,2008,33.6,-3.4,,3.26808671288212,4.764,10.6446210953712,0,float,,5.0,61.4285058325394,,,
DOM,2009,36.8,-2.9,,1.00345293018719,5.467,1.44215131834353,0,float,,5.0,50.6509376792025,,,
DOM,2010,37.4,-3.0,,8.40114541209596,5.212,6.32993220146146,0,float,,5.0,56.0573964175321,,,
DOM,2011,39.1,-3.1,,3.19196227475523,6.087,5.79676809206533,0,float,,5.0,59.0692578401698,,,
DOM,2012,42.4,-6.3,,2.77567100848816,6.722,3.69449707884777,0,float,,5.0,58.5062536731089,,,
DOM,2013,46.8,-4.4,,4.93473300709881,7.351,4.830950967408,0,float,,5.0,56.8137658014945,,,
DOM,2014,45.0,-2.8,,7.11122629673892,6.719,2.99864226125219,0,float,,5.0,55.6601041506633,,,
DOM,2015,44.8,0.0,,6.98771131236387,7.605,0.836746346724557,0,float,,5.0,52.3471238667007,,,
DOM,2016,46.7,-3.1,,6.71974078681295,7.284,1.61416607245223,0,float,,5.0,51.7306571245477,,,
DOM,2017,49.5,-3.1,,3.93386176401576,5.832,3.27955694678546,0,float,,5.0,50.7595355508472,,,
DOM,2018,50.8,-2.2,,7.09751640210159,5.861,3.56443426013508,0,float,,5.0,52.3351709577013,,,
DOM,2019,53.5,-3.5,,4.8940301149584,6.356,1.81060377042959,0,float,,5.0,50.912982200697,,,
DOM,2020,71.8,-7.9,,-7.92905234231061,6.126,3.78103179915517,0,float,,5.0,44.7331613466756,,,
DOM,2021,62.8,-2.9,,14.0124289062207,7.702,8.24300347981809,0,float,,5.0,51.9500227303115,,,
DOM,2022,59.6,-3.2,,5.23795652902595,5.504,8.81109209279587,0,float,,5.0,54.3781976712844,,,
DOM,2023,60.5,-3.3,,2.19229848237939,5.555,4.78561281021135,0,float,,5.0,49.8436131764417,,,
DZA,1991,86.1,1.5,,-1.2000005864423,20.6,25.8863869348514,0,float,,5.0,52.7175867077307,,,
DZA,1992,69.3,-1.0,,1.80000230253509,24.38,31.6696619117149,0,float,,5.0,49.1890842360411,,,
DZA,1993,76.8,-7.8,,-2.10000075697259,26.23,20.5403261235827,0,float,,5.0,44.9228133698634,,,
DZA,1994,106.3,-4.1,,-0.899996552970833,27.74,29.0476561173071,0,float,,5.0,48.5844377877809,,,
DZA,1995,95.9,-1.3,,3.79999479063817,31.84,29.7796264864999,0,float,,5.0,55.1910052081435,,,
DZA,1996,90.7,2.7,,4.09999847167964,28.268,18.6790758601749,0,float,,5.0,53.7051478767794,,,
DZA,1997,79.6,2.2,,1.09999993684249,25.43,5.73352275357187,0,float,,5.0,52.2439115059386,,,
DZA,1998,79.9,-3.5,,5.10000361107312,26.85,4.95016163793114,0,float,,5.0,45.0944505585079,,,
DZA,1999,69.7,-1.8,,3.20000155319546,28.575,2.64551113392799,0,float,,5.0,50.9291093379713,,,
DZA,2000,53.4,8.9,,3.80000000158476,29.77,0.339163189071768,0,float,,5.0,62.8583436360347,,,
DZA,2001,50.0,3.2,,2.99999999863043,27.3,4.22598834854673,0,float,,5.0,54.5296491177208,,,
DZA,2002,47.3,0.2,,5.40000000000001,25.9,1.41830192345051,0,float,,5.0,56.5896052814114,,,
DZA,2003,38.2,7.2,,6.50000000062043,23.72,4.268953958395,0,float,,5.0,57.7691353044878,,,
DZA,2004,32.7,6.4,,4.49999999976698,17.65,3.96180030257187,0,float,,5.0,61.3579975707176,,,
DZA,2005,25.4,11.4,,5.39999999969525,15.27,1.38244656662118,0,float,,5.0,66.8404602203906,,,
DZA,2006,22.5,12.9,,2.89999999905852,12.27,2.31149918514424,0,float,,5.0,65.9152919677621,,,
DZA,2007,12.8,4.6,,3.10000000128674,13.79,3.67899574741699,0,float,,5.0,67.5454733939763,,,
DZA,2008,7.6,7.8,,2.49999999929371,11.33,4.85859062814939,0,float,,5.0,71.0284922505261,,,
DZA,2009,8.9,-6.5,,1.19999999969519,10.16,5.73706036145628,0,float,,5.0,64.2847547238993,,,
DZA,2010,9.5,-1.3,,4.80000000093564,9.96,3.91106195534028,0,float,,5.0,63.4912159928425,,,
DZA,2011,8.5,-1.1,,2.99999999941909,9.96,4.5242115050527,0,float,,5.0,62.2200899610479,,,
DZA,2012,8.6,-4.0,,2.40000000034432,10.97,8.89145091062317,0,float,,5.0,60.7576393340605,,,
DZA,2013,6.5,-0.8,,2.60000000061164,9.82,3.25423910998847,0,float,,5.0,59.151008157244,,,
DZA,2014,6.9,-7.1,,4.09999999866501,10.207,2.91692692067458,0,float,,5.0,56.9235419669867,,,
DZA,2015,7.7,-13.9,,3.20000000089023,11.206,4.78444700693889,0,float,,5.0,53.2046225904145,,,
DZA,2016,18.1,-11.8,,3.90000000017621,10.202,6.39769480268757,0,float,,5.0,49.7609327925216,,,
DZA,2017,24.0,-7.5,,1.49999999895587,12.0,5.59111590961664,0,float,,5.0,49.8208161712587,,,
DZA,2018,34.5,-6.2,,1.40000000088281,12.112,4.26999020467084,0,float,,5.0,52.4361676779223,,,
DZA,2019,40.9,-8.5,,0.899999999219148,12.302,1.95176821052892,0,float,,5.0,46.5068426081672,,,
DZA,2020,46.0,-10.5,,-4.99999999908597,14.08,2.41513094083414,0,float,,5.0,40.3897565625388,,,
DZA,2021,55.1,-6.3,,3.79999999900707,13.656,7.22606307415477,0,float,,5.0,46.8370592599607,,,
DZA,2022,48.1,-3.0,,3.60000000094915,12.382,9.26551551551553,0,float,,5.0,51.1900893683897,,,
DZA,2023,47.7,-5.5,,4.10000000005964,11.645,9.32217375928322,0,float,,5.0,43.7397984507007,,,
EAQ,1995,68.3,-3.4,,,,,0,float,,5.0,,,,
EAQ,1996,69.2,-3.6,,,,,0,float,,5.0,,,,
EAQ,1997,70.1,-2.5,,,,,0,float,,5.0,,,,
EAQ,1998,77.6,-7.2,,,,,0,float,,5.0,,,,
EAQ,1999,86.5,-5.0,,,,,0,float,,5.0,,,,
EAQ,2000,89.5,-5.3,,,,,0,float,,5.0,,,,
EAQ,2001,92.3,-4.6,,,,,0,float,,5.0,,,,
EAQ,2002,94.1,-5.1,,,,,0,float,,5.0,,,,
EAQ,2003,97.2,-5.1,,,,,0,float,,5.0,,,,
EAQ,2004,98.9,-3.7,,,,,0,float,,5.0,,,,
EAQ,2005,96.8,-2.8,,,,,0,float,,5.0,,,,
EAQ,2006,89.9,-1.7,,,,,0,float,,5.0,,,,
EAQ,2007,83.8,-0.9,,,,,0,float,,5.0,,,,
EAQ,2008,83.1,-1.8,,,,,0,float,,5.0,,,,
EAQ,2009,94.3,-5.1,,,,,0,float,,5.0,,,,
EAQ,2010,93.5,-3.9,,,,,0,float,,5.0,,,,
EAQ,2011,94.6,-3.5,,,,,0,float,,5.0,,,,
EAQ,2012,93.9,-3.1,,,,,0,float,,5.0,,,,
EAQ,2013,86.1,-2.8,,,,,0,float,,5.0,,,,
EAQ,2014,83.8,-1.9,,,,,0,float,,5.0,,,,
EAQ,2015,79.4,-2.5,,,,,0,float,,5.0,,,,
EAQ,2016,88.7,-2.8,,,,,0,float,,5.0,,,,
EAQ,2017,88.3,-2.6,,,,,0,float,,5.0,,,,
EAQ,2018,87.4,-3.1,,,,,0,float,,5.0,,,,
EAQ,2019,90.6,-4.6,,,,,0,float,,5.0,,,,
EAQ,2020,101.8,-8.7,,,,,0,float,,5.0,,,,
EAQ,2021,97.8,-5.4,,,,,0,float,,5.0,,,,
EAQ,2022,98.9,-6.2,,,,,0,float,,5.0,,,,
EAQ,2023,102.0,-5.4,,,,,0,float,,5.0,,,,
ECU,2001,63.8,0.0,,4.20627185748789,4.252,37.6767454518094,0,fixed,,5.0,56.128486744205,,,
ECU,2002,55.0,0.7,,4.92809549611376,4.825,12.4835980082095,0,fixed,,5.0,54.7966439366136,,,
ECU,2003,47.2,1.0,,2.88450036512064,5.662,7.92936487461556,0,fixed,,5.0,52.3575426975979,,,
ECU,2004,40.2,1.9,,6.83239736646514,5.002,2.74323198926704,0,fixed,,5.0,56.0745467239942,,,
ECU,2005,35.8,0.7,,5.39862243994342,3.779,2.1682770118372,0,fixed,,5.0,61.9581507902572,,,
ECU,2006,33.1,2.9,,4.34113198577639,3.55,3.29874846258215,0,fixed,,5.0,65.8423556166562,,,
ECU,2007,29.6,2.7,,1.90242859700484,3.142,2.27618478002121,0,fixed,,5.0,68.8505854462677,,,
ECU,2008,24.9,0.6,,6.56492068224719,3.917,8.40009593987462,0,fixed,,5.0,74.5902963648439,,,
ECU,2009,19.7,-3.7,,1.0910129698311,4.608,5.15996829181047,0,fixed,,5.0,57.3473460627608,,,
ECU,2010,18.4,-1.4,,4.02913787986621,4.088,3.55437734567843,0,fixed,,5.0,65.7773849135062,,,
ECU,2011,18.6,-0.1,,8.48147656332823,3.458,4.4745326579584,0,fixed,,5.0,70.0356837525249,,,
ECU,2012,19.3,-2.8,,5.783212336172,3.235,5.10172180958666,0,fixed,,5.0,67.0029290916898,,,
ECU,2013,23.4,-8.2,,7.21123653679159,3.083,2.72177577710371,0,fixed,,5.0,63.4333003342414,,,
ECU,2014,28.2,-8.1,,4.22606520388456,3.48,3.58922016616663,0,fixed,,5.0,61.4263766217565,,,
ECU,2015,36.4,-6.9,,0.119692109287612,3.616,3.96664623255358,0,fixed,,5.0,47.8280397077826,,,
ECU,2016,46.1,-10.3,,-0.687954245877947,4.597,1.72826463324533,0,fixed,,5.0,40.5344917996647,,,
ECU,2017,47.4,-5.8,,5.97039880954841,3.836,0.417335588666825,0,fixed,,5.0,43.6177233172817,,,
ECU,2018,49.5,-2.8,,1.04429460679607,3.53,-0.224103246005552,0,fixed,,5.0,48.0093476154836,,,
ECU,2019,52.1,-3.5,,0.1654044646003,3.812,0.266012515466155,0,fixed,,5.0,48.0828494933307,,,
ECU,2020,63.6,-7.4,,-9.24509619165865,6.116,-0.338872392562139,0,fixed,,5.0,43.9893109378389,,,
ECU,2021,61.8,-1.6,,9.42189269033631,4.504,0.133251386096389,0,fixed,,5.0,53.261275610573,,,
ECU,2022,57.2,0.0,,5.86842354862311,3.713,3.46616972213077,0,fixed,,5.0,61.880792818786,,,
ECU,2023,54.5,-3.5,,1.8328406107788,3.51,2.21568764237058,0,fixed,,5.0,57.1626938264309,,,
EDE,2000,50.5,-3.0,,,,,0,float,,5.0,,,,
EDE,2001,50.1,-3.2,,,,,0,float,,5.0,,,,
EDE,2002,47.6,-4.3,,,,,0,float,,5.0,,,,
EDE,2003,43.4,-3.2,,,,,0,float,,5.0,,,,
EDE,2004,37.1,-0.9,,,,,0,float,,5.0,,,,
EDE,2005,32.0,1.6,,,,,0,float,,5.0,,,,
EDE,2006,26.8,2.2,,,,,0,float,,5.0,,,,
EDE,2007,23.2,1.3,,,,,0,float,,5.0,,,,
EDE,2008,23.4,0.3,,,,,0,float,,5.0,,,,
EDE,2009,28.9,-5.9,,,,,0,float,,5.0,,,,
EDE,2010,28.5,-4.0,,,,,0,float,,5.0,,,,
EDE,2011,27.2,-0.6,,,,,0,float,,5.0,,,,
EDE,2012,25.9,-1.1,,,,,0,float,,5.0,,,,
EDE,2013,26.8,-1.8,,,,,0,float,,5.0,,,,
EDE,2014,29.0,-1.6,,,,,0,float,,5.0,,,,
EDE,2015,30.8,-2.3,,,,,0,float,,5.0,,,,
EDE,2016,31.6,-2.6,,,,,0,float,,5.0,,,,
EDE,2017,29.7,-1.7,,,,,0,float,,5.0,,,,
EDE,2018,29.4,0.3,,,,,0,float,,5.0,,,,
EDE,2019,28.9,-0.7,,,,,0,float,,5.0,,,,
EDE,2020,37.6,-5.3,,,,,0,float,,5.0,,,,
EDE,2021,35.0,-1.6,,,,,0,float,,5.0,,,,
EDE,2022,30.8,-2.5,,,,,0,float,,5.0,,,,
EDE,2023,32.7,-4.4,,,,,0,float,,5.0,,,,
EEQ,1999,56.6,-3.3,,,,,0,float,,5.0,,,,
EEQ,2000,45.7,-1.5,,,,,0,float,,5.0,,,,
EEQ,2001,40.3,-1.5,,,,,0,float,,5.0,,,,
EEQ,2002,38.2,-2.8,,,,,0,float,,5.0,,,,
EEQ,2003,35.2,-2.3,,,,,0,float,,5.0,,,,
EEQ,2004,30.4,-0.3,,,,,0,float,,5.0,,,,
EEQ,2005,26.4,1.6,,,,,0,float,,5.0,,,,
EEQ,2006,22.4,2.1,,,,,0,float,,5.0,,,,
EEQ,2007,20.3,1.6,,,,,0,float,,5.0,,,,
EEQ,2008,20.8,0.5,,,,,0,float,,5.0,,,,
EEQ,2009,26.6,-6.1,,,,,0,float,,5.0,,,,
EEQ,2010,27.6,-4.5,,,,,0,float,,5.0,,,,
EEQ,2011,27.5,-1.2,,,,,0,float,,5.0,,,,
EEQ,2012,27.4,-1.3,,,,,0,float,,5.0,,,,
EEQ,2013,29.1,-2.1,,,,,0,float,,5.0,,,,
EEQ,2014,32.4,-2.0,,,,,0,float,,5.0,,,,
EEQ,2015,35.1,-2.7,,,,,0,float,,5.0,,,,
EEQ,2016,35.6,-2.5,,,,,0,float,,5.0,,,,
EEQ,2017,32.8,-1.2,,,,,0,float,,5.0,,,,
EEQ,2018,31.4,1.0,,,,,0,float,,5.0,,,,
EEQ,2019,30.1,0.3,,,,,0,float,,5.0,,,,
EEQ,2020,39.3,-5.5,,,,,0,float,,5.0,,,,
EEQ,2021,36.5,-1.8,,,,,0,float,,5.0,,,,
EEQ,2022,33.6,-2.8,,,,,0,float,,5.0,,,,
EEQ,2023,36.0,-4.0,,,,,0,float,,5.0,,,,
EGY,1998,73.8,,,5.575497460986,8.03,3.8725754642749,0,peg,,2.0,41.9276270006959,,,
EGY,1999,72.4,2.1,,6.05343878467555,7.95,3.07949912638332,0,peg,,2.0,38.3615084525358,,,
EGY,2000,71.7,1.3,,6.37000382991766,8.98,2.68380535348546,0,peg,,2.0,39.0179359012055,,,
EGY,2001,79.1,-1.1,,3.53525197391507,9.26,2.26975720475956,0,peg,,2.0,39.8104265402844,,,
EGY,2002,85.8,-6.8,,2.39020402675627,10.01,2.73723855000334,0,peg,,2.0,40.9870678279229,,,
EGY,2003,97.1,-5.7,,3.19345473756772,10.91,4.50777636319304,0,peg,,2.0,46.1796407185629,,,
EGY,2004,96.5,-5.8,,4.09207161019908,10.32,11.270619332052,0,peg,,2.0,57.8199052132701,,,
EGY,2005,98.3,-6.7,,4.4717444710621,11.049,4.86939696871988,0,peg,,2.0,62.9526462395543,,,
EGY,2006,85.9,-7.4,,6.84383819369884,10.49,7.64452644526434,0,peg,,2.0,61.5185365063947,,,
EGY,2007,76.3,-4.9,,7.08782742675582,8.8,9.3189690579923,0,peg,,2.0,65.077873254565,,,
EGY,2008,66.8,-6.0,,7.15628356711522,8.517,18.3168316831684,0,peg,,2.0,71.6806253489671,,,
EGY,2009,69.5,-6.2,,4.67359980000663,9.087,11.7634954386443,0,peg,,2.0,56.5534446363462,,,
EGY,2010,69.6,-7.4,,5.14723485746742,8.757,11.2651882653185,0,peg,,2.0,47.9363500745898,,,
EGY,2011,72.8,-9.6,,1.76457194806041,11.849,10.0649259874818,0,peg,,2.0,45.2556341623514,,,
EGY,2012,69.9,-9.5,,2.22619979818487,12.597,7.11172943343083,0,peg,,2.0,40.7117692721084,,,
EGY,2013,79.8,-12.3,,2.18546605363386,13.154,9.46971981064921,0,peg,,2.0,40.373038056332,,,
EGY,2014,80.9,-10.7,,2.91591188052836,13.105,10.0702154687481,0,peg,,2.0,36.9201877934272,,,
EGY,2015,83.8,-10.4,,4.37201907781687,13.052,10.370490343517,0,peg,,2.0,34.8459429600229,,,
EGY,2016,91.6,-11.8,,4.34664345601914,12.45,13.813606214829,0,peg,,2.0,30.2465490514505,,,
EGY,2017,97.8,-9.9,,4.18122099961562,11.767,29.5066083940039,0,peg,,2.0,42.8321343581608,,,
EGY,2018,87.9,-9.0,,5.33110861887155,9.855,14.4014657807422,0,peg,,2.0,45.9110196733959,,,
EGY,2019,80.1,-7.6,,5.55209307084222,7.851,9.15279959324804,0,peg,,2.0,41.1240171551108,,,
EGY,2020,86.2,-7.5,,3.55016483883115,7.974,5.04493288977539,0,peg,,2.0,32.1262555667523,,,
EGY,2021,89.9,-7.0,,3.29064601193245,7.441,5.21404940513043,0,peg,,2.0,29.8569734808122,,,
EGY,2022,88.5,-5.7,,6.58784560870467,6.546,13.8956609775178,0,peg,,2.0,36.9831048772713,,,
EGY,2023,95.9,-5.8,,3.76028052279247,6.753,33.8847763115546,0,peg,,2.0,40.4504007720031,,,
ERI,2000,219.1,-25.4,,-3.14198590251638,5.656,,0,float,,5.0,67.8813619265146,,,
ERI,2001,238.6,-9.6,,8.75543552816325,5.74,,0,float,,5.0,72.0627109589752,,,
ERI,2002,243.4,-13.3,,3.0054291917378,5.794,,0,float,,5.0,76.5901636574451,,,
ERI,2003,264.0,6.2,,-2.65551592487554,5.79,,0,float,,5.0,74.0078242901552,,,
ERI,2004,193.5,-7.7,,1.45173556595506,5.704,,0,float,,5.0,65.570906849032,,,
ERI,2005,205.4,-31.0,,2.57444955124846,5.721,,0,float,,5.0,61.1060310218073,,,
ERI,2006,199.0,-15.5,,-0.969217110711355,5.707,,0,float,,5.0,45.2608460537354,,,
ERI,2007,201.3,-19.8,,1.42682221120323,5.719,,0,float,,5.0,34.5595595326375,,,
ERI,2008,259.7,-38.0,,-9.78303001782456,5.683,,0,float,,5.0,30.5609500494496,,,
ERI,2009,207.1,-22.2,,3.8765015275421,5.757,,0,float,,5.0,27.9721416148149,,,
ERI,2010,201.8,-16.5,,2.19419034888082,5.854,,0,float,,5.0,37.4714654565691,,,
ERI,2011,171.6,-5.5,,8.67980010138049,5.801,,0,float,,5.0,47.3937901188684,,,
ERI,2012,171.6,-5.2,,,5.692,,0,float,,5.0,,,,
ERI,2013,232.4,-7.6,,,5.624,,0,float,,5.0,,,,
ERI,2014,204.5,-0.1,,,5.637,,0,float,,5.0,,,,
ERI,2015,271.4,-2.8,,,5.751,,0,float,,5.0,,,,
ERI,2016,251.2,-1.4,,,5.772,,0,float,,5.0,,,,
ERI,2017,290.4,-5.7,,,5.804,,0,float,,5.0,,,,
ERI,2018,267.1,5.2,,,5.756,,0,float,,5.0,,,,
ERI,2019,260.4,2.7,,,5.812,,0,float,,5.0,,,,
ESP,1980,16.1,-2.0,,2.20872810257116,,15.5619020957245,0,fixed,,9.0,31.5983694308493,,,
ESP,1981,19.4,-2.4,,-0.13246859717357,,14.5493457170323,0,fixed,,9.0,35.4228067524618,,,
ESP,1982,24.4,-5.5,,1.2464617922282,,14.4150020548327,0,fixed,,9.0,36.5726058076023,,,
ESP,1983,29.5,-4.7,,1.77011581051299,,12.17407273517,0,fixed,,9.0,39.817262967199,,,
ESP,1984,36.0,-5.4,,1.78468751370853,,11.2802765604036,0,fixed,,9.0,41.5938348404492,,,
ESP,1985,40.9,-6.8,,2.3214357659951,,8.81445506678391,0,fixed,,9.0,40.9180792623493,,,
ESP,1986,42.1,-5.9,,3.25332169179885,,8.79493932290324,0,fixed,,9.0,35.3920090023813,,,
ESP,1987,41.9,-3.3,,5.54712273579352,,5.24801863489591,0,fixed,,9.0,36.3648005439518,,,
