geo,year,variable,value,flag
SE,2013,te_gf0601,0.2,
SE,2014,te_gf0601,0.2,
SE,2015,te_gf0601,0.2,
SE,2016,te_gf0601,0.2,
SE,2017,te_gf0601,0.2,
SE,2018,te_gf0601,0.2,
SE,2019,te_gf0601,0.2,
SE,2020,te_gf0601,0.2,covid
SE,2021,te_gf0601,0.2,covid
SE,2022,te_gf0601,0.2,covid
SE,2023,te_gf0601,0.2,
SI,1995,te_gf0601,0.3,
SI,1996,te_gf0601,0.3,
SI,1997,te_gf0601,0.3,
SI,1998,te_gf0601,0.3,
SI,1999,te_gf0601,0.3,
SI,2000,te_gf0601,0.2,
SI,2001,te_gf0601,0.2,
SI,2002,te_gf0601,0.2,
SI,2003,te_gf0601,0.1,
SI,2004,te_gf0601,0.2,
SI,2005,te_gf0601,0.1,
SI,2006,te_gf0601,0.1,
SI,2007,te_gf0601,0.1,
SI,2008,te_gf0601,0.3,
SI,2009,te_gf0601,0.2,
SI,2010,te_gf0601,0.2,
SI,2011,te_gf0601,0.2,
SI,2012,te_gf0601,0.2,
SI,2013,te_gf0601,0.2,
SI,2014,te_gf0601,0.2,
SI,2015,te_gf0601,0.0,
SI,2016,te_gf0601,0.1,
SI,2017,te_gf0601,0.1,
SI,2018,te_gf0601,0.1,
SI,2019,te_gf0601,0.1,
SI,2020,te_gf0601,0.3,covid
SI,2021,te_gf0601,0.3,covid
SI,2022,te_gf0601,0.2,covid
SI,2023,te_gf0601,0.2,
SK,2010,te_gf0601,0.2,
SK,2011,te_gf0601,0.2,
SK,2012,te_gf0601,0.1,
SK,2013,te_gf0601,0.2,
SK,2014,te_gf0601,0.1,
SK,2015,te_gf0601,0.2,
SK,2016,te_gf0601,0.1,
SK,2017,te_gf0601,0.1,
SK,2018,te_gf0601,0.1,
SK,2019,te_gf0601,0.1,
SK,2020,te_gf0601,0.1,covid
SK,2021,te_gf0601,0.1,covid
SK,2022,te_gf0601,0.1,covid
SK,2023,te_gf0601,0.1,
AT,1995,te_gf1006,0.1,
AT,1996,te_gf1006,0.1,
AT,1997,te_gf1006,0.1,
AT,1998,te_gf1006,0.1,
AT,1999,te_gf1006,0.1,
AT,2000,te_gf1006,0.1,
AT,2001,te_gf1006,0.1,
AT,2002,te_gf1006,0.1,
AT,2003,te_gf1006,0.1,
AT,2004,te_gf1006,0.1,
AT,2005,te_gf1006,0.1,
AT,2006,te_gf1006,0.1,
AT,2007,te_gf1006,0.1,
AT,2008,te_gf1006,0.1,
AT,2009,te_gf1006,0.2,
AT,2010,te_gf1006,0.2,
AT,2011,te_gf1006,0.1,
AT,2012,te_gf1006,0.1,
AT,2013,te_gf1006,0.1,
AT,2014,te_gf1006,0.1,
AT,2015,te_gf1006,0.1,
AT,2016,te_gf1006,0.1,
AT,2017,te_gf1006,0.1,
AT,2018,te_gf1006,0.1,
AT,2019,te_gf1006,0.1,
AT,2020,te_gf1006,0.1,covid
AT,2021,te_gf1006,0.1,covid
AT,2022,te_gf1006,0.1,covid
AT,2023,te_gf1006,0.1,
BE,2001,te_gf1006,0.0,
BE,2002,te_gf1006,0.0,
BE,2003,te_gf1006,0.1,
BE,2004,te_gf1006,0.1,
BE,2005,te_gf1006,0.1,
BE,2006,te_gf1006,0.1,
BE,2007,te_gf1006,0.1,
BE,2008,te_gf1006,0.1,
BE,2009,te_gf1006,0.2,
BE,2010,te_gf1006,0.2,
BE,2011,te_gf1006,0.2,
BE,2012,te_gf1006,0.2,
BE,2013,te_gf1006,0.2,
BE,2014,te_gf1006,0.2,
BE,2015,te_gf1006,0.2,
BE,2016,te_gf1006,0.2,
BE,2017,te_gf1006,0.2,
BE,2018,te_gf1006,0.2,
BE,2019,te_gf1006,0.2,
BE,2020,te_gf1006,0.2,covid
BE,2021,te_gf1006,0.2,covid
BE,2022,te_gf1006,0.2,covid
BE,2023,te_gf1006,0.2,
BG,1995,te_gf1006,1.1,
BG,1996,te_gf1006,1.0,
BG,1997,te_gf1006,0.1,
BG,1998,te_gf1006,0.1,
BG,1999,te_gf1006,0.3,
BG,2000,te_gf1006,0.2,
BG,2001,te_gf1006,0.2,
BG,2002,te_gf1006,0.2,
BG,2003,te_gf1006,0.5,
BG,2004,te_gf1006,0.4,
BG,2005,te_gf1006,0.3,
BG,2006,te_gf1006,0.3,
BG,2007,te_gf1006,0.3,
BG,2008,te_gf1006,0.3,
BG,2009,te_gf1006,0.2,
BG,2010,te_gf1006,0.2,
BG,2011,te_gf1006,0.2,
BG,2012,te_gf1006,0.2,
BG,2013,te_gf1006,0.2,
BG,2014,te_gf1006,0.0,
BG,2015,te_gf1006,0.0,
BG,2016,te_gf1006,0.0,
BG,2017,te_gf1006,0.1,
BG,2018,te_gf1006,0.1,
BG,2019,te_gf1006,0.1,
BG,2020,te_gf1006,0.1,covid
BG,2021,te_gf1006,0.1,covid
BG,2022,te_gf1006,0.1,covid
BG,2023,te_gf1006,0.1,
CH,1995,te_gf1006,0.1,
CH,1996,te_gf1006,0.1,
CH,1997,te_gf1006,0.1,
CH,1998,te_gf1006,0.1,
CH,1999,te_gf1006,0.1,
CH,2000,te_gf1006,0.1,
CH,2001,te_gf1006,0.1,
CH,2002,te_gf1006,0.1,
CH,2003,te_gf1006,0.1,
CH,2004,te_gf1006,0.1,
CH,2005,te_gf1006,0.1,
CH,2006,te_gf1006,0.1,
CH,2007,te_gf1006,0.1,
CH,2008,te_gf1006,0.0,
CH,2009,te_gf1006,0.0,
CH,2010,te_gf1006,0.0,
CH,2011,te_gf1006,0.0,
CH,2012,te_gf1006,0.0,
CH,2013,te_gf1006,0.0,
CH,2014,te_gf1006,0.0,
CH,2015,te_gf1006,0.0,
CH,2016,te_gf1006,0.0,
CH,2017,te_gf1006,0.0,
CH,2018,te_gf1006,0.0,
CH,2019,te_gf1006,0.1,
CH,2020,te_gf1006,0.0,covid
CH,2021,te_gf1006,0.0,covid
CH,2022,te_gf1006,0.0,covid
CH,2023,te_gf1006,0.1,
CY,1995,te_gf1006,0.0,
CY,1996,te_gf1006,0.0,
CY,1997,te_gf1006,0.0,
CY,1998,te_gf1006,0.0,
CY,1999,te_gf1006,0.0,
CY,2000,te_gf1006,0.0,
CY,2001,te_gf1006,0.0,
CY,2002,te_gf1006,0.0,
CY,2003,te_gf1006,0.1,
CY,2004,te_gf1006,0.1,
CY,2005,te_gf1006,0.1,
CY,2006,te_gf1006,0.1,
CY,2007,te_gf1006,0.1,
CY,2008,te_gf1006,0.0,
CY,2009,te_gf1006,0.0,
CY,2010,te_gf1006,0.0,
CY,2011,te_gf1006,0.1,
CY,2012,te_gf1006,0.0,
CY,2013,te_gf1006,0.0,
CY,2014,te_gf1006,0.0,
CY,2015,te_gf1006,0.0,
CY,2016,te_gf1006,0.0,
CY,2017,te_gf1006,0.0,
CY,2018,te_gf1006,0.0,
CY,2019,te_gf1006,0.0,
CY,2020,te_gf1006,0.0,covid
CY,2021,te_gf1006,0.0,covid
CY,2022,te_gf1006,0.0,covid
CY,2023,te_gf1006,0.0,
CZ,1995,te_gf1006,0.0,
CZ,1996,te_gf1006,0.1,
CZ,1997,te_gf1006,0.1,
CZ,1998,te_gf1006,0.1,
CZ,1999,te_gf1006,0.1,
CZ,2000,te_gf1006,0.1,
CZ,2001,te_gf1006,0.1,
CZ,2002,te_gf1006,0.4,
CZ,2003,te_gf1006,0.5,
CZ,2004,te_gf1006,0.1,
CZ,2005,te_gf1006,0.1,
CZ,2006,te_gf1006,0.1,
CZ,2007,te_gf1006,0.1,
CZ,2008,te_gf1006,0.1,
CZ,2009,te_gf1006,0.1,
CZ,2010,te_gf1006,0.1,
CZ,2011,te_gf1006,0.1,
CZ,2012,te_gf1006,0.2,
CZ,2013,te_gf1006,0.2,
CZ,2014,te_gf1006,0.3,
CZ,2015,te_gf1006,0.3,
CZ,2016,te_gf1006,0.3,
CZ,2017,te_gf1006,0.2,
CZ,2018,te_gf1006,0.2,
CZ,2019,te_gf1006,0.1,
CZ,2020,te_gf1006,0.1,covid
CZ,2021,te_gf1006,0.1,covid
CZ,2022,te_gf1006,0.2,covid
CZ,2023,te_gf1006,0.2,
DE,2000,te_gf1006,0.2,
DE,2001,te_gf1006,0.2,
DE,2002,te_gf1006,0.2,
DE,2003,te_gf1006,0.2,
DE,2004,te_gf1006,0.2,
DE,2005,te_gf1006,0.5,
DE,2006,te_gf1006,0.5,
DE,2007,te_gf1006,0.5,
DE,2008,te_gf1006,0.4,
DE,2009,te_gf1006,0.5,
DE,2010,te_gf1006,0.5,
DE,2011,te_gf1006,0.5,
DE,2012,te_gf1006,0.4,
DE,2013,te_gf1006,0.4,
DE,2014,te_gf1006,0.3,
DE,2015,te_gf1006,0.3,
DE,2016,te_gf1006,0.3,
DE,2017,te_gf1006,0.3,
DE,2018,te_gf1006,0.3,
DE,2019,te_gf1006,0.3,
DE,2020,te_gf1006,0.3,covid
DE,2021,te_gf1006,0.4,covid
DE,2022,te_gf1006,0.4,covid
DE,2023,te_gf1006,0.5,
DK,1995,te_gf1006,0.8,
DK,1996,te_gf1006,0.7,
DK,1997,te_gf1006,0.7,
DK,1998,te_gf1006,0.7,
DK,1999,te_gf1006,0.7,
DK,2000,te_gf1006,0.7,
DK,2001,te_gf1006,0.6,
DK,2002,te_gf1006,0.7,
DK,2003,te_gf1006,0.7,
DK,2004,te_gf1006,0.7,
DK,2005,te_gf1006,0.7,
DK,2006,te_gf1006,0.7,
DK,2007,te_gf1006,0.6,
DK,2008,te_gf1006,0.6,
DK,2009,te_gf1006,0.7,
DK,2010,te_gf1006,0.7,
DK,2011,te_gf1006,0.7,
DK,2012,te_gf1006,0.7,
DK,2013,te_gf1006,0.7,
DK,2014,te_gf1006,0.7,
DK,2015,te_gf1006,0.7,
DK,2016,te_gf1006,0.7,
DK,2017,te_gf1006,0.7,
DK,2018,te_gf1006,0.7,
DK,2019,te_gf1006,0.7,
DK,2020,te_gf1006,0.7,covid
DK,2021,te_gf1006,0.6,covid
DK,2022,te_gf1006,0.6,covid
DK,2023,te_gf1006,0.6,
EA21,2010,te_gf1006,0.4,
EA21,2011,te_gf1006,0.4,
EA21,2012,te_gf1006,0.4,
EA21,2013,te_gf1006,0.4,
EA21,2014,te_gf1006,0.4,
EA21,2015,te_gf1006,0.4,
EA21,2016,te_gf1006,0.4,
EA21,2017,te_gf1006,0.4,
EA21,2018,te_gf1006,0.4,
EA21,2019,te_gf1006,0.3,
EA21,2020,te_gf1006,0.4,covid
EA21,2021,te_gf1006,0.4,covid
EA21,2022,te_gf1006,0.4,covid
EA21,2023,te_gf1006,0.4,
EE,1995,te_gf1006,0.6,
EE,1996,te_gf1006,0.4,
EE,1997,te_gf1006,0.2,
EE,1998,te_gf1006,0.1,
EE,1999,te_gf1006,0.1,
EE,2000,te_gf1006,0.1,
EE,2001,te_gf1006,0.1,
EE,2002,te_gf1006,0.1,
EE,2003,te_gf1006,0.1,
EE,2004,te_gf1006,0.0,
EE,2005,te_gf1006,0.0,
EE,2006,te_gf1006,0.0,
EE,2007,te_gf1006,0.0,
EE,2008,te_gf1006,0.0,
EE,2009,te_gf1006,0.0,
EE,2010,te_gf1006,0.0,
EE,2011,te_gf1006,0.0,
EE,2012,te_gf1006,0.0,
EE,2013,te_gf1006,0.0,
EE,2014,te_gf1006,0.0,
EE,2015,te_gf1006,0.0,
EE,2016,te_gf1006,0.0,
EE,2017,te_gf1006,0.0,
EE,2018,te_gf1006,0.0,
EE,2019,te_gf1006,0.0,
EE,2020,te_gf1006,0.0,covid
EE,2021,te_gf1006,0.0,covid
EE,2022,te_gf1006,0.0,covid
EE,2023,te_gf1006,0.0,
EL,2001,te_gf1006,0.1,
EL,2002,te_gf1006,0.1,
EL,2003,te_gf1006,0.1,
EL,2004,te_gf1006,0.2,
EL,2005,te_gf1006,0.2,
EL,2006,te_gf1006,0.2,
EL,2007,te_gf1006,0.4,
EL,2008,te_gf1006,0.3,
EL,2009,te_gf1006,0.3,
EL,2010,te_gf1006,0.1,
EL,2011,te_gf1006,0.1,
EL,2012,te_gf1006,0.0,
EL,2013,te_gf1006,0.1,
EL,2014,te_gf1006,0.1,
EL,2015,te_gf1006,0.0,
EL,2016,te_gf1006,0.0,
EL,2017,te_gf1006,0.0,
EL,2018,te_gf1006,0.0,
EL,2019,te_gf1006,0.2,
EL,2020,te_gf1006,0.2,covid
EL,2021,te_gf1006,0.3,covid
EL,2022,te_gf1006,0.2,covid
EL,2023,te_gf1006,0.2,
ES,1995,te_gf1006,0.1,
ES,1996,te_gf1006,0.1,
ES,1997,te_gf1006,0.1,
ES,1998,te_gf1006,0.1,
ES,1999,te_gf1006,0.1,
ES,2000,te_gf1006,0.0,
ES,2001,te_gf1006,0.0,
ES,2002,te_gf1006,0.0,
ES,2003,te_gf1006,0.0,
ES,2004,te_gf1006,0.1,
ES,2005,te_gf1006,0.1,
ES,2006,te_gf1006,0.1,
ES,2007,te_gf1006,0.1,
ES,2008,te_gf1006,0.1,
ES,2009,te_gf1006,0.1,
ES,2010,te_gf1006,0.1,
ES,2011,te_gf1006,0.1,
ES,2012,te_gf1006,0.1,
ES,2013,te_gf1006,0.1,
ES,2014,te_gf1006,0.0,
ES,2015,te_gf1006,0.0,
ES,2016,te_gf1006,0.0,
ES,2017,te_gf1006,0.0,
ES,2018,te_gf1006,0.0,
ES,2019,te_gf1006,0.0,
ES,2020,te_gf1006,0.0,covid
ES,2021,te_gf1006,0.0,covid
ES,2022,te_gf1006,0.0,covid
ES,2023,te_gf1006,0.0,
FI,2001,te_gf1006,0.3,
FI,2002,te_gf1006,0.3,
FI,2003,te_gf1006,0.3,
FI,2004,te_gf1006,0.3,
FI,2005,te_gf1006,0.3,
FI,2006,te_gf1006,0.3,
FI,2007,te_gf1006,0.2,
FI,2008,te_gf1006,0.2,
FI,2009,te_gf1006,0.3,
FI,2010,te_gf1006,0.3,
FI,2011,te_gf1006,0.3,
FI,2012,te_gf1006,0.3,
FI,2013,te_gf1006,0.3,
FI,2014,te_gf1006,0.4,
FI,2015,te_gf1006,0.4,
FI,2016,te_gf1006,0.5,
FI,2017,te_gf1006,0.6,
FI,2018,te_gf1006,0.6,
FI,2019,te_gf1006,0.6,
FI,2020,te_gf1006,0.7,covid
FI,2021,te_gf1006,0.6,covid
FI,2022,te_gf1006,0.6,covid
FI,2023,te_gf1006,0.6,
FR,1995,te_gf1006,0.8,
FR,1996,te_gf1006,0.8,
FR,1997,te_gf1006,0.9,
FR,1998,te_gf1006,0.8,
FR,1999,te_gf1006,0.8,
FR,2000,te_gf1006,0.9,
FR,2001,te_gf1006,0.9,
FR,2002,te_gf1006,0.9,
FR,2003,te_gf1006,0.9,
FR,2004,te_gf1006,1.0,
FR,2005,te_gf1006,1.0,
FR,2006,te_gf1006,0.9,
FR,2007,te_gf1006,0.9,
FR,2008,te_gf1006,0.9,
FR,2009,te_gf1006,1.0,
FR,2010,te_gf1006,0.9,
FR,2011,te_gf1006,0.9,
FR,2012,te_gf1006,0.9,
FR,2013,te_gf1006,0.9,
FR,2014,te_gf1006,0.9,
FR,2015,te_gf1006,0.9,
FR,2016,te_gf1006,0.9,
FR,2017,te_gf1006,0.9,
FR,2018,te_gf1006,0.9,
FR,2019,te_gf1006,0.8,
FR,2020,te_gf1006,0.9,covid
FR,2021,te_gf1006,0.8,covid
FR,2022,te_gf1006,0.8,covid
FR,2023,te_gf1006,0.7,
HR,1995,te_gf1006,0.1,
HR,1996,te_gf1006,0.1,
HR,1997,te_gf1006,0.1,
HR,1998,te_gf1006,0.1,
HR,1999,te_gf1006,0.1,
HR,2000,te_gf1006,0.1,
HR,2001,te_gf1006,0.1,
HR,2002,te_gf1006,0.1,
HR,2003,te_gf1006,0.1,
HR,2004,te_gf1006,0.1,
HR,2005,te_gf1006,0.1,
HR,2006,te_gf1006,0.1,
HR,2007,te_gf1006,0.1,
HR,2008,te_gf1006,0.1,
HR,2009,te_gf1006,0.1,
HR,2010,te_gf1006,0.1,
HR,2011,te_gf1006,0.1,
HR,2012,te_gf1006,0.1,
HR,2013,te_gf1006,0.1,
HR,2014,te_gf1006,0.1,
HR,2015,te_gf1006,0.1,
HR,2016,te_gf1006,0.1,
HR,2017,te_gf1006,0.0,
HR,2018,te_gf1006,0.0,
HR,2019,te_gf1006,0.0,
HR,2020,te_gf1006,0.0,covid
HR,2021,te_gf1006,0.0,covid
HR,2022,te_gf1006,0.1,covid
HR,2023,te_gf1006,0.2,
HU,1995,te_gf1006,1.1,
HU,1996,te_gf1006,0.9,
HU,1997,te_gf1006,1.0,
HU,1998,te_gf1006,0.4,
HU,1999,te_gf1006,0.4,
HU,2000,te_gf1006,0.5,
HU,2001,te_gf1006,0.3,
HU,2002,te_gf1006,0.6,
HU,2003,te_gf1006,0.7,
HU,2004,te_gf1006,0.9,
HU,2005,te_gf1006,1.0,
HU,2006,te_gf1006,1.0,
HU,2007,te_gf1006,0.9,
HU,2008,te_gf1006,0.7,
HU,2009,te_gf1006,0.7,
HU,2010,te_gf1006,0.6,
HU,2011,te_gf1006,0.5,
HU,2012,te_gf1006,0.5,
HU,2013,te_gf1006,0.5,
HU,2014,te_gf1006,0.4,
HU,2015,te_gf1006,0.3,
HU,2016,te_gf1006,0.2,
HU,2017,te_gf1006,0.1,
HU,2018,te_gf1006,0.1,
HU,2019,te_gf1006,0.1,
HU,2020,te_gf1006,0.1,covid
HU,2021,te_gf1006,0.1,covid
HU,2022,te_gf1006,0.1,covid
HU,2023,te_gf1006,0.1,
IE,1995,te_gf1006,0.4,
IE,1996,te_gf1006,0.4,
IE,1997,te_gf1006,0.4,
IE,1998,te_gf1006,0.4,
IE,1999,te_gf1006,0.5,
IE,2000,te_gf1006,0.7,
IE,2001,te_gf1006,0.9,
IE,2002,te_gf1006,1.0,
IE,2003,te_gf1006,1.0,
IE,2004,te_gf1006,0.8,
IE,2005,te_gf1006,0.9,
IE,2006,te_gf1006,0.9,
IE,2007,te_gf1006,0.9,
IE,2008,te_gf1006,1.1,
IE,2009,te_gf1006,0.9,
IE,2010,te_gf1006,0.7,
IE,2011,te_gf1006,1.0,
IE,2012,te_gf1006,0.9,
IE,2013,te_gf1006,0.8,
IE,2014,te_gf1006,0.7,
IE,2015,te_gf1006,0.6,
IE,2016,te_gf1006,0.7,
IE,2017,te_gf1006,0.7,
IE,2018,te_gf1006,0.7,
IE,2019,te_gf1006,0.9,
IE,2020,te_gf1006,0.8,covid
IE,2021,te_gf1006,0.8,covid
IE,2022,te_gf1006,0.9,covid
IE,2023,te_gf1006,1.1,
IS,1998,te_gf1006,0.7,
IS,1999,te_gf1006,0.7,
IS,2000,te_gf1006,0.7,
IS,2001,te_gf1006,0.7,
IS,2002,te_gf1006,0.8,
IS,2003,te_gf1006,0.9,
IS,2004,te_gf1006,0.8,
IS,2005,te_gf1006,0.7,
IS,2006,te_gf1006,0.6,
IS,2007,te_gf1006,0.6,
IS,2008,te_gf1006,0.6,
IS,2009,te_gf1006,0.9,
IS,2010,te_gf1006,1.0,
IS,2011,te_gf1006,1.3,
IS,2012,te_gf1006,1.1,
IS,2013,te_gf1006,0.7,
IS,2014,te_gf1006,0.7,
IS,2015,te_gf1006,0.6,
IS,2016,te_gf1006,0.5,
IS,2017,te_gf1006,0.4,
IS,2018,te_gf1006,0.4,
IS,2019,te_gf1006,0.4,
IS,2020,te_gf1006,0.4,covid
IS,2021,te_gf1006,0.4,covid
IS,2022,te_gf1006,0.3,covid
IS,2023,te_gf1006,0.3,
IT,2001,te_gf1006,0.0,
IT,2002,te_gf1006,0.0,
IT,2003,te_gf1006,0.0,
IT,2004,te_gf1006,0.0,
IT,2005,te_gf1006,0.0,
IT,2006,te_gf1006,0.0,
IT,2007,te_gf1006,0.0,
IT,2008,te_gf1006,0.0,
IT,2009,te_gf1006,0.0,
IT,2010,te_gf1006,0.0,
IT,2011,te_gf1006,0.0,
IT,2012,te_gf1006,0.0,
IT,2013,te_gf1006,0.0,
IT,2014,te_gf1006,0.0,
IT,2015,te_gf1006,0.1,
IT,2016,te_gf1006,0.0,
IT,2017,te_gf1006,0.0,
IT,2018,te_gf1006,0.0,
IT,2019,te_gf1006,0.0,
IT,2020,te_gf1006,0.0,covid
IT,2021,te_gf1006,0.0,covid
IT,2022,te_gf1006,0.0,covid
IT,2023,te_gf1006,0.0,
LT,2000,te_gf1006,0.1,
LT,2001,te_gf1006,0.3,
LT,2002,te_gf1006,0.3,
LT,2003,te_gf1006,0.3,
LT,2004,te_gf1006,0.1,
LT,2005,te_gf1006,0.1,
LT,2006,te_gf1006,0.1,
LT,2007,te_gf1006,0.1,
LT,2008,te_gf1006,0.1,
LT,2009,te_gf1006,0.1,
LT,2010,te_gf1006,0.1,
LT,2011,te_gf1006,0.2,
LT,2012,te_gf1006,0.1,
LT,2013,te_gf1006,0.1,
LT,2014,te_gf1006,0.1,
LT,2015,te_gf1006,0.1,
LT,2016,te_gf1006,0.1,
LT,2017,te_gf1006,0.1,
LT,2018,te_gf1006,0.1,
LT,2019,te_gf1006,0.1,
LT,2020,te_gf1006,0.1,covid
LT,2021,te_gf1006,0.1,covid
LT,2022,te_gf1006,0.1,covid
LT,2023,te_gf1006,0.2,
LU,1995,te_gf1006,0.0,
LU,1996,te_gf1006,0.0,
LU,1997,te_gf1006,0.0,
LU,1998,te_gf1006,0.0,
LU,1999,te_gf1006,0.0,
LU,2000,te_gf1006,0.0,
LU,2001,te_gf1006,0.0,
LU,2002,te_gf1006,0.0,
LU,2003,te_gf1006,0.0,
LU,2004,te_gf1006,0.0,
LU,2005,te_gf1006,0.0,
LU,2006,te_gf1006,0.0,
LU,2007,te_gf1006,0.0,
LU,2008,te_gf1006,0.0,
LU,2009,te_gf1006,0.0,
LU,2010,te_gf1006,0.0,
LU,2011,te_gf1006,0.0,
LU,2012,te_gf1006,0.0,
LU,2013,te_gf1006,0.1,
LU,2014,te_gf1006,0.0,
LU,2015,te_gf1006,0.0,
LU,2016,te_gf1006,0.0,
LU,2017,te_gf1006,0.1,
LU,2018,te_gf1006,0.1,
LU,2019,te_gf1006,0.1,
LU,2020,te_gf1006,0.2,covid
LU,2021,te_gf1006,0.3,covid
LU,2022,te_gf1006,0.3,covid
LU,2023,te_gf1006,0.2,
LV,2001,te_gf1006,0.1,
LV,2002,te_gf1006,0.1,
LV,2003,te_gf1006,0.1,
LV,2004,te_gf1006,0.1,
LV,2005,te_gf1006,0.1,
LV,2006,te_gf1006,0.1,
LV,2007,te_gf1006,0.1,
LV,2008,te_gf1006,0.1,
LV,2009,te_gf1006,0.1,
LV,2010,te_gf1006,0.1,
LV,2011,te_gf1006,0.2,
LV,2012,te_gf1006,0.2,
LV,2013,te_gf1006,0.1,
LV,2014,te_gf1006,0.1,
LV,2015,te_gf1006,0.1,
LV,2016,te_gf1006,0.1,
LV,2017,te_gf1006,0.1,
LV,2018,te_gf1006,0.1,
LV,2019,te_gf1006,0.1,
LV,2020,te_gf1006,0.1,covid
LV,2021,te_gf1006,0.1,covid
LV,2022,te_gf1006,0.1,covid
LV,2023,te_gf1006,0.1,
MT,2001,te_gf1006,0.1,
MT,2002,te_gf1006,0.2,
MT,2003,te_gf1006,0.3,
MT,2004,te_gf1006,0.3,
MT,2005,te_gf1006,0.1,
MT,2006,te_gf1006,0.2,
MT,2007,te_gf1006,0.2,
MT,2008,te_gf1006,0.3,
MT,2009,te_gf1006,0.1,
MT,2010,te_gf1006,0.1,
MT,2011,te_gf1006,0.2,
MT,2012,te_gf1006,0.1,
MT,2013,te_gf1006,0.1,
MT,2014,te_gf1006,0.1,
MT,2015,te_gf1006,0.2,
MT,2016,te_gf1006,0.2,
MT,2017,te_gf1006,0.1,
MT,2018,te_gf1006,0.1,
MT,2019,te_gf1006,0.2,
MT,2020,te_gf1006,0.2,covid
MT,2021,te_gf1006,0.2,covid
MT,2022,te_gf1006,0.2,covid
MT,2023,te_gf1006,0.4,
NL,1995,te_gf1006,0.4,
NL,1996,te_gf1006,0.4,
NL,1997,te_gf1006,0.4,
NL,1998,te_gf1006,0.4,
NL,1999,te_gf1006,0.4,
NL,2000,te_gf1006,0.3,
NL,2001,te_gf1006,0.3,
NL,2002,te_gf1006,0.4,
NL,2003,te_gf1006,0.3,
NL,2004,te_gf1006,0.3,
NL,2005,te_gf1006,0.3,
NL,2006,te_gf1006,0.3,
NL,2007,te_gf1006,0.4,
NL,2008,te_gf1006,0.3,
NL,2009,te_gf1006,0.3,
NL,2010,te_gf1006,0.3,
NL,2011,te_gf1006,0.4,
NL,2012,te_gf1006,0.4,
NL,2013,te_gf1006,0.4,
NL,2014,te_gf1006,0.4,
NL,2015,te_gf1006,0.4,
NL,2016,te_gf1006,0.5,
NL,2017,te_gf1006,0.5,
NL,2018,te_gf1006,0.4,
NL,2019,te_gf1006,0.4,
NL,2020,te_gf1006,0.5,covid
NL,2021,te_gf1006,0.5,covid
NL,2022,te_gf1006,0.4,covid
NL,2023,te_gf1006,0.4,
NO,1995,te_gf1006,0.4,
NO,1996,te_gf1006,0.3,
NO,1997,te_gf1006,0.2,
NO,1998,te_gf1006,0.2,
NO,1999,te_gf1006,0.2,
NO,2000,te_gf1006,0.1,
NO,2001,te_gf1006,0.3,
NO,2002,te_gf1006,0.5,
NO,2003,te_gf1006,0.1,
NO,2004,te_gf1006,0.1,
NO,2005,te_gf1006,0.1,
NO,2006,te_gf1006,0.1,
NO,2007,te_gf1006,0.2,
NO,2008,te_gf1006,0.1,
NO,2009,te_gf1006,0.2,
NO,2010,te_gf1006,0.2,
NO,2011,te_gf1006,0.2,
NO,2012,te_gf1006,0.2,
NO,2013,te_gf1006,0.2,
NO,2014,te_gf1006,0.1,
NO,2015,te_gf1006,0.1,
NO,2016,te_gf1006,0.1,
NO,2017,te_gf1006,0.1,
NO,2018,te_gf1006,0.1,
NO,2019,te_gf1006,0.1,
NO,2020,te_gf1006,0.1,covid
NO,2021,te_gf1006,0.1,covid
NO,2022,te_gf1006,0.1,covid
NO,2023,te_gf1006,0.1,
PL,2001,te_gf1006,0.1,
PL,2002,te_gf1006,0.1,
PL,2003,te_gf1006,0.1,
PL,2004,te_gf1006,0.1,
PL,2005,te_gf1006,0.1,
PL,2006,te_gf1006,0.1,
PL,2007,te_gf1006,0.1,
PL,2008,te_gf1006,0.1,
PL,2009,te_gf1006,0.1,
PL,2010,te_gf1006,0.1,
PL,2011,te_gf1006,0.1,
PL,2012,te_gf1006,0.1,
PL,2013,te_gf1006,0.1,
PL,2014,te_gf1006,0.1,
PL,2015,te_gf1006,0.1,
PL,2016,te_gf1006,0.0,
PL,2017,te_gf1006,0.0,
PL,2018,te_gf1006,0.0,
PL,2019,te_gf1006,0.0,
PL,2020,te_gf1006,0.0,covid
PL,2021,te_gf1006,0.0,covid
PL,2022,te_gf1006,0.0,covid
PL,2023,te_gf1006,0.0,
PT,1995,te_gf1006,0.4,
PT,1996,te_gf1006,0.4,
PT,1997,te_gf1006,0.5,
PT,1998,te_gf1006,0.5,
PT,1999,te_gf1006,0.5,
PT,2000,te_gf1006,0.5,
PT,2001,te_gf1006,0.5,
PT,2002,te_gf1006,0.5,
PT,2003,te_gf1006,0.5,
PT,2004,te_gf1006,0.4,
PT,2005,te_gf1006,0.4,
PT,2006,te_gf1006,0.4,
PT,2007,te_gf1006,0.3,
PT,2008,te_gf1006,0.3,
PT,2009,te_gf1006,0.3,
PT,2010,te_gf1006,0.2,
PT,2011,te_gf1006,0.2,
PT,2012,te_gf1006,0.2,
PT,2013,te_gf1006,0.2,
PT,2014,te_gf1006,0.2,
PT,2015,te_gf1006,0.2,
PT,2016,te_gf1006,0.2,
PT,2017,te_gf1006,0.2,
PT,2018,te_gf1006,0.2,
PT,2019,te_gf1006,0.2,
PT,2020,te_gf1006,0.3,covid
