ccaa,anyo,quarter,,Comunida,ipv,Illes,La,Principad,Regió,Valenciana,Vasco,Viviend,ipc,salario_anual,salario_flag,ipv_b,sal_b,ipv_idx15,salario_idx15,ratio_asequibilidad
Andalucía,2011,3,,,66.94,,,,,,,61.088,76.34133333333334,19772.27,observado,55.81525,19741.364999999998,119.93138076063441,100.15654945845944,1.1974392229873765
Andalucía,2011,4,,,64.889,,,,,,,59.105500000000006,77.38,19772.27,observado,55.81525,19741.364999999998,116.25675778573058,100.15654945845944,1.1607504293460988
Andalucía,2012,1,,,61.879,,,,,,,56.385,76.743,19400.870000000003,observado,55.81525,19741.364999999998,110.86396638911408,98.27522058378437,1.1280968460874345
Andalucía,2012,2,,,59.565,,,,,,,54.277,78.18033333333334,19400.870000000003,observado,55.81525,19741.364999999998,106.7181460263996,98.27522058378437,1.0859110301911479
Andalucía,2012,3,,,58.396,,,,,,,53.226,78.27,19400.870000000003,observado,55.81525,19741.364999999998,104.62373634445782,98.27522058378437,1.064599353966965
Andalucía,2012,4,,,57.412,,,,,,,52.315,79.518,19400.870000000003,observado,55.81525,19741.364999999998,102.86077729652739,98.27522058378437,1.0466603553317249
Andalucía,2013,1,,,54.312,,,,,,,49.585499999999996,78.60833333333333,19252.225,observado,55.81525,19741.364999999998,97.30673964552699,97.52225846591662,0.9977900550727611
Andalucía,2013,2,,,53.897,,,,,,,49.039500000000004,79.37633333333333,19252.225,observado,55.81525,19741.364999999998,96.56321525031242,97.52225846591662,0.9901659043720836
Andalucía,2013,3,,,54.382,,,,,,,49.5315,79.10533333333333,19252.225,observado,55.81525,19741.364999999998,97.43215339893668,97.52225846591662,0.999076056395767
Andalucía,2013,4,,,53.8,,,,,,,49.0905,79.60199999999999,19252.225,observado,55.81525,19741.364999999998,96.38942762058757,97.52225846591662,0.988383873967347
Andalucía,2014,1,,,53.316,,,,,,,48.855000000000004,78.56866666666666,19437.165,observado,55.81525,19741.364999999998,95.52228109701201,98.45907311880411,0.9701724591877027
Andalucía,2014,2,,,54.26,,,,,,,49.588,79.46666666666665,19437.165,observado,55.81525,19741.364999999998,97.21357514299407,98.45907311880411,0.9873500944467842
Andalucía,2014,3,,,54.407,,,,,,,49.82,78.675,19437.165,observado,55.81525,19741.364999999998,97.47694402515441,98.45907311880411,0.9900250016322555
Andalucía,2014,4,,,54.751,,,,,,,50.1035,79.10533333333332,19437.165,observado,55.81525,19741.364999999998,98.09326304191059,98.45907311880411,0.996284648379209
Andalucía,2015,1,,,53.938,,,,,,,49.917500000000004,77.71166666666666,19741.364999999998,observado,55.81525,19741.364999999998,96.63667187730952,100.0,0.9663667187730952
Andalucía,2015,2,,,56.15,,,,,,,51.798,79.22133333333333,19741.364999999998,observado,55.81525,19741.364999999998,100.5997464850556,100.0,1.005997464850556
Andalucía,2015,3,,,56.783,,,,,,,52.113,78.33966666666667,19741.364999999998,observado,55.81525,19741.364999999998,101.73384514088892,100.0,1.0173384514088892
Andalucía,2015,4,,,56.39,,,,,,,52.224999999999994,78.813,19741.364999999998,observado,55.81525,19741.364999999998,101.02973649674595,100.0,1.0102973649674596
Andalucía,2016,1,,,56.881,,,,,,,53.0475,77.15933333333334,19660.16,observado,55.81525,19741.364999999998,101.90942439566248,99.58865559701673,1.023303545817876
Andalucía,2016,2,,,57.602,,,,,,,54.2765,78.48833333333333,19660.16,observado,55.81525,19741.364999999998,103.20118605578223,99.58865559701673,1.036274517786278
Andalucía,2016,3,,,57.552,,,,,,,53.973,78.22866666666667,19660.16,observado,55.81525,19741.364999999998,103.11160480334675,99.58865559701673,1.0353750051671102
Andalucía,2016,4,,,57.569,,,,,,,53.8115,79.63266666666668,19660.16,observado,55.81525,19741.364999999998,103.14206242917483,99.58865559701673,1.0356808394576273
Andalucía,2017,1,,,58.076,,,,,,,54.569,79.30900000000001,19828.11,observado,55.81525,19741.364999999998,104.05041632887068,100.43940730542191,1.0359521140190344
Andalucía,2017,2,,,58.983,,,,,,,55.5025,80.01366666666667,19828.11,observado,55.81525,19741.364999999998,105.67542024805047,100.43940730542191,1.0521310617326385
Andalucía,2017,3,,,59.674,,,,,,,56.161,79.47433333333333,19828.11,observado,55.81525,19741.364999999998,106.91343315670896,100.43940730542191,1.0644570296158804
Andalucía,2017,4,,,60.148,,,,,,,56.478,80.812,19828.11,observado,55.81525,19741.364999999998,107.76266342979741,100.43940730542191,1.0729121797991752
Andalucía,2018,1,,,60.438,,,,,,,56.851,80.02,20061.555,observado,55.81525,19741.364999999998,108.28223469392326,101.62192431982288,1.0655400930328691
Andalucía,2018,2,,,61.785,,,,,,,58.066,81.42766666666667,20061.555,observado,55.81525,19741.364999999998,110.69555363453536,101.62192431982288,1.0892881076150074
Andalucía,2018,3,,,62.889,,,,,,,59.474999999999994,81.18566666666668,20061.555,observado,55.81525,19741.364999999998,112.67350768831099,101.62192431982288,1.1087519592101676
Andalucía,2018,4,,,63.535,,,,,,,59.971000000000004,82.00866666666667,20061.555,observado,55.81525,19741.364999999998,113.83089746977753,101.62192431982288,1.1201411332413935
Andalucía,2019,1,,,64.023,,,,,,,60.474999999999994,80.77,20366.410000000003,observado,55.81525,19741.364999999998,114.70521049354791,103.16616910735405,1.1118490827568328
Andalucía,2019,2,,,65.216,,,,,,,61.7745,81.979,20366.410000000003,observado,55.81525,19741.364999999998,116.8426191766587,103.16616910735405,1.132567198992075
Andalucía,2019,3,,,66.605,,,,,,,63.807500000000005,81.25866666666667,20366.410000000003,observado,55.81525,19741.364999999998,119.33118636931664,103.16616910735405,1.1566891297973987
Andalucía,2019,4,,,66.17,,,,,,,63.023,82.232,20366.410000000003,observado,55.81525,19741.364999999998,118.55182947312788,103.16616910735405,1.1491347454199217
Andalucía,2020,1,,,66.665,,,,,,,63.7465,81.23,20545.254999999997,observado,55.81525,19741.364999999998,119.43868387223924,104.07210950205317,1.1476531459168984
Andalucía,2020,2,,,66.762,,,,,,,64.32249999999999,81.53166666666667,20545.254999999997,observado,55.81525,19741.364999999998,119.61247150196408,104.07210950205317,1.1493230229911342
Andalucía,2020,3,,,67.435,,,,,,,65.731,80.97966666666666,20545.254999999997,observado,55.81525,19741.364999999998,120.81823515974577,104.07210950205317,1.160908871145369
Andalucía,2020,4,,,67.267,,,,,,,65.9625,81.82366666666667,20545.254999999997,observado,55.81525,19741.364999999998,120.51724215156253,104.07210950205317,1.1580167129137027
Andalucía,2021,1,,,67.099,,,,,,,65.56,81.79333333333334,21338.6,observado,55.81525,19741.364999999998,120.21624914337927,108.09080324486176,1.112178330945042
Andalucía,2021,2,,,69.143,,,,,,,67.186,83.651,21338.6,observado,55.81525,19741.364999999998,123.87833074294213,108.09080324486176,1.146058008860535
Andalucía,2021,3,,,71.51,,,,,,,69.9725,83.757,21338.6,observado,55.81525,19741.364999999998,128.11910723323825,108.09080324486176,1.1852914714955507
Andalucía,2021,4,,,72.659,,,,,,,71.1375,86.585,21338.6,observado,55.81525,19741.364999999998,130.1776844142058,108.09080324486176,1.2043363589343479
Andalucía,2022,1,,,74.402,,,,,,,73.086,88.30266666666667,21988.96,observado,55.81525,19741.364999999998,133.30048687410698,111.38520563294382,1.1967521729356254
Andalucía,2022,2,,,76.202,,,,,,,74.315,91.42333333333333,21988.96,observado,55.81525,19741.364999999998,136.5254119617846,111.38520563294382,1.2257050762350543
Andalucía,2022,3,,,77.432,,,,,,,75.32050000000001,92.493,21988.96,observado,55.81525,19741.364999999998,138.7291107716977,111.38520563294382,1.2454895601563312
Andalucía,2022,4,,,77.353,,,,,,,76.311,92.697,21988.96,observado,55.81525,19741.364999999998,138.5875723928496,111.38520563294382,1.2442188494004116
Andalucía,2023,1,,,77.521,,,,,,,76.607,93.24766666666666,22957.64,observado,55.81525,19741.364999999998,138.88856540103288,116.29205984489927,1.1943082407025118
Andalucía,2023,2,,,79.633,,,,,,,77.9925,94.63100000000001,22957.64,observado,55.81525,19741.364999999998,142.67247750390797,116.29205984489927,1.226846249814413
Andalucía,2023,3,,,81.928,,,,,,,81.381,95.346,22957.64,observado,55.81525,19741.364999999998,146.784256990697,116.29205984489927,1.2622036034658402
Andalucía,2023,4,,,81.449,,,,,,,80.36449999999999,95.98599999999999,22957.64,observado,55.81525,19741.364999999998,145.926068592365,116.29205984489927,1.2548240076492678
Andalucía,2024,1,,,83.656,,,,,,,83.79599999999999,96.283,23823.550000000003,observado,55.81525,19741.364999999998,149.88018507486757,120.67833202010097,1.2419809137725117
Andalucía,2024,2,,,87.224,,,,,,,86.6055,97.83333333333333,23823.550000000003,observado,55.81525,19741.364999999998,156.27270324866413,120.67833202010097,1.2949524627389972
Andalucía,2024,3,,,90.574,,,,,,,91.07849999999999,97.32966666666665,23823.550000000003,observado,55.81525,19741.364999999998,162.27464716184195,120.67833202010097,1.3446875213258038
Andalucía,2024,4,,,92.35,,,,,,,92.46799999999999,98.03433333333334,23823.550000000003,observado,55.81525,19741.364999999998,165.45657324835057,120.67833202010097,1.371054525519884
Andalucía,2025,1,,,95.365,,,,,,,95.985,98.91166666666668,23823.550000000003,provisional_ffill,55.81525,19741.364999999998,170.85832277021063,120.67833202010097,1.4158160782480103
Andalucía,2025,2,,,99.074,,,,,,,99.18299999999999,100.01866666666666,23823.550000000003,provisional_ffill,55.81525,19741.364999999998,177.50346007587532,120.67833202010097,1.4708809535609855
Andalucía,2025,3,,,101.791,,,,,,,101.3185,100.10266666666666,23823.550000000003,provisional_ffill,55.81525,19741.364999999998,182.37130533321985,120.67833202010097,1.5112183130178076
Andalucía,2025,4,,,103.77,,,,,,,103.513,100.967,23823.550000000003,provisional_ffill,55.81525,19741.364999999998,185.91693130461658,120.67833202010097,1.540599113299387
Andalucía,2026,1,,,108.061,,,,,,,107.9585,101.46300000000001,23823.550000000003,provisional_ffill,55.81525,19741.364999999998,193.60479438863035,120.67833202010097,1.6043045271489358
Aragón,2007,1,,,101.975,,,,,,,100.4975,68.83433333333333,,faltante,58.0785,20958.235,175.58132527527397,,
Aragón,2007,2,,,102.553,,,,,,,100.89699999999999,70.39233333333334,,faltante,58.0785,20958.235,176.5765300412373,,
Aragón,2007,3,,,103.589,,,,,,,101.96950000000001,70.11533333333334,,faltante,58.0785,20958.235,178.36032266673553,,
Aragón,2007,4,,,102.484,,,,,,,100.52799999999999,71.83966666666667,,faltante,58.0785,20958.235,176.457725320041,,
Aragón,2008,1,,,102.104,,,,,,,100.1095,72.00733333333334,20339.690000000002,observado,58.0785,20958.235,175.80343844968448,97.04867800174968,1.8114975089770409
Aragón,2008,2,,,102.375,,,,,,,100.09299999999999,73.84666666666666,20339.690000000002,observado,58.0785,20958.235,176.27004829670187,97.04867800174968,1.8163055069490377
Aragón,2008,3,,,98.434,,,,,,,96.009,74.02333333333333,20339.690000000002,observado,58.0785,20958.235,169.48440472808355,97.04867800174968,1.7463855069208458
Aragón,2008,4,,,95.619,,,,,,,92.7895,73.767,20339.690000000002,observado,58.0785,20958.235,164.63751646478474,97.04867800174968,1.6964426497578515
Aragón,2009,1,,,92.186,,,,,,,89.5255,72.44500000000001,20773.495000000003,observado,58.0785,20958.235,158.72655113337984,99.11853264361241,1.6013811635417587
Aragón,2009,2,,,92.127,,,,,,,89.411,73.26966666666668,20773.495000000003,observado,58.0785,20958.235,158.6249644877192,99.11853264361241,1.6003562629207428
Aragón,2009,3,,,90.062,,,,,,,87.47800000000001,72.89833333333333,20773.495000000003,observado,58.0785,20958.235,155.0694318895977,99.11853264361241,1.5644847411851892
Aragón,2009,4,,,89.117,,,,,,,86.7705,73.859,20773.495000000003,observado,58.0785,20958.235,153.4423237514743,99.11853264361241,1.54806896005197
Aragón,2010,1,,,86.447,,,,,,,84.4105,73.271,20934.55,observado,58.0785,20958.235,148.8450975834431,99.88698952941408,1.4901349843926586
Aragón,2010,2,,,87.291,,,,,,,85.182,74.482,20934.55,observado,58.0785,20958.235,150.29830315865595,99.88698952941408,1.5046834814697971
Aragón,2010,3,,,84.739,,,,,,,82.6405,74.33866666666667,20934.55,observado,58.0785,20958.235,145.904250281946,99.88698952941408,1.4606932391228094
Aragón,2010,4,,,85.263,,,,,,,83.2045,75.63033333333334,20934.55,observado,58.0785,20958.235,146.80647744001652,99.88698952941408,1.4697257183507957
Aragón,2011,1,,,81.077,,,,,,,78.91749999999999,75.68666666666667,20990.14,observado,58.0785,20958.235,139.5989910207736,100.15223133054857,1.3938680063955093
Aragón,2011,2,,,80.757,,,,,,,78.682,77.065,20990.14,observado,58.0785,20958.235,139.04801260363132,100.15223133054857,1.388366597092667
Aragón,2011,3,,,79.101,,,,,,,76.922,76.65333333333334,20990.14,observado,58.0785,20958.235,136.1966992949198,100.15223133054857,1.3598968039504566
Aragón,2011,4,,,74.605,,,,,,,72.62299999999999,77.74566666666668,20990.14,observado,58.0785,20958.235,128.45545253407028,100.15223133054857,1.2826020032455194
Aragón,2012,1,,,69.017,,,,,,,67.2355,77.216,20599.300000000003,observado,58.0785,20958.235,118.83399192472257,98.2873796386003,1.2090462922266474
Aragón,2012,2,,,69.022,,,,,,,67.2415,78.57166666666666,20599.300000000003,observado,58.0785,20958.235,118.84260096249044,98.2873796386003,1.2091338826965483
Aragón,2012,3,,,66.258,,,,,,,64.5825,78.65066666666667,20599.300000000003,observado,58.0785,20958.235,114.08352488442365,98.2873796386003,1.160713870935468
Aragón,2012,4,,,65.794,,,,,,,64.17399999999999,79.96966666666667,20599.300000000003,observado,58.0785,20958.235,113.2846061795673,98.2873796386003,1.1525854753286877
Aragón,2013,1,,,59.933,,,,,,,58.303,79.14933333333333,20574.855,observado,58.0785,20958.235,103.19309210809509,98.1707429084558,1.051159327624959
Aragón,2013,2,,,59.377,,,,,,,57.6415,79.812,20574.855,observado,58.0785,20958.235,102.2357671083103,98.1707429084558,1.0414076951994256
Aragón,2013,3,,,58.874,,,,,,,57.315,79.51466666666666,20574.855,observado,58.0785,20958.235,101.36969790886474,98.1707429084558,1.0325856248576215
Aragón,2013,4,,,57.596,,,,,,,56.009,80.052,20574.855,observado,58.0785,20958.235,99.1692278554026,98.1707429084558,1.0101709014046873
Aragón,2014,1,,,57.002,,,,,,,55.442499999999995,79.00166666666667,20817.825,observado,58.0785,20958.235,98.14647416858219,99.33004854654985,0.9880844276703138
Aragón,2014,2,,,58.024,,,,,,,56.741,79.84866666666666,20817.825,observado,58.0785,20958.235,99.90616148833045,99.33004854654985,1.0057999865117413
Aragón,2014,3,,,57.695,,,,,,,56.227000000000004,79.20433333333334,20817.825,observado,58.0785,20958.235,99.339686803206,99.33004854654985,1.000097032638131
Aragón,2014,4,,,57.633,,,,,,,55.938,79.50633333333333,20817.825,observado,58.0785,20958.235,99.2329347348847,99.33004854654985,0.9990223118473597
Aragón,2015,1,,,57.284,,,,,,,56.206,77.99833333333333,20958.235,observado,58.0785,20958.235,98.63202389868884,100.0,0.9863202389868885
Aragón,2015,2,,,58.791,,,,,,,57.507999999999996,79.47333333333334,20958.235,observado,58.0785,20958.235,101.22678788191844,100.0,1.0122678788191843
Aragón,2015,3,,,58.227,,,,,,,56.504999999999995,78.65866666666666,20958.235,observado,58.0785,20958.235,100.25568842170512,100.0,1.0025568842170511
Aragón,2015,4,,,58.012,,,,,,,56.541,79.13933333333334,20958.235,observado,58.0785,20958.235,99.88549979768761,100.0,0.9988549979768762
Aragón,2016,1,,,58.389,,,,,,,57.168,77.53766666666667,20833.285,observado,58.0785,20958.235,100.53462124538342,99.40381430020227,1.0113758908865014
Aragón,2016,2,,,59.572,,,,,,,58.953500000000005,78.601,20833.285,observado,58.0785,20958.235,102.57151958125641,99.40381430020227,1.0318670395432472
Aragón,2016,3,,,59.39,,,,,,,58.6875,78.42666666666666,20833.285,observado,58.0785,20958.235,102.25815060650672,99.40381430020227,1.028714555134517
Aragón,2016,4,,,59.367,,,,,,,58.0995,79.90933333333334,20833.285,observado,58.0785,20958.235,102.2185490327746,99.40381430020227,1.0283161642476994
Aragón,2017,1,,,60.574,,,,,,,59.9525,79.60266666666666,21619.165,observado,58.0785,20958.235,104.29677074993329,103.15355753955427,1.0110826348372972
Aragón,2017,2,,,60.549,,,,,,,59.926500000000004,80.063,21619.165,observado,58.0785,20958.235,104.25372556109404,103.15355753955427,1.010665342502782
Aragón,2017,3,,,61.087,,,,,,,60.3405,79.57433333333334,21619.165,observado,58.0785,20958.235,105.18005802491457,103.15355753955427,1.0196454735415523
Aragón,2017,4,,,61.226,,,,,,,59.692,80.92333333333333,21619.165,observado,58.0785,20958.235,105.41938927486075,103.15355753955427,1.0219656189214574
Aragón,2018,1,,,62.437,,,,,,,61.098,80.28166666666667,22195.805,observado,58.0785,20958.235,107.50449822223369,105.90493426569556,1.015103771770682
Aragón,2018,2,,,63.274,,,,,,,61.6385,81.53366666666666,22195.805,observado,58.0785,20958.235,108.94565114457157,105.90493426569556,1.0287117583326895
Aragón,2018,3,,,64.433,,,,,,,63.117000000000004,81.426,22195.805,observado,58.0785,20958.235,110.94122609915891,105.90493426569556,1.047554836499197
Aragón,2018,4,,,65.023,,,,,,,63.6505,82.26633333333332,22195.805,observado,58.0785,20958.235,111.95709255576504,105.90493426569556,1.057147085091293
Aragón,2019,1,,,66.442,,,,,,,65.411,81.154,22084.905,observado,58.0785,20958.235,114.40033747428049,105.37578665379026,1.0856415985784305
Aragón,2019,2,,,67.498,,,,,,,66.3665,82.279,22084.905,observado,58.0785,20958.235,116.21856625085016,105.37578665379026,1.1028963098769893
Aragón,2019,3,,,68.142,,,,,,,66.616,81.71466666666667,22084.905,observado,58.0785,20958.235,117.32741031534906,105.37578665379026,1.113419069418913
Aragón,2019,4,,,68.594,,,,,,,67.0615,82.592,22084.905,observado,58.0785,20958.235,118.10566732956256,105.37578665379026,1.1208046087247352
Aragón,2020,1,,,68.856,,,,,,,67.9685,81.53633333333333,22660.585,observado,58.0785,20958.235,118.55678090859784,108.12258284154174,1.096503411154614
Aragón,2020,2,,,69.541,,,,,,,68.0405,81.44366666666667,22660.585,observado,58.0785,20958.235,119.7362190827931,108.12258284154174,1.107411753733923
Aragón,2020,3,,,69.846,,,,,,,69.2555,81.19633333333333,22660.585,observado,58.0785,20958.235,120.2613703866319,108.12258284154174,1.1122687529845645
Aragón,2020,4,,,69.343,,,,,,,68.245,81.96733333333333,22660.585,observado,58.0785,20958.235,119.3953011871863,108.12258284154174,1.1042586853679328
Aragón,2021,1,,,70.163,,,,,,,68.806,82.04333333333334,23615.915,observado,58.0785,20958.235,120.80718338111349,112.68083882063542,1.0721182469489203
Aragón,2021,2,,,71.26,,,,,,,69.6375,83.87733333333334,23615.915,observado,58.0785,20958.235,122.69600626737952,112.68083882063542,1.088880838584155
Aragón,2021,3,,,72.959,,,,,,,72.0795,84.23733333333332,23615.915,observado,58.0785,20958.235,125.6213573008945,112.68083882063542,1.114842227087586
Aragón,2021,4,,,73.731,,,,,,,72.848,87.177,23615.915,observado,58.0785,20958.235,126.95059273225031,112.68083882063542,1.126638690845472
Aragón,2022,1,,,75.563,,,,,,,74.80699999999999,89.11433333333333,24373.445,observado,58.0785,20958.235,130.1049441703901,116.29531303566354,1.1187462398462409
Aragón,2022,2,,,76.634,,,,,,,75.26400000000001,92.17233333333333,24373.445,observado,58.0785,20958.235,131.94900006026327,116.29531303566354,1.1346029054481268
Aragón,2022,3,,,77.47,,,,,,,76.36850000000001,93.18733333333334,24373.445,observado,58.0785,20958.235,133.38843117504757,116.29531303566354,1.1469802840131846
Aragón,2022,4,,,76.894,,,,,,,76.1525,93.14766666666667,24373.445,observado,58.0785,20958.235,132.3966700241914,116.29531303566354,1.1384523294037667
Aragón,2023,1,,,77.968,,,,,,,78.351,93.384,25249.07,observado,58.0785,20958.235,134.24589133672532,120.47326504354969,1.1143210179303846
Aragón,2023,2,,,79.248,,,,,,,79.56049999999999,94.32866666666666,25249.07,observado,58.0785,20958.235,136.44980500529456,120.47326504354969,1.1326148167061758
Aragón,2023,3,,,81.129,,,,,,,82.045,95.30233333333332,25249.07,observado,58.0785,20958.235,139.68852501355923,120.47326504354969,1.1594981256884127
Aragón,2023,4,,,80.188,,,,,,,80.527,95.53066666666666,25249.07,observado,58.0785,20958.235,138.06830410565013,120.47326504354969,1.1460493251821475
Aragón,2024,1,,,83.44,,,,,,,85.263,96.193,26499.07,observado,58.0785,20958.235,143.6676222698589,126.43750773860489,1.136273759578331
Aragón,2024,2,,,87.055,,,,,,,88.4625,97.61566666666666,26499.07,observado,58.0785,20958.235,149.8919565760135,126.43750773860489,1.1855023027336002
Aragón,2024,3,,,89.494,,,,,,,90.758,97.397,26499.07,observado,58.0785,20958.235,154.0914451991701,126.43750773860489,1.2187162492773629
Aragón,2024,4,,,90.891,,,,,,,91.515,98.00533333333334,26499.07,observado,58.0785,20958.235,156.496810351507,126.43750773860489,1.2377403916806577
Aragón,2025,1,,,94.491,,,,,,,95.46549999999999,98.89133333333332,26499.07,provisional_ffill,58.0785,20958.235,162.69531754435806,126.43750773860489,1.2867646670220048
Aragón,2025,2,,,98.984,,,,,,,99.0785,99.91833333333334,26499.07,provisional_ffill,58.0785,20958.235,170.43139888254692,126.43750773860489,1.3479496862188582
Aragón,2025,3,,,102.545,,,,,,,102.412,100.21499999999999,26499.07,provisional_ffill,58.0785,20958.235,176.56275558080873,126.43750773860489,1.396442865244007
Aragón,2025,4,,,103.98,,,,,,,103.04400000000001,100.97500000000001,26499.07,provisional_ffill,58.0785,20958.235,179.03354942018132,126.43750773860489,1.4159844861092385
Aragón,2026,1,,,109.195,,,,,,,108.7955,101.57833333333333,26499.07,provisional_ffill,58.0785,20958.235,188.01277581204747,126.43750773860489,1.487001596082884
Asturias,2007,1,,,,,,84.82933333333334,,,,,,,faltante,,,,,
Asturias,2007,2,,,,,,87.80466666666666,,,,,,,faltante,,,,,
Asturias,2007,3,,,,,,89.60833333333333,,,,,,,faltante,,,,,
Asturias,2007,4,,,,,,89.356,,,,,,,faltante,,,,,
Asturias,2008,1,,,,,,89.51366666666667,,,,,,,faltante,,,,,
Asturias,2008,2,,,,,,88.54433333333333,,,,,,,faltante,,,,,
Asturias,2008,3,,,,,,88.14633333333332,,,,,,,faltante,,,,,
Asturias,2008,4,,,,,,87.35166666666667,,,,,,,faltante,,,,,
Asturias,2009,1,,,,,,87.27833333333335,,,,,,,faltante,,,,,
Asturias,2009,2,,,,,,87.29566666666666,,,,,,,faltante,,,,,
Asturias,2009,3,,,,,,87.53733333333332,,,,,,,faltante,,,,,
Asturias,2009,4,,,,,,87.25099999999999,,,,,,,faltante,,,,,
Asturias,2010,1,,,,,,86.11733333333332,,,,,,,faltante,,,,,
Asturias,2010,2,,,,,,87.71766666666667,,,,,,,faltante,,,,,
Asturias,2010,3,,,,,,84.75200000000001,,,,,,,faltante,,,,,
Asturias,2010,4,,,,,,86.42833333333334,,,,,,,faltante,,,,,
Asturias,2011,1,,,,,,83.64966666666668,,,,,,,faltante,,,,,
Asturias,2011,2,,,,,,82.04133333333334,,,,,,,faltante,,,,,
Asturias,2011,3,,,,,,81.10000000000001,,,,,,,faltante,,,,,
Asturias,2011,4,,,,,,76.73466666666667,,,,,,,faltante,,,,,
Asturias,2012,1,,,,,,71.86466666666666,,,,,,,faltante,,,,,
Asturias,2012,2,,,,,,70.078,,,,,,,faltante,,,,,
Asturias,2012,3,,,,,,66.85833333333333,,,,,,,faltante,,,,,
Asturias,2012,4,,,,,,67.083,,,,,,,faltante,,,,,
Asturias,2013,1,,,,,,61.53633333333334,,,,,,,faltante,,,,,
Asturias,2013,2,,,,,,61.07666666666666,,,,,,,faltante,,,,,
Asturias,2013,3,,,,,,60.36000000000001,,,,,,,faltante,,,,,
Asturias,2013,4,,,,,,59.386,,,,,,,faltante,,,,,
Asturias,2014,1,,,,,,58.63166666666666,,,,,,,faltante,,,,,
Asturias,2014,2,,,,,,60.02700000000001,,,,,,,faltante,,,,,
Asturias,2014,3,,,,,,59.742333333333335,,,,,,,faltante,,,,,
Asturias,2014,4,,,,,,59.25666666666667,,,,,,,faltante,,,,,
Asturias,2015,1,,,,,,59.04033333333333,,,,,,,faltante,,,,,
Asturias,2015,2,,,,,,60.764,,,,,,,faltante,,,,,
Asturias,2015,3,,,,,,61.98766666666666,,,,,,,faltante,,,,,
Asturias,2015,4,,,,,,60.43333333333334,,,,,,,faltante,,,,,
Asturias,2016,1,,,,,,61.171,,,,,,,faltante,,,,,
Asturias,2016,2,,,,,,61.937333333333335,,,,,,,faltante,,,,,
Asturias,2016,3,,,,,,62.459333333333326,,,,,,,faltante,,,,,
Asturias,2016,4,,,,,,61.78466666666666,,,,,,,faltante,,,,,
Asturias,2017,1,,,,,,62.14966666666667,,,,,,,faltante,,,,,
Asturias,2017,2,,,,,,61.63566666666666,,,,,,,faltante,,,,,
Asturias,2017,3,,,,,,62.98566666666667,,,,,,,faltante,,,,,
