geo,year,arop_post,arop_pre_nopens,benefits,captransf,debt,deficit,e0,emigration,gdp_pc_pps,gfcf,gini,goods,immigration,interest,mort_preventable,mort_treatable,obesity,overburden,overcrowding,pensions_oldage,pop65_share,population,pub_emp_share,recycling,revenue,smoking,social_contrib,socprot_exp,subsidies,tax_income,tax_production,te_gf01,te_gf02,te_gf03,te_gf04,te_gf05,te_gf06,te_gf0601,te_gf07,te_gf08,te_gf09,te_gf10,te_gf1006,te_total,unemployment,unemployment_global,urban_share,wage_premium,wagebill_exp,wagebill_gdp,wages,capital,current,capital_share,net_migration_rate
EE,1986,,,,,,,,,,,,,,,,,13.269365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EE,1987,,,,,,,,,,,,,,,,,13.380644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EE,1988,,,,,,,,,,,,,,,,,13.498302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EE,1989,,,,,,,,,,,,,,,,,13.629107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EE,1990,,,,,,,,,,,,,,,,,13.775374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EE,1991,,,,,,,,,,,,,,,,,13.940766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EE,1992,,,,,,,,,,,,,,,,,14.128506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EE,1993,,,,,,,,,,,,,,,,,14.345266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EE,1994,,,,,,,,,,,,,,,,,14.597857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EE,1995,,,9.2,0.2,8.0,1.0,67.7,9460.0,5383.1,5.4,,10.5,,0.5,,,14.887868,,,5.7,13.319959256253993,1448075.0,,,40.7,,11.9,,0.8,10.5,12.6,4.2,1.2,3.0,5.1,0.6,0.4,0.2,4.9,2.0,7.3,10.9,0.6,39.7,,9.742,68.959092258676,,,,11.4,5.6000000000000005,34.1,0.14105793450881612,
EE,1996,,,9.8,0.4,7.5,-0.3,69.9,7134.0,5800.0,4.9,,9.5,,0.6,,,15.213758,,,6.1,13.74095560457819,1425192.0,,,38.6,,11.5,,0.8,9.1,13.2,4.1,1.1,2.8,4.8,0.6,0.3,0.2,5.0,2.2,7.0,11.0,0.4,38.9,,9.98,68.4475740642067,,,,11.1,5.300000000000001,33.599999999999994,0.13624678663239076,
EE,1997,,,9.3,0.5,6.9,2.1,70.1,4071.0,6645.5,4.6,,8.9,,0.4,,,15.575735,,,5.7,14.142856736434528,1405996.0,,,38.9,,11.2,,0.7,9.1,13.4,3.8,1.2,2.7,4.6,0.7,0.3,0.1,4.4,2.1,6.5,10.4,0.2,36.7,,10.369,68.0003912958243,,,,10.3,5.1,31.6,0.13896457765667572,
EE,1998,,,9.6,1.0,5.9,-0.8,69.7,2507.0,6996.5,5.3,,8.7,,0.6,,,15.976958,,,5.8,14.540074683756929,1393074.0,,,38.3,,11.1,,1.3,10.2,12.3,4.4,1.2,2.7,5.6,0.6,0.3,0.2,4.6,2.3,6.8,10.6,0.1,39.1,,9.51,67.6521763500664,,,,10.3,6.3,32.800000000000004,0.16112531969309463,
EE,1999,,,10.7,0.5,6.4,-3.3,70.6,1882.0,7086.4,4.7,,8.8,,0.4,,,16.415809,,,6.7,14.721617822027685,1379237.0,,,36.8,,11.0,15.25,1.2,9.7,11.7,3.8,1.1,3.0,5.1,0.6,0.4,0.1,5.1,2.2,7.1,11.7,0.1,40.1,,11.573,67.43756162347,,,,11.5,5.2,34.9,0.12967581047381546,
EE,2000,18.0,26.0,9.7,0.3,5.1,-0.1,71.1,1784.0,7803.7,4.4,,7.8,35.0,0.3,,,16.875672,,,6.1,14.858876003568241,1401250.0,,2.2,36.3,47.8,11.0,13.83,1.1,7.7,12.4,3.5,1.2,2.8,4.6,0.5,0.4,0.2,4.5,2.0,6.4,10.5,0.1,36.4,,13.36,67.385529072627,,29.036714553833,10.5595750808716,10.6,4.7,31.7,0.12912087912087913,-1.2481712756467438
EE,2001,18.0,25.0,9.3,0.3,4.9,0.3,70.9,2175.0,8506.2,4.7,,7.6,241.0,0.2,,,17.341526,,,5.7,15.127233040381412,1392720.0,,5.1,35.6,,10.7,12.98,1.0,7.2,12.5,3.0,1.3,2.5,4.6,0.7,0.3,0.2,4.3,2.0,6.3,10.0,0.1,35.3,,13.134,67.3926456349791,,28.5240669250488,9.9741382598877,10.0,5.0,30.299999999999997,0.141643059490085,-1.3886495490838073
EE,2002,18.0,25.0,9.0,0.3,5.7,0.4,71.4,2038.0,9536.2,5.9,,7.2,575.0,0.3,,,17.803794,,,5.6,15.443328924257866,1383510.0,,2.7,36.3,,11.0,12.58,1.0,7.5,12.6,3.4,1.4,2.7,4.6,0.6,0.4,0.2,4.4,2.2,6.5,9.8,0.1,35.9,,10.026,67.4090870965661,,28.061861038208,10.0670118331909,10.1,6.2,29.7,0.17270194986072424,-1.0574553129359383
EE,2003,,,9.0,0.4,5.6,1.8,71.9,3073.0,10751.9,5.2,,7.3,967.0,0.2,,,18.252702,,,5.7,15.842901708127604,1375190.0,,15.0,36.9,,10.7,12.5,0.9,8.0,12.2,3.1,1.3,2.5,4.5,0.7,0.4,0.2,4.3,2.2,6.3,9.7,0.1,35.0,,11.288,67.4341760348669,,28.6222553253174,10.0281095504761,10.0,5.6000000000000005,29.4,0.16,-1.5314247485801964
EE,2004,20.2,26.2,9.3,0.4,5.2,2.4,72.4,2927.0,11847.8,4.4,,6.6,1097.0,0.2,,,18.675618,,46.6,5.7,16.194693504117108,1366250.0,0.295458763837814,24.8,36.5,,10.4,12.87,0.8,7.9,12.7,3.1,1.4,2.2,3.9,0.7,0.3,0.2,4.2,2.1,6.2,10.0,0.0,34.1,,10.248,67.467351453949,0.106003105640411,29.2565021514893,9.96474552154541,10.0,4.800000000000001,29.3,0.14076246334310852,-1.3394327538883806
EE,2005,18.3,24.2,8.9,0.5,4.7,1.2,73.0,4610.0,13587.2,4.6,,6.4,1436.0,0.2,,,19.068135,7.9,46.1,5.5,16.56842182728042,1358850.0,0.267934143543243,22.7,34.9,42.0,10.2,12.38,0.7,6.9,12.6,3.1,1.4,2.1,4.1,0.9,0.2,0.1,4.1,2.3,5.9,9.6,0.0,33.7,,8.033,67.5080523578799,0.172997936606407,28.6793727874756,9.67005062103271,9.7,5.1,28.6,0.15133531157270028,-2.335798653272988
EE,2006,18.3,24.6,8.7,0.4,4.7,2.8,73.2,5527.0,15338.9,5.4,,6.1,2234.0,0.2,,,19.42787,6.8,45.9,5.5,16.870511586584733,1350700.0,0.274679988622665,17.4,36.3,,10.1,11.97,0.8,7.0,13.3,3.4,1.3,2.0,4.4,0.8,0.0,0.0,4.3,2.2,5.9,9.2,0.0,33.5,,5.915,67.5557177507269,0.100742422044277,27.0619354248047,9.04861354827881,9.0,5.800000000000001,27.7,0.17313432835820897,-2.437995113644777
EE,2007,19.4,25.2,8.5,0.6,3.9,2.7,73.2,4384.0,17499.8,6.0,,5.7,3741.0,0.2,,,19.748715,5.2,43.5,5.3,17.283978196765258,1342920.0,0.249981433153152,23.1,36.5,40.0,10.4,11.86,0.9,7.3,13.2,3.3,1.3,2.1,4.5,0.9,0.6,0.1,4.4,2.1,5.7,9.0,0.0,33.8,,4.592,67.6097866365576,0.0542109683156013,27.1749744415283,9.16815948486328,9.2,6.6,27.199999999999996,0.1952662721893491,-0.4788073749739374
EE,2008,19.5,24.7,10.6,1.0,4.7,-2.6,74.4,4406.0,17679.1,6.2,,6.4,3671.0,0.2,,,20.028228,3.6,41.7,6.4,17.457637249335047,1338440.0,0.203379780054092,20.2,36.9,,11.5,14.59,1.0,7.7,12.1,3.2,1.7,2.7,5.0,1.1,0.6,0.2,5.2,2.4,6.5,11.3,0.0,39.5,,5.455,67.6696980194394,-0.0011732504935935,27.3367900848389,10.7846460342407,10.8,7.2,32.3,0.18227848101265823,-0.5491467678790233
EE,2009,19.7,25.9,14.4,1.4,8.0,-2.7,75.3,4658.0,15453.9,6.1,,6.8,3884.0,0.2,,,20.262329,4.4,41.2,8.3,17.42929013131298,1335740.0,0.222364962100983,21.0,43.4,,12.6,18.79,1.1,7.4,14.7,3.8,2.2,2.3,6.5,0.8,0.0,0.1,5.9,2.5,7.0,15.0,0.0,46.1,13.5,13.548,67.7348909034398,0.0574104338884354,25.9899997711182,11.9170446395874,11.9,7.5,38.6,0.16268980477223427,-0.5794540853758965
EE,2010,15.8,24.9,13.4,1.0,8.0,-0.4,76.0,5294.0,16341.2,4.8,,6.8,2810.0,0.1,,,20.454277,6.0,39.7,8.0,17.434316615289998,1333290.0,0.237921521067619,18.0,40.3,37.1,12.4,17.57,1.4,6.6,14.1,3.3,1.7,2.2,5.1,-0.3,0.5,0.1,5.7,2.2,6.5,13.8,0.0,40.7,16.6,16.707,67.8048042926262,0.141794249415398,27.2414894104004,10.9713659286499,11.0,5.8,34.900000000000006,0.1425061425061425,-1.8630605494678576
EE,2011,17.5,24.9,11.7,0.9,7.6,0.6,76.6,6214.0,18339.7,5.1,,6.5,3709.0,0.1,301.67,160.97,20.606312,7.4,14.4,7.1,17.449573575199675,1329660.0,0.231188252568245,23.3,38.2,,11.3,15.55,1.3,6.3,13.7,3.4,1.5,2.1,4.8,-0.2,0.5,0.1,5.2,2.0,6.1,12.2,0.0,37.6,12.3,12.328,67.8775556334506,0.0908832773566246,27.0612373352051,10.1275691986084,10.1,6.0,31.6,0.15957446808510636,-1.883940255403637
EE,2012,17.5,24.8,11.1,0.9,11.1,-0.4,76.7,6321.0,19342.5,6.4,,6.5,2639.0,0.1,303.58,162.69,20.718452,7.9,14.0,6.9,17.704194860162524,1325217.0,0.232294127345085,19.1,39.0,,11.3,14.88,1.3,6.5,14.0,4.0,1.8,2.0,5.1,0.9,0.7,0.2,5.2,1.8,6.1,11.9,0.0,39.4,9.9,10.021,67.9629593320316,0.0052283117547631,25.0401763916016,9.82715034484863,9.7,7.300000000000001,32.099999999999994,0.1852791878172589,-2.7784128938883215
EE,2013,18.6,25.4,10.9,0.9,11.4,-0.2,77.5,6740.0,20055.2,5.5,,6.5,4109.0,0.1,281.71,154.29,20.794675,7.2,21.1,6.8,18.032009538172762,1320169.0,0.226937144994736,17.6,38.1,,11.0,14.66,1.0,7.1,13.5,3.9,1.8,1.8,4.9,0.7,0.6,0.2,5.2,2.1,5.8,11.5,0.0,38.3,8.6,8.631,68.0923458296768,0.0201838742941618,26.5086784362793,10.1857252120972,10.1,6.4,31.9,0.16710182767624024,-1.9929266631772145
EE,2014,21.8,28.4,10.9,0.7,11.6,0.9,77.1,4637.0,21055.0,5.0,35.6,6.5,3904.0,0.1,280.01,152.33,20.83602,8.3,14.2,6.8,18.375095662853326,1315819.0,0.223331987857819,31.1,38.4,,11.2,14.67,0.7,7.3,13.8,3.8,1.8,1.9,4.9,0.7,0.5,0.2,5.2,2.0,5.4,11.3,0.0,37.6,7.3,7.352,68.2668382808032,0.0880961045622826,27.4121341705322,10.3520364761353,10.2,5.7,31.900000000000002,0.15159574468085107,-0.5570674994053134
EE,2015,21.6,27.8,11.7,0.8,10.8,0.2,77.7,13003.0,21398.6,5.2,34.8,6.5,15413.0,0.1,270.72,148.24,20.852143,6.8,13.4,7.1,18.758656819498793,1313271.0,0.22680675983429,28.3,39.5,32.6,11.4,15.83,0.7,7.6,14.2,4.0,1.9,1.7,5.0,0.7,0.4,0.1,5.6,2.0,5.8,12.2,0.0,39.3,6.4,6.412,68.4796609690553,0.0905771628022194,27.3198833465576,10.7981185913086,10.6,6.0,33.3,0.15267175572519084,1.8351124786887094
EE,2016,21.7,28.9,11.9,0.6,10.2,-0.1,77.8,13792.0,22190.6,4.6,32.7,6.6,14822.0,0.0,262.38,142.98,20.8461,4.9,13.4,7.2,19.022466001592772,1315944.0,0.219697132706642,27.9,38.8,,11.5,16.23,0.8,7.3,14.7,3.9,2.3,1.9,4.5,0.6,0.3,0.1,5.3,2.0,5.5,12.6,0.0,38.9,6.8,6.882,68.724038178078,0.117836989462376,27.5335273742676,10.847484588623,10.6,5.199999999999999,33.7,0.13367609254498714,0.78270807876323
EE,2017,21.0,28.9,11.7,0.6,9.4,-0.5,78.2,12358.0,23734.0,5.6,31.6,6.5,17616.0,0.0,247.27,136.6,20.813921,4.8,13.5,6.9,19.342294785407805,1315635.0,0.213325083255768,28.2,38.3,,11.4,15.64,0.8,7.0,14.1,3.8,2.0,1.9,5.0,0.7,0.3,0.1,5.1,2.1,5.6,12.3,0.0,38.9,5.8,5.807,68.9931941915158,0.124148175120354,27.0462188720703,10.6118965148926,10.4,6.199999999999999,32.7,0.15938303341902313,3.996549194875478
EE,2018,21.9,29.9,11.9,0.4,8.5,-0.6,78.4,10476.0,25227.3,5.2,30.6,6.3,17547.0,0.0,253.0,133.47,20.759301,4.0,12.6,6.9,19.58725920737333,1319133.0,0.214930653572083,28.0,38.2,,11.5,16.04,0.8,7.3,13.8,3.8,2.0,1.8,4.2,0.7,0.3,0.1,5.3,1.9,6.1,12.5,0.0,38.8,5.4,5.412,69.2803532930133,0.13791024684906,27.0966091156006,10.6416082382202,10.4,5.6000000000000005,33.199999999999996,0.1443298969072165,5.360338949901185
EE,2019,21.7,30.2,12.0,0.3,9.0,-0.1,78.8,12801.0,26438.1,5.2,30.5,6.5,18259.0,0.0,234.11,129.41,20.68923,4.4,13.9,7.0,19.764798236741594,1324820.0,0.225293278694153,30.8,39.0,,11.7,16.11,0.8,7.2,14.1,3.5,2.1,1.8,4.6,0.7,0.4,0.1,5.5,2.0,6.0,12.7,0.0,39.1,4.5,4.514,69.5787397662154,,27.7871246337891,10.9448213577271,10.7,5.5,33.6,0.14066496163682865,4.119804954635347
EE,2020,20.7,30.3,13.6,0.6,19.1,-5.4,78.8,12427.0,25994.6,5.8,30.5,6.3,16209.0,0.1,251.77,123.88,20.612164,4.4,12.7,7.9,20.031846151183434,1328889.0,0.219120994210243,28.9,39.3,28.9,12.3,18.94,2.0,7.5,13.4,4.0,2.4,1.9,6.2,0.7,0.4,0.1,6.5,2.0,6.3,14.5,0.0,44.7,6.9,6.956,69.8815778947665,,26.2202548980713,11.7549686431885,11.7,6.3999999999999995,38.300000000000004,0.1431767337807606,2.845986384114851
EE,2021,20.6,29.7,12.4,0.7,18.4,-2.5,77.2,12481.0,28242.8,5.8,30.6,6.3,19524.0,0.1,304.67,135.62,20.533402,4.4,14.9,7.4,20.34790702430252,1330068.0,,30.3,39.6,,11.9,17.24,1.2,8.4,13.6,3.9,2.0,1.8,5.6,0.6,0.5,0.1,6.5,2.1,5.9,13.3,0.0,42.1,6.2,6.178,70.1777274135822,,26.4271297454834,10.909234046936,11.0,6.5,35.6,0.1543942992874109,5.295217988854705
EE,2022,22.8,31.7,11.5,0.2,19.2,-0.9,78.1,9657.0,30029.2,5.4,31.9,6.3,49414.0,0.1,266.71,126.16,20.455915,4.9,15.7,6.9,20.43451099117282,1331796.0,,33.4,39.1,27.5,11.7,15.8,1.3,8.0,13.4,3.7,2.2,1.8,5.3,0.5,0.4,0.1,5.9,1.9,5.7,12.6,0.0,40.0,5.6,5.571,70.4892333736738,,25.6560802459717,10.711329460144,10.5,5.6000000000000005,34.4,0.14,29.85216955149287
EE,2023,22.5,31.1,12.3,0.3,20.2,-2.7,78.9,12543.0,30611.0,6.5,31.8,6.4,26399.0,0.4,241.28,115.79,20.382191,7.6,17.0,7.5,20.239859314553797,1365884.0,,37.9,40.4,26.8,12.2,17.26,1.0,8.2,13.5,4.1,3.1,1.9,4.9,0.7,0.4,0.2,6.2,2.0,6.3,13.5,0.0,43.1,6.4,6.378,70.6770085523126,,,,11.7,6.8,36.300000000000004,0.15777262180974477,10.14434607916924
EE,2024,20.2,29.5,,,23.5,-1.1,79.4,17260.0,31555.4,,30.8,,18634.0,0.6,,,20.315774,8.6,18.4,8.1,20.474551661578236,1374687.0,,36.4,42.8,26.1,12.6,,,9.5,13.9,,,,,,,,,,,,,,7.6,,,,,,,0.0,,,0.9995002498750625
EE,2025,19.5,27.7,,,24.1,-2.0,,,33077.2,,30.9,,,0.5,,,,8.8,17.9,,20.90832448293607,1369995.0,,,43.4,25.6,12.7,,,9.9,14.0,,,,,,,,,,,,,,7.5,,,,,,,0.0,,,
EE,2030,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,1995,,,,,,,,,,,,,,,,,,,,,14.684859274515915,481891130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,1996,,,,,,,,,,,,,,,,,,,,,14.913743925295003,482824056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,1997,,,,,,,,,,,,,,,,,,,,,15.094615105088446,483673506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,1998,,,,,,,,,,,,,,,,,,,,,15.257938328271386,486062046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,1999,,,,,,,,,,,,,,,,,,,,,15.413138503444088,486803550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2000,,,,,,,,,,,,,,,,,,,,,15.601872368285957,487551317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2001,,,,,,,,,,,,,,,,,,,,,15.80096070792793,488764781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2002,,,,,,,77.8,,,,,,,,,,,,,,16.009333072806996,489501378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2003,,,,,,,77.8,,,,,,,,,,,,,,16.178684567491832,491260780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2004,,,,,,,78.4,,,,,,,,,,,,,,16.338754709563467,493152394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2005,,,,,,,78.5,,,,,,,,,,,,,,16.53743751986495,495222001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2006,,,,,,,79.0,,,,,,,,,,,,,,16.768841828076038,497099125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2007,,,,,,,79.2,,,,,,,,,,,,,,16.921336566816745,499011219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2008,,,,,,,79.4,,,,,,,,,,,,,,17.05978422483314,501073052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2009,,,,,,,79.7,,,,,,,,,,,,,,17.243280085169236,502934648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2010,,,,,,,80.0,,,,,,,,,,,,,,17.426967580633224,504079494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2011,,,,,,,80.3,,,,,,,,,,,,,,17.560486758399623,503949886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2012,,,,,,,80.3,,,,,,,,,,,,,,17.84123620434916,505113900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2013,,,,,,,80.6,,,,,,,,,,,,,,18.172878219130677,506310838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2014,,,,,,,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2015,,,,,,,80.6,,,,,,,,,,,,,,18.86250418723523,509115773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2016,,,,,,,81.0,,,,,,,,,,,,,,19.13798822178983,510819888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2017,,,,,,,81.0,,,,,,,,,,,,,,19.431360410396863,512055378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2018,,,,,,,81.1,,,,,,,,,,,,,,19.707914894168887,513228429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2019,,,,,,,,,,,,,,,,,,,,,19.975788515967984,514537646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA30_2007,2020,,,,,,,,,,,,,,,,,,,,,,515878092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,1995,,,,,,,,,,,,,,,,,,,,,,486550023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,1996,,,,,,,,,,,,,,,,,,,,,,487405223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,1997,,,,,,,,,,,,,,,,,,,,,,488206534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,1998,,,,,,,,,,,,,,,,,,,,,,490598858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,1999,,,,,,,,,,,,,,,,,,,,,,491331010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2000,,,,,,,,,,,,,,,,,,,,,,492049052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2001,,,,,,,,,,,,,,,,,,,,,15.803708717336754,493060187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2002,,,,,,,77.7,,,,,,,,,,,,,,16.013450889169683,493806872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2003,,,,,,,77.8,,,,,,,,,,,,,,16.184314734366183,495566164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2004,,,,,,,78.4,,,,,,,,,,,,,,16.3451561972556,497458119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2005,,,,,,,78.5,,,,,,,,,,,,,,16.54428154211577,499532862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2006,,,,,,,79.0,,,,,,,,,,,,,,16.775331858673802,501411612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2007,,,,,,,79.2,,,,,,,,,,,,,,16.927722085573617,503324749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2008,,,,,,,79.4,,,,,,,,,,,,,,17.066329631252923,505385019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2009,,,,,,,79.6,,,,,,,,,,,,,,17.24875776358944,507244444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2010,,,,,,,79.9,,,,,,,,,,,,,,17.430451827166653,508382341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2011,,,,,,,80.3,,,,,,,,,,,,,,17.56193005465519,508239743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2012,,,,,,,80.3,,,,,,,,,,,,,,17.841720429611044,509389884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2013,,,,,,,80.6,,,,,,,,,,,,,,18.17628709500645,511055242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2014,,,,,,,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2015,,,,,,,80.6,,,,,,,,,,,,,,18.863369071064014,513310526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2016,,,,,,,81.0,,,,,,,,,,,,,,19.140300961898784,514966448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2017,,,,,,,81.0,,,,,,,,,,,,,,19.43521883399212,516149223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2018,,,,,,,81.0,,,,,,,,,,,,,,19.714582767427654,517257135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2019,,,,,,,,,,,,,,,,,,,,,19.985111218827388,518520617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EEA31,2020,,,,,,,,,,,,,,,,,,,,,,519826027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EFTA,1995,,,,,,,78.3,,,,,,,,,,,,,,15.08757452613091,11665036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EFTA,1996,,,,,,,78.8,,,,,,,,,,,,,,15.107220135856611,11731192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EFTA,1997,,,,,,,78.9,,,,,,,,,,,,,,15.140682307215487,11775077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EFTA,1998,,,,,,,79.2,,,,,,,,,,,,,,15.175162139372379,11817765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EFTA,1999,,,,,,,79.3,,,,,,,,,,,,,,15.180818270020705,11876593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EFTA,2000,,,,,,,79.5,,,,,,,,,,,,,,15.165943698127956,11954416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EFTA,2001,,,,,,,79.9,,,,,,,,,,,,,,15.172124422443478,12023715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EFTA,2002,,,,,,,80.0,,,,,,,,,,,,,,15.238343647950437,12099819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EFTA,2003,,,,,,,80.3,,,,,,,,,,,,,,15.206976053291154,12188439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EFTA,2004,,,,,,,80.9,,,,,,,,,,,,,,15.23635693368646,12266469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EFTA,2005,,,,,,,81.0,,,,,,,,,,,,,,15.308168447312076,12349642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EFTA,2006,,,,,,,81.4,,,,,,,,,,,,,,15.393163807107573,12434143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EFTA,2007,,,,,,,81.5,,,,,,,,,,,,,,15.496086122773258,12532713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EFTA,2008,,,,,,,81.8,,,,,,,,,,,,,,15.607429101335175,12681480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EFTA,2009,,,,,,,81.9,,,,,,,,,,,,,,15.736012535717578,12856065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EFTA,2010,,,,,,,82.1,,,,,,,,,,,,,,15.959079606592915,12997529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EFTA,2011,,,,,,,82.3,,,,,,,,,,,,,,16.098330625087485,13145040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EFTA,2012,,,,,,,82.3,,,,,,,,,,,,,,16.385594433215996,13296582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
