iso3,year,variable,value,era
ABW,1995,exp_gdp,26.332,1974-95 crisis+bienestar
ABW,1996,exp_gdp,27.458,1996-2007 pre-crisis
ABW,1997,exp_gdp,24.989,1996-2007 pre-crisis
ABW,1998,exp_gdp,21.574,1996-2007 pre-crisis
ABW,1999,exp_gdp,22.798,1996-2007 pre-crisis
ABW,2000,exp_gdp,21.606,1996-2007 pre-crisis
ABW,2001,exp_gdp,22.508,1996-2007 pre-crisis
ABW,2002,exp_gdp,24.66,1996-2007 pre-crisis
ABW,2003,exp_gdp,25.136,1996-2007 pre-crisis
ABW,2004,exp_gdp,29.245,1996-2007 pre-crisis
ABW,2005,exp_gdp,24.477,1996-2007 pre-crisis
ABW,2006,exp_gdp,24.827,1996-2007 pre-crisis
ABW,2007,exp_gdp,22.62,1996-2007 pre-crisis
ABW,2008,exp_gdp,25.359,2008-23 s.XXI crisis
ABW,2009,exp_gdp,26.888,2008-23 s.XXI crisis
ABW,2010,exp_gdp,30.443,2008-23 s.XXI crisis
ABW,2011,exp_gdp,27.199,2008-23 s.XXI crisis
ABW,2012,exp_gdp,30.761,2008-23 s.XXI crisis
ABW,2013,exp_gdp,29.454,2008-23 s.XXI crisis
ABW,2014,exp_gdp,29.834,2008-23 s.XXI crisis
ABW,2015,exp_gdp,25.373,2008-23 s.XXI crisis
ABW,2016,exp_gdp,25.119,2008-23 s.XXI crisis
ABW,2017,exp_gdp,24.558,2008-23 s.XXI crisis
ABW,2018,exp_gdp,24.863,2008-23 s.XXI crisis
ABW,2019,exp_gdp,24.032,2008-23 s.XXI crisis
ABW,2020,exp_gdp,41.916,2008-23 s.XXI crisis
ABW,2021,exp_gdp,31.365,2008-23 s.XXI crisis
ABW,2022,exp_gdp,23.525,2008-23 s.XXI crisis
ABW,2023,exp_gdp,22.411,2008-23 s.XXI crisis
AFG,2002,exp_gdp,6.943,1996-2007 pre-crisis
AFG,2003,exp_gdp,11.927,1996-2007 pre-crisis
AFG,2004,exp_gdp,15.069,1996-2007 pre-crisis
AFG,2005,exp_gdp,15.651,1996-2007 pre-crisis
AFG,2006,exp_gdp,18.262,1996-2007 pre-crisis
AFG,2007,exp_gdp,21.448,1996-2007 pre-crisis
AFG,2008,exp_gdp,20.899,2008-23 s.XXI crisis
AFG,2009,exp_gdp,21.151,2008-23 s.XXI crisis
AFG,2010,exp_gdp,20.789,2008-23 s.XXI crisis
AFG,2011,exp_gdp,21.937,2008-23 s.XXI crisis
AFG,2012,exp_gdp,25.028,2008-23 s.XXI crisis
AFG,2013,exp_gdp,24.977,2008-23 s.XXI crisis
AFG,2014,exp_gdp,25.402,2008-23 s.XXI crisis
AFG,2015,exp_gdp,25.947,2008-23 s.XXI crisis
AFG,2016,exp_gdp,28.029,2008-23 s.XXI crisis
AFG,2017,exp_gdp,27.732,2008-23 s.XXI crisis
AFG,2018,exp_gdp,28.936,2008-23 s.XXI crisis
AFG,2019,exp_gdp,27.999,2008-23 s.XXI crisis
AFG,2020,exp_gdp,27.937,2008-23 s.XXI crisis
AFG,2021,exp_gdp,17.934,2008-23 s.XXI crisis
AFG,2022,exp_gdp,16.116,2008-23 s.XXI crisis
AFG,2023,exp_gdp,16.967,2008-23 s.XXI crisis
AGO,1980,exp_gdp,30.518381,1974-95 crisis+bienestar
AGO,1981,exp_gdp,36.440063,1974-95 crisis+bienestar
AGO,1982,exp_gdp,40.641785,1974-95 crisis+bienestar
AGO,1983,exp_gdp,36.432594,1974-95 crisis+bienestar
AGO,1984,exp_gdp,41.82069,1974-95 crisis+bienestar
AGO,1985,exp_gdp,37.009033,1974-95 crisis+bienestar
AGO,1986,exp_gdp,36.1287,1974-95 crisis+bienestar
AGO,1987,exp_gdp,29.822653,1974-95 crisis+bienestar
AGO,1988,exp_gdp,33.66471,1974-95 crisis+bienestar
AGO,1989,exp_gdp,30.121702,1974-95 crisis+bienestar
AGO,1990,exp_gdp,41.520893,1974-95 crisis+bienestar
AGO,1991,exp_gdp,40.10249,1974-95 crisis+bienestar
AGO,1992,exp_gdp,49.948296,1974-95 crisis+bienestar
AGO,1993,exp_gdp,44.134804,1974-95 crisis+bienestar
AGO,1994,exp_gdp,52.651154,1974-95 crisis+bienestar
AGO,1995,exp_gdp,57.264435,1974-95 crisis+bienestar
AGO,1996,exp_gdp,29.312,1996-2007 pre-crisis
AGO,1997,exp_gdp,31.068,1996-2007 pre-crisis
AGO,1998,exp_gdp,30.32,1996-2007 pre-crisis
AGO,1999,exp_gdp,45.714,1996-2007 pre-crisis
AGO,2000,exp_gdp,35.821,1996-2007 pre-crisis
AGO,2001,exp_gdp,30.274,1996-2007 pre-crisis
AGO,2002,exp_gdp,27.569,1996-2007 pre-crisis
AGO,2003,exp_gdp,30.122,1996-2007 pre-crisis
AGO,2004,exp_gdp,25.999,1996-2007 pre-crisis
AGO,2005,exp_gdp,23.691,1996-2007 pre-crisis
AGO,2006,exp_gdp,27.331,1996-2007 pre-crisis
AGO,2007,exp_gdp,34.072,1996-2007 pre-crisis
AGO,2008,exp_gdp,47.201,2008-23 s.XXI crisis
AGO,2009,exp_gdp,38.729,2008-23 s.XXI crisis
AGO,2010,exp_gdp,34.551,2008-23 s.XXI crisis
AGO,2011,exp_gdp,33.302,2008-23 s.XXI crisis
AGO,2012,exp_gdp,33.187,2008-23 s.XXI crisis
AGO,2013,exp_gdp,32.941,2008-23 s.XXI crisis
AGO,2014,exp_gdp,32.303,2008-23 s.XXI crisis
AGO,2015,exp_gdp,23.873,2008-23 s.XXI crisis
AGO,2016,exp_gdp,19.423,2008-23 s.XXI crisis
AGO,2017,exp_gdp,21.032,2008-23 s.XXI crisis
AGO,2018,exp_gdp,18.265,2008-23 s.XXI crisis
AGO,2019,exp_gdp,18.214,2008-23 s.XXI crisis
AGO,2020,exp_gdp,19.994,2008-23 s.XXI crisis
AGO,2021,exp_gdp,17.28,2008-23 s.XXI crisis
AGO,2022,exp_gdp,19.51,2008-23 s.XXI crisis
AGO,2023,exp_gdp,18.77,2008-23 s.XXI crisis
ALB,1997,exp_gdp,30.3,1996-2007 pre-crisis
ALB,1998,exp_gdp,36.751,1996-2007 pre-crisis
ALB,1999,exp_gdp,37.108,1996-2007 pre-crisis
ALB,2000,exp_gdp,33.838,1996-2007 pre-crisis
ALB,2001,exp_gdp,32.685,1996-2007 pre-crisis
ALB,2002,exp_gdp,31.535,1996-2007 pre-crisis
ALB,2003,exp_gdp,29.68,1996-2007 pre-crisis
ALB,2004,exp_gdp,30.155,1996-2007 pre-crisis
ALB,2005,exp_gdp,28.892,1996-2007 pre-crisis
ALB,2006,exp_gdp,29.191,1996-2007 pre-crisis
ALB,2007,exp_gdp,29.309,1996-2007 pre-crisis
ALB,2008,exp_gdp,31.726,2008-23 s.XXI crisis
ALB,2009,exp_gdp,32.679,2008-23 s.XXI crisis
ALB,2010,exp_gdp,29.387,2008-23 s.XXI crisis
ALB,2011,exp_gdp,28.923,2008-23 s.XXI crisis
ALB,2012,exp_gdp,28.229,2008-23 s.XXI crisis
ALB,2013,exp_gdp,29.193,2008-23 s.XXI crisis
ALB,2014,exp_gdp,31.729,2008-23 s.XXI crisis
ALB,2015,exp_gdp,30.758,2008-23 s.XXI crisis
ALB,2016,exp_gdp,29.139,2008-23 s.XXI crisis
ALB,2017,exp_gdp,29.162,2008-23 s.XXI crisis
ALB,2018,exp_gdp,28.655,2008-23 s.XXI crisis
ALB,2019,exp_gdp,28.81,2008-23 s.XXI crisis
ALB,2020,exp_gdp,32.384,2008-23 s.XXI crisis
ALB,2021,exp_gdp,31.943,2008-23 s.XXI crisis
ALB,2022,exp_gdp,30.283,2008-23 s.XXI crisis
ALB,2023,exp_gdp,28.544,2008-23 s.XXI crisis
AND,2001,exp_gdp,26.704,1996-2007 pre-crisis
AND,2002,exp_gdp,25.0,1996-2007 pre-crisis
AND,2003,exp_gdp,24.216,1996-2007 pre-crisis
AND,2004,exp_gdp,23.69,1996-2007 pre-crisis
AND,2005,exp_gdp,23.387,1996-2007 pre-crisis
AND,2006,exp_gdp,25.189,1996-2007 pre-crisis
AND,2007,exp_gdp,27.602,1996-2007 pre-crisis
AND,2008,exp_gdp,29.461,2008-23 s.XXI crisis
AND,2009,exp_gdp,29.916,2008-23 s.XXI crisis
AND,2010,exp_gdp,28.85,2008-23 s.XXI crisis
AND,2011,exp_gdp,29.109,2008-23 s.XXI crisis
AND,2012,exp_gdp,33.935,2008-23 s.XXI crisis
AND,2013,exp_gdp,31.962,2008-23 s.XXI crisis
AND,2014,exp_gdp,31.662,2008-23 s.XXI crisis
AND,2015,exp_gdp,33.329,2008-23 s.XXI crisis
AND,2016,exp_gdp,34.568,2008-23 s.XXI crisis
AND,2017,exp_gdp,34.852,2008-23 s.XXI crisis
AND,2018,exp_gdp,35.93,2008-23 s.XXI crisis
AND,2019,exp_gdp,35.844,2008-23 s.XXI crisis
AND,2020,exp_gdp,42.336,2008-23 s.XXI crisis
AND,2021,exp_gdp,39.044,2008-23 s.XXI crisis
AND,2022,exp_gdp,34.89,2008-23 s.XXI crisis
AND,2023,exp_gdp,35.883,2008-23 s.XXI crisis
ARE,1991,exp_gdp,35.964,1974-95 crisis+bienestar
ARE,1992,exp_gdp,29.564,1974-95 crisis+bienestar
ARE,1993,exp_gdp,31.491,1974-95 crisis+bienestar
ARE,1994,exp_gdp,30.128,1974-95 crisis+bienestar
ARE,1995,exp_gdp,26.144,1974-95 crisis+bienestar
ARE,1996,exp_gdp,27.604,1996-2007 pre-crisis
ARE,1997,exp_gdp,22.562,1996-2007 pre-crisis
ARE,1998,exp_gdp,25.843,1996-2007 pre-crisis
ARE,1999,exp_gdp,24.28,1996-2007 pre-crisis
ARE,2000,exp_gdp,21.788,1996-2007 pre-crisis
ARE,2001,exp_gdp,25.228,1996-2007 pre-crisis
ARE,2002,exp_gdp,21.333,1996-2007 pre-crisis
ARE,2003,exp_gdp,20.05,1996-2007 pre-crisis
ARE,2004,exp_gdp,17.709,1996-2007 pre-crisis
ARE,2005,exp_gdp,15.744,1996-2007 pre-crisis
ARE,2006,exp_gdp,15.627,1996-2007 pre-crisis
ARE,2007,exp_gdp,17.657,1996-2007 pre-crisis
ARE,2008,exp_gdp,21.951,2008-23 s.XXI crisis
ARE,2009,exp_gdp,34.997,2008-23 s.XXI crisis
ARE,2010,exp_gdp,30.351,2008-23 s.XXI crisis
ARE,2011,exp_gdp,29.632,2008-23 s.XXI crisis
ARE,2012,exp_gdp,27.791,2008-23 s.XXI crisis
ARE,2013,exp_gdp,28.882,2008-23 s.XXI crisis
ARE,2014,exp_gdp,31.428,2008-23 s.XXI crisis
ARE,2015,exp_gdp,26.404,2008-23 s.XXI crisis
ARE,2016,exp_gdp,31.705,2008-23 s.XXI crisis
ARE,2017,exp_gdp,27.24,2008-23 s.XXI crisis
ARE,2018,exp_gdp,25.873,2008-23 s.XXI crisis
ARE,2019,exp_gdp,27.404,2008-23 s.XXI crisis
ARE,2020,exp_gdp,30.461,2008-23 s.XXI crisis
ARE,2021,exp_gdp,25.936,2008-23 s.XXI crisis
ARE,2022,exp_gdp,22.741,2008-23 s.XXI crisis
ARE,2023,exp_gdp,22.662,2008-23 s.XXI crisis
ARG,1900,exp_gdp,10.494483,1900-13 pre-WWI
ARG,1901,exp_gdp,10.19796,1900-13 pre-WWI
ARG,1902,exp_gdp,11.873816,1900-13 pre-WWI
ARG,1903,exp_gdp,9.624588,1900-13 pre-WWI
ARG,1904,exp_gdp,9.645745,1900-13 pre-WWI
ARG,1905,exp_gdp,12.839728,1900-13 pre-WWI
ARG,1906,exp_gdp,9.233107,1900-13 pre-WWI
ARG,1907,exp_gdp,9.306619,1900-13 pre-WWI
ARG,1908,exp_gdp,8.301497,1900-13 pre-WWI
ARG,1909,exp_gdp,11.902209,1900-13 pre-WWI
ARG,1910,exp_gdp,11.310767,1900-13 pre-WWI
ARG,1911,exp_gdp,11.446839,1900-13 pre-WWI
ARG,1912,exp_gdp,9.8033285,1900-13 pre-WWI
ARG,1913,exp_gdp,9.602517,1900-13 pre-WWI
ARG,1914,exp_gdp,10.998156,1914-19 WWI
ARG,1915,exp_gdp,9.548623,1914-19 WWI
ARG,1916,exp_gdp,8.648054,1914-19 WWI
ARG,1917,exp_gdp,8.180816,1914-19 WWI
ARG,1918,exp_gdp,6.480339,1914-19 WWI
ARG,1919,exp_gdp,6.468996,1914-19 WWI
ARG,1920,exp_gdp,6.2265987,1920-38 entreguerras
ARG,1921,exp_gdp,8.08259,1920-38 entreguerras
ARG,1922,exp_gdp,9.24091,1920-38 entreguerras
ARG,1923,exp_gdp,8.577285,1920-38 entreguerras
ARG,1924,exp_gdp,8.124566,1920-38 entreguerras
ARG,1925,exp_gdp,8.68704,1920-38 entreguerras
ARG,1926,exp_gdp,9.19925,1920-38 entreguerras
ARG,1927,exp_gdp,11.990118,1920-38 entreguerras
ARG,1928,exp_gdp,10.077855,1920-38 entreguerras
ARG,1929,exp_gdp,10.376977,1920-38 entreguerras
ARG,1930,exp_gdp,12.028849,1920-38 entreguerras
ARG,1931,exp_gdp,12.656755,1920-38 entreguerras
ARG,1932,exp_gdp,12.0168915,1920-38 entreguerras
ARG,1933,exp_gdp,11.437372,1920-38 entreguerras
ARG,1934,exp_gdp,11.104577,1920-38 entreguerras
ARG,1935,exp_gdp,10.973582,1920-38 entreguerras
ARG,1936,exp_gdp,11.066457,1920-38 entreguerras
ARG,1937,exp_gdp,11.17157,1920-38 entreguerras
ARG,1938,exp_gdp,11.974684,1920-38 entreguerras
ARG,1939,exp_gdp,12.899687,1939-49 WWII
ARG,1940,exp_gdp,11.44361,1939-49 WWII
ARG,1941,exp_gdp,11.097046,1939-49 WWII
ARG,1942,exp_gdp,10.973371,1939-49 WWII
ARG,1943,exp_gdp,11.950534,1939-49 WWII
ARG,1944,exp_gdp,14.146375,1939-49 WWII
ARG,1945,exp_gdp,14.637724,1939-49 WWII
ARG,1946,exp_gdp,12.859947,1939-49 WWII
ARG,1947,exp_gdp,12.19409,1939-49 WWII
ARG,1948,exp_gdp,16.503376,1939-49 WWII
ARG,1949,exp_gdp,15.239217,1939-49 WWII
ARG,1950,exp_gdp,14.52873,1950-73 edad de oro
ARG,1951,exp_gdp,15.496547,1950-73 edad de oro
ARG,1952,exp_gdp,15.424756,1950-73 edad de oro
ARG,1953,exp_gdp,14.427483,1950-73 edad de oro
ARG,1954,exp_gdp,14.386733,1950-73 edad de oro
ARG,1955,exp_gdp,13.5075245,1950-73 edad de oro
ARG,1956,exp_gdp,13.349824,1950-73 edad de oro
ARG,1957,exp_gdp,11.365073,1950-73 edad de oro
ARG,1958,exp_gdp,17.242113,1950-73 edad de oro
ARG,1959,exp_gdp,17.794989,1950-73 edad de oro
ARG,1960,exp_gdp,15.074752,1950-73 edad de oro
ARG,1961,exp_gdp,16.258663,1950-73 edad de oro
ARG,1962,exp_gdp,15.226766,1950-73 edad de oro
ARG,1963,exp_gdp,15.085425,1950-73 edad de oro
ARG,1964,exp_gdp,15.860018,1950-73 edad de oro
ARG,1965,exp_gdp,15.724731,1950-73 edad de oro
ARG,1966,exp_gdp,16.403826,1950-73 edad de oro
ARG,1967,exp_gdp,17.495846,1950-73 edad de oro
ARG,1968,exp_gdp,17.379786,1950-73 edad de oro
ARG,1969,exp_gdp,16.803347,1950-73 edad de oro
ARG,1970,exp_gdp,16.621332,1950-73 edad de oro
ARG,1971,exp_gdp,16.311874,1950-73 edad de oro
ARG,1972,exp_gdp,15.701247,1950-73 edad de oro
ARG,1973,exp_gdp,17.582697,1950-73 edad de oro
ARG,1974,exp_gdp,19.435812,1974-95 crisis+bienestar
ARG,1975,exp_gdp,17.690233,1974-95 crisis+bienestar
ARG,1976,exp_gdp,18.434664,1974-95 crisis+bienestar
ARG,1977,exp_gdp,18.05862,1974-95 crisis+bienestar
ARG,1978,exp_gdp,21.061033,1974-95 crisis+bienestar
ARG,1979,exp_gdp,20.784782,1974-95 crisis+bienestar
ARG,1980,exp_gdp,21.865318,1974-95 crisis+bienestar
ARG,1981,exp_gdp,24.28812,1974-95 crisis+bienestar
ARG,1982,exp_gdp,23.101763,1974-95 crisis+bienestar
ARG,1983,exp_gdp,21.025663,1974-95 crisis+bienestar
ARG,1984,exp_gdp,19.674538,1974-95 crisis+bienestar
ARG,1985,exp_gdp,22.270329,1974-95 crisis+bienestar
ARG,1986,exp_gdp,20.872381,1974-95 crisis+bienestar
ARG,1987,exp_gdp,21.144182,1974-95 crisis+bienestar
ARG,1988,exp_gdp,19.339165,1974-95 crisis+bienestar
ARG,1989,exp_gdp,17.596022,1974-95 crisis+bienestar
ARG,1990,exp_gdp,17.78124,1974-95 crisis+bienestar
ARG,1991,exp_gdp,18.676388,1974-95 crisis+bienestar
ARG,1992,exp_gdp,19.931316,1974-95 crisis+bienestar
ARG,1993,exp_gdp,22.017,1974-95 crisis+bienestar
ARG,1994,exp_gdp,22.938,1974-95 crisis+bienestar
ARG,1995,exp_gdp,22.862,1974-95 crisis+bienestar
ARG,1996,exp_gdp,22.687,1996-2007 pre-crisis
ARG,1997,exp_gdp,22.586,1996-2007 pre-crisis
ARG,1998,exp_gdp,23.13,1996-2007 pre-crisis
ARG,1999,exp_gdp,25.471,1996-2007 pre-crisis
ARG,2000,exp_gdp,25.247,1996-2007 pre-crisis
ARG,2001,exp_gdp,26.432,1996-2007 pre-crisis
ARG,2002,exp_gdp,21.853,1996-2007 pre-crisis
ARG,2003,exp_gdp,22.026,1996-2007 pre-crisis
ARG,2004,exp_gdp,23.03,1996-2007 pre-crisis
ARG,2005,exp_gdp,24.426,1996-2007 pre-crisis
ARG,2006,exp_gdp,26.617,1996-2007 pre-crisis
ARG,2007,exp_gdp,29.551,1996-2007 pre-crisis
ARG,2008,exp_gdp,30.762,2008-23 s.XXI crisis
ARG,2009,exp_gdp,34.524,2008-23 s.XXI crisis
ARG,2010,exp_gdp,33.358,2008-23 s.XXI crisis
ARG,2011,exp_gdp,34.902,2008-23 s.XXI crisis
ARG,2012,exp_gdp,36.821,2008-23 s.XXI crisis
ARG,2013,exp_gdp,37.603,2008-23 s.XXI crisis
ARG,2014,exp_gdp,38.853,2008-23 s.XXI crisis
ARG,2015,exp_gdp,41.366,2008-23 s.XXI crisis
ARG,2016,exp_gdp,41.522,2008-23 s.XXI crisis
ARG,2017,exp_gdp,41.121,2008-23 s.XXI crisis
ARG,2018,exp_gdp,38.949,2008-23 s.XXI crisis
ARG,2019,exp_gdp,38.129,2008-23 s.XXI crisis
ARG,2020,exp_gdp,42.479,2008-23 s.XXI crisis
ARG,2021,exp_gdp,37.883,2008-23 s.XXI crisis
ARG,2022,exp_gdp,37.643,2008-23 s.XXI crisis
ARG,2023,exp_gdp,37.637,2008-23 s.XXI crisis
ARM,2000,exp_gdp,22.792553,1996-2007 pre-crisis
ARM,2001,exp_gdp,21.472952,1996-2007 pre-crisis
ARM,2002,exp_gdp,20.869766,1996-2007 pre-crisis
ARM,2003,exp_gdp,21.385616,1996-2007 pre-crisis
ARM,2004,exp_gdp,19.037989,1996-2007 pre-crisis
ARM,2005,exp_gdp,19.871,1996-2007 pre-crisis
ARM,2006,exp_gdp,20.0,1996-2007 pre-crisis
ARM,2007,exp_gdp,22.42,1996-2007 pre-crisis
ARM,2008,exp_gdp,22.236,2008-23 s.XXI crisis
ARM,2009,exp_gdp,28.553,2008-23 s.XXI crisis
ARM,2010,exp_gdp,26.201,2008-23 s.XXI crisis
ARM,2011,exp_gdp,24.964,2008-23 s.XXI crisis
ARM,2012,exp_gdp,22.415,2008-23 s.XXI crisis
ARM,2013,exp_gdp,23.797,2008-23 s.XXI crisis
ARM,2014,exp_gdp,23.991,2008-23 s.XXI crisis
ARM,2015,exp_gdp,26.331,2008-23 s.XXI crisis
ARM,2016,exp_gdp,27.048,2008-23 s.XXI crisis
ARM,2017,exp_gdp,26.027,2008-23 s.XXI crisis
ARM,2018,exp_gdp,24.05,2008-23 s.XXI crisis
ARM,2019,exp_gdp,24.902,2008-23 s.XXI crisis
ARM,2020,exp_gdp,30.648,2008-23 s.XXI crisis
ARM,2021,exp_gdp,28.667,2008-23 s.XXI crisis
ARM,2022,exp_gdp,26.379,2008-23 s.XXI crisis
ARM,2023,exp_gdp,26.874,2008-23 s.XXI crisis
ATG,1990,exp_gdp,18.128,1974-95 crisis+bienestar
ATG,1991,exp_gdp,20.76,1974-95 crisis+bienestar
ATG,1992,exp_gdp,18.688,1974-95 crisis+bienestar
ATG,1993,exp_gdp,19.426,1974-95 crisis+bienestar
ATG,1994,exp_gdp,21.153,1974-95 crisis+bienestar
ATG,1995,exp_gdp,20.986,1974-95 crisis+bienestar
ATG,1996,exp_gdp,19.571,1996-2007 pre-crisis
ATG,1997,exp_gdp,16.757,1996-2007 pre-crisis
ATG,1998,exp_gdp,20.66,1996-2007 pre-crisis
ATG,1999,exp_gdp,20.303,1996-2007 pre-crisis
ATG,2000,exp_gdp,21.092,1996-2007 pre-crisis
ATG,2001,exp_gdp,24.183,1996-2007 pre-crisis
ATG,2002,exp_gdp,26.33,1996-2007 pre-crisis
ATG,2003,exp_gdp,24.249,1996-2007 pre-crisis
ATG,2004,exp_gdp,21.93,1996-2007 pre-crisis
ATG,2005,exp_gdp,21.541,1996-2007 pre-crisis
ATG,2006,exp_gdp,26.028,1996-2007 pre-crisis
ATG,2007,exp_gdp,23.819,1996-2007 pre-crisis
ATG,2008,exp_gdp,23.209,2008-23 s.XXI crisis
ATG,2009,exp_gdp,32.078,2008-23 s.XXI crisis
ATG,2010,exp_gdp,19.963,2008-23 s.XXI crisis
ATG,2011,exp_gdp,21.086,2008-23 s.XXI crisis
ATG,2012,exp_gdp,18.532,2008-23 s.XXI crisis
ATG,2013,exp_gdp,20.699,2008-23 s.XXI crisis
ATG,2014,exp_gdp,20.857,2008-23 s.XXI crisis
ATG,2015,exp_gdp,24.832,2008-23 s.XXI crisis
ATG,2016,exp_gdp,23.78,2008-23 s.XXI crisis
ATG,2017,exp_gdp,22.55,2008-23 s.XXI crisis
ATG,2018,exp_gdp,21.539,2008-23 s.XXI crisis
ATG,2019,exp_gdp,22.109,2008-23 s.XXI crisis
ATG,2020,exp_gdp,25.977,2008-23 s.XXI crisis
ATG,2021,exp_gdp,23.386,2008-23 s.XXI crisis
ATG,2022,exp_gdp,20.705,2008-23 s.XXI crisis
ATG,2023,exp_gdp,18.795,2008-23 s.XXI crisis
AUS,1901,exp_gdp,1.3180318,1900-13 pre-WWI
AUS,1902,exp_gdp,2.6963053,1900-13 pre-WWI
AUS,1903,exp_gdp,2.979113,1900-13 pre-WWI
AUS,1904,exp_gdp,2.7411356,1900-13 pre-WWI
AUS,1905,exp_gdp,2.7422078,1900-13 pre-WWI
AUS,1906,exp_gdp,2.6365533,1900-13 pre-WWI
AUS,1907,exp_gdp,2.5270865,1900-13 pre-WWI
AUS,1908,exp_gdp,2.914515,1900-13 pre-WWI
AUS,1909,exp_gdp,2.578885,1900-13 pre-WWI
AUS,1910,exp_gdp,2.818364,1900-13 pre-WWI
AUS,1911,exp_gdp,2.8296618,1900-13 pre-WWI
AUS,1912,exp_gdp,3.0296288,1900-13 pre-WWI
AUS,1913,exp_gdp,2.89828,1900-13 pre-WWI
AUS,1914,exp_gdp,2.991387,1914-19 WWI
AUS,1915,exp_gdp,4.9688334,1914-19 WWI
AUS,1916,exp_gdp,7.1404366,1914-19 WWI
AUS,1917,exp_gdp,8.77823,1914-19 WWI
AUS,1918,exp_gdp,8.765172,1914-19 WWI
AUS,1919,exp_gdp,9.6025915,1914-19 WWI
AUS,1920,exp_gdp,7.861243,1920-38 entreguerras
AUS,1921,exp_gdp,6.8017197,1920-38 entreguerras
AUS,1922,exp_gdp,5.7529607,1920-38 entreguerras
AUS,1923,exp_gdp,4.7998533,1920-38 entreguerras
AUS,1924,exp_gdp,5.0026717,1920-38 entreguerras
AUS,1925,exp_gdp,4.4855614,1920-38 entreguerras
AUS,1926,exp_gdp,5.055347,1920-38 entreguerras
AUS,1927,exp_gdp,4.9506197,1920-38 entreguerras
AUS,1928,exp_gdp,5.1716814,1920-38 entreguerras
AUS,1929,exp_gdp,5.19316,1920-38 entreguerras
AUS,1930,exp_gdp,5.644163,1920-38 entreguerras
AUS,1931,exp_gdp,6.5691237,1920-38 entreguerras
AUS,1932,exp_gdp,6.2658463,1920-38 entreguerras
AUS,1933,exp_gdp,5.7526555,1920-38 entreguerras
AUS,1934,exp_gdp,5.5742345,1920-38 entreguerras
AUS,1935,exp_gdp,5.66629,1920-38 entreguerras
AUS,1936,exp_gdp,5.279718,1920-38 entreguerras
AUS,1937,exp_gdp,5.0830054,1920-38 entreguerras
AUS,1938,exp_gdp,5.0539875,1920-38 entreguerras
AUS,1939,exp_gdp,5.5706882,1939-49 WWII
AUS,1940,exp_gdp,7.2587686,1939-49 WWII
AUS,1941,exp_gdp,12.1340885,1939-49 WWII
AUS,1942,exp_gdp,17.1515,1939-49 WWII
AUS,1943,exp_gdp,24.615788,1939-49 WWII
AUS,1944,exp_gdp,25.015953,1939-49 WWII
AUS,1945,exp_gdp,22.854095,1939-49 WWII
AUS,1946,exp_gdp,18.99727,1939-49 WWII
AUS,1947,exp_gdp,15.599202,1939-49 WWII
AUS,1948,exp_gdp,13.000407,1939-49 WWII
AUS,1949,exp_gdp,12.93912,1939-49 WWII
AUS,1950,exp_gdp,12.43936,1950-73 edad de oro
AUS,1951,exp_gdp,13.3961935,1950-73 edad de oro
AUS,1952,exp_gdp,14.984456,1950-73 edad de oro
AUS,1953,exp_gdp,13.503357,1950-73 edad de oro
AUS,1954,exp_gdp,12.33873,1950-73 edad de oro
AUS,1955,exp_gdp,12.004093,1950-73 edad de oro
AUS,1956,exp_gdp,11.850015,1950-73 edad de oro
AUS,1957,exp_gdp,12.255327,1950-73 edad de oro
AUS,1958,exp_gdp,12.185194,1950-73 edad de oro
AUS,1959,exp_gdp,11.424336,1950-73 edad de oro
AUS,1960,exp_gdp,22.125568,1950-73 edad de oro
AUS,1961,exp_gdp,23.678625,1950-73 edad de oro
AUS,1962,exp_gdp,24.856247,1950-73 edad de oro
AUS,1963,exp_gdp,24.005482,1950-73 edad de oro
AUS,1964,exp_gdp,23.85855,1950-73 edad de oro
AUS,1965,exp_gdp,23.98463,1950-73 edad de oro
AUS,1966,exp_gdp,25.45966,1950-73 edad de oro
AUS,1967,exp_gdp,25.567705,1950-73 edad de oro
AUS,1968,exp_gdp,26.37314,1950-73 edad de oro
AUS,1969,exp_gdp,25.013569,1950-73 edad de oro
AUS,1970,exp_gdp,25.130392,1950-73 edad de oro
AUS,1971,exp_gdp,24.859928,1950-73 edad de oro
AUS,1972,exp_gdp,22.925913,1950-73 edad de oro
AUS,1973,exp_gdp,22.60974,1950-73 edad de oro
AUS,1974,exp_gdp,22.793423,1974-95 crisis+bienestar
AUS,1975,exp_gdp,27.818087,1974-95 crisis+bienestar
AUS,1976,exp_gdp,29.941788,1974-95 crisis+bienestar
AUS,1977,exp_gdp,30.149303,1974-95 crisis+bienestar
AUS,1978,exp_gdp,30.947243,1974-95 crisis+bienestar
AUS,1979,exp_gdp,29.893375,1974-95 crisis+bienestar
AUS,1980,exp_gdp,29.886023,1974-95 crisis+bienestar
AUS,1981,exp_gdp,30.194977,1974-95 crisis+bienestar
AUS,1982,exp_gdp,31.094685,1974-95 crisis+bienestar
AUS,1983,exp_gdp,34.01962,1974-95 crisis+bienestar
AUS,1984,exp_gdp,34.800385,1974-95 crisis+bienestar
AUS,1985,exp_gdp,34.991062,1974-95 crisis+bienestar
AUS,1986,exp_gdp,35.86951,1974-95 crisis+bienestar
AUS,1987,exp_gdp,34.982216,1974-95 crisis+bienestar
AUS,1988,exp_gdp,33.866405,1974-95 crisis+bienestar
