freq,age,agedef,unit,sex,geo,time,value
A,TOTAL,COMPLET,NR,T,RO,2010,197985
A,TOTAL,COMPLET,NR,T,RO,2011,195551
A,TOTAL,COMPLET,NR,T,RO,2012,170186
A,TOTAL,COMPLET,NR,T,RO,2013,161755
A,TOTAL,COMPLET,NR,T,RO,2014,172871
A,TOTAL,COMPLET,NR,T,RO,2015,194718
A,TOTAL,COMPLET,NR,T,RO,2016,207578
A,TOTAL,COMPLET,NR,T,RO,2017,242193
A,TOTAL,COMPLET,NR,T,RO,2018,231661
A,TOTAL,COMPLET,NR,T,RO,2019,233736
A,TOTAL,COMPLET,NR,T,RO,2020,186818
A,TOTAL,COMPLET,NR,T,RO,2021,216861
A,TOTAL,COMPLET,NR,T,RO,2022,202311
A,TOTAL,COMPLET,NR,T,RO,2023,239244
A,TOTAL,COMPLET,NR,T,RO,2024,215191
A,TOTAL,COMPLET,NR,T,SE,1995,33984
A,TOTAL,COMPLET,NR,T,SE,1996,33884
A,TOTAL,COMPLET,NR,T,SE,1997,38543
A,TOTAL,COMPLET,NR,T,SE,1998,38518
A,TOTAL,COMPLET,NR,T,SE,1999,35705
A,TOTAL,COMPLET,NR,T,SE,2000,34091
A,TOTAL,COMPLET,NR,T,SE,2001,32141
A,TOTAL,COMPLET,NR,T,SE,2002,33009
A,TOTAL,COMPLET,NR,T,SE,2003,35023
A,TOTAL,COMPLET,NR,T,SE,2004,36586
A,TOTAL,COMPLET,NR,T,SE,2005,38118
A,TOTAL,COMPLET,NR,T,SE,2006,44908
A,TOTAL,COMPLET,NR,T,SE,2007,45418
A,TOTAL,COMPLET,NR,T,SE,2008,45294
A,TOTAL,COMPLET,NR,T,SE,2009,39240
A,TOTAL,COMPLET,NR,T,SE,2010,48853
A,TOTAL,COMPLET,NR,T,SE,2011,51179
A,TOTAL,COMPLET,NR,T,SE,2012,51747
A,TOTAL,COMPLET,NR,T,SE,2013,50715
A,TOTAL,COMPLET,NR,T,SE,2014,51237
A,TOTAL,COMPLET,NR,T,SE,2015,55830
A,TOTAL,COMPLET,NR,T,SE,2016,45878
A,TOTAL,COMPLET,NR,T,SE,2017,45620
A,TOTAL,COMPLET,NR,T,SE,2018,46981
A,TOTAL,COMPLET,NR,T,SE,2019,47718
A,TOTAL,COMPLET,NR,T,SE,2020,48937
A,TOTAL,COMPLET,NR,T,SE,2021,48284
A,TOTAL,COMPLET,NR,T,SE,2022,50592
A,TOTAL,COMPLET,NR,T,SE,2023,73434
A,TOTAL,COMPLET,NR,T,SE,2024,86449
A,TOTAL,COMPLET,NR,T,SI,1995,3372
A,TOTAL,COMPLET,NR,T,SI,1996,2985
A,TOTAL,COMPLET,NR,T,SI,1997,5447
A,TOTAL,COMPLET,NR,T,SI,1998,6708
A,TOTAL,COMPLET,NR,T,SI,1999,2606
A,TOTAL,COMPLET,NR,T,SI,2000,3570
A,TOTAL,COMPLET,NR,T,SI,2001,4811
A,TOTAL,COMPLET,NR,T,SI,2002,7269
A,TOTAL,COMPLET,NR,T,SI,2003,5867
A,TOTAL,COMPLET,NR,T,SI,2004,8269
A,TOTAL,COMPLET,NR,T,SI,2005,8605
A,TOTAL,COMPLET,NR,T,SI,2006,13749
A,TOTAL,COMPLET,NR,T,SI,2007,14943
A,TOTAL,COMPLET,NR,T,SI,2008,12109
A,TOTAL,COMPLET,NR,T,SI,2009,18788
A,TOTAL,COMPLET,NR,T,SI,2010,15937
A,TOTAL,COMPLET,NR,T,SI,2011,12024
A,TOTAL,COMPLET,NR,T,SI,2012,14378
A,TOTAL,COMPLET,NR,T,SI,2013,13384
A,TOTAL,COMPLET,NR,T,SI,2014,14336
A,TOTAL,COMPLET,NR,T,SI,2015,14913
A,TOTAL,COMPLET,NR,T,SI,2016,15572
A,TOTAL,COMPLET,NR,T,SI,2017,17555
A,TOTAL,COMPLET,NR,T,SI,2018,13527
A,TOTAL,COMPLET,NR,T,SI,2019,15106
A,TOTAL,COMPLET,NR,T,SI,2020,17745
A,TOTAL,COMPLET,NR,T,SI,2021,21144
A,TOTAL,COMPLET,NR,T,SI,2022,20956
A,TOTAL,COMPLET,NR,T,SI,2023,22411
A,TOTAL,COMPLET,NR,T,SI,2024,21491
A,TOTAL,COMPLET,NR,T,SK,1995,213
A,TOTAL,COMPLET,NR,T,SK,1996,222
A,TOTAL,COMPLET,NR,T,SK,1997,572
A,TOTAL,COMPLET,NR,T,SK,1998,746
A,TOTAL,COMPLET,NR,T,SK,1999,618
A,TOTAL,COMPLET,NR,T,SK,2000,811
A,TOTAL,COMPLET,NR,T,SK,2001,1011
A,TOTAL,COMPLET,NR,T,SK,2002,1411
A,TOTAL,COMPLET,NR,T,SK,2003,1194
A,TOTAL,COMPLET,NR,T,SK,2004,1586
A,TOTAL,COMPLET,NR,T,SK,2005,1873
A,TOTAL,COMPLET,NR,T,SK,2006,1735
A,TOTAL,COMPLET,NR,T,SK,2007,1831
A,TOTAL,COMPLET,NR,T,SK,2008,1705
A,TOTAL,COMPLET,NR,T,SK,2009,1979
A,TOTAL,COMPLET,NR,T,SK,2010,1889
A,TOTAL,COMPLET,NR,T,SK,2011,1863
A,TOTAL,COMPLET,NR,T,SK,2012,2003
A,TOTAL,COMPLET,NR,T,SK,2013,2770
A,TOTAL,COMPLET,NR,T,SK,2014,3644
A,TOTAL,COMPLET,NR,T,SK,2015,3870
A,TOTAL,COMPLET,NR,T,SK,2016,3801
A,TOTAL,COMPLET,NR,T,SK,2017,3466
A,TOTAL,COMPLET,NR,T,SK,2018,3298
A,TOTAL,COMPLET,NR,T,SK,2019,3384
A,TOTAL,COMPLET,NR,T,SK,2020,2428
A,TOTAL,COMPLET,NR,T,SK,2021,3395
A,TOTAL,COMPLET,NR,T,SK,2022,4468
A,TOTAL,COMPLET,NR,T,SK,2023,4522
A,TOTAL,COMPLET,NR,T,SK,2024,4425
A,TOTAL,COMPLET,NR,T,UA,2020,19121
A,TOTAL,COMPLET,NR,T,UA,2021,22587
A,TOTAL,COMPLET,NR,T,UK,1998,198934
A,TOTAL,COMPLET,NR,T,UK,1999,245340
A,TOTAL,COMPLET,NR,T,UK,2000,277563
A,TOTAL,COMPLET,NR,T,UK,2001,251369
A,TOTAL,COMPLET,NR,T,UK,2002,305931
A,TOTAL,COMPLET,NR,T,UK,2003,313960
A,TOTAL,COMPLET,NR,T,UK,2004,310389
A,TOTAL,COMPLET,NR,T,UK,2005,328408
A,TOTAL,COMPLET,NR,T,UK,2006,369470
A,TOTAL,COMPLET,NR,T,UK,2007,317587
A,TOTAL,COMPLET,NR,T,UK,2008,427207
A,TOTAL,COMPLET,NR,T,UK,2009,368177
A,TOTAL,COMPLET,NR,T,UK,2010,339306
A,TOTAL,COMPLET,NR,T,UK,2011,350703
A,TOTAL,COMPLET,NR,T,UK,2012,321217
A,TOTAL,COMPLET,NR,T,UK,2013,316934
A,TOTAL,COMPLET,NR,T,UK,2014,319086
A,TOTAL,COMPLET,NR,T,UK,2015,299183
A,TOTAL,COMPLET,NR,T,UK,2016,340440
A,TOTAL,COMPLET,NR,T,UK,2017,359665
A,TOTAL,COMPLET,NR,T,UK,2018,344347
A,TOTAL,COMPLET,NR,T,UK,2019,368385
