freq,citizen,agedef,age,unit,sex,geo,time,value
A,TOTAL,COMPLET,TOTAL,NR,T,SI,2022,35613
A,TOTAL,COMPLET,TOTAL,NR,T,SI,2023,33939
A,TOTAL,COMPLET,TOTAL,NR,T,SI,2024,33023
A,TOTAL,COMPLET,TOTAL,NR,T,SK,1998,2052
A,TOTAL,COMPLET,TOTAL,NR,T,SK,1999,2072
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2000,2274
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2001,2023
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2002,2312
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2003,2603
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2004,4460
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2005,5276
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2006,5589
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2007,8624
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2008,8765
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2009,6346
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2010,5272
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2011,4829
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2012,5419
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2013,5149
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2014,5357
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2015,6997
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2016,7686
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2017,7188
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2018,7253
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2019,7016
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2020,6775
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2021,5733
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2022,5463
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2023,5923
A,TOTAL,COMPLET,TOTAL,NR,T,SK,2024,6824
A,TOTAL,COMPLET,TOTAL,NR,T,UK,1998,332390
A,TOTAL,COMPLET,TOTAL,NR,T,UK,1999,354077
A,TOTAL,COMPLET,TOTAL,NR,T,UK,2000,364367
A,TOTAL,COMPLET,TOTAL,NR,T,UK,2001,372206
A,TOTAL,COMPLET,TOTAL,NR,T,UK,2002,385901
A,TOTAL,COMPLET,TOTAL,NR,T,UK,2003,431487
A,TOTAL,COMPLET,TOTAL,NR,T,UK,2004,518097
A,TOTAL,COMPLET,TOTAL,NR,T,UK,2006,529008
A,TOTAL,COMPLET,TOTAL,NR,T,UK,2007,526714
A,TOTAL,COMPLET,TOTAL,NR,T,UK,2008,590242
A,TOTAL,COMPLET,TOTAL,NR,T,UK,2009,566514
A,TOTAL,COMPLET,TOTAL,NR,T,UK,2010,590950
A,TOTAL,COMPLET,TOTAL,NR,T,UK,2011,566044
A,TOTAL,COMPLET,TOTAL,NR,T,UK,2012,498040
A,TOTAL,COMPLET,TOTAL,NR,T,UK,2013,526046
A,TOTAL,COMPLET,TOTAL,NR,T,UK,2014,631991
A,TOTAL,COMPLET,TOTAL,NR,T,UK,2015,631452
A,TOTAL,COMPLET,TOTAL,NR,T,UK,2016,588993
A,TOTAL,COMPLET,TOTAL,NR,T,UK,2017,644209
A,TOTAL,COMPLET,TOTAL,NR,T,UK,2018,603953
A,TOTAL,COMPLET,TOTAL,NR,T,UK,2019,680906
