ccaa,anyo,quarter,variable,valor
Nacional,2020,4,valor_miles_eur,914161.89
Nacional,2021,1,valor_miles_eur,856594.25
Nacional,2021,2,valor_miles_eur,1290186.96
Nacional,2021,3,valor_miles_eur,960578.89
Nacional,2021,4,valor_miles_eur,1235220.11
Nacional,2022,1,valor_miles_eur,1549162.85
Nacional,2022,2,valor_miles_eur,1038663.33
Nacional,2022,3,valor_miles_eur,950588.41
Nacional,2022,4,valor_miles_eur,963737.3
Nacional,2023,1,valor_miles_eur,905116.65
Nacional,2023,2,valor_miles_eur,871929.4
Nacional,2023,3,valor_miles_eur,640649.1
Nacional,2023,4,valor_miles_eur,893078.0
Nacional,2024,1,valor_miles_eur,866924.47
Nacional,2024,2,valor_miles_eur,770420.33
Nacional,2024,3,valor_miles_eur,939688.91
Nacional,2024,4,valor_miles_eur,678696.68
Nacional,2025,1,valor_miles_eur,879817.47
Nacional,2025,2,valor_miles_eur,1181071.58
Nacional,2025,3,valor_miles_eur,1094116.61
Nacional,2025,4,valor_miles_eur,1399795.45
Nacional,2026,1,valor_miles_eur,1187919.15
Nacional,2026,2,valor_miles_eur,-15.1
Nacional,2026,3,valor_miles_eur,35.0
Andalucía,2004,1,valor_miles_eur,894804.2
Andalucía,2004,2,valor_miles_eur,1269476.2
Andalucía,2004,3,valor_miles_eur,652279.5
Andalucía,2004,4,valor_miles_eur,1393203.1
Andalucía,2005,1,valor_miles_eur,816262.7
Andalucía,2005,2,valor_miles_eur,945517.0
Andalucía,2005,3,valor_miles_eur,1040318.9
Andalucía,2005,4,valor_miles_eur,766427.6
Andalucía,2006,1,valor_miles_eur,564399.3
Andalucía,2006,2,valor_miles_eur,588223.8
Andalucía,2006,3,valor_miles_eur,525266.6
Andalucía,2006,4,valor_miles_eur,818423.0
Andalucía,2007,1,valor_miles_eur,906530.2
Andalucía,2007,2,valor_miles_eur,1304432.0
Andalucía,2007,3,valor_miles_eur,1199486.66734
Andalucía,2007,4,valor_miles_eur,771381.6
Andalucía,2008,1,valor_miles_eur,716135.8
Andalucía,2008,2,valor_miles_eur,471356.2
Andalucía,2008,3,valor_miles_eur,563949.98
Andalucía,2008,4,valor_miles_eur,679041.41
Andalucía,2009,1,valor_miles_eur,418485.14
Andalucía,2009,2,valor_miles_eur,392726.97
Andalucía,2009,3,valor_miles_eur,389075.64
Andalucía,2009,4,valor_miles_eur,323705.49
Andalucía,2010,1,valor_miles_eur,147359.41
Andalucía,2010,2,valor_miles_eur,256674.89
Andalucía,2010,3,valor_miles_eur,233820.25
Andalucía,2010,4,valor_miles_eur,146415.07
Andalucía,2011,1,valor_miles_eur,167653.59
Andalucía,2011,2,valor_miles_eur,247293.49
Andalucía,2011,3,valor_miles_eur,175925.36
Andalucía,2011,4,valor_miles_eur,177155.07
Andalucía,2012,1,valor_miles_eur,85143.96
Andalucía,2012,2,valor_miles_eur,112247.5
Andalucía,2012,3,valor_miles_eur,117710.19
Andalucía,2012,4,valor_miles_eur,168579.27
Andalucía,2013,1,valor_miles_eur,68400.82
Andalucía,2013,2,valor_miles_eur,98117.35
Andalucía,2013,3,valor_miles_eur,113984.53
Andalucía,2013,4,valor_miles_eur,134179.31
Andalucía,2014,1,valor_miles_eur,90579.37
Andalucía,2014,2,valor_miles_eur,104576.2
Andalucía,2014,3,valor_miles_eur,171779.7
Andalucía,2014,4,valor_miles_eur,184495.99
Andalucía,2016,1,valor_miles_eur,173118.23
Andalucía,2016,2,valor_miles_eur,153835.47
Andalucía,2016,3,valor_miles_eur,126135.99
Andalucía,2016,4,valor_miles_eur,188987.33
Andalucía,2017,1,valor_miles_eur,135962.96
Andalucía,2017,2,valor_miles_eur,212447.58
Andalucía,2017,3,valor_miles_eur,198373.94
Andalucía,2017,4,valor_miles_eur,207059.87
Andalucía,2018,1,valor_miles_eur,159210.46
Andalucía,2018,2,valor_miles_eur,251517.99
Andalucía,2018,3,valor_miles_eur,138722.0
Andalucía,2018,4,valor_miles_eur,179354.37
Andalucía,2019,1,valor_miles_eur,156587.0
Andalucía,2019,2,valor_miles_eur,148627.13
Andalucía,2019,3,valor_miles_eur,170263.96
Andalucía,2019,4,valor_miles_eur,181993.7
Andalucía,2020,1,valor_miles_eur,81311.5
Andalucía,2020,2,valor_miles_eur,73267.64
Andalucía,2020,3,valor_miles_eur,79542.99
Andalucía,2020,4,valor_miles_eur,171251.35
Andalucía,2021,1,valor_miles_eur,152269.5
Andalucía,2021,2,valor_miles_eur,278033.37
Andalucía,2021,3,valor_miles_eur,210087.64
Andalucía,2021,4,valor_miles_eur,250603.64
Andalucía,2022,1,valor_miles_eur,291675.09
Andalucía,2022,2,valor_miles_eur,210636.54
Andalucía,2022,3,valor_miles_eur,225188.14
Andalucía,2022,4,valor_miles_eur,210800.86
Andalucía,2023,1,valor_miles_eur,251182.33
Andalucía,2023,2,valor_miles_eur,201292.19
Andalucía,2023,3,valor_miles_eur,128117.67
Andalucía,2023,4,valor_miles_eur,160480.26
Andalucía,2024,1,valor_miles_eur,223455.97
Andalucía,2024,2,valor_miles_eur,159182.82
Andalucía,2024,3,valor_miles_eur,222052.45
Andalucía,2024,4,valor_miles_eur,178798.87
Andalucía,2025,1,valor_miles_eur,213709.7
Andalucía,2025,2,valor_miles_eur,218951.93
Andalucía,2025,3,valor_miles_eur,182727.08
Andalucía,2025,4,valor_miles_eur,352660.78
Andalucía,2026,1,valor_miles_eur,290803.12
Andalucía,2026,2,valor_miles_eur,-17.5
Andalucía,2026,3,valor_miles_eur,36.1
Aragón,2004,1,valor_miles_eur,104256.6
Aragón,2004,2,valor_miles_eur,115682.7
Aragón,2004,3,valor_miles_eur,82244.2
Aragón,2004,4,valor_miles_eur,288067.7
Aragón,2005,1,valor_miles_eur,219025.7
Aragón,2005,2,valor_miles_eur,397235.0
Aragón,2005,3,valor_miles_eur,184901.1
Aragón,2005,4,valor_miles_eur,269881.0
Aragón,2006,1,valor_miles_eur,135115.7
Aragón,2006,2,valor_miles_eur,90142.1
Aragón,2006,3,valor_miles_eur,88527.7
Aragón,2006,4,valor_miles_eur,145720.2
Aragón,2007,1,valor_miles_eur,160507.5
Aragón,2007,2,valor_miles_eur,186074.8
Aragón,2007,3,valor_miles_eur,159753.83312999998
Aragón,2007,4,valor_miles_eur,107679.4
Aragón,2008,1,valor_miles_eur,68569.7
Aragón,2008,2,valor_miles_eur,66891.9
Aragón,2008,3,valor_miles_eur,220669.11
Aragón,2008,4,valor_miles_eur,191369.68
Aragón,2009,1,valor_miles_eur,192549.07
Aragón,2009,2,valor_miles_eur,66338.13
Aragón,2009,3,valor_miles_eur,39560.68
Aragón,2009,4,valor_miles_eur,24049.02
Aragón,2010,1,valor_miles_eur,9976.81
Aragón,2010,2,valor_miles_eur,39299.08
Aragón,2010,3,valor_miles_eur,32132.51
Aragón,2010,4,valor_miles_eur,9371.31
Aragón,2011,1,valor_miles_eur,10276.14
Aragón,2011,2,valor_miles_eur,49534.68
Aragón,2011,3,valor_miles_eur,7187.3
Aragón,2011,4,valor_miles_eur,12533.52
Aragón,2012,1,valor_miles_eur,12415.73
Aragón,2012,2,valor_miles_eur,24014.59
Aragón,2012,3,valor_miles_eur,19067.92
Aragón,2012,4,valor_miles_eur,13503.6
Aragón,2013,1,valor_miles_eur,13436.86
Aragón,2013,2,valor_miles_eur,14684.3
Aragón,2013,3,valor_miles_eur,7254.47
Aragón,2013,4,valor_miles_eur,5708.24
Aragón,2014,1,valor_miles_eur,2876.86
Aragón,2014,2,valor_miles_eur,15057.12
Aragón,2014,3,valor_miles_eur,9414.79
Aragón,2014,4,valor_miles_eur,7953.93
Aragón,2016,1,valor_miles_eur,22170.42
Aragón,2016,2,valor_miles_eur,21876.52
Aragón,2016,3,valor_miles_eur,17055.12
Aragón,2016,4,valor_miles_eur,10619.86
Aragón,2017,1,valor_miles_eur,12509.66
Aragón,2017,2,valor_miles_eur,14583.54
Aragón,2017,3,valor_miles_eur,12006.84
Aragón,2017,4,valor_miles_eur,10671.76
Aragón,2018,1,valor_miles_eur,11917.9
Aragón,2018,2,valor_miles_eur,11287.03
Aragón,2018,3,valor_miles_eur,10919.91
Aragón,2018,4,valor_miles_eur,23082.23
Aragón,2019,1,valor_miles_eur,14325.62
Aragón,2019,2,valor_miles_eur,8324.38
Aragón,2019,3,valor_miles_eur,12014.51
Aragón,2019,4,valor_miles_eur,15213.91
Aragón,2020,1,valor_miles_eur,9060.5
Aragón,2020,2,valor_miles_eur,6272.32
Aragón,2020,3,valor_miles_eur,6357.35
Aragón,2020,4,valor_miles_eur,22241.42
Aragón,2021,1,valor_miles_eur,21157.93
Aragón,2021,2,valor_miles_eur,89787.81
Aragón,2021,3,valor_miles_eur,30321.39
Aragón,2021,4,valor_miles_eur,46611.75
Aragón,2022,1,valor_miles_eur,11399.37
Aragón,2022,2,valor_miles_eur,23866.03
Aragón,2022,3,valor_miles_eur,16882.59
Aragón,2022,4,valor_miles_eur,11220.35
Aragón,2023,1,valor_miles_eur,26888.32
Aragón,2023,2,valor_miles_eur,14213.78
Aragón,2023,3,valor_miles_eur,5851.79
Aragón,2023,4,valor_miles_eur,19628.12
Aragón,2024,1,valor_miles_eur,16833.55
Aragón,2024,2,valor_miles_eur,15015.91
Aragón,2024,3,valor_miles_eur,17311.15
Aragón,2024,4,valor_miles_eur,7941.02
Aragón,2025,1,valor_miles_eur,14309.58
Aragón,2025,2,valor_miles_eur,23501.72
Aragón,2025,3,valor_miles_eur,27744.68
Aragón,2025,4,valor_miles_eur,28756.77
Aragón,2026,1,valor_miles_eur,21358.98
Aragón,2026,2,valor_miles_eur,-25.7
Aragón,2026,3,valor_miles_eur,49.3
"Asturias, Principado de",2004,1,valor_miles_eur,37638.3
"Asturias, Principado de",2004,2,valor_miles_eur,50154.1
"Asturias, Principado de",2004,3,valor_miles_eur,47880.8
"Asturias, Principado de",2004,4,valor_miles_eur,60221.9
"Asturias, Principado de",2005,1,valor_miles_eur,64593.0
"Asturias, Principado de",2005,2,valor_miles_eur,48022.7
"Asturias, Principado de",2005,3,valor_miles_eur,65323.1
"Asturias, Principado de",2005,4,valor_miles_eur,43471.5
"Asturias, Principado de",2006,1,valor_miles_eur,47191.9
"Asturias, Principado de",2006,2,valor_miles_eur,21609.0
"Asturias, Principado de",2006,3,valor_miles_eur,28746.3
"Asturias, Principado de",2006,4,valor_miles_eur,50411.8
"Asturias, Principado de",2007,1,valor_miles_eur,62977.4
"Asturias, Principado de",2007,2,valor_miles_eur,90836.0
"Asturias, Principado de",2007,3,valor_miles_eur,55905.09657
"Asturias, Principado de",2007,4,valor_miles_eur,46489.9
"Asturias, Principado de",2008,1,valor_miles_eur,31194.4
"Asturias, Principado de",2008,2,valor_miles_eur,56549.7
"Asturias, Principado de",2008,3,valor_miles_eur,102826.56
"Asturias, Principado de",2008,4,valor_miles_eur,96645.05
"Asturias, Principado de",2009,1,valor_miles_eur,79229.36
"Asturias, Principado de",2009,2,valor_miles_eur,59367.84
"Asturias, Principado de",2009,3,valor_miles_eur,22198.4
"Asturias, Principado de",2009,4,valor_miles_eur,8684.69
"Asturias, Principado de",2010,1,valor_miles_eur,9821.02
"Asturias, Principado de",2010,2,valor_miles_eur,23188.86
"Asturias, Principado de",2010,3,valor_miles_eur,10562.95
"Asturias, Principado de",2010,4,valor_miles_eur,7548.06
"Asturias, Principado de",2011,1,valor_miles_eur,6417.78
"Asturias, Principado de",2011,2,valor_miles_eur,15866.24
"Asturias, Principado de",2011,3,valor_miles_eur,14997.78
"Asturias, Principado de",2011,4,valor_miles_eur,5217.0
"Asturias, Principado de",2012,1,valor_miles_eur,8781.45
"Asturias, Principado de",2012,2,valor_miles_eur,11209.58
"Asturias, Principado de",2012,3,valor_miles_eur,5587.23
"Asturias, Principado de",2012,4,valor_miles_eur,13681.58
"Asturias, Principado de",2013,1,valor_miles_eur,2284.49
"Asturias, Principado de",2013,2,valor_miles_eur,2287.79
"Asturias, Principado de",2013,3,valor_miles_eur,4203.95
"Asturias, Principado de",2013,4,valor_miles_eur,6471.93
"Asturias, Principado de",2014,1,valor_miles_eur,1211.02
"Asturias, Principado de",2014,2,valor_miles_eur,3888.95
"Asturias, Principado de",2014,3,valor_miles_eur,3557.25
"Asturias, Principado de",2014,4,valor_miles_eur,7958.0
"Asturias, Principado de",2016,1,valor_miles_eur,5050.79
"Asturias, Principado de",2016,2,valor_miles_eur,8559.11
"Asturias, Principado de",2016,3,valor_miles_eur,2535.75
"Asturias, Principado de",2016,4,valor_miles_eur,7237.42
"Asturias, Principado de",2017,1,valor_miles_eur,3521.85
"Asturias, Principado de",2017,2,valor_miles_eur,6375.98
"Asturias, Principado de",2017,3,valor_miles_eur,4324.58
"Asturias, Principado de",2017,4,valor_miles_eur,6551.16
"Asturias, Principado de",2018,1,valor_miles_eur,7189.42
"Asturias, Principado de",2018,2,valor_miles_eur,5562.58
"Asturias, Principado de",2018,3,valor_miles_eur,9356.69
"Asturias, Principado de",2018,4,valor_miles_eur,5554.92
"Asturias, Principado de",2019,1,valor_miles_eur,3522.55
"Asturias, Principado de",2019,2,valor_miles_eur,2961.33
"Asturias, Principado de",2019,3,valor_miles_eur,9407.87
"Asturias, Principado de",2019,4,valor_miles_eur,8947.19
"Asturias, Principado de",2020,1,valor_miles_eur,2373.75
"Asturias, Principado de",2020,2,valor_miles_eur,3613.3
"Asturias, Principado de",2020,3,valor_miles_eur,5648.97
"Asturias, Principado de",2020,4,valor_miles_eur,9378.17
"Asturias, Principado de",2021,1,valor_miles_eur,8120.64
"Asturias, Principado de",2021,2,valor_miles_eur,12547.2
"Asturias, Principado de",2021,3,valor_miles_eur,19894.63
"Asturias, Principado de",2021,4,valor_miles_eur,8535.33
"Asturias, Principado de",2022,1,valor_miles_eur,14654.39
"Asturias, Principado de",2022,2,valor_miles_eur,19927.27
"Asturias, Principado de",2022,3,valor_miles_eur,5802.42
"Asturias, Principado de",2022,4,valor_miles_eur,9629.07
"Asturias, Principado de",2023,1,valor_miles_eur,13121.54
"Asturias, Principado de",2023,2,valor_miles_eur,6152.84
"Asturias, Principado de",2023,3,valor_miles_eur,6288.17
"Asturias, Principado de",2023,4,valor_miles_eur,20802.24
"Asturias, Principado de",2024,1,valor_miles_eur,5909.88
"Asturias, Principado de",2024,2,valor_miles_eur,9342.9
"Asturias, Principado de",2024,3,valor_miles_eur,8384.27
"Asturias, Principado de",2024,4,valor_miles_eur,6192.09
"Asturias, Principado de",2025,1,valor_miles_eur,14044.29
"Asturias, Principado de",2025,2,valor_miles_eur,21595.36
"Asturias, Principado de",2025,3,valor_miles_eur,14372.64
"Asturias, Principado de",2025,4,valor_miles_eur,11954.25
"Asturias, Principado de",2026,1,valor_miles_eur,10161.09
"Asturias, Principado de",2026,2,valor_miles_eur,-15.0
"Asturias, Principado de",2026,3,valor_miles_eur,-27.6
"Balears, Illes",2004,1,valor_miles_eur,143440.3
"Balears, Illes",2004,2,valor_miles_eur,216620.2
"Balears, Illes",2004,3,valor_miles_eur,333697.4
"Balears, Illes",2004,4,valor_miles_eur,174300.1
"Balears, Illes",2005,1,valor_miles_eur,230547.2
"Balears, Illes",2005,2,valor_miles_eur,223021.9
"Balears, Illes",2005,3,valor_miles_eur,204503.8
"Balears, Illes",2005,4,valor_miles_eur,250338.0
"Balears, Illes",2006,1,valor_miles_eur,174923.3
"Balears, Illes",2006,2,valor_miles_eur,224812.1
"Balears, Illes",2006,3,valor_miles_eur,159214.0
"Balears, Illes",2006,4,valor_miles_eur,194751.1
"Balears, Illes",2007,1,valor_miles_eur,147231.7
"Balears, Illes",2007,2,valor_miles_eur,185863.8
"Balears, Illes",2007,3,valor_miles_eur,144367.59236
"Balears, Illes",2007,4,valor_miles_eur,191985.6
"Balears, Illes",2008,1,valor_miles_eur,344275.8
"Balears, Illes",2008,2,valor_miles_eur,86211.2
"Balears, Illes",2008,3,valor_miles_eur,85036.45
"Balears, Illes",2008,4,valor_miles_eur,83073.7
"Balears, Illes",2009,1,valor_miles_eur,49583.0
"Balears, Illes",2009,2,valor_miles_eur,100143.0
"Balears, Illes",2009,3,valor_miles_eur,60673.14
"Balears, Illes",2009,4,valor_miles_eur,41808.22
"Balears, Illes",2010,1,valor_miles_eur,22500.3
"Balears, Illes",2010,2,valor_miles_eur,23005.26
"Balears, Illes",2010,3,valor_miles_eur,21757.76
"Balears, Illes",2010,4,valor_miles_eur,47883.12
"Balears, Illes",2011,1,valor_miles_eur,15284.42
"Balears, Illes",2011,2,valor_miles_eur,29321.26
"Balears, Illes",2011,3,valor_miles_eur,14836.45
"Balears, Illes",2011,4,valor_miles_eur,32826.52
"Balears, Illes",2012,1,valor_miles_eur,15015.27
"Balears, Illes",2012,2,valor_miles_eur,27526.37
"Balears, Illes",2012,3,valor_miles_eur,33332.22
"Balears, Illes",2012,4,valor_miles_eur,45443.74
"Balears, Illes",2013,1,valor_miles_eur,62865.57
"Balears, Illes",2013,2,valor_miles_eur,33055.34
"Balears, Illes",2013,3,valor_miles_eur,20586.83
"Balears, Illes",2013,4,valor_miles_eur,67657.51
"Balears, Illes",2014,1,valor_miles_eur,30575.51
"Balears, Illes",2014,2,valor_miles_eur,40203.18
"Balears, Illes",2014,3,valor_miles_eur,28393.15
"Balears, Illes",2014,4,valor_miles_eur,49501.24
"Balears, Illes",2016,1,valor_miles_eur,20926.81
"Balears, Illes",2016,2,valor_miles_eur,41991.7
"Balears, Illes",2016,3,valor_miles_eur,28862.66
"Balears, Illes",2016,4,valor_miles_eur,56819.32
"Balears, Illes",2017,1,valor_miles_eur,43299.59
"Balears, Illes",2017,2,valor_miles_eur,46732.69
"Balears, Illes",2017,3,valor_miles_eur,52011.0
"Balears, Illes",2017,4,valor_miles_eur,62616.67
"Balears, Illes",2018,1,valor_miles_eur,36100.02
"Balears, Illes",2018,2,valor_miles_eur,60502.06
"Balears, Illes",2018,3,valor_miles_eur,56832.65
"Balears, Illes",2018,4,valor_miles_eur,62731.15
"Balears, Illes",2019,1,valor_miles_eur,55134.81
"Balears, Illes",2019,2,valor_miles_eur,25257.58
"Balears, Illes",2019,3,valor_miles_eur,45501.93
"Balears, Illes",2019,4,valor_miles_eur,43520.14
"Balears, Illes",2020,1,valor_miles_eur,31551.25
"Balears, Illes",2020,2,valor_miles_eur,10940.39
"Balears, Illes",2020,3,valor_miles_eur,13934.7
"Balears, Illes",2020,4,valor_miles_eur,51248.42
"Balears, Illes",2021,1,valor_miles_eur,46852.55
"Balears, Illes",2021,2,valor_miles_eur,56197.5
"Balears, Illes",2021,3,valor_miles_eur,59479.4
"Balears, Illes",2021,4,valor_miles_eur,68151.67
"Balears, Illes",2022,1,valor_miles_eur,73679.33
"Balears, Illes",2022,2,valor_miles_eur,86313.26
"Balears, Illes",2022,3,valor_miles_eur,62102.88
"Balears, Illes",2022,4,valor_miles_eur,44358.06
"Balears, Illes",2023,1,valor_miles_eur,51477.55
"Balears, Illes",2023,2,valor_miles_eur,67339.95
"Balears, Illes",2023,3,valor_miles_eur,43329.39
"Balears, Illes",2023,4,valor_miles_eur,47883.76
"Balears, Illes",2024,1,valor_miles_eur,56348.43
"Balears, Illes",2024,2,valor_miles_eur,56251.55
"Balears, Illes",2024,3,valor_miles_eur,40790.85
"Balears, Illes",2024,4,valor_miles_eur,33468.88
"Balears, Illes",2025,1,valor_miles_eur,42540.6
"Balears, Illes",2025,2,valor_miles_eur,72298.16
"Balears, Illes",2025,3,valor_miles_eur,37330.11
"Balears, Illes",2025,4,valor_miles_eur,50202.48
"Balears, Illes",2026,1,valor_miles_eur,49784.55
"Balears, Illes",2026,2,valor_miles_eur,-0.8
"Balears, Illes",2026,3,valor_miles_eur,17.0
Canarias,2004,1,valor_miles_eur,178674.5
Canarias,2004,2,valor_miles_eur,158707.4
Canarias,2004,3,valor_miles_eur,182815.2
Canarias,2004,4,valor_miles_eur,190856.5
Canarias,2005,1,valor_miles_eur,212392.1
Canarias,2005,2,valor_miles_eur,228068.6
Canarias,2005,3,valor_miles_eur,225239.2
Canarias,2005,4,valor_miles_eur,126983.8
Canarias,2006,1,valor_miles_eur,184486.4
Canarias,2006,2,valor_miles_eur,119654.0
Canarias,2006,3,valor_miles_eur,166126.9
Canarias,2006,4,valor_miles_eur,256369.9
Canarias,2007,1,valor_miles_eur,173906.5
Canarias,2007,2,valor_miles_eur,98538.5
Canarias,2007,3,valor_miles_eur,110235.12925000001
Canarias,2007,4,valor_miles_eur,121601.3
Canarias,2008,1,valor_miles_eur,56287.8
Canarias,2008,2,valor_miles_eur,82606.4
Canarias,2008,3,valor_miles_eur,170697.27
Canarias,2008,4,valor_miles_eur,67220.1
Canarias,2009,1,valor_miles_eur,76444.18
Canarias,2009,2,valor_miles_eur,47794.13
Canarias,2009,3,valor_miles_eur,32780.53
Canarias,2009,4,valor_miles_eur,36398.92
Canarias,2010,1,valor_miles_eur,12549.94
Canarias,2010,2,valor_miles_eur,31960.38
Canarias,2010,3,valor_miles_eur,30196.76
Canarias,2010,4,valor_miles_eur,27826.52
Canarias,2011,1,valor_miles_eur,13900.36
Canarias,2011,2,valor_miles_eur,58718.32
Canarias,2011,3,valor_miles_eur,16085.19
Canarias,2011,4,valor_miles_eur,10341.4
Canarias,2012,1,valor_miles_eur,27668.4
Canarias,2012,2,valor_miles_eur,10152.27
Canarias,2012,3,valor_miles_eur,10409.09
Canarias,2012,4,valor_miles_eur,22469.44
Canarias,2013,1,valor_miles_eur,23239.25
Canarias,2013,2,valor_miles_eur,22014.26
Canarias,2013,3,valor_miles_eur,25923.99
Canarias,2013,4,valor_miles_eur,14216.84
Canarias,2014,1,valor_miles_eur,22437.64
Canarias,2014,2,valor_miles_eur,23711.07
Canarias,2014,3,valor_miles_eur,21343.95
Canarias,2014,4,valor_miles_eur,36146.74
Canarias,2016,1,valor_miles_eur,32148.79
Canarias,2016,2,valor_miles_eur,19134.02
Canarias,2016,3,valor_miles_eur,20535.79
Canarias,2016,4,valor_miles_eur,16688.85
Canarias,2017,1,valor_miles_eur,26455.17
Canarias,2017,2,valor_miles_eur,22350.3
Canarias,2017,3,valor_miles_eur,21872.42
Canarias,2017,4,valor_miles_eur,26615.95
Canarias,2018,1,valor_miles_eur,36027.25
Canarias,2018,2,valor_miles_eur,26177.76
Canarias,2018,3,valor_miles_eur,34035.43
Canarias,2018,4,valor_miles_eur,34262.41
Canarias,2019,1,valor_miles_eur,14814.21
Canarias,2019,2,valor_miles_eur,17135.49
Canarias,2019,3,valor_miles_eur,15299.64
Canarias,2019,4,valor_miles_eur,39348.59
Canarias,2020,1,valor_miles_eur,21372.51
Canarias,2020,2,valor_miles_eur,10434.89
Canarias,2020,3,valor_miles_eur,11164.02
Canarias,2020,4,valor_miles_eur,25816.36
Canarias,2021,1,valor_miles_eur,11653.67
Canarias,2021,2,valor_miles_eur,34359.83
Canarias,2021,3,valor_miles_eur,18169.04
Canarias,2021,4,valor_miles_eur,28863.0
Canarias,2022,1,valor_miles_eur,29400.26
Canarias,2022,2,valor_miles_eur,32478.75
Canarias,2022,3,valor_miles_eur,36894.32
Canarias,2022,4,valor_miles_eur,55688.69
Canarias,2023,1,valor_miles_eur,46517.77
Canarias,2023,2,valor_miles_eur,40569.75
Canarias,2023,3,valor_miles_eur,24369.49
Canarias,2023,4,valor_miles_eur,26688.06
Canarias,2024,1,valor_miles_eur,80373.49
Canarias,2024,2,valor_miles_eur,35004.86
Canarias,2024,3,valor_miles_eur,56869.23
Canarias,2024,4,valor_miles_eur,22405.35
Canarias,2025,1,valor_miles_eur,19630.92
Canarias,2025,2,valor_miles_eur,30278.62
Canarias,2025,3,valor_miles_eur,23271.31
Canarias,2025,4,valor_miles_eur,41247.82
Canarias,2026,1,valor_miles_eur,28725.13
Canarias,2026,2,valor_miles_eur,-30.4
Canarias,2026,3,valor_miles_eur,46.3
Cantabria,2004,1,valor_miles_eur,48795.6
Cantabria,2004,2,valor_miles_eur,48840.9
Cantabria,2004,3,valor_miles_eur,51539.1
Cantabria,2004,4,valor_miles_eur,84057.2
Cantabria,2005,1,valor_miles_eur,67456.5
Cantabria,2005,2,valor_miles_eur,76163.0
Cantabria,2005,3,valor_miles_eur,137018.5
Cantabria,2005,4,valor_miles_eur,37502.1
Cantabria,2006,1,valor_miles_eur,102058.5
Cantabria,2006,2,valor_miles_eur,140253.5
Cantabria,2006,3,valor_miles_eur,48552.8
Cantabria,2006,4,valor_miles_eur,65587.4
Cantabria,2007,1,valor_miles_eur,107761.7
Cantabria,2007,2,valor_miles_eur,49362.0
Cantabria,2007,3,valor_miles_eur,38624.34097
Cantabria,2007,4,valor_miles_eur,119052.2
Cantabria,2008,1,valor_miles_eur,46350.8
Cantabria,2008,2,valor_miles_eur,29044.7
Cantabria,2008,3,valor_miles_eur,44672.64
Cantabria,2008,4,valor_miles_eur,26464.02
Cantabria,2009,1,valor_miles_eur,11574.41
Cantabria,2009,2,valor_miles_eur,10945.09
Cantabria,2009,3,valor_miles_eur,12856.63
Cantabria,2009,4,valor_miles_eur,9864.69
Cantabria,2010,1,valor_miles_eur,15568.25
Cantabria,2010,2,valor_miles_eur,3741.45
Cantabria,2010,3,valor_miles_eur,6202.27
Cantabria,2010,4,valor_miles_eur,14055.75
Cantabria,2011,1,valor_miles_eur,8268.37
Cantabria,2011,2,valor_miles_eur,15744.66
Cantabria,2011,3,valor_miles_eur,4637.42
Cantabria,2011,4,valor_miles_eur,28590.02
Cantabria,2012,1,valor_miles_eur,5966.06
Cantabria,2012,2,valor_miles_eur,10198.0
Cantabria,2012,3,valor_miles_eur,12681.91
Cantabria,2012,4,valor_miles_eur,6054.15
Cantabria,2013,1,valor_miles_eur,750.07
Cantabria,2013,2,valor_miles_eur,2383.12
Cantabria,2013,3,valor_miles_eur,7508.68
Cantabria,2013,4,valor_miles_eur,13199.18
Cantabria,2014,1,valor_miles_eur,1299.67
Cantabria,2014,2,valor_miles_eur,3903.89
Cantabria,2014,3,valor_miles_eur,3619.54
Cantabria,2014,4,valor_miles_eur,4530.03
Cantabria,2016,1,valor_miles_eur,5679.83
Cantabria,2016,2,valor_miles_eur,2016.64
Cantabria,2016,3,valor_miles_eur,4447.3
Cantabria,2016,4,valor_miles_eur,3073.42
Cantabria,2017,1,valor_miles_eur,4687.05
Cantabria,2017,2,valor_miles_eur,6311.53
Cantabria,2017,3,valor_miles_eur,2393.28
Cantabria,2017,4,valor_miles_eur,7409.87
Cantabria,2018,1,valor_miles_eur,1469.68
Cantabria,2018,2,valor_miles_eur,3720.52
Cantabria,2018,3,valor_miles_eur,2703.85
Cantabria,2018,4,valor_miles_eur,5693.95
Cantabria,2019,1,valor_miles_eur,2051.73
Cantabria,2019,2,valor_miles_eur,2165.39
Cantabria,2019,3,valor_miles_eur,3824.87
Cantabria,2019,4,valor_miles_eur,9589.9
Cantabria,2020,1,valor_miles_eur,881.22
Cantabria,2020,2,valor_miles_eur,721.95
Cantabria,2020,3,valor_miles_eur,5948.79
Cantabria,2020,4,valor_miles_eur,4584.83
Cantabria,2021,1,valor_miles_eur,5995.72
Cantabria,2021,2,valor_miles_eur,6258.22
Cantabria,2021,3,valor_miles_eur,4313.18
Cantabria,2021,4,valor_miles_eur,3038.81
Cantabria,2022,1,valor_miles_eur,4706.75
Cantabria,2022,2,valor_miles_eur,5809.58
Cantabria,2022,3,valor_miles_eur,5464.65
Cantabria,2022,4,valor_miles_eur,6420.23
Cantabria,2023,1,valor_miles_eur,2041.77
Cantabria,2023,2,valor_miles_eur,2311.3
Cantabria,2023,3,valor_miles_eur,5517.44
Cantabria,2023,4,valor_miles_eur,14790.45
Cantabria,2024,1,valor_miles_eur,9188.02
Cantabria,2024,2,valor_miles_eur,4378.35
Cantabria,2024,3,valor_miles_eur,5286.38
