ccaa,anyo,quarter,variable,valor
"Murcia, Región de",2014,1,valor_miles_eur,18326.82
"Murcia, Región de",2014,2,valor_miles_eur,13029.18
"Murcia, Región de",2014,3,valor_miles_eur,41414.64
"Murcia, Región de",2014,4,valor_miles_eur,37426.52
"Murcia, Región de",2016,1,valor_miles_eur,11817.42
"Murcia, Región de",2016,2,valor_miles_eur,20609.44
"Murcia, Región de",2016,3,valor_miles_eur,12947.26
"Murcia, Región de",2016,4,valor_miles_eur,16238.25
"Murcia, Región de",2017,1,valor_miles_eur,25082.9
"Murcia, Región de",2017,2,valor_miles_eur,15068.45
"Murcia, Región de",2017,3,valor_miles_eur,14262.41
"Murcia, Región de",2017,4,valor_miles_eur,17328.2
"Murcia, Región de",2018,1,valor_miles_eur,23894.61
"Murcia, Región de",2018,2,valor_miles_eur,29113.02
"Murcia, Región de",2018,3,valor_miles_eur,21667.14
"Murcia, Región de",2018,4,valor_miles_eur,32891.23
"Murcia, Región de",2019,1,valor_miles_eur,17448.49
"Murcia, Región de",2019,2,valor_miles_eur,11874.27
"Murcia, Región de",2019,3,valor_miles_eur,16939.08
"Murcia, Región de",2019,4,valor_miles_eur,15930.31
"Murcia, Región de",2020,1,valor_miles_eur,10638.93
"Murcia, Región de",2020,2,valor_miles_eur,5425.8
"Murcia, Región de",2020,3,valor_miles_eur,10493.9
"Murcia, Región de",2020,4,valor_miles_eur,14083.2
"Murcia, Región de",2021,1,valor_miles_eur,16523.85
"Murcia, Región de",2021,2,valor_miles_eur,20487.34
"Murcia, Región de",2021,3,valor_miles_eur,12302.49
"Murcia, Región de",2021,4,valor_miles_eur,26793.95
"Murcia, Región de",2022,1,valor_miles_eur,65304.96
"Murcia, Región de",2022,2,valor_miles_eur,30706.1
"Murcia, Región de",2022,3,valor_miles_eur,24449.57
"Murcia, Región de",2022,4,valor_miles_eur,19068.68
"Murcia, Región de",2023,1,valor_miles_eur,24738.07
"Murcia, Región de",2023,2,valor_miles_eur,20944.21
"Murcia, Región de",2023,3,valor_miles_eur,15970.18
"Murcia, Región de",2023,4,valor_miles_eur,29284.24
"Murcia, Región de",2024,1,valor_miles_eur,17566.06
"Murcia, Región de",2024,2,valor_miles_eur,17614.3
"Murcia, Región de",2024,3,valor_miles_eur,19603.47
"Murcia, Región de",2024,4,valor_miles_eur,8737.95
"Murcia, Región de",2025,1,valor_miles_eur,30961.97
"Murcia, Región de",2025,2,valor_miles_eur,36164.83
"Murcia, Región de",2025,3,valor_miles_eur,46619.57
"Murcia, Región de",2025,4,valor_miles_eur,38402.47
"Murcia, Región de",2026,1,valor_miles_eur,31082.83
"Murcia, Región de",2026,2,valor_miles_eur,-19.1
"Murcia, Región de",2026,3,valor_miles_eur,0.4
"Navarra, Comunidad Foral de",2004,1,valor_miles_eur,106448.8
"Navarra, Comunidad Foral de",2004,2,valor_miles_eur,79629.1
"Navarra, Comunidad Foral de",2004,3,valor_miles_eur,44697.7
"Navarra, Comunidad Foral de",2004,4,valor_miles_eur,56250.1
"Navarra, Comunidad Foral de",2005,1,valor_miles_eur,41819.3
"Navarra, Comunidad Foral de",2005,2,valor_miles_eur,63761.1
"Navarra, Comunidad Foral de",2005,3,valor_miles_eur,29530.9
"Navarra, Comunidad Foral de",2005,4,valor_miles_eur,47100.3
"Navarra, Comunidad Foral de",2006,1,valor_miles_eur,34441.2
"Navarra, Comunidad Foral de",2006,2,valor_miles_eur,51180.9
"Navarra, Comunidad Foral de",2006,3,valor_miles_eur,22027.3
"Navarra, Comunidad Foral de",2006,4,valor_miles_eur,28114.2
"Navarra, Comunidad Foral de",2007,1,valor_miles_eur,47836.7
"Navarra, Comunidad Foral de",2007,2,valor_miles_eur,127872.5
"Navarra, Comunidad Foral de",2007,3,valor_miles_eur,188652.90128
"Navarra, Comunidad Foral de",2007,4,valor_miles_eur,65528.0
"Navarra, Comunidad Foral de",2008,1,valor_miles_eur,43186.8
"Navarra, Comunidad Foral de",2008,2,valor_miles_eur,58263.7
"Navarra, Comunidad Foral de",2008,3,valor_miles_eur,39056.19
"Navarra, Comunidad Foral de",2008,4,valor_miles_eur,37094.46
"Navarra, Comunidad Foral de",2009,1,valor_miles_eur,16008.16
"Navarra, Comunidad Foral de",2009,2,valor_miles_eur,128725.82
"Navarra, Comunidad Foral de",2009,3,valor_miles_eur,11540.24
"Navarra, Comunidad Foral de",2009,4,valor_miles_eur,24913.48
"Navarra, Comunidad Foral de",2010,1,valor_miles_eur,8016.34
"Navarra, Comunidad Foral de",2010,2,valor_miles_eur,11566.7
"Navarra, Comunidad Foral de",2010,3,valor_miles_eur,7456.57
"Navarra, Comunidad Foral de",2010,4,valor_miles_eur,11475.69
"Navarra, Comunidad Foral de",2011,1,valor_miles_eur,8653.34
"Navarra, Comunidad Foral de",2011,2,valor_miles_eur,9250.38
"Navarra, Comunidad Foral de",2011,3,valor_miles_eur,7357.03
"Navarra, Comunidad Foral de",2011,4,valor_miles_eur,12656.33
"Navarra, Comunidad Foral de",2012,1,valor_miles_eur,10877.42
"Navarra, Comunidad Foral de",2012,2,valor_miles_eur,35044.9
"Navarra, Comunidad Foral de",2012,3,valor_miles_eur,9610.5
"Navarra, Comunidad Foral de",2012,4,valor_miles_eur,10484.14
"Navarra, Comunidad Foral de",2013,1,valor_miles_eur,25274.52
"Navarra, Comunidad Foral de",2013,2,valor_miles_eur,8880.92
"Navarra, Comunidad Foral de",2013,3,valor_miles_eur,4140.07
"Navarra, Comunidad Foral de",2013,4,valor_miles_eur,18930.05
"Navarra, Comunidad Foral de",2014,1,valor_miles_eur,7093.51
"Navarra, Comunidad Foral de",2014,2,valor_miles_eur,19353.52
"Navarra, Comunidad Foral de",2014,3,valor_miles_eur,21793.87
"Navarra, Comunidad Foral de",2014,4,valor_miles_eur,12568.6
"Navarra, Comunidad Foral de",2016,1,valor_miles_eur,5108.15
"Navarra, Comunidad Foral de",2016,2,valor_miles_eur,4812.6
"Navarra, Comunidad Foral de",2016,3,valor_miles_eur,4497.27
"Navarra, Comunidad Foral de",2016,4,valor_miles_eur,7505.71
"Navarra, Comunidad Foral de",2017,1,valor_miles_eur,2974.23
"Navarra, Comunidad Foral de",2017,2,valor_miles_eur,5516.03
"Navarra, Comunidad Foral de",2017,3,valor_miles_eur,3263.41
"Navarra, Comunidad Foral de",2017,4,valor_miles_eur,10199.53
"Navarra, Comunidad Foral de",2018,1,valor_miles_eur,10019.55
"Navarra, Comunidad Foral de",2018,2,valor_miles_eur,4771.21
"Navarra, Comunidad Foral de",2018,3,valor_miles_eur,5916.11
"Navarra, Comunidad Foral de",2018,4,valor_miles_eur,3277.27
"Navarra, Comunidad Foral de",2019,1,valor_miles_eur,5401.11
"Navarra, Comunidad Foral de",2019,2,valor_miles_eur,3132.58
"Navarra, Comunidad Foral de",2019,3,valor_miles_eur,6495.45
"Navarra, Comunidad Foral de",2019,4,valor_miles_eur,6435.69
"Navarra, Comunidad Foral de",2020,1,valor_miles_eur,1589.34
"Navarra, Comunidad Foral de",2020,2,valor_miles_eur,3086.85
"Navarra, Comunidad Foral de",2020,3,valor_miles_eur,4445.85
"Navarra, Comunidad Foral de",2020,4,valor_miles_eur,3094.06
"Navarra, Comunidad Foral de",2021,1,valor_miles_eur,3244.64
"Navarra, Comunidad Foral de",2021,2,valor_miles_eur,5223.36
"Navarra, Comunidad Foral de",2021,3,valor_miles_eur,7767.43
"Navarra, Comunidad Foral de",2021,4,valor_miles_eur,8479.76
"Navarra, Comunidad Foral de",2022,1,valor_miles_eur,6891.04
"Navarra, Comunidad Foral de",2022,2,valor_miles_eur,6899.65
"Navarra, Comunidad Foral de",2022,3,valor_miles_eur,5444.84
"Navarra, Comunidad Foral de",2022,4,valor_miles_eur,5552.98
"Navarra, Comunidad Foral de",2023,1,valor_miles_eur,5434.94
"Navarra, Comunidad Foral de",2023,2,valor_miles_eur,4966.64
"Navarra, Comunidad Foral de",2023,3,valor_miles_eur,1765.48
"Navarra, Comunidad Foral de",2023,4,valor_miles_eur,5040.52
"Navarra, Comunidad Foral de",2024,1,valor_miles_eur,5676.53
"Navarra, Comunidad Foral de",2024,2,valor_miles_eur,6908.64
"Navarra, Comunidad Foral de",2024,3,valor_miles_eur,19800.28
"Navarra, Comunidad Foral de",2024,4,valor_miles_eur,4486.2
"Navarra, Comunidad Foral de",2025,1,valor_miles_eur,4426.3
"Navarra, Comunidad Foral de",2025,2,valor_miles_eur,2881.89
"Navarra, Comunidad Foral de",2025,3,valor_miles_eur,6980.7
"Navarra, Comunidad Foral de",2025,4,valor_miles_eur,19939.37
"Navarra, Comunidad Foral de",2026,1,valor_miles_eur,7942.45
"Navarra, Comunidad Foral de",2026,2,valor_miles_eur,-60.2
"Navarra, Comunidad Foral de",2026,3,valor_miles_eur,79.4
País Vasco,2004,1,valor_miles_eur,173349.1
País Vasco,2004,2,valor_miles_eur,229181.2
País Vasco,2004,3,valor_miles_eur,111870.3
País Vasco,2004,4,valor_miles_eur,289827.1
País Vasco,2005,1,valor_miles_eur,149721.0
País Vasco,2005,2,valor_miles_eur,204707.4
País Vasco,2005,3,valor_miles_eur,182828.6
País Vasco,2005,4,valor_miles_eur,218231.6
País Vasco,2006,1,valor_miles_eur,115501.7
País Vasco,2006,2,valor_miles_eur,132790.5
País Vasco,2006,3,valor_miles_eur,151656.2
País Vasco,2006,4,valor_miles_eur,219083.7
País Vasco,2007,1,valor_miles_eur,212893.9
País Vasco,2007,2,valor_miles_eur,232055.8
País Vasco,2007,3,valor_miles_eur,146433.87974
País Vasco,2007,4,valor_miles_eur,184420.3
País Vasco,2008,1,valor_miles_eur,155254.4
País Vasco,2008,2,valor_miles_eur,101379.8
País Vasco,2008,3,valor_miles_eur,88153.82
País Vasco,2008,4,valor_miles_eur,122893.5
País Vasco,2009,1,valor_miles_eur,87152.33
País Vasco,2009,2,valor_miles_eur,113301.9
País Vasco,2009,3,valor_miles_eur,67325.71
País Vasco,2009,4,valor_miles_eur,37185.98
País Vasco,2010,1,valor_miles_eur,39502.96
País Vasco,2010,2,valor_miles_eur,87510.43
País Vasco,2010,3,valor_miles_eur,31778.59
País Vasco,2010,4,valor_miles_eur,56166.0
País Vasco,2011,1,valor_miles_eur,30433.74
País Vasco,2011,2,valor_miles_eur,26386.08
País Vasco,2011,3,valor_miles_eur,19085.41
País Vasco,2011,4,valor_miles_eur,14722.46
País Vasco,2012,1,valor_miles_eur,26794.49
País Vasco,2012,2,valor_miles_eur,25884.43
País Vasco,2012,3,valor_miles_eur,11400.09
País Vasco,2012,4,valor_miles_eur,34999.29
País Vasco,2013,1,valor_miles_eur,10154.15
País Vasco,2013,2,valor_miles_eur,26358.2
País Vasco,2013,3,valor_miles_eur,18568.53
País Vasco,2013,4,valor_miles_eur,23321.16
País Vasco,2014,1,valor_miles_eur,5665.34
País Vasco,2014,2,valor_miles_eur,16013.83
País Vasco,2014,3,valor_miles_eur,19572.95
País Vasco,2014,4,valor_miles_eur,33018.92
País Vasco,2016,1,valor_miles_eur,11884.02
País Vasco,2016,2,valor_miles_eur,16535.28
País Vasco,2016,3,valor_miles_eur,14667.37
País Vasco,2016,4,valor_miles_eur,18378.57
País Vasco,2017,1,valor_miles_eur,14056.43
País Vasco,2017,2,valor_miles_eur,20281.42
País Vasco,2017,3,valor_miles_eur,19322.67
País Vasco,2017,4,valor_miles_eur,24993.52
País Vasco,2018,1,valor_miles_eur,15732.6
País Vasco,2018,2,valor_miles_eur,15595.81
País Vasco,2018,3,valor_miles_eur,13715.78
País Vasco,2018,4,valor_miles_eur,33625.39
País Vasco,2019,1,valor_miles_eur,14851.14
País Vasco,2019,2,valor_miles_eur,15011.87
País Vasco,2019,3,valor_miles_eur,17596.37
País Vasco,2019,4,valor_miles_eur,41903.07
País Vasco,2020,1,valor_miles_eur,31555.5
País Vasco,2020,2,valor_miles_eur,10584.86
País Vasco,2020,3,valor_miles_eur,12109.99
País Vasco,2020,4,valor_miles_eur,42419.46
País Vasco,2021,1,valor_miles_eur,20002.49
País Vasco,2021,2,valor_miles_eur,27810.92
País Vasco,2021,3,valor_miles_eur,22480.17
País Vasco,2021,4,valor_miles_eur,51552.26
País Vasco,2022,1,valor_miles_eur,58853.97
País Vasco,2022,2,valor_miles_eur,28956.18
País Vasco,2022,3,valor_miles_eur,17222.08
País Vasco,2022,4,valor_miles_eur,27100.6
País Vasco,2023,1,valor_miles_eur,21419.14
País Vasco,2023,2,valor_miles_eur,31536.24
País Vasco,2023,3,valor_miles_eur,25966.86
País Vasco,2023,4,valor_miles_eur,25745.35
País Vasco,2024,1,valor_miles_eur,35799.21
País Vasco,2024,2,valor_miles_eur,29014.03
País Vasco,2024,3,valor_miles_eur,17775.86
País Vasco,2024,4,valor_miles_eur,16084.0
País Vasco,2025,1,valor_miles_eur,19901.8
País Vasco,2025,2,valor_miles_eur,36069.41
País Vasco,2025,3,valor_miles_eur,20783.46
País Vasco,2025,4,valor_miles_eur,27312.25
País Vasco,2026,1,valor_miles_eur,11349.61
País Vasco,2026,2,valor_miles_eur,-58.4
País Vasco,2026,3,valor_miles_eur,-43.0
"Rioja, La",2004,1,valor_miles_eur,53473.9
"Rioja, La",2004,2,valor_miles_eur,40469.7
"Rioja, La",2004,3,valor_miles_eur,37795.7
"Rioja, La",2004,4,valor_miles_eur,88343.9
"Rioja, La",2005,1,valor_miles_eur,40031.9
"Rioja, La",2005,2,valor_miles_eur,58960.6
"Rioja, La",2005,3,valor_miles_eur,87610.2
"Rioja, La",2005,4,valor_miles_eur,68720.2
"Rioja, La",2006,1,valor_miles_eur,27680.0
"Rioja, La",2006,2,valor_miles_eur,61385.5
"Rioja, La",2006,3,valor_miles_eur,33920.8
"Rioja, La",2006,4,valor_miles_eur,66814.2
"Rioja, La",2007,1,valor_miles_eur,129122.4
"Rioja, La",2007,2,valor_miles_eur,48393.0
"Rioja, La",2007,3,valor_miles_eur,44927.37646
"Rioja, La",2007,4,valor_miles_eur,28171.1
"Rioja, La",2008,1,valor_miles_eur,11550.2
"Rioja, La",2008,2,valor_miles_eur,28345.5
"Rioja, La",2008,3,valor_miles_eur,25965.77
"Rioja, La",2008,4,valor_miles_eur,25105.44
"Rioja, La",2009,1,valor_miles_eur,13087.9
"Rioja, La",2009,2,valor_miles_eur,5204.86
"Rioja, La",2009,3,valor_miles_eur,4055.21
"Rioja, La",2009,4,valor_miles_eur,10839.09
"Rioja, La",2010,1,valor_miles_eur,4797.72
"Rioja, La",2010,2,valor_miles_eur,5465.53
"Rioja, La",2010,3,valor_miles_eur,5680.75
"Rioja, La",2010,4,valor_miles_eur,5718.57
"Rioja, La",2011,1,valor_miles_eur,3457.86
"Rioja, La",2011,2,valor_miles_eur,6425.08
"Rioja, La",2011,3,valor_miles_eur,3715.71
"Rioja, La",2011,4,valor_miles_eur,1566.63
"Rioja, La",2012,1,valor_miles_eur,4570.03
"Rioja, La",2012,2,valor_miles_eur,5232.4
"Rioja, La",2012,3,valor_miles_eur,1244.32
"Rioja, La",2012,4,valor_miles_eur,5928.73
"Rioja, La",2013,1,valor_miles_eur,2878.98
"Rioja, La",2013,2,valor_miles_eur,4221.04
"Rioja, La",2013,3,valor_miles_eur,1272.14
"Rioja, La",2013,4,valor_miles_eur,8902.95
"Rioja, La",2014,1,valor_miles_eur,1233.94
"Rioja, La",2014,2,valor_miles_eur,2577.4
"Rioja, La",2014,3,valor_miles_eur,5258.5
"Rioja, La",2014,4,valor_miles_eur,3905.95
"Rioja, La",2016,1,valor_miles_eur,1569.3
"Rioja, La",2016,2,valor_miles_eur,1248.35
"Rioja, La",2016,3,valor_miles_eur,3573.61
"Rioja, La",2016,4,valor_miles_eur,17659.1
"Rioja, La",2017,1,valor_miles_eur,1009.86
"Rioja, La",2017,2,valor_miles_eur,1546.57
"Rioja, La",2017,3,valor_miles_eur,4154.24
"Rioja, La",2017,4,valor_miles_eur,5398.54
"Rioja, La",2018,1,valor_miles_eur,3612.76
"Rioja, La",2018,2,valor_miles_eur,3638.31
"Rioja, La",2018,3,valor_miles_eur,1133.52
"Rioja, La",2018,4,valor_miles_eur,4280.42
"Rioja, La",2019,1,valor_miles_eur,3169.1
"Rioja, La",2019,2,valor_miles_eur,11004.67
"Rioja, La",2019,3,valor_miles_eur,3468.98
"Rioja, La",2019,4,valor_miles_eur,3314.35
"Rioja, La",2020,1,valor_miles_eur,2889.02
"Rioja, La",2020,2,valor_miles_eur,1386.99
"Rioja, La",2020,3,valor_miles_eur,3740.78
"Rioja, La",2020,4,valor_miles_eur,7869.33
"Rioja, La",2021,1,valor_miles_eur,4160.73
"Rioja, La",2021,2,valor_miles_eur,2202.96
"Rioja, La",2021,3,valor_miles_eur,5628.44
"Rioja, La",2021,4,valor_miles_eur,4903.06
"Rioja, La",2022,1,valor_miles_eur,3899.39
"Rioja, La",2022,2,valor_miles_eur,4151.84
"Rioja, La",2022,3,valor_miles_eur,3848.15
"Rioja, La",2022,4,valor_miles_eur,3875.52
"Rioja, La",2023,1,valor_miles_eur,4139.04
"Rioja, La",2023,2,valor_miles_eur,2105.7
"Rioja, La",2023,3,valor_miles_eur,4399.0
"Rioja, La",2023,4,valor_miles_eur,3397.19
"Rioja, La",2024,1,valor_miles_eur,7901.39
"Rioja, La",2024,2,valor_miles_eur,3956.2
"Rioja, La",2024,3,valor_miles_eur,5414.08
"Rioja, La",2024,4,valor_miles_eur,3270.4
"Rioja, La",2025,1,valor_miles_eur,5061.29
"Rioja, La",2025,2,valor_miles_eur,3009.81
"Rioja, La",2025,3,valor_miles_eur,4716.5
"Rioja, La",2025,4,valor_miles_eur,7045.14
"Rioja, La",2026,1,valor_miles_eur,4606.48
"Rioja, La",2026,2,valor_miles_eur,-34.6
"Rioja, La",2026,3,valor_miles_eur,-9.0
Ceuta,2004,1,valor_miles_eur,224.0
Ceuta,2004,2,valor_miles_eur,1469.5
Ceuta,2004,3,valor_miles_eur,5791.2
Ceuta,2004,4,valor_miles_eur,4575.3
Ceuta,2005,1,valor_miles_eur,811.9
Ceuta,2005,2,valor_miles_eur,868.1
Ceuta,2005,3,valor_miles_eur,1436.8
Ceuta,2005,4,valor_miles_eur,2325.0
Ceuta,2006,1,valor_miles_eur,3484.5
Ceuta,2006,2,valor_miles_eur,935.0
Ceuta,2006,3,valor_miles_eur,674.6
Ceuta,2006,4,valor_miles_eur,0.0
Ceuta,2007,1,valor_miles_eur,1039.2
Ceuta,2007,2,valor_miles_eur,120.2
Ceuta,2007,3,valor_miles_eur,0.0
Ceuta,2007,4,valor_miles_eur,695.9
Ceuta,2008,1,valor_miles_eur,0.0
Ceuta,2008,2,valor_miles_eur,185.6
Ceuta,2008,3,valor_miles_eur,296.94
Ceuta,2008,4,valor_miles_eur,684.81
Ceuta,2009,1,valor_miles_eur,1205.18
Ceuta,2009,2,valor_miles_eur,141.96
Ceuta,2009,3,valor_miles_eur,195.46
Ceuta,2009,4,valor_miles_eur,105.0
Ceuta,2010,1,valor_miles_eur,250.0
Ceuta,2010,2,valor_miles_eur,120.0
Ceuta,2010,3,valor_miles_eur,196.16
Ceuta,2010,4,valor_miles_eur,527.0
Ceuta,2011,1,valor_miles_eur,160.0
Ceuta,2011,2,valor_miles_eur,0.0
Ceuta,2011,3,valor_miles_eur,0.0
Ceuta,2011,4,valor_miles_eur,148.0
Ceuta,2012,1,valor_miles_eur,0.0
Ceuta,2012,2,valor_miles_eur,170.0
Ceuta,2012,3,valor_miles_eur,60.03
Ceuta,2012,4,valor_miles_eur,275.0
Ceuta,2013,1,valor_miles_eur,190.0
Ceuta,2013,2,valor_miles_eur,106.28
Ceuta,2013,3,valor_miles_eur,60.0
Ceuta,2013,4,valor_miles_eur,82.0
Ceuta,2014,1,valor_miles_eur,0.0
Ceuta,2014,2,valor_miles_eur,303.0
Ceuta,2014,3,valor_miles_eur,0.0
Ceuta,2014,4,valor_miles_eur,0.0
Ceuta,2016,1,valor_miles_eur,0.0
Ceuta,2016,2,valor_miles_eur,0.0
Ceuta,2016,3,valor_miles_eur,186.0
Ceuta,2016,4,valor_miles_eur,0.0
Ceuta,2017,1,valor_miles_eur,220.0
Ceuta,2017,2,valor_miles_eur,234.27
Ceuta,2017,3,valor_miles_eur,0.0
Ceuta,2017,4,valor_miles_eur,0.0
Ceuta,2018,1,valor_miles_eur,0.0
Ceuta,2018,2,valor_miles_eur,0.0
Ceuta,2018,3,valor_miles_eur,188.0
Ceuta,2018,4,valor_miles_eur,20.0
Ceuta,2019,1,valor_miles_eur,0.0
Ceuta,2019,2,valor_miles_eur,0.0
Ceuta,2019,3,valor_miles_eur,0.0
Ceuta,2019,4,valor_miles_eur,0.0
Ceuta,2020,1,valor_miles_eur,200.0
Ceuta,2020,2,valor_miles_eur,0.0
Ceuta,2020,3,valor_miles_eur,0.0
Ceuta,2020,4,valor_miles_eur,0.0
Ceuta,2021,1,valor_miles_eur,0.0
Ceuta,2021,2,valor_miles_eur,0.48
Ceuta,2021,3,valor_miles_eur,0.0
Ceuta,2021,4,valor_miles_eur,1902.41
Ceuta,2022,1,valor_miles_eur,80.0
Ceuta,2022,2,valor_miles_eur,12.0
Ceuta,2022,3,valor_miles_eur,0.0
Ceuta,2022,4,valor_miles_eur,0.0
Ceuta,2023,1,valor_miles_eur,0.0
Ceuta,2023,2,valor_miles_eur,0.0
Ceuta,2023,3,valor_miles_eur,0.0
Ceuta,2023,4,valor_miles_eur,40.0
Ceuta,2024,1,valor_miles_eur,0.0
Ceuta,2024,2,valor_miles_eur,25.0
Ceuta,2024,3,valor_miles_eur,15.0
Ceuta,2024,4,valor_miles_eur,0.0
Ceuta,2025,1,valor_miles_eur,0.0
Ceuta,2025,2,valor_miles_eur,0.0
Ceuta,2025,3,valor_miles_eur,0.0
Ceuta,2025,4,valor_miles_eur,750.0
Ceuta,2026,1,valor_miles_eur,0.0
Ceuta,2026,2,valor_miles_eur,-100.0
Melilla,2004,1,valor_miles_eur,1277.8
Melilla,2004,2,valor_miles_eur,460.4
Melilla,2004,3,valor_miles_eur,615.5
Melilla,2004,4,valor_miles_eur,336.0
Melilla,2005,1,valor_miles_eur,5368.4
Melilla,2005,2,valor_miles_eur,557.3
Melilla,2005,3,valor_miles_eur,852.4
Melilla,2005,4,valor_miles_eur,1956.3
Melilla,2006,1,valor_miles_eur,1603.6
Melilla,2006,2,valor_miles_eur,10.8
Melilla,2006,3,valor_miles_eur,3975.9
Melilla,2006,4,valor_miles_eur,270.0
Melilla,2007,1,valor_miles_eur,101.1
Melilla,2007,2,valor_miles_eur,145.0
Melilla,2007,3,valor_miles_eur,63.522800000000004
Melilla,2007,4,valor_miles_eur,233.8
Melilla,2008,1,valor_miles_eur,1073.0
Melilla,2008,2,valor_miles_eur,427.2
Melilla,2008,3,valor_miles_eur,742.52
Melilla,2008,4,valor_miles_eur,173.67
Melilla,2009,1,valor_miles_eur,196.91
Melilla,2009,2,valor_miles_eur,243.74
Melilla,2009,3,valor_miles_eur,65.6
Melilla,2009,4,valor_miles_eur,487.32
Melilla,2010,1,valor_miles_eur,327.51
Melilla,2010,2,valor_miles_eur,458.54
Melilla,2010,3,valor_miles_eur,393.11
Melilla,2010,4,valor_miles_eur,397.33
Melilla,2011,1,valor_miles_eur,173.75
Melilla,2011,2,valor_miles_eur,0.0
Melilla,2011,3,valor_miles_eur,93.23
Melilla,2011,4,valor_miles_eur,3.21
Melilla,2012,1,valor_miles_eur,83.0
Melilla,2012,2,valor_miles_eur,86.5
Melilla,2012,3,valor_miles_eur,37.76
Melilla,2012,4,valor_miles_eur,0.0
Melilla,2013,1,valor_miles_eur,0.0
Melilla,2013,2,valor_miles_eur,0.0
Melilla,2013,3,valor_miles_eur,0.0
Melilla,2013,4,valor_miles_eur,134.67
Melilla,2014,1,valor_miles_eur,16.2
Melilla,2014,2,valor_miles_eur,0.0
Melilla,2014,3,valor_miles_eur,0.0
Melilla,2014,4,valor_miles_eur,95.0
Melilla,2016,1,valor_miles_eur,175.13
Melilla,2016,2,valor_miles_eur,0.0
Melilla,2016,3,valor_miles_eur,0.0
Melilla,2016,4,valor_miles_eur,470.0
Melilla,2017,1,valor_miles_eur,0.0
Melilla,2017,2,valor_miles_eur,109.5
Melilla,2017,3,valor_miles_eur,901.0
Melilla,2017,4,valor_miles_eur,0.0
Melilla,2018,1,valor_miles_eur,0.0
Melilla,2018,2,valor_miles_eur,37.5
Melilla,2018,3,valor_miles_eur,22.38
Melilla,2018,4,valor_miles_eur,0.0
Melilla,2019,1,valor_miles_eur,0.0
Melilla,2019,2,valor_miles_eur,19.58
Melilla,2019,3,valor_miles_eur,120.0
Melilla,2019,4,valor_miles_eur,298.88
Melilla,2020,1,valor_miles_eur,80.0
Melilla,2020,2,valor_miles_eur,0.0
Melilla,2020,3,valor_miles_eur,0.0
Melilla,2020,4,valor_miles_eur,0.0
Melilla,2021,1,valor_miles_eur,48.3
Melilla,2021,2,valor_miles_eur,169.5
Melilla,2021,3,valor_miles_eur,2.1
Melilla,2021,4,valor_miles_eur,273.43
Melilla,2022,1,valor_miles_eur,70.0
Melilla,2022,2,valor_miles_eur,0.0
Melilla,2022,3,valor_miles_eur,0.0
Melilla,2022,4,valor_miles_eur,0.0
Melilla,2023,1,valor_miles_eur,30.0
Melilla,2023,2,valor_miles_eur,0.0
Melilla,2023,3,valor_miles_eur,0.0
Melilla,2023,4,valor_miles_eur,263.93
Melilla,2024,1,valor_miles_eur,20.0
Melilla,2024,2,valor_miles_eur,107.5
Melilla,2024,3,valor_miles_eur,0.0
Melilla,2024,4,valor_miles_eur,57.0
Melilla,2025,1,valor_miles_eur,46.0
Melilla,2025,2,valor_miles_eur,0.0
Melilla,2025,3,valor_miles_eur,0.0
Melilla,2025,4,valor_miles_eur,0.0
Melilla,2026,1,valor_miles_eur,37.05
Melilla,2026,3,valor_miles_eur,-19.5
Nacional,2004,1,superficie_miles_m2,28465.2
Nacional,2004,2,superficie_miles_m2,30388.2
Nacional,2004,3,superficie_miles_m2,24913.6
Nacional,2004,4,superficie_miles_m2,33071.5
Nacional,2005,1,superficie_miles_m2,23829.7
Nacional,2005,2,superficie_miles_m2,33505.1
Nacional,2005,3,superficie_miles_m2,25581.3
Nacional,2005,4,superficie_miles_m2,20007.9
Nacional,2006,1,superficie_miles_m2,18917.8
Nacional,2006,2,superficie_miles_m2,23384.9
Nacional,2006,3,superficie_miles_m2,16369.4
Nacional,2006,4,superficie_miles_m2,22083.2
Nacional,2007,1,superficie_miles_m2,19328.1
Nacional,2007,2,superficie_miles_m2,20579.543199999993
Nacional,2007,3,superficie_miles_m2,15730.293430000003
Nacional,2007,4,superficie_miles_m2,13810.4
Nacional,2008,1,superficie_miles_m2,14930.1
Nacional,2008,2,superficie_miles_m2,10101.8
Nacional,2008,3,superficie_miles_m2,12714.45
Nacional,2008,4,superficie_miles_m2,11001.93
Nacional,2009,1,superficie_miles_m2,8716.66
Nacional,2009,2,superficie_miles_m2,9687.52
Nacional,2009,3,superficie_miles_m2,6107.15
Nacional,2009,4,superficie_miles_m2,6422.58
Nacional,2010,1,superficie_miles_m2,5536.38
Nacional,2010,2,superficie_miles_m2,6817.62
Nacional,2010,3,superficie_miles_m2,5428.49
Nacional,2010,4,superficie_miles_m2,5895.05
Nacional,2011,1,superficie_miles_m2,5467.49
Nacional,2011,2,superficie_miles_m2,7150.94
Nacional,2011,3,superficie_miles_m2,5121.52
Nacional,2011,4,superficie_miles_m2,5990.98
Nacional,2012,1,superficie_miles_m2,4634.86
Nacional,2012,2,superficie_miles_m2,5846.69
Nacional,2012,3,superficie_miles_m2,4218.81
Nacional,2012,4,superficie_miles_m2,5115.15
Nacional,2013,1,superficie_miles_m2,3937.04
Nacional,2013,2,superficie_miles_m2,4875.39
Nacional,2013,3,superficie_miles_m2,5098.81
