iso3,medida,anyo,quarter,valor
POL,HPI_RPI,2007,1,138.643183244351
POL,HPI_RPI,2007,2,145.260302619692
POL,HPI_RPI,2007,3,145.396231217232
POL,HPI_RPI,2007,4,136.519997970709
POL,HPI_RPI,2008,1,137.708043168532
POL,HPI_RPI,2008,2,136.473791627796
POL,HPI_RPI,2008,3,130.538535742366
POL,HPI_RPI,2008,4,127.506936946981
POL,HPI_RPI,2009,1,127.296551874374
POL,HPI_RPI,2009,2,124.701101961456
POL,HPI_RPI,2009,3,124.385785300296
POL,HPI_RPI,2009,4,119.200294083481
POL,HPI_RPI,2010,1,116.597283265443
POL,HPI_RPI,2010,2,116.078686203745
POL,HPI_RPI,2010,3,115.619704851275
POL,HPI_RPI,2010,4,115.748656067479
POL,HPI_RPI,2011,1,114.648571802059
POL,HPI_RPI,2011,2,113.579530813471
POL,HPI_RPI,2011,3,111.658990196117
POL,HPI_RPI,2011,4,110.725935026972
POL,HPI_RPI,2012,1,109.031336439523
POL,HPI_RPI,2012,2,106.700392290246
POL,HPI_RPI,2012,3,104.815163091776
POL,HPI_RPI,2012,4,103.473682558791
POL,HPI_RPI,2013,1,101.053276429852
POL,HPI_RPI,2013,2,99.7860106693463
POL,HPI_RPI,2013,3,99.5258018133817
POL,HPI_RPI,2013,4,99.4860536111303
POL,HPI_RPI,2014,1,99.42169371425
POL,HPI_RPI,2014,2,100.542212674032
POL,HPI_RPI,2014,3,99.5940186705933
POL,HPI_RPI,2014,4,99.6908325163371
POL,HPI_RPI,2015,1,100.152957954134
POL,HPI_RPI,2015,2,100.428327719865
POL,HPI_RPI,2015,3,100.194195029392
POL,HPI_RPI,2015,4,99.2245192966094
POL,HPI_RPI,2016,1,99.6470686108924
POL,HPI_RPI,2016,2,99.6059972921644
POL,HPI_RPI,2016,3,101.032881768728
POL,HPI_RPI,2016,4,101.878570656717
POL,HPI_RPI,2017,1,100.483366491501
POL,HPI_RPI,2017,2,101.234368005707
POL,HPI_RPI,2017,3,101.602554701335
POL,HPI_RPI,2017,4,102.196767344285
POL,HPI_RPI,2018,1,103.139375261664
POL,HPI_RPI,2018,2,103.715875054141
POL,HPI_RPI,2018,3,104.034759247912
POL,HPI_RPI,2018,4,105.212570439253
POL,HPI_RPI,2019,1,106.103953215658
POL,HPI_RPI,2019,2,107.279532060462
POL,HPI_RPI,2019,3,108.117312263152
POL,HPI_RPI,2019,4,109.475662691196
POL,HPI_RPI,2020,1,110.936272254413
POL,HPI_RPI,2020,2,112.53012664072
POL,HPI_RPI,2020,3,114.003862269424
POL,HPI_RPI,2020,4,114.208820548263
POL,HPI_RPI,2021,1,115.685059215894
POL,HPI_RPI,2021,2,117.98158645592
POL,HPI_RPI,2021,3,119.224888213704
POL,HPI_RPI,2021,4,121.351164265016
POL,HPI_RPI,2022,1,120.852277460119
POL,HPI_RPI,2022,2,116.675403974724
POL,HPI_RPI,2022,3,114.6118944126
POL,HPI_RPI,2022,4,112.244512089495
POL,HPI_RPI,2023,1,108.761484685416
POL,HPI_RPI,2023,2,111.068194330291
POL,HPI_RPI,2023,3,114.602783867217
POL,HPI_RPI,2023,4,117.957577454639
POL,HPI_RPI,2024,1,121.997343281125
POL,HPI_RPI,2024,2,124.324280289861
POL,HPI_RPI,2024,3,124.809423225809
POL,HPI_RPI,2024,4,124.94028836374
POL,HPI_RPI,2025,1,124.592030522977
POL,HPI_RPI,2025,2,124.795691455437
POL,HPI_RPI,2025,3,124.281224452444
POL,HPI_RPI,2025,4,125.165232216614
AUT,HPI_RPI,2000,1,97.4674684261146
AUT,HPI_RPI,2000,2,97.502790473238
AUT,HPI_RPI,2000,3,94.3687263529657
AUT,HPI_RPI,2000,4,95.4368701543403
AUT,HPI_RPI,2001,1,96.2167289316439
AUT,HPI_RPI,2001,2,93.0981199187361
AUT,HPI_RPI,2001,3,94.8738111607842
AUT,HPI_RPI,2001,4,93.2005098999544
AUT,HPI_RPI,2002,1,94.5808782246264
AUT,HPI_RPI,2002,2,93.7297268242807
AUT,HPI_RPI,2002,3,93.8641858135721
AUT,HPI_RPI,2002,4,91.1146212708797
AUT,HPI_RPI,2003,1,89.7673832359027
AUT,HPI_RPI,2003,2,89.2448835743756
AUT,HPI_RPI,2003,3,87.9961375541935
AUT,HPI_RPI,2003,4,91.6148246453139
AUT,HPI_RPI,2004,1,83.4389515184465
AUT,HPI_RPI,2004,2,87.5077405107918
AUT,HPI_RPI,2004,3,84.9168667818136
AUT,HPI_RPI,2004,4,84.0868197280524
AUT,HPI_RPI,2005,1,83.8868422791576
AUT,HPI_RPI,2005,2,86.5504559871163
AUT,HPI_RPI,2005,3,86.4441703283406
AUT,HPI_RPI,2005,4,88.1702893016303
AUT,HPI_RPI,2006,1,88.0672922380006
AUT,HPI_RPI,2006,2,87.2998811160358
AUT,HPI_RPI,2006,3,88.0251114958677
AUT,HPI_RPI,2006,4,87.9270999401194
AUT,HPI_RPI,2007,1,89.1962115257826
AUT,HPI_RPI,2007,2,90.2959137539507
AUT,HPI_RPI,2007,3,90.8912628137638
AUT,HPI_RPI,2007,4,90.2723258301432
AUT,HPI_RPI,2008,1,89.7946420328068
AUT,HPI_RPI,2008,2,88.8200245293766
AUT,HPI_RPI,2008,3,90.1490271103299
AUT,HPI_RPI,2008,4,91.232535270428
AUT,HPI_RPI,2009,1,90.7341420991018
AUT,HPI_RPI,2009,2,89.8663231456812
AUT,HPI_RPI,2009,3,88.4816948012188
AUT,HPI_RPI,2009,4,88.2546866658205
AUT,HPI_RPI,2010,1,91.4626145720539
AUT,HPI_RPI,2010,2,93.1513333830467
AUT,HPI_RPI,2010,3,93.8642972943502
AUT,HPI_RPI,2010,4,94.994937783307
AUT,HPI_RPI,2011,1,93.9241488387391
AUT,HPI_RPI,2011,2,95.0112766455244
AUT,HPI_RPI,2011,3,95.781654354418
AUT,HPI_RPI,2011,4,96.1594360865583
AUT,HPI_RPI,2012,1,97.4247443727993
AUT,HPI_RPI,2012,2,95.0250969258592
AUT,HPI_RPI,2012,3,98.6623300439208
AUT,HPI_RPI,2012,4,97.8558875138789
AUT,HPI_RPI,2013,1,97.7696881843212
AUT,HPI_RPI,2013,2,99.7547342784679
AUT,HPI_RPI,2013,3,99.2020412736066
AUT,HPI_RPI,2013,4,99.3398020608166
AUT,HPI_RPI,2014,1,98.9613162232064
AUT,HPI_RPI,2014,2,98.4007375920124
AUT,HPI_RPI,2014,3,98.6930590153928
AUT,HPI_RPI,2014,4,99.4151955952445
AUT,HPI_RPI,2015,1,99.540574956105
AUT,HPI_RPI,2015,2,99.3630765471615
AUT,HPI_RPI,2015,3,100.256255010675
AUT,HPI_RPI,2015,4,100.840093486058
AUT,HPI_RPI,2016,1,102.805110540653
AUT,HPI_RPI,2016,2,103.171095500307
AUT,HPI_RPI,2016,3,103.847030834893
AUT,HPI_RPI,2016,4,104.221173337998
AUT,HPI_RPI,2017,1,104.20015334048
AUT,HPI_RPI,2017,2,104.664886852443
AUT,HPI_RPI,2017,3,104.77267745938
AUT,HPI_RPI,2017,4,104.24223108665
AUT,HPI_RPI,2018,1,105.024115651389
AUT,HPI_RPI,2018,2,106.668831712323
AUT,HPI_RPI,2018,3,106.82004056842
AUT,HPI_RPI,2018,4,108.397951002451
AUT,HPI_RPI,2019,1,107.363390101948
AUT,HPI_RPI,2019,2,109.292512181832
AUT,HPI_RPI,2019,3,110.386348104443
AUT,HPI_RPI,2019,4,112.450113171172
AUT,HPI_RPI,2020,1,112.794993245596
AUT,HPI_RPI,2020,2,112.746176482502
AUT,HPI_RPI,2020,3,113.913972243549
AUT,HPI_RPI,2020,4,114.703156317845
AUT,HPI_RPI,2021,1,117.489433929796
AUT,HPI_RPI,2021,2,120.764168251615
AUT,HPI_RPI,2021,3,126.022118453304
AUT,HPI_RPI,2021,4,132.308046273615
AUT,HPI_RPI,2022,1,137.294700096481
AUT,HPI_RPI,2022,2,138.425528580596
AUT,HPI_RPI,2022,3,139.744832955673
AUT,HPI_RPI,2022,4,133.832600934255
AUT,HPI_RPI,2023,1,129.027343708787
AUT,HPI_RPI,2023,2,125.283676286914
AUT,HPI_RPI,2023,3,121.938286065615
AUT,HPI_RPI,2023,4,118.85994046007
AUT,HPI_RPI,2024,1,115.304105215663
AUT,HPI_RPI,2024,2,116.398925162658
AUT,HPI_RPI,2024,3,115.510045445807
AUT,HPI_RPI,2024,4,114.843083123903
AUT,HPI_RPI,2025,1,114.611534691118
AUT,HPI_RPI,2025,2,113.520671208587
AUT,HPI_RPI,2025,3,112.431688669443
AUT,HPI_RPI,2025,4,113.238175404347
ESP,HPI_RPI,1971,1,30.7902968314201
ESP,HPI_RPI,1971,2,30.1997959179992
ESP,HPI_RPI,1971,3,29.5768773845763
ESP,HPI_RPI,1971,4,29.1883871206825
ESP,HPI_RPI,1972,1,29.1905536314949
ESP,HPI_RPI,1972,2,29.7547434741372
ESP,HPI_RPI,1972,3,30.5260814493526
ESP,HPI_RPI,1972,4,31.2859196943565
ESP,HPI_RPI,1973,1,31.737158104916
ESP,HPI_RPI,1973,2,32.4283434903189
ESP,HPI_RPI,1973,3,33.6370525373139
ESP,HPI_RPI,1973,4,35.0972988525584
ESP,HPI_RPI,1974,1,37.8347993994815
ESP,HPI_RPI,1974,2,39.9355627977211
ESP,HPI_RPI,1974,3,41.3651283093996
ESP,HPI_RPI,1974,4,41.5775246022474
ESP,HPI_RPI,1975,1,40.0108324087312
ESP,HPI_RPI,1975,2,38.6076497086688
ESP,HPI_RPI,1975,3,37.1699390314633
ESP,HPI_RPI,1975,4,36.5265997420171
ESP,HPI_RPI,1976,1,37.0000586767156
ESP,HPI_RPI,1976,2,38.2318309025663
ESP,HPI_RPI,1976,3,40.3983795825499
ESP,HPI_RPI,1976,4,42.9537417828157
ESP,HPI_RPI,1977,1,45.4233840686429
ESP,HPI_RPI,1977,2,46.6369129198307
ESP,HPI_RPI,1977,3,48.7931337608903
ESP,HPI_RPI,1977,4,50.8317215293462
ESP,HPI_RPI,1978,1,53.8466150682944
ESP,HPI_RPI,1978,2,56.287289285526
ESP,HPI_RPI,1978,3,58.0342901537484
ESP,HPI_RPI,1978,4,57.9306561164598
ESP,HPI_RPI,1979,1,55.9758715895435
ESP,HPI_RPI,1979,2,53.6975715117948
ESP,HPI_RPI,1979,3,51.1175642764745
ESP,HPI_RPI,1979,4,49.3789632772428
ESP,HPI_RPI,1980,1,48.7818237893431
ESP,HPI_RPI,1980,2,48.9814272609477
ESP,HPI_RPI,1980,3,49.4444719751173
ESP,HPI_RPI,1980,4,49.3407606976802
ESP,HPI_RPI,1981,1,48.2042973342279
ESP,HPI_RPI,1981,2,46.5889863499573
ESP,HPI_RPI,1981,3,45.4164204255447
ESP,HPI_RPI,1981,4,44.1173766237421
ESP,HPI_RPI,1982,1,42.6766267999042
ESP,HPI_RPI,1982,2,41.9270692102695
ESP,HPI_RPI,1982,3,42.0224493887799
ESP,HPI_RPI,1982,4,43.0542757445783
ESP,HPI_RPI,1983,1,45.0996384727909
ESP,HPI_RPI,1983,2,46.5801844880988
ESP,HPI_RPI,1983,3,47.3478442058516
ESP,HPI_RPI,1983,4,47.4582651231584
ESP,HPI_RPI,1984,1,47.182603055269
ESP,HPI_RPI,1984,2,47.2391851661854
ESP,HPI_RPI,1984,3,47.549332057151
ESP,HPI_RPI,1984,4,48.0254258003235
ESP,HPI_RPI,1985,1,48.5552899112116
ESP,HPI_RPI,1985,2,48.9121582156264
ESP,HPI_RPI,1985,3,49.2378259433433
ESP,HPI_RPI,1985,4,49.3445067125145
ESP,HPI_RPI,1986,1,48.4865188850588
ESP,HPI_RPI,1986,2,49.8749381339794
ESP,HPI_RPI,1986,3,53.410042991898
ESP,HPI_RPI,1986,4,58.3279715814857
ESP,HPI_RPI,1987,1,64.4023789409618
ESP,HPI_RPI,1987,2,67.8002354046554
ESP,HPI_RPI,1987,3,72.4331390702532
ESP,HPI_RPI,1987,4,76.3933524274534
ESP,HPI_RPI,1988,1,78.7933927459265
ESP,HPI_RPI,1988,2,82.6887219265217
ESP,HPI_RPI,1988,3,84.817372883174
ESP,HPI_RPI,1988,4,87.7930131145454
ESP,HPI_RPI,1989,1,90.9008795116566
ESP,HPI_RPI,1989,2,93.644652947438
ESP,HPI_RPI,1989,3,95.8843950112915
ESP,HPI_RPI,1989,4,98.064702479923
ESP,HPI_RPI,1990,1,100.493952707513
ESP,HPI_RPI,1990,2,100.931103325262
ESP,HPI_RPI,1990,3,101.035640732821
ESP,HPI_RPI,1990,4,101.194997698822
ESP,HPI_RPI,1991,1,104.395254103735
ESP,HPI_RPI,1991,2,105.222842675802
ESP,HPI_RPI,1991,3,106.384582660395
ESP,HPI_RPI,1991,4,106.095575947184
ESP,HPI_RPI,1992,1,100.356672721884
ESP,HPI_RPI,1992,2,98.4356874350848
ESP,HPI_RPI,1992,3,95.2342976963986
ESP,HPI_RPI,1992,4,93.168941721098
ESP,HPI_RPI,1993,1,90.1892811919797
ESP,HPI_RPI,1993,2,88.257917076882
ESP,HPI_RPI,1993,3,87.9525799157554
ESP,HPI_RPI,1993,4,87.166335498885
ESP,HPI_RPI,1994,1,86.4830175669772
ESP,HPI_RPI,1994,2,84.4932169964262
ESP,HPI_RPI,1994,3,84.4815269274964
ESP,HPI_RPI,1994,4,84.3390845433403
ESP,HPI_RPI,1995,1,84.3392779962685
ESP,HPI_RPI,1995,2,84.0990865442026
ESP,HPI_RPI,1995,3,82.605196553062
ESP,HPI_RPI,1995,4,82.2885890265289
ESP,HPI_RPI,1996,1,81.179961633929
ESP,HPI_RPI,1996,2,80.3081046132305
ESP,HPI_RPI,1996,3,77.9470353930458
ESP,HPI_RPI,1996,4,78.6315552220149
ESP,HPI_RPI,1997,1,78.324411340851
ESP,HPI_RPI,1997,2,79.2590872024474
ESP,HPI_RPI,1997,3,78.702246446447
ESP,HPI_RPI,1997,4,76.102655744503
ESP,HPI_RPI,1998,1,76.1198795351891
ESP,HPI_RPI,1998,2,78.1715019188558
ESP,HPI_RPI,1998,3,79.2324698443774
ESP,HPI_RPI,1998,4,78.7201707714559
ESP,HPI_RPI,1999,1,79.3461304386915
ESP,HPI_RPI,1999,2,79.2169237310277
ESP,HPI_RPI,1999,3,81.1503529896835
ESP,HPI_RPI,1999,4,82.9259824489345
ESP,HPI_RPI,2000,1,83.2692816388129
ESP,HPI_RPI,2000,2,82.9384148573738
ESP,HPI_RPI,2000,3,83.3446135584682
ESP,HPI_RPI,2000,4,84.7600591235651
ESP,HPI_RPI,2001,1,86.0871340332237
ESP,HPI_RPI,2001,2,86.669881951296
ESP,HPI_RPI,2001,3,87.979073994536
ESP,HPI_RPI,2001,4,90.3793019392998
ESP,HPI_RPI,2002,1,93.5099314544362
ESP,HPI_RPI,2002,2,97.7816230606961
ESP,HPI_RPI,2002,3,99.5584506621939
ESP,HPI_RPI,2002,4,102.574950866648
ESP,HPI_RPI,2003,1,106.278877320288
ESP,HPI_RPI,2003,2,112.00032226013
ESP,HPI_RPI,2003,3,115.272288299471
ESP,HPI_RPI,2003,4,119.110900725476
ESP,HPI_RPI,2004,1,123.266094572136
ESP,HPI_RPI,2004,2,127.14501324042
ESP,HPI_RPI,2004,3,130.571748426899
ESP,HPI_RPI,2004,4,133.646586321981
ESP,HPI_RPI,2005,1,137.277034063936
ESP,HPI_RPI,2005,2,139.984914194573
ESP,HPI_RPI,2005,3,142.480747079327
ESP,HPI_RPI,2005,4,145.897810730214
ESP,HPI_RPI,2006,1,148.481434442702
ESP,HPI_RPI,2006,2,151.752725902785
ESP,HPI_RPI,2006,3,155.881053295799
ESP,HPI_RPI,2006,4,159.603024515104
ESP,HPI_RPI,2007,1,161.122589509943
ESP,HPI_RPI,2007,2,162.603737618621
ESP,HPI_RPI,2007,3,162.928867893276
ESP,HPI_RPI,2007,4,161.360452368517
ESP,HPI_RPI,2008,1,159.39399322723
ESP,HPI_RPI,2008,2,155.585253844738
ESP,HPI_RPI,2008,3,151.694007372758
ESP,HPI_RPI,2008,4,146.311773827258
ESP,HPI_RPI,2009,1,142.061364906596
ESP,HPI_RPI,2009,2,138.931947424208
ESP,HPI_RPI,2009,3,137.345645995165
ESP,HPI_RPI,2009,4,136.900958452336
ESP,HPI_RPI,2010,1,136.221457031766
ESP,HPI_RPI,2010,2,136.161061609323
ESP,HPI_RPI,2010,3,133.731390722545
ESP,HPI_RPI,2010,4,133.307259650752
ESP,HPI_RPI,2011,1,129.881072719755
ESP,HPI_RPI,2011,2,126.289690849134
ESP,HPI_RPI,2011,3,121.593557156988
ESP,HPI_RPI,2011,4,115.341080604298
ESP,HPI_RPI,2012,1,110.53494571045
ESP,HPI_RPI,2012,2,105.565331212273
ESP,HPI_RPI,2012,3,101.516575938953
ESP,HPI_RPI,2012,4,100.288265168968
ESP,HPI_RPI,2013,1,96.2408763507237
ESP,HPI_RPI,2013,2,94.4774595592859
ESP,HPI_RPI,2013,3,95.1126067151503
ESP,HPI_RPI,2013,4,94.6274447634023
ESP,HPI_RPI,2014,1,95.178478918666
ESP,HPI_RPI,2014,2,95.8539056809397
ESP,HPI_RPI,2014,3,96.1273605539198
ESP,HPI_RPI,2014,4,97.1338259241866
ESP,HPI_RPI,2015,1,97.0877163890243
ESP,HPI_RPI,2015,2,100.194968632662
ESP,HPI_RPI,2015,3,100.870921448245
ESP,HPI_RPI,2015,4,101.846393530068
ESP,HPI_RPI,2016,1,103.317951780935
ESP,HPI_RPI,2016,2,104.17268077874
ESP,HPI_RPI,2016,3,105.00063407056
ESP,HPI_RPI,2016,4,106.35822597593
ESP,HPI_RPI,2017,1,108.545223815552
ESP,HPI_RPI,2017,2,109.87961556189
ESP,HPI_RPI,2017,3,111.397659568969
ESP,HPI_RPI,2017,4,113.143638934674
ESP,HPI_RPI,2018,1,114.137922779012
ESP,HPI_RPI,2018,2,116.090961387266
ESP,HPI_RPI,2018,3,117.693604903488
ESP,HPI_RPI,2018,4,118.934065569237
ESP,HPI_RPI,2019,1,120.139010510986
ESP,HPI_RPI,2019,2,120.541874284195
ESP,HPI_RPI,2019,3,121.351683856778
ESP,HPI_RPI,2019,4,121.54961408945
ESP,HPI_RPI,2020,1,122.464348563403
ESP,HPI_RPI,2020,2,121.733964098857
ESP,HPI_RPI,2020,3,122.167363261743
ESP,HPI_RPI,2020,4,122.466001575595
ESP,HPI_RPI,2021,1,122.795149350381
ESP,HPI_RPI,2021,2,124.843591392913
ESP,HPI_RPI,2021,3,126.612967233607
ESP,HPI_RPI,2021,4,129.539078570239
ESP,HPI_RPI,2022,1,132.269283709057
ESP,HPI_RPI,2022,2,133.181251171543
ESP,HPI_RPI,2022,3,134.214200800058
ESP,HPI_RPI,2022,4,134.239208503368
ESP,HPI_RPI,2023,1,134.27008322076
ESP,HPI_RPI,2023,2,135.193102767551
ESP,HPI_RPI,2023,3,137.480518679015
ESP,HPI_RPI,2023,4,137.258733562759
ESP,HPI_RPI,2024,1,139.996870772195
ESP,HPI_RPI,2024,2,142.729113340435
ESP,HPI_RPI,2024,3,145.650480785529
ESP,HPI_RPI,2024,4,149.371706271414
ESP,HPI_RPI,2025,1,153.518935005354
ESP,HPI_RPI,2025,2,157.089059690574
ESP,HPI_RPI,2025,3,160.523848302257
ESP,HPI_RPI,2025,4,164.628480137235
ESP,HPI_RPI,2026,1,168.950006790044
SWE,HPI_RPI,1970,1,63.5340181152692
SWE,HPI_RPI,1970,2,63.324178054095
SWE,HPI_RPI,1970,3,63.6320458935659
SWE,HPI_RPI,1970,4,63.4193919664783
SWE,HPI_RPI,1971,1,63.7277909517122
SWE,HPI_RPI,1971,2,65.3272014590782
SWE,HPI_RPI,1971,3,66.0609038174209
SWE,HPI_RPI,1971,4,67.3706395112933
SWE,HPI_RPI,1972,1,67.4028202378334
SWE,HPI_RPI,1972,2,67.4554253580531
SWE,HPI_RPI,1972,3,67.3632270331479
SWE,HPI_RPI,1972,4,66.9568204819266
SWE,HPI_RPI,1973,1,67.4957791275488
SWE,HPI_RPI,1973,2,67.6516242405001
SWE,HPI_RPI,1973,3,67.3082822304731
SWE,HPI_RPI,1973,4,67.7277266273718
SWE,HPI_RPI,1974,1,67.899353260112
SWE,HPI_RPI,1974,2,65.9436402401292
SWE,HPI_RPI,1974,3,66.1545666370818
SWE,HPI_RPI,1974,4,67.5782968861039
SWE,HPI_RPI,1975,1,69.7224014383921
SWE,HPI_RPI,1975,2,71.9596236834211
SWE,HPI_RPI,1975,3,74.0294212823012
SWE,HPI_RPI,1975,4,76.1285303121246
SWE,HPI_RPI,1976,1,77.9470589868846
SWE,HPI_RPI,1976,2,79.2375639899805
SWE,HPI_RPI,1976,3,79.4712386281407
SWE,HPI_RPI,1976,4,77.5208698056969
SWE,HPI_RPI,1977,1,79.5650121046968
SWE,HPI_RPI,1977,2,80.0440735899396
SWE,HPI_RPI,1977,3,80.895485031445
SWE,HPI_RPI,1977,4,82.3851797977816
SWE,HPI_RPI,1978,1,83.6172500734558
SWE,HPI_RPI,1978,2,84.5625238444966
SWE,HPI_RPI,1978,3,85.8984096410785
SWE,HPI_RPI,1978,4,87.1117708441295
SWE,HPI_RPI,1979,1,88.5065941346479
SWE,HPI_RPI,1979,2,89.0872842876593
SWE,HPI_RPI,1979,3,88.1732657913297
SWE,HPI_RPI,1979,4,86.1486085684791
SWE,HPI_RPI,1980,1,82.3216345034254
SWE,HPI_RPI,1980,2,81.0082815415393
SWE,HPI_RPI,1980,3,79.7295522484332
SWE,HPI_RPI,1980,4,78.3204114701247
SWE,HPI_RPI,1981,1,75.8904872951238
SWE,HPI_RPI,1981,2,73.9050735114961
SWE,HPI_RPI,1981,3,71.5989559119168
SWE,HPI_RPI,1981,4,69.8533879587478
SWE,HPI_RPI,1982,1,66.3445746330526
SWE,HPI_RPI,1982,2,64.8054024976306
SWE,HPI_RPI,1982,3,63.3378955380213
SWE,HPI_RPI,1982,4,62.2731519763286
SWE,HPI_RPI,1983,1,60.6053941689713
SWE,HPI_RPI,1983,2,59.1456818139844
SWE,HPI_RPI,1983,3,57.92829566837
SWE,HPI_RPI,1983,4,56.9935798378027
SWE,HPI_RPI,1984,1,56.4562113698015
SWE,HPI_RPI,1984,2,56.080670456002
SWE,HPI_RPI,1984,3,55.6394291383353
SWE,HPI_RPI,1984,4,54.9455504039373
SWE,HPI_RPI,1985,1,54.3370782752592
SWE,HPI_RPI,1985,2,53.9889989558866
SWE,HPI_RPI,1985,3,53.4529753127623
SWE,HPI_RPI,1985,4,53.4280611806618
SWE,HPI_RPI,1986,1,53.2959323885677
SWE,HPI_RPI,1986,2,53.3467693723857
SWE,HPI_RPI,1986,3,52.7085600212811
SWE,HPI_RPI,1986,4,53.7163476224241
SWE,HPI_RPI,1987,1,54.7173048536493
SWE,HPI_RPI,1987,2,55.3808076028638
SWE,HPI_RPI,1987,3,55.8689798118836
SWE,HPI_RPI,1987,4,56.8826443882651
SWE,HPI_RPI,1988,1,58.5329273813061
SWE,HPI_RPI,1988,2,60.3303783579605
SWE,HPI_RPI,1988,3,62.1268546489711
SWE,HPI_RPI,1988,4,62.9341563980305
SWE,HPI_RPI,1989,1,65.3298608676615
SWE,HPI_RPI,1989,2,67.2639484579031
SWE,HPI_RPI,1989,3,68.1699395759937
SWE,HPI_RPI,1989,4,67.6385350031746
SWE,HPI_RPI,1990,1,67.8259435219607
SWE,HPI_RPI,1990,2,65.8549133952057
SWE,HPI_RPI,1990,3,64.9446265599136
SWE,HPI_RPI,1990,4,63.8550524011378
SWE,HPI_RPI,1991,1,60.5086037253812
SWE,HPI_RPI,1991,2,55.2849796943663
SWE,HPI_RPI,1991,3,53.8499450865365
SWE,HPI_RPI,1991,4,53.0163564511406
SWE,HPI_RPI,1992,1,49.6619604357967
SWE,HPI_RPI,1992,2,47.8599642361472
SWE,HPI_RPI,1992,3,45.4038542953985
SWE,HPI_RPI,1992,4,42.0194472885693
SWE,HPI_RPI,1993,1,39.1040235740722
SWE,HPI_RPI,1993,2,37.9768892225396
SWE,HPI_RPI,1993,3,37.1424943333063
SWE,HPI_RPI,1993,4,37.4408016461369
SWE,HPI_RPI,1994,1,38.3094456109486
SWE,HPI_RPI,1994,2,38.3601007999785
SWE,HPI_RPI,1994,3,38.2233949822573
SWE,HPI_RPI,1994,4,37.7813349530946
SWE,HPI_RPI,1995,1,37.8679758604902
SWE,HPI_RPI,1995,2,37.4731282329119
SWE,HPI_RPI,1995,3,36.7133468216448
SWE,HPI_RPI,1995,4,36.437190020293
SWE,HPI_RPI,1996,1,36.1765306243738
SWE,HPI_RPI,1996,2,35.7920029564721
SWE,HPI_RPI,1996,3,36.0433139158785
SWE,HPI_RPI,1996,4,36.4181934378044
SWE,HPI_RPI,1997,1,36.5659196954861
SWE,HPI_RPI,1997,2,37.0430188353387
SWE,HPI_RPI,1997,3,37.5498577638906
SWE,HPI_RPI,1997,4,38.1001517454545
SWE,HPI_RPI,1998,1,39.3068262676001
SWE,HPI_RPI,1998,2,39.9965847510354
SWE,HPI_RPI,1998,3,40.8218453478459
SWE,HPI_RPI,1998,4,42.1013544235862
SWE,HPI_RPI,1999,1,42.7715727017778
SWE,HPI_RPI,1999,2,44.035832794719
SWE,HPI_RPI,1999,3,44.9217919185094
SWE,HPI_RPI,1999,4,45.7279772779322
SWE,HPI_RPI,2000,1,47.091124471992
SWE,HPI_RPI,2000,2,48.7301976715329
SWE,HPI_RPI,2000,3,49.82824933562
SWE,HPI_RPI,2000,4,50.7652549852875
SWE,HPI_RPI,2001,1,51.9559100559146
SWE,HPI_RPI,2001,2,51.9011039090864
SWE,HPI_RPI,2001,3,52.2662234096408
SWE,HPI_RPI,2001,4,52.3115928415319
SWE,HPI_RPI,2002,1,52.9157127561674
SWE,HPI_RPI,2002,2,53.6151897056528
SWE,HPI_RPI,2002,3,54.7857791334761
SWE,HPI_RPI,2002,4,55.6858822879821
SWE,HPI_RPI,2003,1,55.6485159934475
SWE,HPI_RPI,2003,2,55.8944170772068
SWE,HPI_RPI,2003,3,56.3652023081149
SWE,HPI_RPI,2003,4,57.526916992719
SWE,HPI_RPI,2004,1,58.146145003412
SWE,HPI_RPI,2004,2,59.3725462279928
SWE,HPI_RPI,2004,3,60.0587390838082
SWE,HPI_RPI,2004,4,61.4698020473261
SWE,HPI_RPI,2005,1,61.409234317138
SWE,HPI_RPI,2005,2,62.2997848718554
SWE,HPI_RPI,2005,3,63.941353064955
SWE,HPI_RPI,2005,4,66.6121413632775
SWE,HPI_RPI,2006,1,69.0312463038648
SWE,HPI_RPI,2006,2,70.1267447570079
SWE,HPI_RPI,2006,3,71.188500762005
SWE,HPI_RPI,2006,4,72.7808873388123
SWE,HPI_RPI,2007,1,75.3005802657976
SWE,HPI_RPI,2007,2,78.3652629467642
SWE,HPI_RPI,2007,3,80.4730957403992
SWE,HPI_RPI,2007,4,79.2373427273827
SWE,HPI_RPI,2008,1,78.7617442183038
SWE,HPI_RPI,2008,2,78.6509982016294
SWE,HPI_RPI,2008,3,77.4394442200519
SWE,HPI_RPI,2008,4,74.2818596397492
SWE,HPI_RPI,2009,1,75.2281878904586
SWE,HPI_RPI,2009,2,75.897442291879
SWE,HPI_RPI,2009,3,77.4016735681111
SWE,HPI_RPI,2009,4,80.2759351509192
SWE,HPI_RPI,2010,1,81.0694519310645
SWE,HPI_RPI,2010,2,81.2264703692909
SWE,HPI_RPI,2010,3,81.8395638240958
SWE,HPI_RPI,2010,4,83.6913807953932
SWE,HPI_RPI,2011,1,83.599299258384
SWE,HPI_RPI,2011,2,82.6092350864093
SWE,HPI_RPI,2011,3,81.8798143124118
SWE,HPI_RPI,2011,4,80.6260520586256
SWE,HPI_RPI,2012,1,80.5444012634079
SWE,HPI_RPI,2012,2,81.0130231804507
SWE,HPI_RPI,2012,3,81.2791993532471
