freq,statinfo,rskpovth,sex,age,unit,geo,time,value
A,MED_EI,B_60,T,TOTAL,PC,TR,2023,23.8
A,MED_EI,B_60,T,TOTAL,PC,TR,2024,25.2
A,MED_EI,B_60,T,TOTAL,PC,TR,2025,25.4
A,MED_EI,B_60,T,TOTAL,PC,UK,1995,32.0
A,MED_EI,B_60,T,TOTAL,PC,UK,1996,29.0
A,MED_EI,B_60,T,TOTAL,PC,UK,1997,30.0
A,MED_EI,B_60,T,TOTAL,PC,UK,1998,30.0
A,MED_EI,B_60,T,TOTAL,PC,UK,1999,30.0
A,MED_EI,B_60,T,TOTAL,PC,UK,2000,29.0
A,MED_EI,B_60,T,TOTAL,PC,UK,2001,28.0
A,MED_EI,B_60,T,TOTAL,PC,UK,2002,28.0
A,MED_EI,B_60,T,TOTAL,PC,UK,2005,30.6
A,MED_EI,B_60,T,TOTAL,PC,UK,2006,30.1
A,MED_EI,B_60,T,TOTAL,PC,UK,2007,29.7
A,MED_EI,B_60,T,TOTAL,PC,UK,2008,28.9
A,MED_EI,B_60,T,TOTAL,PC,UK,2009,30.4
A,MED_EI,B_60,T,TOTAL,PC,UK,2010,31.0
A,MED_EI,B_60,T,TOTAL,PC,UK,2011,30.5
A,MED_EI,B_60,T,TOTAL,PC,UK,2012,29.7
A,MED_EI,B_60,T,TOTAL,PC,UK,2013,30.1
A,MED_EI,B_60,T,TOTAL,PC,UK,2014,29.4
A,MED_EI,B_60,T,TOTAL,PC,UK,2015,29.3
A,MED_EI,B_60,T,TOTAL,PC,UK,2016,28.1
A,MED_EI,B_60,T,TOTAL,PC,UK,2017,29.2
A,MED_EI,B_60,T,TOTAL,PC,UK,2018,29.1
A,MED_EI,B_60,T,TOTAL,PC,XK,2018,31.6
A,MED_EI,B_60,T,TOTAL,PC,XK,2019,32.2
