iso3,medida,anyo,valor
SYR,LCC_SUR_ART_GAIN,2005,60.23406394
TWN,LCC_SUR_ART_GAIN,2005,345.6929267
TJK,LCC_SUR_ART_GAIN,2005,149.1750428
TZA,LCC_SUR_ART_GAIN,2005,194.0939983
THA,LCC_SUR_ART_GAIN,2005,709.6999526
TLS,LCC_SUR_ART_GAIN,2005,2.429908894
TGO,LCC_SUR_ART_GAIN,2005,46.90675397
TTO,LCC_SUR_ART_GAIN,2005,28.79419961
TUN,LCC_SUR_ART_GAIN,2005,111.1858809
TKM,LCC_SUR_ART_GAIN,2005,135.0785447
UGA,LCC_SUR_ART_GAIN,2005,180.9433443
UKR,LCC_SUR_ART_GAIN,2005,10473.66505
ARE,LCC_SUR_ART_GAIN,2005,8.170373752
VIR,LCC_SUR_ART_GAIN,2005,4.28531913
URY,LCC_SUR_ART_GAIN,2005,98.79336542
UZB,LCC_SUR_ART_GAIN,2005,1328.454582
VEN,LCC_SUR_ART_GAIN,2005,334.6776819
VNM,LCC_SUR_ART_GAIN,2005,367.124823
ESH,LCC_SUR_ART_GAIN,2005,2.325939732
YEM,LCC_SUR_ART_GAIN,2005,52.84523891
ZMB,LCC_SUR_ART_GAIN,2005,153.453707
ZWE,LCC_SUR_ART_GAIN,2005,47.96833252
CIS,LCC_SUR_ART_GAIN,2005,22358.12555
DAE,LCC_SUR_ART_GAIN,2005,3066.072101
EEA,LCC_SUR_ART_GAIN,2005,29599.8075
AUS,LC_SUR_ART,2005,10963.31195
AUT,LC_SUR_ART,2005,2250.188327
BEL,LC_SUR_ART,2005,3407.802618
CAN,LC_SUR_ART,2005,10717.65577
CHL,LC_SUR_ART,2005,1753.820655
COL,LC_SUR_ART,2005,2037.564225
CRI,LC_SUR_ART,2005,339.7081392
CZE,LC_SUR_ART,2005,3381.302364
DNK,LC_SUR_ART,2005,1619.41177
EST,LC_SUR_ART,2005,238.7770729
FIN,LC_SUR_ART,2005,551.8303306
FRA,LC_SUR_ART,2005,16454.89047
FRB,LC_SUR_ART,2005,789.3343638
FRC,LC_SUR_ART,2005,978.6512049
FRD,LC_SUR_ART,2005,958.8933892
FRE,LC_SUR_ART,2005,2126.28449
FRF,LC_SUR_ART,2005,1983.847938
FRG,LC_SUR_ART,2005,1223.908694
FRH,LC_SUR_ART,2005,977.4125806
FRI,LC_SUR_ART,2005,1269.986131
FRJ,LC_SUR_ART,2005,984.4822195
FRK,LC_SUR_ART,2005,1799.218564
FRL,LC_SUR_ART,2005,1082.97048
FRM,LC_SUR_ART,2005,43.09491073
DEU,LC_SUR_ART,2005,23918.25157
DEA,LC_SUR_ART,2005,4621.657475
DEB,LC_SUR_ART,2005,1290.062319
DEC,LC_SUR_ART,2005,341.8815151
DED,LC_SUR_ART,2005,1542.500514
DEE,LC_SUR_ART,2005,1118.361149
DEF,LC_SUR_ART,2005,808.0267905
DEG,LC_SUR_ART,2005,780.5497526
GRC,LC_SUR_ART,2005,1549.750819
HUN,LC_SUR_ART,2005,3664.628631
ISL,LC_SUR_ART,2005,42.36414331
IRL,LC_SUR_ART,2005,857.9369724
ISR,LC_SUR_ART,2005,659.5281037
ITA,LC_SUR_ART,2005,10808.66416
JPN,LC_SUR_ART,2005,15470.75175
JPA,LC_SUR_ART,2005,939.444432
JPB,LC_SUR_ART,2005,935.0368707
JPC,LC_SUR_ART,2005,1272.463918
JPD,LC_SUR_ART,2005,3755.918642
JPE,LC_SUR_ART,2005,648.0814903
JPF,LC_SUR_ART,2005,2711.097704
JPG,LC_SUR_ART,2005,2375.232352
JPH,LC_SUR_ART,2005,805.5648606
JPI,LC_SUR_ART,2005,515.1399005
JPJ,LC_SUR_ART,2005,1512.771575
KOR,LC_SUR_ART,2005,1744.972777
LVA,LC_SUR_ART,2005,325.8035301
LTU,LC_SUR_ART,2005,662.0757977
LUX,LC_SUR_ART,2005,152.5885811
MEX,LC_SUR_ART,2005,10779.60216
NLD,LC_SUR_ART,2005,3822.732761
NZL,LC_SUR_ART,2005,2617.440526
NOR,LC_SUR_ART,2005,2929.4836
POL,LC_SUR_ART,2005,7374.364921
PRT,LC_SUR_ART,2005,1892.097624
SVK,LC_SUR_ART,2005,1940.908879
SVN,LC_SUR_ART,2005,393.0667631
ESP,LC_SUR_ART,2005,5046.238026
SWE,LC_SUR_ART,2005,1790.172672
CHE,LC_SUR_ART,2005,1722.846307
TUR,LC_SUR_ART,2005,5704.901849
GBR,LC_SUR_ART,2005,13112.83944
UKC,LC_SUR_ART,2005,562.9374048
UKD,LC_SUR_ART,2005,1514.885754
UKE,LC_SUR_ART,2005,1204.281719
UKF,LC_SUR_ART,2005,1071.788656
UKG,LC_SUR_ART,2005,1192.191957
UKH,LC_SUR_ART,2005,1325.994403
UKI,LC_SUR_ART,2005,1109.348045
UKJ,LC_SUR_ART,2005,1922.741248
UKK,LC_SUR_ART,2005,1091.339949
UKL,LC_SUR_ART,2005,713.4454932
UKM,LC_SUR_ART,2005,1082.361008
UKN,LC_SUR_ART,2005,321.5238031
USA,LC_SUR_ART,2005,114273.9556
AFG,LC_SUR_ART,2005,543.1390854
ALB,LC_SUR_ART,2005,219.7440994
DZA,LC_SUR_ART,2005,1785.868537
ASM,LC_SUR_ART,2005,0.756768704
AGO,LC_SUR_ART,2005,654.1298417
AND,LC_SUR_ART,2005,2.852268016
AIA,LC_SUR_ART,2005,0.646409765
ATG,LC_SUR_ART,2005,8.552495031
ARG,LC_SUR_ART,2005,5088.943782
ARM,LC_SUR_ART,2005,506.7444212
ABW,LC_SUR_ART,2005,2.173757161
AZE,LC_SUR_ART,2005,672.2038148
BHS,LC_SUR_ART,2005,100.9722766
BHR,LC_SUR_ART,2005,185.8627389
GGY,LC_SUR_ART,2005,17.43196468
BGD,LC_SUR_ART,2005,416.5068609
BRB,LC_SUR_ART,2005,52.63886024
BLR,LC_SUR_ART,2005,1654.086232
BLZ,LC_SUR_ART,2005,19.70617796
BEN,LC_SUR_ART,2005,315.6928508
BMU,LC_SUR_ART,2005,1.376592884
BTN,LC_SUR_ART,2005,0.592729856
BOL,LC_SUR_ART,2005,922.4707303
BIH,LC_SUR_ART,2005,314.3942786
BWA,LC_SUR_ART,2005,257.7881252
BRA,LC_SUR_ART,2005,20313.23709
VGB,LC_SUR_ART,2005,7.472589565
BRN,LC_SUR_ART,2005,34.03930203
BGR,LC_SUR_ART,2005,1850.353412
BFA,LC_SUR_ART,2005,270.0789421
BDI,LC_SUR_ART,2005,62.68122303
CPV,LC_SUR_ART,2005,29.35411873
KHM,LC_SUR_ART,2005,95.51793905
CMR,LC_SUR_ART,2005,562.7499182
CYM,LC_SUR_ART,2005,5.58810769
CAF,LC_SUR_ART,2005,143.6557765
TCD,LC_SUR_ART,2005,227.636627
CHN,LC_SUR_ART,2005,68877.98239
COM,LC_SUR_ART,2005,15.85591682
COG,LC_SUR_ART,2005,206.6213584
COK,LC_SUR_ART,2005,0.158468319
CIV,LC_SUR_ART,2005,1182.465227
HRV,LC_SUR_ART,2005,774.5850716
CUB,LC_SUR_ART,2005,699.1599612
CYP,LC_SUR_ART,2005,255.1136198
PRK,LC_SUR_ART,2005,727.97433
COD,LC_SUR_ART,2005,1408.669016
DJI,LC_SUR_ART,2005,15.06361688
DMA,LC_SUR_ART,2005,2.872854147
DOM,LC_SUR_ART,2005,581.8736808
ECU,LC_SUR_ART,2005,823.7500327
EGY,LC_SUR_ART,2005,1925.458607
SLV,LC_SUR_ART,2005,258.8046086
GNQ,LC_SUR_ART,2005,33.45077741
ERI,LC_SUR_ART,2005,137.0883706
SWZ,LC_SUR_ART,2005,29.89380013
ETH,LC_SUR_ART,2005,447.1221991
FJI,LC_SUR_ART,2005,22.93784512
PYF,LC_SUR_ART,2005,5.069064975
GAB,LC_SUR_ART,2005,176.3315495
GMB,LC_SUR_ART,2005,84.60556959
GEO,LC_SUR_ART,2005,759.5795784
GHA,LC_SUR_ART,2005,1673.790477
GRL,LC_SUR_ART,2005,1.087835259
GRD,LC_SUR_ART,2005,3.95662746
GUM,LC_SUR_ART,2005,0.621935216
GTM,LC_SUR_ART,2005,602.979998
GIN,LC_SUR_ART,2005,313.6374445
GNB,LC_SUR_ART,2005,29.94430129
GUY,LC_SUR_ART,2005,179.3364294
HTI,LC_SUR_ART,2005,250.3651166
VAT,LC_SUR_ART,2005,0.510055899
HND,LC_SUR_ART,2005,330.501028
HKG,LC_SUR_ART,2005,175.6760941
IND,LC_SUR_ART,2005,16230.38768
IDN,LC_SUR_ART,2005,12881.99415
IRN,LC_SUR_ART,2005,3585.073322
IRQ,LC_SUR_ART,2005,1260.346317
IMN,LC_SUR_ART,2005,14.81748854
JAM,LC_SUR_ART,2005,233.6163994
JEY,LC_SUR_ART,2005,13.05474826
JOR,LC_SUR_ART,2005,349.3845975
KAZ,LC_SUR_ART,2005,3081.47383
KEN,LC_SUR_ART,2005,176.9104158
KWT,LC_SUR_ART,2005,303.9372583
KGZ,LC_SUR_ART,2005,413.623968
LAO,LC_SUR_ART,2005,74.6392524
LBN,LC_SUR_ART,2005,188.2882503
LSO,LC_SUR_ART,2005,47.47025117
LBR,LC_SUR_ART,2005,192.6554672
LBY,LC_SUR_ART,2005,797.0717748
LIE,LC_SUR_ART,2005,10.85438106
MAC,LC_SUR_ART,2005,5.447535159
MDG,LC_SUR_ART,2005,372.4945065
MWI,LC_SUR_ART,2005,187.7260163
MYS,LC_SUR_ART,2005,2612.855655
MLI,LC_SUR_ART,2005,276.2437688
MLT,LC_SUR_ART,2005,68.86986811
MRT,LC_SUR_ART,2005,274.9081983
MUS,LC_SUR_ART,2005,95.86066492
FSM,LC_SUR_ART,2005,38.28212521
MDA,LC_SUR_ART,2005,2083.238845
MCO,LC_SUR_ART,2005,1.480360296
MNG,LC_SUR_ART,2005,588.8544277
MAR,LC_SUR_ART,2005,1480.624159
MOZ,LC_SUR_ART,2005,493.5043862
MMR,LC_SUR_ART,2005,769.2374135
NAM,LC_SUR_ART,2005,681.044817
NPL,LC_SUR_ART,2005,215.6408856
NCL,LC_SUR_ART,2005,28.91702688
NIC,LC_SUR_ART,2005,212.3130744
NER,LC_SUR_ART,2005,110.6170801
NGA,LC_SUR_ART,2005,3978.076661
NIU,LC_SUR_ART,2005,0.605612695
MKD,LC_SUR_ART,2005,238.6770678
MNP,LC_SUR_ART,2005,0.166819052
OMN,LC_SUR_ART,2005,309.2433789
PAK,LC_SUR_ART,2005,2187.571202
PLW,LC_SUR_ART,2005,0.534899407
PSE,LC_SUR_ART,2005,208.2054103
PAN,LC_SUR_ART,2005,219.8749583
PNG,LC_SUR_ART,2005,254.0328775
PRY,LC_SUR_ART,2005,559.2849028
PER,LC_SUR_ART,2005,2074.06034
PHL,LC_SUR_ART,2005,1281.302649
PRI,LC_SUR_ART,2005,942.5273534
QAT,LC_SUR_ART,2005,427.8428912
ROU,LC_SUR_ART,2005,7179.030076
RUS,LC_SUR_ART,2005,28981.47556
RWA,LC_SUR_ART,2005,82.41339582
SHN,LC_SUR_ART,2005,16.91488104
KNA,LC_SUR_ART,2005,3.734507553
LCA,LC_SUR_ART,2005,7.54859419
SPM,LC_SUR_ART,2005,1.57758717
VCT,LC_SUR_ART,2005,4.60266235
WSM,LC_SUR_ART,2005,0.453444598
SMR,LC_SUR_ART,2005,5.766789803
STP,LC_SUR_ART,2005,12.12266711
SAU,LC_SUR_ART,2005,2658.05908
SEN,LC_SUR_ART,2005,409.1889266
SRB,LC_SUR_ART,2005,930.0629838
SYC,LC_SUR_ART,2005,1.413203838
SLE,LC_SUR_ART,2005,196.4973923
SGP,LC_SUR_ART,2005,195.215642
SLB,LC_SUR_ART,2005,6.865589331
SOM,LC_SUR_ART,2005,428.7132991
ZAF,LC_SUR_ART,2005,5277.549854
LKA,LC_SUR_ART,2005,783.1590966
SUR,LC_SUR_ART,2005,141.2481471
SYR,LC_SUR_ART,2005,1128.403081
TWN,LC_SUR_ART,2005,1085.460539
TJK,LC_SUR_ART,2005,272.4055176
TZA,LC_SUR_ART,2005,628.7610231
THA,LC_SUR_ART,2005,2086.346158
TLS,LC_SUR_ART,2005,60.30541673
TGO,LC_SUR_ART,2005,210.8245333
TKL,LC_SUR_ART,2005,0.007860984
TON,LC_SUR_ART,2005,0.668875425
TTO,LC_SUR_ART,2005,102.3207733
TUN,LC_SUR_ART,2005,945.630612
TKM,LC_SUR_ART,2005,250.6561206
TCA,LC_SUR_ART,2005,1.118102032
UGA,LC_SUR_ART,2005,412.3623942
UKR,LC_SUR_ART,2005,24587.21749
ARE,LC_SUR_ART,2005,2560.775652
VIR,LC_SUR_ART,2005,49.67818003
URY,LC_SUR_ART,2005,491.3160947
UZB,LC_SUR_ART,2005,2119.061583
VUT,LC_SUR_ART,2005,4.426995689
VEN,LC_SUR_ART,2005,2352.855366
VNM,LC_SUR_ART,2005,1568.404879
WLF,LC_SUR_ART,2005,0.498980127
ESH,LC_SUR_ART,2005,15.11262971
YEM,LC_SUR_ART,2005,159.3188266
ZMB,LC_SUR_ART,2005,555.7572468
ZWE,LC_SUR_ART,2005,465.2861078
ACP,LC_SUR_ART,2005,21350.93718
CIS,LC_SUR_ART,2005,65381.76696
DAE,LC_SUR_ART,2005,20318.85088
EEA,LC_SUR_ART,2005,98035.10875
SDR,LC_SUR_ART,2005,555778.0152
AUS,LC_SUR_ART,2010,11626.23984
AUT,LC_SUR_ART,2010,2303.703236
BEL,LC_SUR_ART,2010,3421.551744
CAN,LC_SUR_ART,2010,11299.56402
CHL,LC_SUR_ART,2010,2019.823302
COL,LC_SUR_ART,2010,2248.287936
CRI,LC_SUR_ART,2010,393.0275788
CZE,LC_SUR_ART,2010,3433.313788
DNK,LC_SUR_ART,2010,1683.080762
EST,LC_SUR_ART,2010,276.7845603
FIN,LC_SUR_ART,2010,553.9517459
FRA,LC_SUR_ART,2010,17358.54613
FRB,LC_SUR_ART,2010,814.0410753
FRC,LC_SUR_ART,2010,988.8174056
FRD,LC_SUR_ART,2010,965.2041606
FRE,LC_SUR_ART,2010,2135.041855
FRF,LC_SUR_ART,2010,2000.68411
FRG,LC_SUR_ART,2010,1240.460633
FRH,LC_SUR_ART,2010,980.5361513
FRI,LC_SUR_ART,2010,1453.630859
FRJ,LC_SUR_ART,2010,1187.894697
FRK,LC_SUR_ART,2010,1964.979792
FRL,LC_SUR_ART,2010,1270.503101
FRM,LC_SUR_ART,2010,53.86765705
DEU,LC_SUR_ART,2010,24159.39974
DEA,LC_SUR_ART,2010,4647.060334
DEB,LC_SUR_ART,2010,1299.728476
DEC,LC_SUR_ART,2010,343.0404691
DED,LC_SUR_ART,2010,1555.410245
DEE,LC_SUR_ART,2010,1126.288082
DEF,LC_SUR_ART,2010,830.6847165
DEG,LC_SUR_ART,2010,786.7606051
GRC,LC_SUR_ART,2010,1721.038784
HUN,LC_SUR_ART,2010,3705.55841
ISL,LC_SUR_ART,2010,42.36414331
IRL,LC_SUR_ART,2010,879.6553947
ISR,LC_SUR_ART,2010,769.3544061
ITA,LC_SUR_ART,2010,12096.00875
JPN,LC_SUR_ART,2010,20152.53407
JPA,LC_SUR_ART,2010,1088.697161
JPB,LC_SUR_ART,2010,1345.05335
JPC,LC_SUR_ART,2010,2087.993055
JPD,LC_SUR_ART,2010,4343.33723
JPE,LC_SUR_ART,2010,942.1056314
JPF,LC_SUR_ART,2010,3598.252411
JPG,LC_SUR_ART,2010,2814.155644
JPH,LC_SUR_ART,2010,1166.81506
JPI,LC_SUR_ART,2010,818.1420613
JPJ,LC_SUR_ART,2010,1947.982469
KOR,LC_SUR_ART,2010,2136.084622
LVA,LC_SUR_ART,2010,345.9948816
LTU,LC_SUR_ART,2010,724.8745831
LUX,LC_SUR_ART,2010,152.8916239
MEX,LC_SUR_ART,2010,12183.99292
NLD,LC_SUR_ART,2010,3866.399395
NZL,LC_SUR_ART,2010,2661.227462
NOR,LC_SUR_ART,2010,3250.663195
POL,LC_SUR_ART,2010,7495.338697
PRT,LC_SUR_ART,2010,2270.754685
SVK,LC_SUR_ART,2010,1958.704056
SVN,LC_SUR_ART,2010,402.4402772
ESP,LC_SUR_ART,2010,6064.132379
SWE,LC_SUR_ART,2010,1872.937554
CHE,LC_SUR_ART,2010,1752.836126
TUR,LC_SUR_ART,2010,6534.233465
GBR,LC_SUR_ART,2010,13236.53323
UKC,LC_SUR_ART,2010,574.4651417
UKD,LC_SUR_ART,2010,1526.591903
UKE,LC_SUR_ART,2010,1211.216528
UKF,LC_SUR_ART,2010,1085.23354
UKG,LC_SUR_ART,2010,1196.62125
UKH,LC_SUR_ART,2010,1329.177371
UKI,LC_SUR_ART,2010,1111.773308
UKJ,LC_SUR_ART,2010,1928.978413
UKK,LC_SUR_ART,2010,1094.719919
UKL,LC_SUR_ART,2010,717.0489711
UKM,LC_SUR_ART,2010,1109.998501
UKN,LC_SUR_ART,2010,350.7083854
USA,LC_SUR_ART,2010,127237.7062
AFG,LC_SUR_ART,2010,636.7618302
ALB,LC_SUR_ART,2010,238.6020621
DZA,LC_SUR_ART,2010,2130.828717
ASM,LC_SUR_ART,2010,0.756768704
AGO,LC_SUR_ART,2010,765.4811719
AND,LC_SUR_ART,2010,3.3276445
AIA,LC_SUR_ART,2010,0.646409765
ATG,LC_SUR_ART,2010,10.28026491
ARG,LC_SUR_ART,2010,5807.111186
ARM,LC_SUR_ART,2010,561.8327725
ABW,LC_SUR_ART,2010,3.390998559
AZE,LC_SUR_ART,2010,854.6597285
BHS,LC_SUR_ART,2010,109.2123646
BHR,LC_SUR_ART,2010,189.5325872
GGY,LC_SUR_ART,2010,17.542761
BGD,LC_SUR_ART,2010,636.439637
BRB,LC_SUR_ART,2010,64.58483887
BLR,LC_SUR_ART,2010,1766.978341
BLZ,LC_SUR_ART,2010,27.29667274
BEN,LC_SUR_ART,2010,405.0058122
BMU,LC_SUR_ART,2010,1.376592884
BTN,LC_SUR_ART,2010,2.289264946
BOL,LC_SUR_ART,2010,1052.238848
BIH,LC_SUR_ART,2010,367.4621041
BWA,LC_SUR_ART,2010,315.3673341
BRA,LC_SUR_ART,2010,22705.8193
VGB,LC_SUR_ART,2010,8.731170486
BRN,LC_SUR_ART,2010,62.46558992
BGR,LC_SUR_ART,2010,2014.896883
BFA,LC_SUR_ART,2010,315.5859481
BDI,LC_SUR_ART,2010,87.90154713
CPV,LC_SUR_ART,2010,29.35411873
KHM,LC_SUR_ART,2010,137.3071937
CMR,LC_SUR_ART,2010,627.0542877
CYM,LC_SUR_ART,2010,8.179527818
CAF,LC_SUR_ART,2010,153.3519027
TCD,LC_SUR_ART,2010,237.3831787
CHN,LC_SUR_ART,2010,95027.55467
COM,LC_SUR_ART,2010,19.28070036
COG,LC_SUR_ART,2010,251.9967727
COK,LC_SUR_ART,2010,0.158468319
CIV,LC_SUR_ART,2010,1362.248613
HRV,LC_SUR_ART,2010,815.0123922
CUB,LC_SUR_ART,2010,755.7158285
CYP,LC_SUR_ART,2010,302.0489536
PRK,LC_SUR_ART,2010,805.2195504
COD,LC_SUR_ART,2010,1716.837022
DJI,LC_SUR_ART,2010,15.80752432
DMA,LC_SUR_ART,2010,3.052415302
DOM,LC_SUR_ART,2010,657.4946535
ECU,LC_SUR_ART,2010,1026.363622
EGY,LC_SUR_ART,2010,2395.574307
SLV,LC_SUR_ART,2010,280.6604285
GNQ,LC_SUR_ART,2010,45.60841506
ERI,LC_SUR_ART,2010,139.0244183
SWZ,LC_SUR_ART,2010,34.06858788
ETH,LC_SUR_ART,2010,626.1290146
FJI,LC_SUR_ART,2010,30.21840418
PYF,LC_SUR_ART,2010,5.069064975
GAB,LC_SUR_ART,2010,192.6391056
GMB,LC_SUR_ART,2010,91.73305249
GEO,LC_SUR_ART,2010,893.1464452
GHA,LC_SUR_ART,2010,1948.902481
GRL,LC_SUR_ART,2010,1.087835259
GRD,LC_SUR_ART,2010,4.316324779
GUM,LC_SUR_ART,2010,0.621935216
GTM,LC_SUR_ART,2010,707.3815315
GIN,LC_SUR_ART,2010,385.4151354
GNB,LC_SUR_ART,2010,40.84719864
GUY,LC_SUR_ART,2010,191.0773975
HTI,LC_SUR_ART,2010,313.478771
VAT,LC_SUR_ART,2010,0.510055899
HND,LC_SUR_ART,2010,393.8461945
HKG,LC_SUR_ART,2010,190.5345329
IND,LC_SUR_ART,2010,20723.66341
IDN,LC_SUR_ART,2010,14067.33711
IRN,LC_SUR_ART,2010,4558.257148
IRQ,LC_SUR_ART,2010,1633.622543
IMN,LC_SUR_ART,2010,15.25033037
JAM,LC_SUR_ART,2010,256.7301169
JEY,LC_SUR_ART,2010,13.11403909
JOR,LC_SUR_ART,2010,401.939904
KAZ,LC_SUR_ART,2010,3361.444271
KEN,LC_SUR_ART,2010,281.5848493
KWT,LC_SUR_ART,2010,356.2152945
KGZ,LC_SUR_ART,2010,548.5462088
LAO,LC_SUR_ART,2010,100.3235236
LBN,LC_SUR_ART,2010,225.1535575
LSO,LC_SUR_ART,2010,54.85446501
LBR,LC_SUR_ART,2010,224.9111077
LBY,LC_SUR_ART,2010,910.8306637
LIE,LC_SUR_ART,2010,10.91495027
MAC,LC_SUR_ART,2010,5.447535159
MDG,LC_SUR_ART,2010,402.7185375
MWI,LC_SUR_ART,2010,245.250417
MYS,LC_SUR_ART,2010,3051.760823
MLI,LC_SUR_ART,2010,319.7290992
MLT,LC_SUR_ART,2010,71.78958123
MRT,LC_SUR_ART,2010,281.5217954
MUS,LC_SUR_ART,2010,112.1855447
FSM,LC_SUR_ART,2010,38.28212521
MDA,LC_SUR_ART,2010,2102.861325
MCO,LC_SUR_ART,2010,1.480360296
MNG,LC_SUR_ART,2010,600.2151729
MAR,LC_SUR_ART,2010,1663.516995
MOZ,LC_SUR_ART,2010,566.5962222
MMR,LC_SUR_ART,2010,931.327975
NAM,LC_SUR_ART,2010,712.9337824
NPL,LC_SUR_ART,2010,266.4397092
NCL,LC_SUR_ART,2010,33.00457417
NIC,LC_SUR_ART,2010,231.5843464
NER,LC_SUR_ART,2010,125.092726
NGA,LC_SUR_ART,2010,5181.71558
NIU,LC_SUR_ART,2010,0.605612695
MKD,LC_SUR_ART,2010,262.0944741
MNP,LC_SUR_ART,2010,0.166819052
OMN,LC_SUR_ART,2010,344.2248268
PAK,LC_SUR_ART,2010,2920.667997
PLW,LC_SUR_ART,2010,0.534899407
PSE,LC_SUR_ART,2010,259.7946683
PAN,LC_SUR_ART,2010,289.7389215
PNG,LC_SUR_ART,2010,258.5545237
PRY,LC_SUR_ART,2010,641.3548235
PER,LC_SUR_ART,2010,2231.272693
PHL,LC_SUR_ART,2010,1602.637645
PRI,LC_SUR_ART,2010,1072.602658
QAT,LC_SUR_ART,2010,465.485781
ROU,LC_SUR_ART,2010,7625.774816
RUS,LC_SUR_ART,2010,31184.48361
RWA,LC_SUR_ART,2010,108.0486196
SHN,LC_SUR_ART,2010,17.00256318
KNA,LC_SUR_ART,2010,4.752952841
LCA,LC_SUR_ART,2010,7.997940186
SPM,LC_SUR_ART,2010,1.57758717
VCT,LC_SUR_ART,2010,5.133714382
WSM,LC_SUR_ART,2010,0.453444598
SMR,LC_SUR_ART,2010,6.220331984
STP,LC_SUR_ART,2010,12.12266711
SAU,LC_SUR_ART,2010,3076.772731
SEN,LC_SUR_ART,2010,470.1715772
SRB,LC_SUR_ART,2010,1038.905865
SYC,LC_SUR_ART,2010,1.413203838
SLE,LC_SUR_ART,2010,238.7993744
SGP,LC_SUR_ART,2010,234.5146526
SLB,LC_SUR_ART,2010,7.414714181
SOM,LC_SUR_ART,2010,449.2763035
ZAF,LC_SUR_ART,2010,6143.843216
LKA,LC_SUR_ART,2010,931.9996777
SUR,LC_SUR_ART,2010,147.0369374
SYR,LC_SUR_ART,2010,1259.929426
TWN,LC_SUR_ART,2010,1393.757608
TJK,LC_SUR_ART,2010,406.5827871
TZA,LC_SUR_ART,2010,776.6602961
THA,LC_SUR_ART,2010,2819.439571
TLS,LC_SUR_ART,2010,61.61384904
TGO,LC_SUR_ART,2010,244.5217585
TKL,LC_SUR_ART,2010,0.007860984
TON,LC_SUR_ART,2010,0.668875425
TTO,LC_SUR_ART,2010,158.0675529
TUN,LC_SUR_ART,2010,1031.4627
TKM,LC_SUR_ART,2010,380.3972557
TCA,LC_SUR_ART,2010,1.118102032
UGA,LC_SUR_ART,2010,501.972166
UKR,LC_SUR_ART,2010,24855.21096
ARE,LC_SUR_ART,2010,2573.788795
VIR,LC_SUR_ART,2010,53.29360319
URY,LC_SUR_ART,2010,542.923538
UZB,LC_SUR_ART,2010,2849.961915
VUT,LC_SUR_ART,2010,4.426995689
VEN,LC_SUR_ART,2010,2660.563501
VNM,LC_SUR_ART,2010,2156.56082
WLF,LC_SUR_ART,2010,0.498980127
ESH,LC_SUR_ART,2010,17.44315351
YEM,LC_SUR_ART,2010,240.1689554
ZMB,LC_SUR_ART,2010,644.282344
ZWE,LC_SUR_ART,2010,523.4967973
ACP,LC_SUR_ART,2010,25406.04323
CIS,LC_SUR_ART,2010,69766.10562
DAE,LC_SUR_ART,2010,23359.98194
EEA,LC_SUR_ART,2010,103254.7513
SDR,LC_SUR_ART,2010,636453.5488
AUS,LCC_SUR_ART_GAIN,2010,2473.590007
AUT,LCC_SUR_ART_GAIN,2010,944.0065545
BEL,LCC_SUR_ART_GAIN,2010,1314.072727
CAN,LCC_SUR_ART_GAIN,2010,2528.13707
CHL,LCC_SUR_ART_GAIN,2010,354.6011597
COL,LCC_SUR_ART_GAIN,2010,301.7990147
CRI,LCC_SUR_ART_GAIN,2010,137.5160727
CZE,LCC_SUR_ART_GAIN,2010,1316.69561
DNK,LCC_SUR_ART_GAIN,2010,482.9326381
EST,LCC_SUR_ART_GAIN,2010,87.59827575
FIN,LCC_SUR_ART_GAIN,2010,3.039370187
FRA,LCC_SUR_ART_GAIN,2010,6474.573698
FRB,LCC_SUR_ART_GAIN,2010,360.507883
FRC,LCC_SUR_ART_GAIN,2010,394.0197989
FRD,LCC_SUR_ART_GAIN,2010,409.5047977
FRE,LCC_SUR_ART_GAIN,2010,800.3091217
FRF,LCC_SUR_ART_GAIN,2010,699.4757426
FRG,LCC_SUR_ART_GAIN,2010,614.0426068
FRH,LCC_SUR_ART_GAIN,2010,409.3355529
FRI,LCC_SUR_ART_GAIN,2010,604.3152317
FRJ,LCC_SUR_ART_GAIN,2010,438.9740614
FRK,LCC_SUR_ART_GAIN,2010,742.7702694
FRL,LCC_SUR_ART_GAIN,2010,507.9697036
FRM,LCC_SUR_ART_GAIN,2010,24.05134841
DEU,LCC_SUR_ART_GAIN,2010,7600.675327
DEA,LCC_SUR_ART_GAIN,2010,1037.855973
DEB,LCC_SUR_ART_GAIN,2010,344.2058204
DEC,LCC_SUR_ART_GAIN,2010,102.4487978
DED,LCC_SUR_ART_GAIN,2010,553.7210582
DEE,LCC_SUR_ART_GAIN,2010,344.2984337
DEF,LCC_SUR_ART_GAIN,2010,248.7138517
DEG,LCC_SUR_ART_GAIN,2010,308.700547
GRC,LCC_SUR_ART_GAIN,2010,365.3250213
HUN,LCC_SUR_ART_GAIN,2010,1571.107099
IRL,LCC_SUR_ART_GAIN,2010,365.6822599
ISR,LCC_SUR_ART_GAIN,2010,308.9388437
ITA,LCC_SUR_ART_GAIN,2010,3654.413218
JPN,LCC_SUR_ART_GAIN,2010,5916.165097
JPA,LCC_SUR_ART_GAIN,2010,304.2576676
JPB,LCC_SUR_ART_GAIN,2010,599.3752642
JPC,LCC_SUR_ART_GAIN,2010,1010.08136
JPD,LCC_SUR_ART_GAIN,2010,749.3990748
JPE,LCC_SUR_ART_GAIN,2010,491.7040944
JPF,LCC_SUR_ART_GAIN,2010,942.7509211
JPG,LCC_SUR_ART_GAIN,2010,490.2297108
JPH,LCC_SUR_ART_GAIN,2010,444.5592946
