freq,unit,sector,cofog99,na_item,geo,time,value
A,PC_GDP,S13,GF1002,TE,BE,2020,10.1
A,PC_GDP,S13,GF1002,TE,BE,2021,9.6
A,PC_GDP,S13,GF1002,TE,BE,2022,9.6
A,PC_GDP,S13,GF1002,TE,BE,2023,9.8
A,PC_GDP,S13,GF1002,TE,BE,2024,10.2
A,PC_GDP,S13,GF1002,TE,BG,1995,5.1
A,PC_GDP,S13,GF1002,TE,BG,1996,5.3
A,PC_GDP,S13,GF1002,TE,BG,1997,5.7
A,PC_GDP,S13,GF1002,TE,BG,1998,6.4
A,PC_GDP,S13,GF1002,TE,BG,1999,7.6
A,PC_GDP,S13,GF1002,TE,BG,2000,8.0
A,PC_GDP,S13,GF1002,TE,BG,2001,7.4
A,PC_GDP,S13,GF1002,TE,BG,2002,8.8
A,PC_GDP,S13,GF1002,TE,BG,2003,7.3
A,PC_GDP,S13,GF1002,TE,BG,2004,6.5
A,PC_GDP,S13,GF1002,TE,BG,2005,6.5
A,PC_GDP,S13,GF1002,TE,BG,2006,6.6
A,PC_GDP,S13,GF1002,TE,BG,2007,5.9
A,PC_GDP,S13,GF1002,TE,BG,2008,5.4
A,PC_GDP,S13,GF1002,TE,BG,2009,8.5
A,PC_GDP,S13,GF1002,TE,BG,2010,8.8
A,PC_GDP,S13,GF1002,TE,BG,2011,8.3
A,PC_GDP,S13,GF1002,TE,BG,2012,8.1
A,PC_GDP,S13,GF1002,TE,BG,2013,8.7
A,PC_GDP,S13,GF1002,TE,BG,2014,9.0
A,PC_GDP,S13,GF1002,TE,BG,2015,8.8
A,PC_GDP,S13,GF1002,TE,BG,2016,8.5
A,PC_GDP,S13,GF1002,TE,BG,2017,8.1
A,PC_GDP,S13,GF1002,TE,BG,2018,8.0
A,PC_GDP,S13,GF1002,TE,BG,2019,7.6
A,PC_GDP,S13,GF1002,TE,BG,2020,8.5
A,PC_GDP,S13,GF1002,TE,BG,2021,9.1
A,PC_GDP,S13,GF1002,TE,BG,2022,8.8
A,PC_GDP,S13,GF1002,TE,BG,2023,9.2
A,PC_GDP,S13,GF1002,TE,BG,2024,9.4
A,PC_GDP,S13,GF1002,TE,CH,1995,6.2
A,PC_GDP,S13,GF1002,TE,CH,1996,6.1
A,PC_GDP,S13,GF1002,TE,CH,1997,6.2
A,PC_GDP,S13,GF1002,TE,CH,1998,6.3
A,PC_GDP,S13,GF1002,TE,CH,1999,7.5
A,PC_GDP,S13,GF1002,TE,CH,2000,7.7
A,PC_GDP,S13,GF1002,TE,CH,2001,6.6
A,PC_GDP,S13,GF1002,TE,CH,2002,7.8
A,PC_GDP,S13,GF1002,TE,CH,2003,6.4
A,PC_GDP,S13,GF1002,TE,CH,2004,6.6
A,PC_GDP,S13,GF1002,TE,CH,2005,6.2
A,PC_GDP,S13,GF1002,TE,CH,2006,5.8
A,PC_GDP,S13,GF1002,TE,CH,2007,5.8
