freq,mortalit,sex,icd10,unit,geo,time,value
A,PRVT,T,TOTAL,RT,CH,2021,115.19
A,PRVT,T,TOTAL,RT,CH,2022,106.63
A,PRVT,T,TOTAL,RT,CH,2023,99.64
A,PRVT,T,TOTAL,RT,CY,2011,108.76
A,PRVT,T,TOTAL,RT,CY,2012,112.69
A,PRVT,T,TOTAL,RT,CY,2013,108.23
A,PRVT,T,TOTAL,RT,CY,2014,108.54
A,PRVT,T,TOTAL,RT,CY,2015,110.14
A,PRVT,T,TOTAL,RT,CY,2016,99.94
A,PRVT,T,TOTAL,RT,CY,2017,111.48
A,PRVT,T,TOTAL,RT,CY,2018,103.81
A,PRVT,T,TOTAL,RT,CY,2019,99.81
A,PRVT,T,TOTAL,RT,CY,2020,112.42
A,PRVT,T,TOTAL,RT,CY,2021,139.46
A,PRVT,T,TOTAL,RT,CY,2022,123.03
A,PRVT,T,TOTAL,RT,CY,2023,89.7
A,PRVT,T,TOTAL,RT,CZ,2011,225.72
A,PRVT,T,TOTAL,RT,CZ,2012,219.43
A,PRVT,T,TOTAL,RT,CZ,2013,219.72
A,PRVT,T,TOTAL,RT,CZ,2014,204.71
A,PRVT,T,TOTAL,RT,CZ,2015,206.6
A,PRVT,T,TOTAL,RT,CZ,2016,195.07
A,PRVT,T,TOTAL,RT,CZ,2017,196.95
A,PRVT,T,TOTAL,RT,CZ,2018,195.14
A,PRVT,T,TOTAL,RT,CZ,2019,188.33
A,PRVT,T,TOTAL,RT,CZ,2020,218.38
A,PRVT,T,TOTAL,RT,CZ,2021,285.92
A,PRVT,T,TOTAL,RT,CZ,2022,195.45
A,PRVT,T,TOTAL,RT,CZ,2023,173.86
A,PRVT,T,TOTAL,RT,DE,2011,163.45
A,PRVT,T,TOTAL,RT,DE,2012,160.8
A,PRVT,T,TOTAL,RT,DE,2013,162.24
A,PRVT,T,TOTAL,RT,DE,2014,155.92
A,PRVT,T,TOTAL,RT,DE,2015,159.85
A,PRVT,T,TOTAL,RT,DE,2016,157.64
A,PRVT,T,TOTAL,RT,DE,2017,155.55
A,PRVT,T,TOTAL,RT,DE,2018,155.65
A,PRVT,T,TOTAL,RT,DE,2019,149.66
A,PRVT,T,TOTAL,RT,DE,2020,157.23
A,PRVT,T,TOTAL,RT,DE,2021,171.28
A,PRVT,T,TOTAL,RT,DE,2022,165.44
A,PRVT,T,TOTAL,RT,DE,2023,157.05
A,PRVT,T,TOTAL,RT,DK,2011,183.37
A,PRVT,T,TOTAL,RT,DK,2012,182.63
A,PRVT,T,TOTAL,RT,DK,2013,172.52
A,PRVT,T,TOTAL,RT,DK,2014,173.19
A,PRVT,T,TOTAL,RT,DK,2015,164.21
A,PRVT,T,TOTAL,RT,DK,2016,160.76
A,PRVT,T,TOTAL,RT,DK,2017,156.77
A,PRVT,T,TOTAL,RT,DK,2018,151.99
A,PRVT,T,TOTAL,RT,DK,2019,151.27
A,PRVT,T,TOTAL,RT,DK,2020,145.85
A,PRVT,T,TOTAL,RT,DK,2021,148.93
A,PRVT,T,TOTAL,RT,DK,2022,147.18
A,PRVT,T,TOTAL,RT,DK,2023,139.22
A,PRVT,T,TOTAL,RT,EE,2011,301.67
A,PRVT,T,TOTAL,RT,EE,2012,303.58
A,PRVT,T,TOTAL,RT,EE,2013,281.71
A,PRVT,T,TOTAL,RT,EE,2014,280.01
A,PRVT,T,TOTAL,RT,EE,2015,270.72
A,PRVT,T,TOTAL,RT,EE,2016,262.38
A,PRVT,T,TOTAL,RT,EE,2017,247.27
A,PRVT,T,TOTAL,RT,EE,2018,253.0
A,PRVT,T,TOTAL,RT,EE,2019,234.11
A,PRVT,T,TOTAL,RT,EE,2020,251.77
A,PRVT,T,TOTAL,RT,EE,2021,304.67
A,PRVT,T,TOTAL,RT,EE,2022,266.71
A,PRVT,T,TOTAL,RT,EE,2023,241.28
A,PRVT,T,TOTAL,RT,EL,2011,148.68
A,PRVT,T,TOTAL,RT,EL,2012,151.0
A,PRVT,T,TOTAL,RT,EL,2013,149.78
A,PRVT,T,TOTAL,RT,EL,2014,142.35
A,PRVT,T,TOTAL,RT,EL,2015,145.15
A,PRVT,T,TOTAL,RT,EL,2016,141.38
A,PRVT,T,TOTAL,RT,EL,2017,141.4
A,PRVT,T,TOTAL,RT,EL,2018,138.56
A,PRVT,T,TOTAL,RT,EL,2019,138.07
A,PRVT,T,TOTAL,RT,EL,2020,152.9
A,PRVT,T,TOTAL,RT,EL,2021,195.91
A,PRVT,T,TOTAL,RT,EL,2022,166.12
A,PRVT,T,TOTAL,RT,EL,2023,136.91
A,PRVT,T,TOTAL,RT,ES,2011,128.2
A,PRVT,T,TOTAL,RT,ES,2012,125.74
A,PRVT,T,TOTAL,RT,ES,2013,123.32
A,PRVT,T,TOTAL,RT,ES,2014,120.14
A,PRVT,T,TOTAL,RT,ES,2015,119.41
A,PRVT,T,TOTAL,RT,ES,2016,117.8
A,PRVT,T,TOTAL,RT,ES,2017,115.86
A,PRVT,T,TOTAL,RT,ES,2018,113.39
A,PRVT,T,TOTAL,RT,ES,2019,110.01
A,PRVT,T,TOTAL,RT,ES,2020,143.35
A,PRVT,T,TOTAL,RT,ES,2021,133.97
A,PRVT,T,TOTAL,RT,ES,2022,124.41
A,PRVT,T,TOTAL,RT,ES,2023,110.36
A,PRVT,T,TOTAL,RT,EU27_2020,2011,177.96
A,PRVT,T,TOTAL,RT,EU27_2020,2012,175.02
A,PRVT,T,TOTAL,RT,EU27_2020,2013,171.01
A,PRVT,T,TOTAL,RT,EU27_2020,2014,165.82
A,PRVT,T,TOTAL,RT,EU27_2020,2015,166.28
A,PRVT,T,TOTAL,RT,EU27_2020,2016,162.48
A,PRVT,T,TOTAL,RT,EU27_2020,2017,160.0
A,PRVT,T,TOTAL,RT,EU27_2020,2018,158.57
A,PRVT,T,TOTAL,RT,EU27_2020,2019,154.0
A,PRVT,T,TOTAL,RT,EU27_2020,2020,179.91
A,PRVT,T,TOTAL,RT,EU27_2020,2021,200.83
A,PRVT,T,TOTAL,RT,EU27_2020,2022,168.14
A,PRVT,T,TOTAL,RT,EU27_2020,2023,150.85
A,PRVT,T,TOTAL,RT,EU28,2011,175.67
A,PRVT,T,TOTAL,RT,EU28,2012,172.76
A,PRVT,T,TOTAL,RT,EU28,2013,169.04
A,PRVT,T,TOTAL,RT,EU28,2014,164.2
A,PRVT,T,TOTAL,RT,EU28,2015,164.76
A,PRVT,T,TOTAL,RT,EU28,2016,161.52
A,PRVT,T,TOTAL,RT,EU28,2017,159.1
A,PRVT,T,TOTAL,RT,FI,2011,188.04
A,PRVT,T,TOTAL,RT,FI,2012,182.95
A,PRVT,T,TOTAL,RT,FI,2013,179.28
A,PRVT,T,TOTAL,RT,FI,2014,168.87
A,PRVT,T,TOTAL,RT,FI,2015,163.26
A,PRVT,T,TOTAL,RT,FI,2016,166.01
A,PRVT,T,TOTAL,RT,FI,2017,160.87
A,PRVT,T,TOTAL,RT,FI,2018,159.11
A,PRVT,T,TOTAL,RT,FI,2019,153.73
A,PRVT,T,TOTAL,RT,FI,2020,157.36
A,PRVT,T,TOTAL,RT,FI,2021,156.41
A,PRVT,T,TOTAL,RT,FI,2022,166.02
A,PRVT,T,TOTAL,RT,FI,2023,154.89
A,PRVT,T,TOTAL,RT,FR,2011,147.19
A,PRVT,T,TOTAL,RT,FR,2012,142.78
A,PRVT,T,TOTAL,RT,FR,2013,140.08
A,PRVT,T,TOTAL,RT,FR,2014,135.44
A,PRVT,T,TOTAL,RT,FR,2015,136.48
A,PRVT,T,TOTAL,RT,FR,2016,133.51
A,PRVT,T,TOTAL,RT,FR,2017,129.9
A,PRVT,T,TOTAL,RT,FR,2018,127.87
A,PRVT,T,TOTAL,RT,FR,2019,125.53
A,PRVT,T,TOTAL,RT,FR,2020,142.68
A,PRVT,T,TOTAL,RT,FR,2021,145.24
A,PRVT,T,TOTAL,RT,FR,2022,137.37
A,PRVT,T,TOTAL,RT,FR,2023,127.21
A,PRVT,T,TOTAL,RT,GE,2023,203.4
A,PRVT,T,TOTAL,RT,HR,2011,260.04
A,PRVT,T,TOTAL,RT,HR,2012,254.28
A,PRVT,T,TOTAL,RT,HR,2013,242.72
A,PRVT,T,TOTAL,RT,HR,2014,238.32
A,PRVT,T,TOTAL,RT,HR,2015,244.34
A,PRVT,T,TOTAL,RT,HR,2016,231.72
A,PRVT,T,TOTAL,RT,HR,2017,231.88
A,PRVT,T,TOTAL,RT,HR,2018,238.62
A,PRVT,T,TOTAL,RT,HR,2019,232.63
A,PRVT,T,TOTAL,RT,HR,2020,264.38
A,PRVT,T,TOTAL,RT,HR,2021,312.0
A,PRVT,T,TOTAL,RT,HR,2022,253.13
A,PRVT,T,TOTAL,RT,HR,2023,225.22
A,PRVT,T,TOTAL,RT,HU,2011,358.54
A,PRVT,T,TOTAL,RT,HU,2012,349.32
A,PRVT,T,TOTAL,RT,HU,2013,331.7
A,PRVT,T,TOTAL,RT,HU,2014,330.09
A,PRVT,T,TOTAL,RT,HU,2015,334.32
A,PRVT,T,TOTAL,RT,HU,2016,325.27
A,PRVT,T,TOTAL,RT,HU,2017,327.76
A,PRVT,T,TOTAL,RT,HU,2018,325.62
A,PRVT,T,TOTAL,RT,HU,2019,315.36
A,PRVT,T,TOTAL,RT,HU,2020,350.44
A,PRVT,T,TOTAL,RT,HU,2021,452.37
A,PRVT,T,TOTAL,RT,HU,2022,333.38
A,PRVT,T,TOTAL,RT,HU,2023,300.35
A,PRVT,T,TOTAL,RT,IE,2011,157.72
A,PRVT,T,TOTAL,RT,IE,2012,152.91
A,PRVT,T,TOTAL,RT,IE,2013,150.14
A,PRVT,T,TOTAL,RT,IE,2014,147.23
A,PRVT,T,TOTAL,RT,IE,2015,136.92
A,PRVT,T,TOTAL,RT,IE,2016,138.12
A,PRVT,T,TOTAL,RT,IE,2017,129.41
A,PRVT,T,TOTAL,RT,IE,2018,132.06
A,PRVT,T,TOTAL,RT,IE,2019,127.0
A,PRVT,T,TOTAL,RT,IE,2020,141.77
A,PRVT,T,TOTAL,RT,IE,2021,148.42
A,PRVT,T,TOTAL,RT,IE,2022,132.37
A,PRVT,T,TOTAL,RT,IE,2023,126.33
A,PRVT,T,TOTAL,RT,IS,2011,138.15
A,PRVT,T,TOTAL,RT,IS,2012,129.87
A,PRVT,T,TOTAL,RT,IS,2013,131.59
A,PRVT,T,TOTAL,RT,IS,2014,118.17
A,PRVT,T,TOTAL,RT,IS,2015,126.06
A,PRVT,T,TOTAL,RT,IS,2016,139.35
A,PRVT,T,TOTAL,RT,IS,2017,124.29
A,PRVT,T,TOTAL,RT,IS,2018,114.82
A,PRVT,T,TOTAL,RT,IS,2019,105.24
A,PRVT,T,TOTAL,RT,IS,2020,98.6
A,PRVT,T,TOTAL,RT,IS,2021,110.76
A,PRVT,T,TOTAL,RT,IS,2022,125.23
A,PRVT,T,TOTAL,RT,IS,2023,123.05
A,PRVT,T,TOTAL,RT,IT,2011,124.8
A,PRVT,T,TOTAL,RT,IT,2012,122.12
A,PRVT,T,TOTAL,RT,IT,2013,116.43
A,PRVT,T,TOTAL,RT,IT,2014,112.86
A,PRVT,T,TOTAL,RT,IT,2015,113.6
A,PRVT,T,TOTAL,RT,IT,2016,109.97
A,PRVT,T,TOTAL,RT,IT,2017,108.57
A,PRVT,T,TOTAL,RT,IT,2018,104.44
A,PRVT,T,TOTAL,RT,IT,2019,101.2
A,PRVT,T,TOTAL,RT,IT,2020,130.6
A,PRVT,T,TOTAL,RT,IT,2021,127.95
A,PRVT,T,TOTAL,RT,IT,2022,113.28
A,PRVT,T,TOTAL,RT,IT,2023,98.44
A,PRVT,T,TOTAL,RT,LI,2011,141.55
A,PRVT,T,TOTAL,RT,LI,2012,108.03
A,PRVT,T,TOTAL,RT,LI,2013,139.23
A,PRVT,T,TOTAL,RT,LI,2014,103.8
A,PRVT,T,TOTAL,RT,LI,2015,90.56
A,PRVT,T,TOTAL,RT,LI,2016,119.11
A,PRVT,T,TOTAL,RT,LI,2017,97.19
A,PRVT,T,TOTAL,RT,LI,2018,96.25
A,PRVT,T,TOTAL,RT,LI,2019,102.02
A,PRVT,T,TOTAL,RT,LI,2020,128.89
A,PRVT,T,TOTAL,RT,LI,2021,96.2
A,PRVT,T,TOTAL,RT,LI,2022,96.88
A,PRVT,T,TOTAL,RT,LI,2023,78.92
A,PRVT,T,TOTAL,RT,LT,2011,380.89
A,PRVT,T,TOTAL,RT,LT,2012,371.96
A,PRVT,T,TOTAL,RT,LT,2013,365.13
A,PRVT,T,TOTAL,RT,LT,2014,344.49
A,PRVT,T,TOTAL,RT,LT,2015,343.73
A,PRVT,T,TOTAL,RT,LT,2016,336.09
A,PRVT,T,TOTAL,RT,LT,2017,307.89
A,PRVT,T,TOTAL,RT,LT,2018,292.99
A,PRVT,T,TOTAL,RT,LT,2019,285.12
A,PRVT,T,TOTAL,RT,LT,2020,340.33
A,PRVT,T,TOTAL,RT,LT,2021,394.09
A,PRVT,T,TOTAL,RT,LT,2022,309.19
A,PRVT,T,TOTAL,RT,LT,2023,264.83
A,PRVT,T,TOTAL,RT,LU,2011,150.0
A,PRVT,T,TOTAL,RT,LU,2012,151.51
A,PRVT,T,TOTAL,RT,LU,2013,147.56
A,PRVT,T,TOTAL,RT,LU,2014,146.27
A,PRVT,T,TOTAL,RT,LU,2015,134.92
A,PRVT,T,TOTAL,RT,LU,2016,140.33
A,PRVT,T,TOTAL,RT,LU,2017,130.16
A,PRVT,T,TOTAL,RT,LU,2018,131.46
A,PRVT,T,TOTAL,RT,LU,2019,116.25
A,PRVT,T,TOTAL,RT,LU,2020,133.69
A,PRVT,T,TOTAL,RT,LU,2021,132.63
A,PRVT,T,TOTAL,RT,LU,2022,119.75
A,PRVT,T,TOTAL,RT,LU,2023,105.92
A,PRVT,T,TOTAL,RT,LV,2011,369.91
A,PRVT,T,TOTAL,RT,LV,2012,365.8
A,PRVT,T,TOTAL,RT,LV,2013,360.78
A,PRVT,T,TOTAL,RT,LV,2014,348.74
A,PRVT,T,TOTAL,RT,LV,2015,340.9
A,PRVT,T,TOTAL,RT,LV,2016,331.89
A,PRVT,T,TOTAL,RT,LV,2017,326.37
A,PRVT,T,TOTAL,RT,LV,2018,325.66
A,PRVT,T,TOTAL,RT,LV,2019,296.47
A,PRVT,T,TOTAL,RT,LV,2020,317.05
A,PRVT,T,TOTAL,RT,LV,2021,439.0
A,PRVT,T,TOTAL,RT,LV,2022,342.63
A,PRVT,T,TOTAL,RT,LV,2023,309.01
A,PRVT,T,TOTAL,RT,MD,2022,466.5
A,PRVT,T,TOTAL,RT,MD,2023,428.15
A,PRVT,T,TOTAL,RT,MT,2011,133.54
A,PRVT,T,TOTAL,RT,MT,2012,129.97
A,PRVT,T,TOTAL,RT,MT,2013,118.09
A,PRVT,T,TOTAL,RT,MT,2014,121.73
A,PRVT,T,TOTAL,RT,MT,2015,114.23
A,PRVT,T,TOTAL,RT,MT,2016,115.15
A,PRVT,T,TOTAL,RT,MT,2017,118.05
A,PRVT,T,TOTAL,RT,MT,2018,110.74
A,PRVT,T,TOTAL,RT,MT,2019,101.91
A,PRVT,T,TOTAL,RT,MT,2020,114.87
A,PRVT,T,TOTAL,RT,MT,2021,132.8
A,PRVT,T,TOTAL,RT,MT,2022,119.45
A,PRVT,T,TOTAL,RT,MT,2023,103.93
A,PRVT,T,TOTAL,RT,NL,2011,141.37
A,PRVT,T,TOTAL,RT,NL,2012,139.81
A,PRVT,T,TOTAL,RT,NL,2013,136.5
A,PRVT,T,TOTAL,RT,NL,2014,132.29
A,PRVT,T,TOTAL,RT,NL,2015,135.27
A,PRVT,T,TOTAL,RT,NL,2016,133.91
A,PRVT,T,TOTAL,RT,NL,2017,128.21
A,PRVT,T,TOTAL,RT,NL,2018,128.69
A,PRVT,T,TOTAL,RT,NL,2019,123.62
A,PRVT,T,TOTAL,RT,NL,2020,141.47
A,PRVT,T,TOTAL,RT,NL,2021,146.52
A,PRVT,T,TOTAL,RT,NL,2022,132.74
A,PRVT,T,TOTAL,RT,NL,2023,123.09
A,PRVT,T,TOTAL,RT,NO,2011,143.84
A,PRVT,T,TOTAL,RT,NO,2012,137.16
A,PRVT,T,TOTAL,RT,NO,2013,137.98
A,PRVT,T,TOTAL,RT,NO,2014,128.84
A,PRVT,T,TOTAL,RT,NO,2015,128.27
A,PRVT,T,TOTAL,RT,NO,2016,129.04
A,PRVT,T,TOTAL,RT,NO,2017,119.25
A,PRVT,T,TOTAL,RT,NO,2018,119.85
A,PRVT,T,TOTAL,RT,NO,2019,115.27
A,PRVT,T,TOTAL,RT,NO,2020,114.86
A,PRVT,T,TOTAL,RT,NO,2021,113.88
A,PRVT,T,TOTAL,RT,NO,2022,122.13
A,PRVT,T,TOTAL,RT,NO,2023,116.31
A,PRVT,T,TOTAL,RT,PL,2011,246.29
A,PRVT,T,TOTAL,RT,PL,2012,242.66
A,PRVT,T,TOTAL,RT,PL,2013,235.26
A,PRVT,T,TOTAL,RT,PL,2014,224.24
A,PRVT,T,TOTAL,RT,PL,2015,221.37
A,PRVT,T,TOTAL,RT,PL,2016,218.47
A,PRVT,T,TOTAL,RT,PL,2017,219.48
A,PRVT,T,TOTAL,RT,PL,2018,221.9
A,PRVT,T,TOTAL,RT,PL,2019,218.57
A,PRVT,T,TOTAL,RT,PL,2020,274.7
A,PRVT,T,TOTAL,RT,PL,2021,335.85
A,PRVT,T,TOTAL,RT,PL,2022,243.66
A,PRVT,T,TOTAL,RT,PL,2023,208.78
A,PRVT,T,TOTAL,RT,PT,2011,149.25
A,PRVT,T,TOTAL,RT,PT,2012,143.21
A,PRVT,T,TOTAL,RT,PT,2013,141.15
A,PRVT,T,TOTAL,RT,PT,2014,143.95
A,PRVT,T,TOTAL,RT,PT,2015,141.74
A,PRVT,T,TOTAL,RT,PT,2016,140.47
A,PRVT,T,TOTAL,RT,PT,2017,138.28
A,PRVT,T,TOTAL,RT,PT,2018,138.36
A,PRVT,T,TOTAL,RT,PT,2019,135.59
A,PRVT,T,TOTAL,RT,PT,2020,145.7
A,PRVT,T,TOTAL,RT,PT,2021,155.89
A,PRVT,T,TOTAL,RT,PT,2022,138.83
A,PRVT,T,TOTAL,RT,PT,2023,125.94
A,PRVT,T,TOTAL,RT,RO,2011,338.76
A,PRVT,T,TOTAL,RT,RO,2012,332.47
A,PRVT,T,TOTAL,RT,RO,2013,318.13
A,PRVT,T,TOTAL,RT,RO,2014,318.65
A,PRVT,T,TOTAL,RT,RO,2015,314.03
A,PRVT,T,TOTAL,RT,RO,2016,310.22
A,PRVT,T,TOTAL,RT,RO,2017,306.91
A,PRVT,T,TOTAL,RT,RO,2018,306.99
A,PRVT,T,TOTAL,RT,RO,2019,296.17
A,PRVT,T,TOTAL,RT,RO,2020,358.14
A,PRVT,T,TOTAL,RT,RO,2021,440.08
A,PRVT,T,TOTAL,RT,RO,2022,304.31
A,PRVT,T,TOTAL,RT,RO,2023,264.04
A,PRVT,T,TOTAL,RT,RS,2011,251.72
A,PRVT,T,TOTAL,RT,RS,2012,245.95
A,PRVT,T,TOTAL,RT,RS,2013,239.19
A,PRVT,T,TOTAL,RT,RS,2014,234.13
A,PRVT,T,TOTAL,RT,RS,2015,238.9
A,PRVT,T,TOTAL,RT,RS,2016,235.37
A,PRVT,T,TOTAL,RT,RS,2017,233.53
A,PRVT,T,TOTAL,RT,RS,2018,228.83
A,PRVT,T,TOTAL,RT,RS,2019,229.97
A,PRVT,T,TOTAL,RT,RS,2020,305.39
A,PRVT,T,TOTAL,RT,RS,2021,412.68
