freq,unit,age,sex,geo,time,value
A,NR,Y15-64,T,DE,1997,55968137.0
A,NR,Y15-64,T,DE,1998,55992553.0
A,NR,Y15-64,T,DE,1999,55989513.0
A,NR,Y15-64,T,DE,2000,55915209.0
A,NR,Y15-64,T,DE,2001,55788284.0
A,NR,Y15-64,T,DE,2002,55755743.0
A,NR,Y15-64,T,DE,2003,55682281.0
A,NR,Y15-64,T,DE,2004,55509566.0
A,NR,Y15-64,T,DE,2005,55208740.0
A,NR,Y15-64,T,DE,2006,54918049.0
A,NR,Y15-64,T,DE,2007,54574251.0
A,NR,Y15-64,T,DE,2008,54417397.0
A,NR,Y15-64,T,DE,2009,54134237.0
A,NR,Y15-64,T,DE,2010,53877881.0
A,NR,Y15-64,T,DE,2011,52762009.0
A,NR,Y15-64,T,DE,2012,52951462.0
A,NR,Y15-64,T,DE,2013,53125688.0
A,NR,Y15-64,T,DE,2014,53272221.0
A,NR,Y15-64,T,DE,2015,53422103.0
A,NR,Y15-64,T,DE,2016,53994380.0
A,NR,Y15-64,T,DE,2017,53963380.0
A,NR,Y15-64,T,DE,2018,53910881.0
A,NR,Y15-64,T,DE,2019,53844866.0
A,NR,Y15-64,T,DE,2020,53684770.0
A,NR,Y15-64,T,DE,2021,53405595.0
A,NR,Y15-64,T,DE,2022,53193690.0
A,NR,Y15-64,T,DE,2023,53009329.0
A,NR,Y15-64,T,DE,2024,53109702.0
A,NR,Y15-64,T,DE,2025,52952171.0
A,NR,Y15-64,T,DE_TOT,1995,55702495.0
A,NR,Y15-64,T,DE_TOT,1996,55846564.0
A,NR,Y15-64,T,DE_TOT,1997,55968137.0
A,NR,Y15-64,T,DE_TOT,1998,55992553.0
A,NR,Y15-64,T,DE_TOT,1999,55989513.0
A,NR,Y15-64,T,DE_TOT,2000,55915209.0
A,NR,Y15-64,T,DE_TOT,2001,55788284.0
A,NR,Y15-64,T,DE_TOT,2002,55755743.0
A,NR,Y15-64,T,DE_TOT,2003,55682281.0
A,NR,Y15-64,T,DE_TOT,2004,55509566.0
A,NR,Y15-64,T,DE_TOT,2005,55208740.0
A,NR,Y15-64,T,DE_TOT,2006,54918049.0
A,NR,Y15-64,T,DE_TOT,2007,54574251.0
A,NR,Y15-64,T,DE_TOT,2008,54417397.0
A,NR,Y15-64,T,DE_TOT,2009,54134237.0
A,NR,Y15-64,T,DE_TOT,2010,53877881.0
A,NR,Y15-64,T,DE_TOT,2011,52762009.0
A,NR,Y15-64,T,DE_TOT,2012,52951462.0
A,NR,Y15-64,T,DE_TOT,2013,53125688.0
A,NR,Y15-64,T,DE_TOT,2014,53272221.0
A,NR,Y15-64,T,DE_TOT,2015,53422103.0
A,NR,Y15-64,T,DE_TOT,2016,53994380.0
A,NR,Y15-64,T,DE_TOT,2017,53963380.0
A,NR,Y15-64,T,DE_TOT,2018,53910881.0
A,NR,Y15-64,T,DE_TOT,2019,53844866.0
A,NR,Y15-64,T,DE_TOT,2020,53684770.0
A,NR,Y15-64,T,DE_TOT,2021,53405595.0
A,NR,Y15-64,T,DE_TOT,2022,53193690.0
A,NR,Y15-64,T,DE_TOT,2023,53009329.0
A,NR,Y15-64,T,DE_TOT,2024,53109702.0
A,NR,Y15-64,T,DE_TOT,2025,52952171.0
A,NR,Y15-64,T,DK,1995,3516145.0
A,NR,Y15-64,T,DK,1996,3535829.0
A,NR,Y15-64,T,DK,1997,3545187.0
A,NR,Y15-64,T,DK,1998,3551204.0
A,NR,Y15-64,T,DK,1999,3555467.0
A,NR,Y15-64,T,DK,2000,3558470.0
A,NR,Y15-64,T,DK,2001,3562899.0
A,NR,Y15-64,T,DK,2002,3568567.0
A,NR,Y15-64,T,DK,2003,3572110.0
A,NR,Y15-64,T,DK,2004,3575484.0
A,NR,Y15-64,T,DK,2005,3580756.0
A,NR,Y15-64,T,DK,2006,3588553.0
A,NR,Y15-64,T,DK,2007,3598186.0
A,NR,Y15-64,T,DK,2008,3612833.0
A,NR,Y15-64,T,DK,2009,3627869.0
A,NR,Y15-64,T,DK,2010,3630561.0
A,NR,Y15-64,T,DK,2011,3631760.0
A,NR,Y15-64,T,DK,2012,3625974.0
A,NR,Y15-64,T,DK,2013,3625231.0
A,NR,Y15-64,T,DK,2014,3631831.0
A,NR,Y15-64,T,DK,2015,3645939.0
A,NR,Y15-64,T,DK,2016,3672555.0
A,NR,Y15-64,T,DK,2017,3692029.0
A,NR,Y15-64,T,DK,2018,3704557.0
A,NR,Y15-64,T,DK,2019,3712548.0
A,NR,Y15-64,T,DK,2020,3713654.0
A,NR,Y15-64,T,DK,2021,3714989.0
A,NR,Y15-64,T,DK,2022,3732373.0
A,NR,Y15-64,T,DK,2023,3771867.0
A,NR,Y15-64,T,DK,2024,3791527.0
A,NR,Y15-64,T,DK,2025,3810958.0
A,NR,Y15-64,T,EA20,2013,223811177.0
A,NR,Y15-64,T,EA20,2014,223272565.0
A,NR,Y15-64,T,EA20,2015,222793835.0
A,NR,Y15-64,T,EA20,2016,222940442.0
A,NR,Y15-64,T,EA20,2017,222566146.0
A,NR,Y15-64,T,EA20,2018,222278938.0
A,NR,Y15-64,T,EA20,2019,222301333.0
A,NR,Y15-64,T,EA20,2020,222272915.0
A,NR,Y15-64,T,EA20,2021,221724135.0
A,NR,Y15-64,T,EA20,2022,221529053.0
A,NR,Y15-64,T,EA20,2023,222311614.0
A,NR,Y15-64,T,EA20,2024,223171005.0
A,NR,Y15-64,T,EA20,2025,223682149.0
A,NR,Y15-64,T,EA21,2025,227673421.0
A,NR,Y15-64,T,EE,1995,952702.0
A,NR,Y15-64,T,EE,1996,937383.0
A,NR,Y15-64,T,EE,1997,925862.0
A,NR,Y15-64,T,EE,1998,919057.0
A,NR,Y15-64,T,EE,1999,915622.0
A,NR,Y15-64,T,EE,2000,942700.0
A,NR,Y15-64,T,EE,2001,939770.0
A,NR,Y15-64,T,EE,2002,935930.0
A,NR,Y15-64,T,EE,2003,932000.0
A,NR,Y15-64,T,EE,2004,928510.0
A,NR,Y15-64,T,EE,2005,924760.0
