ccaa,anyo,valor,quarter
Castilla - La Mancha,1987,1661427.0,3
Castilla - La Mancha,1988,1661717.0,1
Castilla - La Mancha,1988,1661545.0,3
Castilla - La Mancha,1989,1661327.0,1
Castilla - La Mancha,1989,1660618.0,3
Castilla - La Mancha,1990,1660507.0,1
Castilla - La Mancha,1990,1659674.0,3
Castilla - La Mancha,1991,1659371.0,1
Castilla - La Mancha,1991,1662198.0,3
Castilla - La Mancha,1992,1667663.0,1
Castilla - La Mancha,1992,1672773.0,3
Castilla - La Mancha,1993,1678672.0,1
Castilla - La Mancha,1993,1683392.0,3
Castilla - La Mancha,1994,1688537.0,1
Castilla - La Mancha,1994,1693196.0,3
Castilla - La Mancha,1995,1698263.0,1
Castilla - La Mancha,1995,1702855.0,3
Castilla - La Mancha,1996,1707702.0,1
Castilla - La Mancha,1996,1711775.0,3
Castilla - La Mancha,1997,1716289.0,1
Castilla - La Mancha,1997,1720738.0,3
Castilla - La Mancha,1998,1725584.0,1
Castilla - La Mancha,1998,1729305.0,3
Castilla - La Mancha,1999,1733813.0,1
Castilla - La Mancha,1999,1737393.0,3
Castilla - La Mancha,2000,1742456.0,1
Castilla - La Mancha,2000,1746736.0,3
Castilla - La Mancha,2001,1752002.0,1
Castilla - La Mancha,2001,1756627.0,3
Castilla - La Mancha,2002,1763493.0,1
Castilla - La Mancha,2002,1777825.0,3
Castilla - La Mancha,2003,1797142.0,1
Castilla - La Mancha,2003,1814956.0,3
Castilla - La Mancha,2004,1833549.0,1
Castilla - La Mancha,2004,1849739.0,3
Castilla - La Mancha,2005,1874004.0,1
Castilla - La Mancha,2005,1895152.0,3
Castilla - La Mancha,2006,1917447.0,1
Castilla - La Mancha,2006,1941224.0,3
Castilla - La Mancha,2007,1971222.0,1
Castilla - La Mancha,2007,2003264.0,3
Castilla - La Mancha,2008,2031828.0,1
Castilla - La Mancha,2008,2050524.0,3
Castilla - La Mancha,2009,2066417.0,1
Castilla - La Mancha,2009,2075853.0,3
Castilla - La Mancha,2010,2084470.0,1
Castilla - La Mancha,2010,2090566.0,3
Castilla - La Mancha,2011,2099057.0,1
Castilla - La Mancha,2011,2103317.0,3
Castilla - La Mancha,2012,2105936.0,1
Castilla - La Mancha,2012,2098279.0,3
Castilla - La Mancha,2013,2093474.0,1
Castilla - La Mancha,2013,2083055.0,3
Castilla - La Mancha,2014,2074760.0,1
Castilla - La Mancha,2014,2067307.0,3
Castilla - La Mancha,2015,2062615.0,1
Castilla - La Mancha,2015,2054098.0,3
Castilla - La Mancha,2016,2049336.0,1
Castilla - La Mancha,2016,2043828.0,3
Castilla - La Mancha,2017,2041422.0,1
Castilla - La Mancha,2017,2034084.0,3
Castilla - La Mancha,2018,2034409.0,1
Castilla - La Mancha,2018,2032138.0,3
Castilla - La Mancha,2019,2036777.0,1
Castilla - La Mancha,2019,2040679.0,3
Castilla - La Mancha,2020,2047969.0,1
Castilla - La Mancha,2020,2045920.0,3
Castilla - La Mancha,2021,2052505.0,1
Castilla - La Mancha,2021,2052154.0,2
Castilla - La Mancha,2021,2050861.0,3
Castilla - La Mancha,2021,2053807.0,4
Castilla - La Mancha,2022,2058278.0,1
Castilla - La Mancha,2022,2062462.0,2
Castilla - La Mancha,2022,2069351.0,3
Castilla - La Mancha,2022,2076182.0,4
Castilla - La Mancha,2023,2084086.0,1
Castilla - La Mancha,2023,2088160.0,2
Castilla - La Mancha,2023,2092447.0,3
Castilla - La Mancha,2023,2099494.0,4
Castilla - La Mancha,2024,2104433.0,1
Castilla - La Mancha,2024,2107648.0,2
Castilla - La Mancha,2024,2113135.0,3
Castilla - La Mancha,2024,2120562.0,4
Castilla - La Mancha,2025,2126378.0,1
Castilla - La Mancha,2025,2130850.0,2
Castilla - La Mancha,2025,2138591.0,3
Castilla - La Mancha,2025,2148756.0,4
Castilla - La Mancha,2026,2154740.0,1
Castilla - La Mancha,2026,2162571.0,2
Castilla y León,1971,2668279.0,1
Castilla y León,1971,2664413.0,3
Castilla y León,1972,2660966.0,1
Castilla y León,1972,2657614.0,3
Castilla y León,1973,2654877.0,1
Castilla y León,1973,2650564.0,3
Castilla y León,1974,2647041.0,1
Castilla y León,1974,2643135.0,3
Castilla y León,1975,2639524.0,1
Castilla y León,1975,2634813.0,3
Castilla y León,1976,2630855.0,1
Castilla y León,1976,2626676.0,3
Castilla y León,1977,2623383.0,1
Castilla y León,1977,2618972.0,3
Castilla y León,1978,2614721.0,1
Castilla y León,1978,2610537.0,3
Castilla y León,1979,2606193.0,1
Castilla y León,1979,2601605.0,3
Castilla y León,1980,2596432.0,1
Castilla y León,1980,2591420.0,3
Castilla y León,1981,2585788.0,1
Castilla y León,1981,2585184.0,3
Castilla y León,1982,2587202.0,1
Castilla y León,1982,2589200.0,3
Castilla y León,1983,2590365.0,1
Castilla y León,1983,2589992.0,3
Castilla y León,1984,2590341.0,1
Castilla y León,1984,2590021.0,3
Castilla y León,1985,2589610.0,1
Castilla y León,1985,2588079.0,3
Castilla y León,1986,2586361.0,1
Castilla y León,1986,2583784.0,3
Castilla y León,1987,2581893.0,1
Castilla y León,1987,2579204.0,3
Castilla y León,1988,2576210.0,1
Castilla y León,1988,2572432.0,3
Castilla y León,1989,2568239.0,1
Castilla y León,1989,2564071.0,3
Castilla y León,1990,2559546.0,1
Castilla y León,1990,2554038.0,3
Castilla y León,1991,2548508.0,1
Castilla y León,1991,2544224.0,3
Castilla y León,1992,2541467.0,1
Castilla y León,1992,2538293.0,3
Castilla y León,1993,2535358.0,1
Castilla y León,1993,2531944.0,3
Castilla y León,1994,2528348.0,1
Castilla y León,1994,2524677.0,3
Castilla y León,1995,2520690.0,1
Castilla y León,1995,2516362.0,3
Castilla y León,1996,2512008.0,1
Castilla y León,1996,2507360.0,3
Castilla y León,1997,2502823.0,1
Castilla y León,1997,2498399.0,3
Castilla y León,1998,2494206.0,1
Castilla y León,1998,2488329.0,3
Castilla y León,1999,2483618.0,1
Castilla y León,1999,2477489.0,3
Castilla y León,2000,2472869.0,1
Castilla y León,2000,2467686.0,3
Castilla y León,2001,2463479.0,1
Castilla y León,2001,2459039.0,3
Castilla y León,2002,2454840.0,1
Castilla y León,2002,2458042.0,3
Castilla y León,2003,2463623.0,1
Castilla y León,2003,2467429.0,3
Castilla y León,2004,2471114.0,1
Castilla y León,2004,2475274.0,3
Castilla y León,2005,2482805.0,1
Castilla y León,2005,2487533.0,3
Castilla y León,2006,2494676.0,1
Castilla y León,2006,2502598.0,3
Castilla y León,2007,2514202.0,1
Castilla y León,2007,2528372.0,3
Castilla y León,2008,2541717.0,1
Castilla y León,2008,2546405.0,3
Castilla y León,2009,2549174.0,1
Castilla y León,2009,2547569.0,3
Castilla y León,2010,2547408.0,1
Castilla y León,2010,2545387.0,3
Castilla y León,2011,2545286.0,1
Castilla y León,2011,2541364.0,3
Castilla y León,2012,2537654.0,1
Castilla y León,2012,2525537.0,3
Castilla y León,2013,2516927.0,1
Castilla y León,2013,2504683.0,3
Castilla y León,2014,2493604.0,1
Castilla y León,2014,2482991.0,3
Castilla y León,2015,2475697.0,1
Castilla y León,2015,2462191.0,3
Castilla y León,2016,2452721.0,1
Castilla y León,2016,2442259.0,3
Castilla y León,2017,2433535.0,1
Castilla y León,2017,2421556.0,3
Castilla y León,2018,2417013.0,1
Castilla y León,2018,2408617.0,3
Castilla y León,2019,2405568.0,1
Castilla y León,2019,2400492.0,3
Castilla y León,2020,2398976.0,1
Castilla y León,2020,2389195.0,3
Castilla y León,2021,2385223.0,1
Castilla y León,2021,2381418.0,2
Castilla y León,2021,2376735.0,3
Castilla y León,2021,2375948.0,4
Castilla y León,2022,2375583.0,1
Castilla y León,2022,2375530.0,2
Castilla y León,2022,2378252.0,3
Castilla y León,2022,2380598.0,4
Castilla y León,2023,2383703.0,1
Castilla y León,2023,2384028.0,2
Castilla y León,2023,2385360.0,3
Castilla y León,2023,2389072.0,4
Castilla y León,2024,2391682.0,1
Castilla y León,2024,2391138.0,2
Castilla y León,2024,2392231.0,3
Castilla y León,2024,2397071.0,4
Castilla y León,2025,2401221.0,1
Castilla y León,2025,2404272.0,2
Castilla y León,2025,2408411.0,3
Castilla y León,2025,2415186.0,4
Castilla y León,2026,2418632.0,1
Castilla y León,2026,2423399.0,2
Cataluña,1971,5107469.0,1
Cataluña,1971,5148075.0,3
Cataluña,1972,5190741.0,1
Cataluña,1972,5233640.0,3
Cataluña,1973,5280043.0,1
Cataluña,1973,5322843.0,3
Cataluña,1974,5367372.0,1
Cataluña,1974,5412019.0,3
Cataluña,1975,5460778.0,1
Cataluña,1975,5505609.0,3
Cataluña,1976,5551665.0,1
Cataluña,1976,5593514.0,3
Cataluña,1977,5638387.0,1
Cataluña,1977,5680683.0,3
Cataluña,1978,5723931.0,1
Cataluña,1978,5764808.0,3
Cataluña,1979,5803725.0,1
Cataluña,1979,5840669.0,3
Cataluña,1980,5875439.0,1
Cataluña,1980,5911167.0,3
Cataluña,1981,5943297.0,1
Cataluña,1981,5964918.0,3
Cataluña,1982,5976815.0,1
Cataluña,1982,5988997.0,3
Cataluña,1983,5999250.0,1
Cataluña,1983,6005470.0,3
Cataluña,1984,6012916.0,1
Cataluña,1984,6019649.0,3
Cataluña,1985,6028671.0,1
Cataluña,1985,6035598.0,3
Cataluña,1986,6042956.0,1
Cataluña,1986,6046348.0,3
Cataluña,1987,6052938.0,1
Cataluña,1987,6056162.0,3
Cataluña,1988,6059952.0,1
Cataluña,1988,6062045.0,3
Cataluña,1989,6064260.0,1
Cataluña,1989,6063532.0,3
Cataluña,1990,6064741.0,1
Cataluña,1990,6062271.0,3
Cataluña,1991,6061507.0,1
Cataluña,1991,6068572.0,3
Cataluña,1992,6082495.0,1
Cataluña,1992,6095471.0,3
Cataluña,1993,6110576.0,1
Cataluña,1993,6122944.0,3
Cataluña,1994,6136308.0,1
Cataluña,1994,6149145.0,3
Cataluña,1995,6161209.0,1
Cataluña,1995,6171634.0,3
Cataluña,1996,6184328.0,1
Cataluña,1996,6195649.0,3
Cataluña,1997,6208372.0,1
Cataluña,1997,6219644.0,3
Cataluña,1998,6233351.0,1
Cataluña,1998,6244533.0,3
Cataluña,1999,6257793.0,1
Cataluña,1999,6268277.0,3
Cataluña,2000,6283101.0,1
Cataluña,2000,6297175.0,3
Cataluña,2001,6314849.0,1
Cataluña,2001,6330927.0,3
Cataluña,2002,6380503.0,1
Cataluña,2002,6470116.0,3
Cataluña,2003,6556909.0,1
Cataluña,2003,6639074.0,3
Cataluña,2004,6712745.0,1
Cataluña,2004,6782263.0,3
Cataluña,2005,6870818.0,1
Cataluña,2005,6944211.0,3
Cataluña,2006,7010868.0,1
Cataluña,2006,7076682.0,3
Cataluña,2007,7151693.0,1
Cataluña,2007,7232348.0,3
Cataluña,2008,7311146.0,1
Cataluña,2008,7377107.0,3
Cataluña,2009,7427089.0,1
Cataluña,2009,7447272.0,3
Cataluña,2010,7463471.0,1
Cataluña,2010,7477257.0,3
Cataluña,2011,7493252.0,1
Cataluña,2011,7504024.0,3
Cataluña,2012,7514992.0,1
Cataluña,2012,7499373.0,3
Cataluña,2013,7488664.0,1
Cataluña,2013,7456300.0,3
Cataluña,2014,7432833.0,1
Cataluña,2014,7419602.0,3
Cataluña,2015,7420890.0,1
Cataluña,2015,7424018.0,3
Cataluña,2016,7440692.0,1
Cataluña,2016,7452824.0,3
Cataluña,2017,7480778.0,1
Cataluña,2017,7495561.0,3
Cataluña,2018,7539364.0,1
Cataluña,2018,7571004.0,3
Cataluña,2019,7624625.0,1
Cataluña,2019,7672980.0,3
Cataluña,2020,7720323.0,1
Cataluña,2020,7729911.0,3
Cataluña,2021,7749896.0,1
Cataluña,2021,7742504.0,2
Cataluña,2021,7734485.0,3
Cataluña,2021,7752810.0,4
Cataluña,2022,7761823.0,1
Cataluña,2022,7792135.0,2
Cataluña,2022,7829317.0,3
Cataluña,2022,7868200.0,4
Cataluña,2023,7901963.0,1
Cataluña,2023,7929527.0,2
Cataluña,2023,7958401.0,3
Cataluña,2023,7994969.0,4
Cataluña,2024,8012231.0,1
Cataluña,2024,8031452.0,2
Cataluña,2024,8061119.0,3
Cataluña,2024,8096922.0,4
Cataluña,2025,8124126.0,1
Cataluña,2025,8140006.0,2
Cataluña,2025,8161465.0,3
Cataluña,2025,8190858.0,4
Cataluña,2026,8201735.0,1
Cataluña,2026,8212548.0,2
Ceuta,1971,62607.0,1
Ceuta,1971,62740.0,3
Ceuta,1972,62918.0,1
Ceuta,1972,63036.0,3
Ceuta,1973,63192.0,1
Ceuta,1973,63214.0,3
Ceuta,1974,63291.0,1
Ceuta,1974,63374.0,3
Ceuta,1975,63496.0,1
Ceuta,1975,63639.0,3
Ceuta,1976,63812.0,1
Ceuta,1976,63917.0,3
Ceuta,1977,64068.0,1
Ceuta,1977,64145.0,3
Ceuta,1978,64336.0,1
Ceuta,1978,64513.0,3
Ceuta,1979,64606.0,1
Ceuta,1979,64697.0,3
Ceuta,1980,64854.0,1
Ceuta,1980,65013.0,3
Ceuta,1981,65173.0,1
Ceuta,1981,65340.0,3
Ceuta,1982,65529.0,1
Ceuta,1982,65621.0,3
Ceuta,1983,65730.0,1
Ceuta,1983,65823.0,3
Ceuta,1984,65983.0,1
Ceuta,1984,66059.0,3
Ceuta,1985,66196.0,1
Ceuta,1985,66292.0,3
Ceuta,1986,66447.0,1
Ceuta,1986,66520.0,3
Ceuta,1987,66657.0,1
Ceuta,1987,66754.0,3
Ceuta,1988,66931.0,1
Ceuta,1988,67085.0,3
Ceuta,1989,67254.0,1
Ceuta,1989,67300.0,3
Ceuta,1990,67466.0,1
Ceuta,1990,67505.0,3
Ceuta,1991,67610.0,1
Ceuta,1991,67739.0,3
Ceuta,1992,67981.0,1
Ceuta,1992,68144.0,3
Ceuta,1993,68449.0,1
Ceuta,1993,68639.0,3
Ceuta,1994,68957.0,1
Ceuta,1994,69128.0,3
Ceuta,1995,69318.0,1
Ceuta,1995,69509.0,3
Ceuta,1996,69735.0,1
Ceuta,1996,69864.0,3
Ceuta,1997,69990.0,1
Ceuta,1997,70124.0,3
Ceuta,1998,70311.0,1
Ceuta,1998,70425.0,3
Ceuta,1999,70547.0,1
Ceuta,1999,70674.0,3
Ceuta,2000,70855.0,1
Ceuta,2000,70969.0,3
Ceuta,2001,71183.0,1
Ceuta,2001,71367.0,3
Ceuta,2002,70874.0,1
Ceuta,2002,70849.0,3
Ceuta,2003,71110.0,1
Ceuta,2003,71159.0,3
Ceuta,2004,71542.0,1
Ceuta,2004,71574.0,3
Ceuta,2005,71983.0,1
Ceuta,2005,72192.0,3
Ceuta,2006,72806.0,1
Ceuta,2006,73292.0,3
Ceuta,2007,74155.0,1
Ceuta,2007,74563.0,3
Ceuta,2008,75252.0,1
Ceuta,2008,75776.0,3
Ceuta,2009,76922.0,1
Ceuta,2009,77811.0,3
Ceuta,2010,79294.0,1
Ceuta,2010,80622.0,3
Ceuta,2011,81627.0,1
Ceuta,2011,82910.0,3
Ceuta,2012,83837.0,1
Ceuta,2012,84178.0,3
Ceuta,2013,84487.0,1
Ceuta,2013,84438.0,3
Ceuta,2014,84562.0,1
Ceuta,2014,84483.0,3
Ceuta,2015,84561.0,1
Ceuta,2015,84389.0,3
Ceuta,2016,84558.0,1
Ceuta,2016,84683.0,3
Ceuta,2017,85005.0,1
Ceuta,2017,85071.0,3
Ceuta,2018,85327.0,1
Ceuta,2018,85168.0,3
Ceuta,2019,85087.0,1
Ceuta,2019,84794.0,3
Ceuta,2020,84502.0,1
Ceuta,2020,84455.0,3
Ceuta,2021,84071.0,1
Ceuta,2021,83626.0,2
Ceuta,2021,83111.0,3
Ceuta,2021,82913.0,4
Ceuta,2022,83051.0,1
Ceuta,2022,82752.0,2
Ceuta,2022,82792.0,3
Ceuta,2022,82882.0,4
Ceuta,2023,83052.0,1
Ceuta,2023,82925.0,2
Ceuta,2023,82935.0,3
Ceuta,2023,83084.0,4
Ceuta,2024,83179.0,1
Ceuta,2024,83148.0,2
Ceuta,2024,83274.0,3
Ceuta,2024,83472.0,4
Ceuta,2025,83567.0,1
Ceuta,2025,83588.0,2
Ceuta,2025,83707.0,3
Ceuta,2025,83935.0,4
Ceuta,2026,84208.0,1
Ceuta,2026,84330.0,2
Comunitat Valenciana,1971,3077955.0,1
Comunitat Valenciana,1971,3103696.0,3
Comunitat Valenciana,1972,3130401.0,1
Comunitat Valenciana,1972,3157271.0,3
Comunitat Valenciana,1973,3186172.0,1
Comunitat Valenciana,1973,3212954.0,3
Comunitat Valenciana,1974,3241819.0,1
Comunitat Valenciana,1974,3269897.0,3
Comunitat Valenciana,1975,3300076.0,1
Comunitat Valenciana,1975,3327712.0,3
Comunitat Valenciana,1976,3357758.0,1
Comunitat Valenciana,1976,3386631.0,3
Comunitat Valenciana,1977,3417687.0,1
Comunitat Valenciana,1977,3446713.0,3
Comunitat Valenciana,1978,3477070.0,1
Comunitat Valenciana,1978,3505956.0,3
Comunitat Valenciana,1979,3533932.0,1
Comunitat Valenciana,1979,3561319.0,3
Comunitat Valenciana,1980,3587910.0,1
Comunitat Valenciana,1980,3613158.0,3
Comunitat Valenciana,1981,3638912.0,1
Comunitat Valenciana,1981,3658332.0,3
Comunitat Valenciana,1982,3675078.0,1
Comunitat Valenciana,1982,3689737.0,3
Comunitat Valenciana,1983,3704204.0,1
Comunitat Valenciana,1983,3714703.0,3
Comunitat Valenciana,1984,3728615.0,1
Comunitat Valenciana,1984,3740036.0,3
Comunitat Valenciana,1985,3753019.0,1
Comunitat Valenciana,1985,3763106.0,3
Comunitat Valenciana,1986,3773692.0,1
Comunitat Valenciana,1986,3782051.0,3
Comunitat Valenciana,1987,3793143.0,1
Comunitat Valenciana,1987,3801859.0,3
Comunitat Valenciana,1988,3811224.0,1
Comunitat Valenciana,1988,3818595.0,3
Comunitat Valenciana,1989,3827276.0,1
Comunitat Valenciana,1989,3833932.0,3
Comunitat Valenciana,1990,3841820.0,1
Comunitat Valenciana,1990,3848312.0,3
Comunitat Valenciana,1991,3855982.0,1
Comunitat Valenciana,1991,3866968.0,3
Comunitat Valenciana,1992,3882777.0,1
Comunitat Valenciana,1992,3896736.0,3
Comunitat Valenciana,1993,3913214.0,1
Comunitat Valenciana,1993,3926893.0,3
Comunitat Valenciana,1994,3942324.0,1
Comunitat Valenciana,1994,3955624.0,3
Comunitat Valenciana,1995,3969401.0,1
Comunitat Valenciana,1995,3982108.0,3
Comunitat Valenciana,1996,3996734.0,1
Comunitat Valenciana,1996,4009219.0,3
Comunitat Valenciana,1997,4022992.0,1
Comunitat Valenciana,1997,4035410.0,3
Comunitat Valenciana,1998,4049388.0,1
Comunitat Valenciana,1998,4061595.0,3
Comunitat Valenciana,1999,4076380.0,1
Comunitat Valenciana,1999,4088151.0,3
Comunitat Valenciana,2000,4103816.0,1
Comunitat Valenciana,2000,4118037.0,3
Comunitat Valenciana,2001,4135183.0,1
Comunitat Valenciana,2001,4150755.0,3
Comunitat Valenciana,2002,4192287.0,1
Comunitat Valenciana,2002,4254321.0,3
Comunitat Valenciana,2003,4322063.0,1
Comunitat Valenciana,2003,4381643.0,3
Comunitat Valenciana,2004,4441947.0,1
Comunitat Valenciana,2004,4496103.0,3
Comunitat Valenciana,2005,4567166.0,1
Comunitat Valenciana,2005,4625341.0,3
Comunitat Valenciana,2006,4681039.0,1
Comunitat Valenciana,2006,4736678.0,3
Comunitat Valenciana,2007,4801628.0,1
Comunitat Valenciana,2007,4867677.0,3
Comunitat Valenciana,2008,4928093.0,1
Comunitat Valenciana,2008,4959565.0,3
Comunitat Valenciana,2009,4981276.0,1
Comunitat Valenciana,2009,4984398.0,3
Comunitat Valenciana,2010,4989631.0,1
Comunitat Valenciana,2010,4988922.0,3
Comunitat Valenciana,2011,4999211.0,1
Comunitat Valenciana,2011,5002122.0,3
Comunitat Valenciana,2012,5009647.0,1
Comunitat Valenciana,2012,4999068.0,3
Comunitat Valenciana,2013,4988365.0,1
Comunitat Valenciana,2013,4969971.0,3
Comunitat Valenciana,2014,4960213.0,1
Comunitat Valenciana,2014,4951680.0,3
Comunitat Valenciana,2015,4945092.0,1
Comunitat Valenciana,2015,4937223.0,3
Comunitat Valenciana,2016,4939888.0,1
Comunitat Valenciana,2016,4936272.0,3
Comunitat Valenciana,2017,4943821.0,1
Comunitat Valenciana,2017,4940320.0,3
Comunitat Valenciana,2018,4958584.0,1
Comunitat Valenciana,2018,4961966.0,3
Comunitat Valenciana,2019,4989308.0,1
Comunitat Valenciana,2019,5015051.0,3
Comunitat Valenciana,2020,5046482.0,1
Comunitat Valenciana,2020,5055729.0,3
Comunitat Valenciana,2021,5067911.0,1
Comunitat Valenciana,2021,5065939.0,2
Comunitat Valenciana,2021,5072694.0,3
Comunitat Valenciana,2021,5091166.0,4
Comunitat Valenciana,2022,5108116.0,1
Comunitat Valenciana,2022,5128178.0,2
Comunitat Valenciana,2022,5158046.0,3
Comunitat Valenciana,2022,5186582.0,4
Comunitat Valenciana,2023,5216195.0,1
Comunitat Valenciana,2023,5238354.0,2
Comunitat Valenciana,2023,5261489.0,3
Comunitat Valenciana,2023,5293007.0,4
Comunitat Valenciana,2024,5319285.0,1
Comunitat Valenciana,2024,5343025.0,2
Comunitat Valenciana,2024,5366621.0,3
Comunitat Valenciana,2024,5398671.0,4
Comunitat Valenciana,2025,5425182.0,1
Comunitat Valenciana,2025,5449057.0,2
Comunitat Valenciana,2025,5477827.0,3
Comunitat Valenciana,2025,5504477.0,4
Comunitat Valenciana,2026,5528180.0,1
Comunitat Valenciana,2026,5549539.0,2
Extremadura,1971,1169355.0,1
Extremadura,1971,1164748.0,3
Extremadura,1972,1160383.0,1
Extremadura,1972,1155925.0,3
Extremadura,1973,1151738.0,1
Extremadura,1973,1146689.0,3
Extremadura,1974,1142123.0,1
Extremadura,1974,1136760.0,3
Extremadura,1975,1131416.0,1
Extremadura,1975,1125586.0,3
Extremadura,1976,1120500.0,1
Extremadura,1976,1114819.0,3
Extremadura,1977,1109697.0,1
Extremadura,1977,1103928.0,3
Extremadura,1978,1098444.0,1
Extremadura,1978,1092818.0,3
Extremadura,1979,1087567.0,1
Extremadura,1979,1082216.0,3
Extremadura,1980,1077037.0,1
Extremadura,1980,1072065.0,3
Extremadura,1981,1066992.0,1
Extremadura,1981,1065609.0,3
Extremadura,1982,1066915.0,1
Extremadura,1982,1067932.0,3
Extremadura,1983,1068985.0,1
Extremadura,1983,1068559.0,3
Extremadura,1984,1069446.0,1
Extremadura,1984,1069372.0,3
Extremadura,1985,1069795.0,1
Extremadura,1985,1069373.0,3
Extremadura,1986,1069410.0,1
Extremadura,1986,1068597.0,3
Extremadura,1987,1068919.0,1
Extremadura,1987,1068620.0,3
Extremadura,1988,1068381.0,1
Extremadura,1988,1067739.0,3
Extremadura,1989,1067212.0,1
Extremadura,1989,1065934.0,3
Extremadura,1990,1065258.0,1
Extremadura,1990,1063773.0,3
Extremadura,1991,1062741.0,1
Extremadura,1991,1062196.0,3
Extremadura,1992,1063112.0,1
Extremadura,1992,1063254.0,3
Extremadura,1993,1064385.0,1
Extremadura,1993,1064340.0,3
Extremadura,1994,1064776.0,1
Extremadura,1994,1064842.0,3
Extremadura,1995,1065076.0,1
Extremadura,1995,1064816.0,3
Extremadura,1996,1064700.0,1
Extremadura,1996,1064226.0,3
Extremadura,1997,1063882.0,1
Extremadura,1997,1063282.0,3
Extremadura,1998,1062980.0,1
Extremadura,1998,1062024.0,3
Extremadura,1999,1061607.0,1
Extremadura,1999,1060197.0,3
Extremadura,2000,1060030.0,1
Extremadura,2000,1059197.0,3
Extremadura,2001,1059011.0,1
Extremadura,2001,1058363.0,3
Extremadura,2002,1057795.0,1
Extremadura,2002,1058029.0,3
Extremadura,2003,1060356.0,1
Extremadura,2003,1062402.0,3
Extremadura,2004,1064374.0,1
Extremadura,2004,1066234.0,3
Extremadura,2005,1070094.0,1
Extremadura,2005,1071980.0,3
Extremadura,2006,1074930.0,1
Extremadura,2006,1077921.0,3
Extremadura,2007,1081875.0,1
Extremadura,2007,1085763.0,3
Extremadura,2008,1089650.0,1
Extremadura,2008,1091508.0,3
Extremadura,2009,1094691.0,1
Extremadura,2009,1097126.0,3
Extremadura,2010,1099605.0,1
Extremadura,2010,1100441.0,3
Extremadura,2011,1102300.0,1
Extremadura,2011,1103514.0,3
Extremadura,2012,1104343.0,1
Extremadura,2012,1101947.0,3
Extremadura,2013,1101024.0,1
Extremadura,2013,1098478.0,3
Extremadura,2014,1096708.0,1
Extremadura,2014,1094170.0,3
Extremadura,2015,1092217.0,1
Extremadura,2015,1088396.0,3
Extremadura,2016,1086153.0,1
Extremadura,2016,1082479.0,3
Extremadura,2017,1079108.0,1
Extremadura,2017,1075091.0,3
Extremadura,2018,1072721.0,1
Extremadura,2018,1069435.0,3
Extremadura,2019,1067925.0,1
Extremadura,2019,1065607.0,3
Extremadura,2020,1064970.0,1
Extremadura,2020,1062460.0,3
Extremadura,2021,1061636.0,1
Extremadura,2021,1059261.0,2
Extremadura,2021,1058385.0,3
Extremadura,2021,1057697.0,4
Extremadura,2022,1056808.0,1
Extremadura,2022,1055254.0,2
Extremadura,2022,1055080.0,3
Extremadura,2022,1054682.0,4
Extremadura,2023,1054306.0,1
Extremadura,2023,1053582.0,2
Extremadura,2023,1053870.0,3
Extremadura,2023,1054549.0,4
Extremadura,2024,1054681.0,1
Extremadura,2024,1053420.0,2
Extremadura,2024,1053034.0,3
Extremadura,2024,1053204.0,4
Extremadura,2025,1053345.0,1
Extremadura,2025,1053194.0,2
Extremadura,2025,1053641.0,3
Extremadura,2025,1054622.0,4
Extremadura,2026,1055342.0,1
Extremadura,2026,1055347.0,2
Galicia,1971,2676330.0,1
Galicia,1971,2680511.0,3
Galicia,1972,2687418.0,1
Galicia,1972,2692614.0,3
Galicia,1973,2701066.0,1
Galicia,1973,2705936.0,3
Galicia,1974,2713462.0,1
Galicia,1974,2719500.0,3
Galicia,1975,2727535.0,1
Galicia,1975,2733154.0,3
Galicia,1976,2741638.0,1
Galicia,1976,2747878.0,3
Galicia,1977,2756653.0,1
Galicia,1977,2763011.0,3
Galicia,1978,2770833.0,1
Galicia,1978,2777788.0,3
Galicia,1979,2785437.0,1
Galicia,1979,2791326.0,3
Galicia,1980,2797739.0,1
Galicia,1980,2803363.0,3
Galicia,1981,2809703.0,1
Galicia,1981,2812775.0,3
Galicia,1982,2813893.0,1
Galicia,1982,2813223.0,3
Galicia,1983,2812906.0,1
Galicia,1983,2810051.0,3
Galicia,1984,2809230.0,1
Galicia,1984,2806318.0,3
Galicia,1985,2804629.0,1
Galicia,1985,2800320.0,3
Galicia,1986,2796897.0,1
Galicia,1986,2790188.0,3
Galicia,1987,2786389.0,1
Galicia,1987,2781544.0,3
Galicia,1988,2776829.0,1
Galicia,1988,2770449.0,3
Galicia,1989,2764881.0,1
Galicia,1989,2757349.0,3
Galicia,1990,2751383.0,1
Galicia,1990,2743027.0,3
Galicia,1991,2735558.0,1
Galicia,1991,2731599.0,3
Galicia,1992,2731875.0,1
Galicia,1992,2730411.0,3
Galicia,1993,2731249.0,1
Galicia,1993,2730448.0,3
Galicia,1994,2730117.0,1
Galicia,1994,2728179.0,3
Galicia,1995,2727113.0,1
Galicia,1995,2724690.0,3
Galicia,1996,2722355.0,1
Galicia,1996,2719127.0,3
Galicia,1997,2717003.0,1
Galicia,1997,2713951.0,3
Galicia,1998,2712444.0,1
Galicia,1998,2709417.0,3
Galicia,1999,2707901.0,1
Galicia,1999,2704113.0,3
Galicia,2000,2702471.0,1
Galicia,2000,2698953.0,3
Galicia,2001,2698025.0,1
Galicia,2001,2695999.0,3
Galicia,2002,2696818.0,1
Galicia,2002,2699540.0,3
Galicia,2003,2705158.0,1
