ccaa,anyo,valor,quarter
Galicia,2003,2707278.0,3
Galicia,2004,2711578.0,1
Galicia,2004,2714068.0,3
Galicia,2005,2720679.0,1
Galicia,2005,2723961.0,3
Galicia,2006,2730097.0,1
Galicia,2006,2733376.0,3
Galicia,2007,2741087.0,1
Galicia,2007,2747084.0,3
Galicia,2008,2754768.0,1
Galicia,2008,2759988.0,3
Galicia,2009,2767474.0,1
Galicia,2009,2769143.0,3
Galicia,2010,2772457.0,1
Galicia,2010,2771750.0,3
Galicia,2011,2773415.0,1
Galicia,2011,2771651.0,3
Galicia,2012,2771916.0,1
Galicia,2012,2764582.0,3
Galicia,2013,2760720.0,1
Galicia,2013,2752086.0,3
Galicia,2014,2745817.0,1
Galicia,2014,2737551.0,3
Galicia,2015,2732801.0,1
Galicia,2015,2723357.0,3
Galicia,2016,2719095.0,1
Galicia,2016,2712055.0,3
Galicia,2017,2708955.0,1
Galicia,2017,2702734.0,3
Galicia,2018,2703048.0,1
Galicia,2018,2698954.0,3
Galicia,2019,2700210.0,1
Galicia,2019,2698685.0,3
Galicia,2020,2702605.0,1
Galicia,2020,2698830.0,3
Galicia,2021,2698177.0,1
Galicia,2021,2694297.0,2
Galicia,2021,2690972.0,3
Galicia,2021,2692220.0,4
Galicia,2022,2692825.0,1
Galicia,2022,2692515.0,2
Galicia,2022,2694762.0,3
Galicia,2022,2697287.0,4
Galicia,2023,2699424.0,1
Galicia,2023,2698437.0,2
Galicia,2023,2699216.0,3
Galicia,2023,2703586.0,4
Galicia,2024,2705833.0,1
Galicia,2024,2705549.0,2
Galicia,2024,2705832.0,3
Galicia,2024,2711503.0,4
Galicia,2025,2714741.0,1
Galicia,2025,2716214.0,2
Galicia,2025,2719387.0,3
Galicia,2025,2724994.0,4
Galicia,2026,2728034.0,1
Galicia,2026,2730134.0,2
"Madrid, Comunidad de",1971,3761320.0,1
"Madrid, Comunidad de",1971,3808047.0,3
"Madrid, Comunidad de",1972,3855573.0,1
"Madrid, Comunidad de",1972,3903839.0,3
"Madrid, Comunidad de",1973,3951653.0,1
"Madrid, Comunidad de",1973,4000373.0,3
"Madrid, Comunidad de",1974,4047656.0,1
"Madrid, Comunidad de",1974,4097162.0,3
"Madrid, Comunidad de",1975,4147492.0,1
"Madrid, Comunidad de",1975,4196430.0,3
"Madrid, Comunidad de",1976,4244740.0,1
"Madrid, Comunidad de",1976,4293563.0,3
"Madrid, Comunidad de",1977,4342419.0,1
"Madrid, Comunidad de",1977,4389356.0,3
"Madrid, Comunidad de",1978,4434785.0,1
"Madrid, Comunidad de",1978,4480129.0,3
"Madrid, Comunidad de",1979,4521712.0,1
"Madrid, Comunidad de",1979,4563010.0,3
"Madrid, Comunidad de",1980,4602359.0,1
"Madrid, Comunidad de",1980,4639535.0,3
"Madrid, Comunidad de",1981,4675012.0,1
"Madrid, Comunidad de",1981,4702568.0,3
"Madrid, Comunidad de",1982,4722808.0,1
"Madrid, Comunidad de",1982,4742375.0,3
"Madrid, Comunidad de",1983,4762083.0,1
"Madrid, Comunidad de",1983,4777938.0,3
"Madrid, Comunidad de",1984,4794710.0,1
"Madrid, Comunidad de",1984,4810764.0,3
"Madrid, Comunidad de",1985,4826262.0,1
"Madrid, Comunidad de",1985,4840565.0,3
"Madrid, Comunidad de",1986,4853420.0,1
"Madrid, Comunidad de",1986,4865724.0,3
"Madrid, Comunidad de",1987,4879392.0,1
"Madrid, Comunidad de",1987,4890911.0,3
"Madrid, Comunidad de",1988,4902168.0,1
"Madrid, Comunidad de",1988,4911899.0,3
"Madrid, Comunidad de",1989,4920827.0,1
"Madrid, Comunidad de",1989,4928968.0,3
"Madrid, Comunidad de",1990,4937156.0,1
"Madrid, Comunidad de",1990,4942230.0,3
"Madrid, Comunidad de",1991,4947735.0,1
"Madrid, Comunidad de",1991,4962889.0,3
"Madrid, Comunidad de",1992,4984663.0,1
"Madrid, Comunidad de",1992,5006848.0,3
"Madrid, Comunidad de",1993,5030383.0,1
"Madrid, Comunidad de",1993,5052504.0,3
"Madrid, Comunidad de",1994,5074384.0,1
"Madrid, Comunidad de",1994,5096045.0,3
"Madrid, Comunidad de",1995,5116658.0,1
"Madrid, Comunidad de",1995,5137372.0,3
"Madrid, Comunidad de",1996,5157603.0,1
"Madrid, Comunidad de",1996,5178331.0,3
"Madrid, Comunidad de",1997,5198753.0,1
"Madrid, Comunidad de",1997,5220731.0,3
"Madrid, Comunidad de",1998,5242444.0,1
"Madrid, Comunidad de",1998,5262869.0,3
"Madrid, Comunidad de",1999,5284618.0,1
"Madrid, Comunidad de",1999,5305592.0,3
"Madrid, Comunidad de",2000,5329606.0,1
"Madrid, Comunidad de",2000,5353391.0,3
"Madrid, Comunidad de",2001,5379087.0,1
"Madrid, Comunidad de",2001,5404959.0,3
"Madrid, Comunidad de",2002,5478405.0,1
"Madrid, Comunidad de",2002,5561622.0,3
"Madrid, Comunidad de",2003,5638827.0,1
"Madrid, Comunidad de",2003,5708433.0,3
"Madrid, Comunidad de",2004,5766566.0,1
"Madrid, Comunidad de",2004,5807962.0,3
"Madrid, Comunidad de",2005,5866186.0,1
"Madrid, Comunidad de",2005,5912335.0,3
"Madrid, Comunidad de",2006,5953604.0,1
"Madrid, Comunidad de",2006,6003925.0,3
"Madrid, Comunidad de",2007,6074984.0,1
"Madrid, Comunidad de",2007,6152759.0,3
"Madrid, Comunidad de",2008,6226195.0,1
"Madrid, Comunidad de",2008,6283747.0,3
"Madrid, Comunidad de",2009,6327594.0,1
"Madrid, Comunidad de",2009,6354091.0,3
"Madrid, Comunidad de",2010,6373532.0,1
"Madrid, Comunidad de",2010,6384358.0,3
"Madrid, Comunidad de",2011,6394239.0,1
"Madrid, Comunidad de",2011,6409093.0,3
"Madrid, Comunidad de",2012,6425573.0,1
"Madrid, Comunidad de",2012,6424025.0,3
"Madrid, Comunidad de",2013,6411525.0,1
"Madrid, Comunidad de",2013,6388701.0,3
"Madrid, Comunidad de",2014,6372553.0,1
"Madrid, Comunidad de",2014,6369122.0,3
"Madrid, Comunidad de",2015,6375737.0,1
"Madrid, Comunidad de",2015,6389833.0,3
"Madrid, Comunidad de",2016,6411466.0,1
"Madrid, Comunidad de",2016,6430889.0,3
"Madrid, Comunidad de",2017,6459297.0,1
"Madrid, Comunidad de",2017,6486342.0,3
"Madrid, Comunidad de",2018,6529923.0,1
"Madrid, Comunidad de",2018,6565459.0,3
"Madrid, Comunidad de",2019,6618078.0,1
"Madrid, Comunidad de",2019,6661366.0,3
"Madrid, Comunidad de",2020,6720310.0,1
"Madrid, Comunidad de",2020,6728831.0,3
"Madrid, Comunidad de",2021,6726640.0,1
"Madrid, Comunidad de",2021,6716310.0,2
"Madrid, Comunidad de",2021,6717668.0,3
"Madrid, Comunidad de",2021,6732454.0,4
"Madrid, Comunidad de",2022,6743254.0,1
"Madrid, Comunidad de",2022,6784314.0,2
"Madrid, Comunidad de",2022,6824710.0,3
"Madrid, Comunidad de",2022,6851312.0,4
"Madrid, Comunidad de",2023,6871903.0,1
"Madrid, Comunidad de",2023,6911020.0,2
"Madrid, Comunidad de",2023,6933145.0,3
"Madrid, Comunidad de",2023,6965673.0,4
"Madrid, Comunidad de",2024,7009268.0,1
"Madrid, Comunidad de",2024,7026574.0,2
"Madrid, Comunidad de",2024,7047812.0,3
"Madrid, Comunidad de",2024,7085755.0,4
"Madrid, Comunidad de",2025,7113886.0,1
"Madrid, Comunidad de",2025,7134829.0,2
"Madrid, Comunidad de",2025,7147851.0,3
"Madrid, Comunidad de",2025,7153681.0,4
"Madrid, Comunidad de",2026,7169262.0,1
"Madrid, Comunidad de",2026,7192293.0,2
Melilla,1971,60815.0,1
Melilla,1971,60514.0,3
Melilla,1972,60260.0,1
Melilla,1972,59882.0,3
Melilla,1973,59549.0,1
Melilla,1973,59179.0,3
Melilla,1974,58854.0,1
Melilla,1974,58542.0,3
Melilla,1975,58275.0,1
Melilla,1975,57736.0,3
Melilla,1976,57251.0,1
Melilla,1976,56836.0,3
Melilla,1977,56395.0,1
Melilla,1977,55982.0,3
Melilla,1978,55601.0,1
Melilla,1978,55181.0,3
Melilla,1979,54802.0,1
Melilla,1979,54443.0,3
Melilla,1980,54102.0,1
Melilla,1980,53866.0,3
Melilla,1981,53647.0,1
Melilla,1981,53628.0,3
Melilla,1982,53778.0,1
Melilla,1982,53909.0,3
Melilla,1983,54045.0,1
Melilla,1983,54126.0,3
Melilla,1984,54383.0,1
Melilla,1984,54533.0,3
Melilla,1985,54694.0,1
Melilla,1985,54821.0,3
Melilla,1986,55056.0,1
Melilla,1986,55203.0,3
Melilla,1987,55421.0,1
Melilla,1987,55556.0,3
Melilla,1988,55770.0,1
Melilla,1988,55929.0,3
Melilla,1989,56109.0,1
Melilla,1989,56240.0,3
Melilla,1990,56379.0,1
Melilla,1990,56442.0,3
Melilla,1991,56605.0,1
Melilla,1991,56896.0,3
Melilla,1992,57417.0,1
Melilla,1992,57922.0,3
Melilla,1993,58528.0,1
Melilla,1993,59014.0,3
Melilla,1994,59559.0,1
Melilla,1994,59970.0,3
Melilla,1995,60450.0,1
Melilla,1995,60855.0,3
Melilla,1996,61381.0,1
Melilla,1996,61788.0,3
Melilla,1997,62267.0,1
Melilla,1997,62681.0,3
Melilla,1998,63143.0,1
Melilla,1998,63562.0,3
Melilla,1999,63989.0,1
Melilla,1999,64377.0,3
Melilla,2000,64851.0,1
Melilla,2000,65241.0,3
Melilla,2001,65725.0,1
Melilla,2001,66139.0,3
Melilla,2002,65901.0,1
Melilla,2002,65464.0,3
Melilla,2003,65390.0,1
Melilla,2003,64969.0,3
Melilla,2004,64754.0,1
Melilla,2004,64652.0,3
Melilla,2005,64914.0,1
Melilla,2005,66351.0,3
Melilla,2006,67110.0,1
Melilla,2006,67924.0,3
Melilla,2007,68968.0,1
Melilla,2007,70080.0,3
Melilla,2008,71244.0,1
Melilla,2008,72213.0,3
Melilla,2009,73361.0,1
Melilla,2009,74484.0,3
Melilla,2010,76047.0,1
Melilla,2010,77424.0,3
Melilla,2011,78863.0,1
Melilla,2011,80171.0,3
Melilla,2012,81786.0,1
Melilla,2012,82689.0,3
Melilla,2013,83669.0,1
Melilla,2013,83820.0,3
Melilla,2014,84103.0,1
Melilla,2014,84415.0,3
Melilla,2015,85009.0,1
Melilla,2015,85278.0,3
Melilla,2016,85457.0,1
Melilla,2016,85561.0,3
Melilla,2017,85918.0,1
Melilla,2017,86011.0,3
Melilla,2018,86084.0,1
Melilla,2018,86183.0,3
Melilla,2019,86373.0,1
Melilla,2019,86324.0,3
Melilla,2020,86558.0,1
Melilla,2020,86552.0,3
Melilla,2021,86450.0,1
Melilla,2021,85987.0,2
Melilla,2021,85763.0,3
Melilla,2021,85607.0,4
Melilla,2022,84932.0,1
Melilla,2022,84615.0,2
Melilla,2022,84825.0,3
Melilla,2022,85272.0,4
Melilla,2023,85493.0,1
Melilla,2023,85427.0,2
Melilla,2023,85483.0,3
Melilla,2023,85650.0,4
Melilla,2024,85985.0,1
Melilla,2024,86294.0,2
Melilla,2024,86520.0,3
Melilla,2024,86641.0,4
Melilla,2025,87067.0,1
Melilla,2025,87193.0,2
Melilla,2025,87055.0,3
Melilla,2025,87178.0,4
Melilla,2026,86896.0,1
Melilla,2026,86505.0,2
"Murcia, Región de",1971,832005.0,1
"Murcia, Región de",1971,838154.0,3
"Murcia, Región de",1972,844541.0,1
"Murcia, Región de",1972,850768.0,3
"Murcia, Región de",1973,857760.0,1
"Murcia, Región de",1973,863574.0,3
"Murcia, Región de",1974,870490.0,1
"Murcia, Región de",1974,876598.0,3
"Murcia, Región de",1975,883768.0,1
"Murcia, Región de",1975,889377.0,3
"Murcia, Región de",1976,895470.0,1
"Murcia, Región de",1976,901428.0,3
"Murcia, Región de",1977,908323.0,1
"Murcia, Región de",1977,913718.0,3
"Murcia, Región de",1978,920490.0,1
"Murcia, Región de",1978,926199.0,3
"Murcia, Región de",1979,932091.0,1
"Murcia, Región de",1979,937809.0,3
"Murcia, Región de",1980,943673.0,1
"Murcia, Región de",1980,948490.0,3
"Murcia, Región de",1981,953886.0,1
"Murcia, Región de",1981,959392.0,3
"Murcia, Región de",1982,965505.0,1
"Murcia, Región de",1982,971262.0,3
"Murcia, Región de",1983,976972.0,1
"Murcia, Región de",1983,981301.0,3
"Murcia, Región de",1984,986807.0,1
"Murcia, Región de",1984,991269.0,3
"Murcia, Región de",1985,996384.0,1
"Murcia, Región de",1985,1000734.0,3
"Murcia, Región de",1986,1005303.0,1
"Murcia, Región de",1986,1008975.0,3
"Murcia, Región de",1987,1013739.0,1
"Murcia, Región de",1987,1017587.0,3
"Murcia, Región de",1988,1022339.0,1
"Murcia, Región de",1988,1026052.0,3
"Murcia, Región de",1989,1030440.0,1
"Murcia, Región de",1989,1033680.0,3
"Murcia, Región de",1990,1037838.0,1
"Murcia, Región de",1990,1040942.0,3
"Murcia, Región de",1991,1044764.0,1
"Murcia, Región de",1991,1050349.0,3
"Murcia, Región de",1992,1058075.0,1
"Murcia, Región de",1992,1065143.0,3
"Murcia, Región de",1993,1072937.0,1
"Murcia, Región de",1993,1079829.0,3
"Murcia, Región de",1994,1087209.0,1
"Murcia, Región de",1994,1093793.0,3
"Murcia, Región de",1995,1100679.0,1
"Murcia, Región de",1995,1107265.0,3
"Murcia, Región de",1996,1114394.0,1
"Murcia, Región de",1996,1120946.0,3
"Murcia, Región de",1997,1128146.0,1
"Murcia, Región de",1997,1134831.0,3
"Murcia, Región de",1998,1142030.0,1
"Murcia, Región de",1998,1148455.0,3
"Murcia, Región de",1999,1155675.0,1
"Murcia, Región de",1999,1161774.0,3
"Murcia, Región de",2000,1169114.0,1
"Murcia, Región de",2000,1176135.0,3
"Murcia, Región de",2001,1184118.0,1
"Murcia, Región de",2001,1191814.0,3
"Murcia, Región de",2002,1206619.0,1
"Murcia, Región de",2002,1224366.0,3
"Murcia, Región de",2003,1242632.0,1
"Murcia, Región de",2003,1260716.0,3
"Murcia, Región de",2004,1276812.0,1
"Murcia, Región de",2004,1291948.0,3
"Murcia, Región de",2005,1313496.0,1
"Murcia, Región de",2005,1335288.0,3
"Murcia, Región de",2006,1351109.0,1
"Murcia, Región de",2006,1367430.0,3
"Murcia, Región de",2007,1385715.0,1
"Murcia, Región de",2007,1404885.0,3
"Murcia, Región de",2008,1419567.0,1
"Murcia, Región de",2008,1431501.0,3
"Murcia, Región de",2009,1441783.0,1
"Murcia, Región de",2009,1448479.0,3
"Murcia, Región de",2010,1453545.0,1
"Murcia, Región de",2010,1456521.0,3
"Murcia, Región de",2011,1459076.0,1
"Murcia, Región de",2011,1461107.0,3
"Murcia, Región de",2012,1461928.0,1
"Murcia, Región de",2012,1461188.0,3
"Murcia, Región de",2013,1462271.0,1
"Murcia, Región de",2013,1461871.0,3
"Murcia, Región de",2014,1462734.0,1
"Murcia, Región de",2014,1464013.0,3
"Murcia, Región de",2015,1465195.0,1
"Murcia, Región de",2015,1465679.0,3
"Murcia, Región de",2016,1468367.0,1
"Murcia, Región de",2016,1470873.0,3
"Murcia, Región de",2017,1475275.0,1
"Murcia, Región de",2017,1476334.0,3
"Murcia, Región de",2018,1478718.0,1
"Murcia, Región de",2018,1482514.0,3
"Murcia, Región de",2019,1491312.0,1
"Murcia, Región de",2019,1498997.0,3
"Murcia, Región de",2020,1509077.0,1
"Murcia, Región de",2020,1513834.0,3
"Murcia, Región de",2021,1518279.0,1
"Murcia, Región de",2021,1518812.0,2
"Murcia, Región de",2021,1521411.0,3
"Murcia, Región de",2021,1525492.0,4
"Murcia, Región de",2022,1529658.0,1
"Murcia, Región de",2022,1535248.0,2
"Murcia, Región de",2022,1540774.0,3
"Murcia, Región de",2022,1545698.0,4
"Murcia, Región de",2023,1551692.0,1
"Murcia, Región de",2023,1555233.0,2
"Murcia, Región de",2023,1558016.0,3
"Murcia, Región de",2023,1564023.0,4
"Murcia, Región de",2024,1568492.0,1
"Murcia, Región de",2024,1572241.0,2
"Murcia, Región de",2024,1576891.0,3
"Murcia, Región de",2024,1582254.0,4
"Murcia, Región de",2025,1586989.0,1
"Murcia, Región de",2025,1591333.0,2
"Murcia, Región de",2025,1597054.0,3
"Murcia, Región de",2025,1602412.0,4
"Murcia, Región de",2026,1605736.0,1
"Murcia, Región de",2026,1610999.0,2
Nacional,1971,34040642.0,1
Nacional,1971,34216856.40112,3
Nacional,1972,34408338.115221,1
Nacional,1972,34595885.583316,3
Nacional,1973,34800600.37212,1
Nacional,1973,34980317.213983,3
Nacional,1974,35177293.666143,1
Nacional,1974,35363889.511473,3
Nacional,1975,35569375.244543,1
Nacional,1975,35750033.157498,3
Nacional,1976,35946425.328691,1
Nacional,1976,36127525.097346,3
Nacional,1977,36329199.205994,1
Nacional,1977,36506811.07621,3
Nacional,1978,36694077.268279,1
Nacional,1978,36868100.185438,3
Nacional,1979,37035719.047631,1
Nacional,1979,37194315.311701,3
Nacional,1980,37346939.8403,1
Nacional,1980,37493071.862686,3
Nacional,1981,37635389.11524,1
Nacional,1981,37764457.976974,3
Nacional,1982,37881872.843359,1
Nacional,1982,37987107.721915,3
Nacional,1983,38090151.431176,1
Nacional,1983,38160263.358457,3
Nacional,1984,38252898.631627,1
Nacional,1984,38325244.006308,3
Nacional,1985,38407828.974699,1
Nacional,1985,38467024.522191,3
Nacional,1986,38531195.262304,1
Nacional,1986,38571940.505403,3
Nacional,1987,38638051.911423,1
Nacional,1987,38682321.62513,3
Nacional,1988,38731577.515928,1
Nacional,1988,38764307.330275,3
Nacional,1989,38802300.407813,1
Nacional,1989,38821377.127847,3
Nacional,1990,38853226.922392,1
Nacional,1990,38860827.298418,3
Nacional,1991,38881415.634974,1
Nacional,1991,38941621.875,3
Nacional,1992,39051336.1875,1
Nacional,1992,39147939.805083,3
Nacional,1993,39264034.422666,1
Nacional,1993,39356081.606293,3
Nacional,1994,39458488.789913,1
Nacional,1994,39547353.122468,3
Nacional,1995,39639726.455033,1
Nacional,1995,39718894.69003,3
Nacional,1996,39808373.925025,1
Nacional,1996,39884246.302884,3
Nacional,1997,39971328.680728,1
Nacional,1997,40049973.851699,3
Nacional,1998,40143449.022652,1
Nacional,1998,40214065.802309,3
Nacional,1999,40303567.581973,1
Nacional,1999,40369666.655738,3
Nacional,2000,40470181.729502,1
Nacional,2000,40554387.348736,3
Nacional,2001,40665544.967937,1
Nacional,2001,40766049.387177,3
Nacional,2002,41035270.859351,1
Nacional,2002,41423519.715133,3
Nacional,2003,41827835.630978,1
Nacional,2003,42196231.145399,3
Nacional,2004,42547454.177776,1
Nacional,2004,42859172.24966,3
Nacional,2005,43296335.061774,1
Nacional,2005,43662613.030351,3
Nacional,2006,44009968.595974,1
Nacional,2006,44360521.235999,3
Nacional,2007,44784658.800205,1
Nacional,2007,45236004.357528,3
Nacional,2008,45668938.282191,1
Nacional,2008,45983168.509952,3
Nacional,2009,46239270.703734,1
Nacional,2009,46367550.006319,3
Nacional,2010,46486621.011706,1
Nacional,2010,46562482.603609,3
Nacional,2011,46667174.570246,1
Nacional,2011,46736257.03216,3
Nacional,2012,46818215.790189,1
Nacional,2012,46749303.0,3
Nacional,2013,46712650.0,1
Nacional,2013,46581124.0,3
Nacional,2014,46495744.0,1
Nacional,2014,46433050.0,3
Nacional,2015,46425722.0,1
Nacional,2015,46384379.0,3
Nacional,2016,46418884.0,1
Nacional,2016,46427100.0,3
Nacional,2017,46497393.0,1
Nacional,2017,46510461.0,3
Nacional,2018,46645070.0,1
Nacional,2018,46715383.0,3
Nacional,2019,46918951.0,1
Nacional,2019,47087778.0,3
Nacional,2020,47318050.0,1
Nacional,2020,47344852.0,3
Nacional,2021,47400798.0,1
Nacional,2021,47356065.0,2
Nacional,2021,47346836.0,3
Nacional,2021,47424595.0,4
Nacional,2022,47486727.0,1
Nacional,2022,47609145.0,2
Nacional,2022,47781354.0,3
Nacional,2022,47940295.0,4
Nacional,2023,48085361.0,1
Nacional,2023,48205962.0,2
Nacional,2023,48320520.0,3
Nacional,2023,48486865.0,4
Nacional,2024,48619695.0,1
Nacional,2024,48701130.0,2
Nacional,2024,48821936.0,3
Nacional,2024,48999880.0,4
Nacional,2025,49128297.0,1
Nacional,2025,49227658.0,2
Nacional,2025,49355367.0,3
Nacional,2025,49496923.0,4
Nacional,2026,49590099.0,1
Nacional,2026,49687120.0,2
"Navarra, Comunidad Foral de",1971,466593.0,1
"Navarra, Comunidad Foral de",1971,468974.0,3
"Navarra, Comunidad Foral de",1972,471227.0,1
"Navarra, Comunidad Foral de",1972,473708.0,3
"Navarra, Comunidad Foral de",1973,476088.0,1
"Navarra, Comunidad Foral de",1973,478268.0,3
"Navarra, Comunidad Foral de",1974,480492.0,1
"Navarra, Comunidad Foral de",1974,482750.0,3
"Navarra, Comunidad Foral de",1975,485040.0,1
"Navarra, Comunidad Foral de",1975,487249.0,3
"Navarra, Comunidad Foral de",1976,489629.0,1
"Navarra, Comunidad Foral de",1976,491993.0,3
"Navarra, Comunidad Foral de",1977,494252.0,1
"Navarra, Comunidad Foral de",1977,496531.0,3
"Navarra, Comunidad Foral de",1978,498620.0,1
"Navarra, Comunidad Foral de",1978,500826.0,3
"Navarra, Comunidad Foral de",1979,502472.0,1
"Navarra, Comunidad Foral de",1979,504354.0,3
"Navarra, Comunidad Foral de",1980,505853.0,1
"Navarra, Comunidad Foral de",1980,507577.0,3
"Navarra, Comunidad Foral de",1981,508756.0,1
"Navarra, Comunidad Foral de",1981,510055.0,3
"Navarra, Comunidad Foral de",1982,511278.0,1
"Navarra, Comunidad Foral de",1982,512474.0,3
"Navarra, Comunidad Foral de",1983,513275.0,1
"Navarra, Comunidad Foral de",1983,514094.0,3
"Navarra, Comunidad Foral de",1984,514836.0,1
"Navarra, Comunidad Foral de",1984,515687.0,3
"Navarra, Comunidad Foral de",1985,516322.0,1
"Navarra, Comunidad Foral de",1985,516776.0,3
"Navarra, Comunidad Foral de",1986,517233.0,1
"Navarra, Comunidad Foral de",1986,517714.0,3
"Navarra, Comunidad Foral de",1987,518071.0,1
"Navarra, Comunidad Foral de",1987,518378.0,3
"Navarra, Comunidad Foral de",1988,518612.0,1
"Navarra, Comunidad Foral de",1988,519020.0,3
"Navarra, Comunidad Foral de",1989,519251.0,1
"Navarra, Comunidad Foral de",1989,519490.0,3
"Navarra, Comunidad Foral de",1990,519631.0,1
"Navarra, Comunidad Foral de",1990,519603.0,3
"Navarra, Comunidad Foral de",1991,519500.0,1
"Navarra, Comunidad Foral de",1991,520414.0,3
"Navarra, Comunidad Foral de",1992,522071.0,1
"Navarra, Comunidad Foral de",1992,523616.0,3
"Navarra, Comunidad Foral de",1993,525349.0,1
"Navarra, Comunidad Foral de",1993,526869.0,3
"Navarra, Comunidad Foral de",1994,528520.0,1
"Navarra, Comunidad Foral de",1994,530213.0,3
"Navarra, Comunidad Foral de",1995,531732.0,1
"Navarra, Comunidad Foral de",1995,533318.0,3
"Navarra, Comunidad Foral de",1996,534844.0,1
"Navarra, Comunidad Foral de",1996,536536.0,3
"Navarra, Comunidad Foral de",1997,538100.0,1
"Navarra, Comunidad Foral de",1997,539776.0,3
"Navarra, Comunidad Foral de",1998,541557.0,1
"Navarra, Comunidad Foral de",1998,543222.0,3
"Navarra, Comunidad Foral de",1999,544948.0,1
"Navarra, Comunidad Foral de",1999,546612.0,3
"Navarra, Comunidad Foral de",2000,548379.0,1
"Navarra, Comunidad Foral de",2000,549989.0,3
"Navarra, Comunidad Foral de",2001,552060.0,1
"Navarra, Comunidad Foral de",2001,554197.0,3
"Navarra, Comunidad Foral de",2002,557454.0,1
"Navarra, Comunidad Foral de",2002,562489.0,3
"Navarra, Comunidad Foral de",2003,567888.0,1
"Navarra, Comunidad Foral de",2003,572466.0,3
"Navarra, Comunidad Foral de",2004,576346.0,1
"Navarra, Comunidad Foral de",2004,579781.0,3
"Navarra, Comunidad Foral de",2005,584367.0,1
"Navarra, Comunidad Foral de",2005,587922.0,3
"Navarra, Comunidad Foral de",2006,592146.0,1
"Navarra, Comunidad Foral de",2006,596637.0,3
"Navarra, Comunidad Foral de",2007,602831.0,1
"Navarra, Comunidad Foral de",2007,609776.0,3
"Navarra, Comunidad Foral de",2008,616711.0,1
"Navarra, Comunidad Foral de",2008,621976.0,3
"Navarra, Comunidad Foral de",2009,627276.0,1
"Navarra, Comunidad Foral de",2009,630109.0,3
"Navarra, Comunidad Foral de",2010,633017.0,1
"Navarra, Comunidad Foral de",2010,634983.0,3
"Navarra, Comunidad Foral de",2011,637099.0,1
"Navarra, Comunidad Foral de",2011,638581.0,3
"Navarra, Comunidad Foral de",2012,640023.0,1
"Navarra, Comunidad Foral de",2012,639255.0,3
"Navarra, Comunidad Foral de",2013,639089.0,1
"Navarra, Comunidad Foral de",2013,637447.0,3
"Navarra, Comunidad Foral de",2014,637099.0,1
"Navarra, Comunidad Foral de",2014,636803.0,3
"Navarra, Comunidad Foral de",2015,637317.0,1
"Navarra, Comunidad Foral de",2015,637476.0,3
"Navarra, Comunidad Foral de",2016,638922.0,1
"Navarra, Comunidad Foral de",2016,639847.0,3
"Navarra, Comunidad Foral de",2017,642075.0,1
"Navarra, Comunidad Foral de",2017,643105.0,3
"Navarra, Comunidad Foral de",2018,646340.0,1
"Navarra, Comunidad Foral de",2018,648803.0,3
"Navarra, Comunidad Foral de",2019,652797.0,1
"Navarra, Comunidad Foral de",2019,655668.0,3
"Navarra, Comunidad Foral de",2020,659907.0,1
"Navarra, Comunidad Foral de",2020,661008.0,3
"Navarra, Comunidad Foral de",2021,662032.0,1
"Navarra, Comunidad Foral de",2021,661769.0,2
"Navarra, Comunidad Foral de",2021,661286.0,3
"Navarra, Comunidad Foral de",2021,662964.0,4
"Navarra, Comunidad Foral de",2022,664514.0,1
"Navarra, Comunidad Foral de",2022,666111.0,2
"Navarra, Comunidad Foral de",2022,667958.0,3
"Navarra, Comunidad Foral de",2022,670606.0,4
"Navarra, Comunidad Foral de",2023,672155.0,1
"Navarra, Comunidad Foral de",2023,672873.0,2
"Navarra, Comunidad Foral de",2023,674290.0,3
"Navarra, Comunidad Foral de",2023,676571.0,4
"Navarra, Comunidad Foral de",2024,678333.0,1
"Navarra, Comunidad Foral de",2024,679090.0,2
"Navarra, Comunidad Foral de",2024,680476.0,3
"Navarra, Comunidad Foral de",2024,682408.0,4
"Navarra, Comunidad Foral de",2025,683854.0,1
"Navarra, Comunidad Foral de",2025,685338.0,2
"Navarra, Comunidad Foral de",2025,686534.0,3
"Navarra, Comunidad Foral de",2025,688731.0,4
"Navarra, Comunidad Foral de",2026,689973.0,1
"Navarra, Comunidad Foral de",2026,691190.0,2
País Vasco,1971,1867274.0,1
País Vasco,1971,1882618.0,3
País Vasco,1972,1897790.0,1
País Vasco,1972,1913616.0,3
País Vasco,1973,1929631.0,1
País Vasco,1973,1944430.0,3
País Vasco,1974,1959844.0,1
País Vasco,1974,1974794.0,3
País Vasco,1975,1989739.0,1
País Vasco,1975,2004697.0,3
País Vasco,1976,2018991.0,1
País Vasco,1976,2034136.0,3
País Vasco,1977,2049266.0,1
País Vasco,1977,2063282.0,3
País Vasco,1978,2076762.0,1
País Vasco,1978,2089905.0,3
País Vasco,1979,2100970.0,1
País Vasco,1979,2111970.0,3
País Vasco,1980,2121524.0,1
País Vasco,1980,2130947.0,3
País Vasco,1981,2139360.0,1
País Vasco,1981,2144071.0,3
País Vasco,1982,2145860.0,1
País Vasco,1982,2147649.0,3
País Vasco,1983,2148550.0,1
País Vasco,1983,2148690.0,3
País Vasco,1984,2148648.0,1
País Vasco,1984,2147741.0,3
País Vasco,1985,2147171.0,1
País Vasco,1985,2145710.0,3
País Vasco,1986,2143503.0,1
País Vasco,1986,2141076.0,3
País Vasco,1987,2138880.0,1
