freq,unit,sector,na_item,geo,time,value
A,PC_GDP,S13,D5REC,AT,1995,12.0
A,PC_GDP,S13,D5REC,AT,1996,13.0
A,PC_GDP,S13,D5REC,AT,1997,13.6
A,PC_GDP,S13,D5REC,AT,1998,13.7
A,PC_GDP,S13,D5REC,AT,1999,13.3
A,PC_GDP,S13,D5REC,AT,2000,13.2
A,PC_GDP,S13,D5REC,AT,2001,14.8
A,PC_GDP,S13,D5REC,AT,2002,13.8
A,PC_GDP,S13,D5REC,AT,2003,13.6
A,PC_GDP,S13,D5REC,AT,2004,13.4
A,PC_GDP,S13,D5REC,AT,2005,12.8
A,PC_GDP,S13,D5REC,AT,2006,12.8
A,PC_GDP,S13,D5REC,AT,2007,13.2
A,PC_GDP,S13,D5REC,AT,2008,13.8
A,PC_GDP,S13,D5REC,AT,2009,12.5
A,PC_GDP,S13,D5REC,AT,2010,12.6
A,PC_GDP,S13,D5REC,AT,2011,12.7
A,PC_GDP,S13,D5REC,AT,2012,13.0
A,PC_GDP,S13,D5REC,AT,2013,13.4
A,PC_GDP,S13,D5REC,AT,2014,13.7
A,PC_GDP,S13,D5REC,AT,2015,14.2
A,PC_GDP,S13,D5REC,AT,2016,12.8
A,PC_GDP,S13,D5REC,AT,2017,13.0
A,PC_GDP,S13,D5REC,AT,2018,13.5
A,PC_GDP,S13,D5REC,AT,2019,13.6
A,PC_GDP,S13,D5REC,AT,2020,12.8
A,PC_GDP,S13,D5REC,AT,2021,13.8
A,PC_GDP,S13,D5REC,AT,2022,14.3
A,PC_GDP,S13,D5REC,AT,2023,13.8
A,PC_GDP,S13,D5REC,AT,2024,14.0
A,PC_GDP,S13,D5REC,AT,2025,13.9
A,PC_GDP,S13,D5REC,BE,1995,16.0
A,PC_GDP,S13,D5REC,BE,1996,16.1
A,PC_GDP,S13,D5REC,BE,1997,16.5
A,PC_GDP,S13,D5REC,BE,1998,17.0
A,PC_GDP,S13,D5REC,BE,1999,16.6
A,PC_GDP,S13,D5REC,BE,2000,16.7
A,PC_GDP,S13,D5REC,BE,2001,16.9
A,PC_GDP,S13,D5REC,BE,2002,16.8
A,PC_GDP,S13,D5REC,BE,2003,16.3
A,PC_GDP,S13,D5REC,BE,2004,16.3
A,PC_GDP,S13,D5REC,BE,2005,16.4
A,PC_GDP,S13,D5REC,BE,2006,16.2
A,PC_GDP,S13,D5REC,BE,2007,15.9
A,PC_GDP,S13,D5REC,BE,2008,16.3
A,PC_GDP,S13,D5REC,BE,2009,15.0
A,PC_GDP,S13,D5REC,BE,2010,15.3
A,PC_GDP,S13,D5REC,BE,2011,15.8
A,PC_GDP,S13,D5REC,BE,2012,16.1
A,PC_GDP,S13,D5REC,BE,2013,16.7
A,PC_GDP,S13,D5REC,BE,2014,16.6
A,PC_GDP,S13,D5REC,BE,2015,16.4
A,PC_GDP,S13,D5REC,BE,2016,16.1
A,PC_GDP,S13,D5REC,BE,2017,16.7
A,PC_GDP,S13,D5REC,BE,2018,16.8
A,PC_GDP,S13,D5REC,BE,2019,15.6
A,PC_GDP,S13,D5REC,BE,2020,15.6
A,PC_GDP,S13,D5REC,BE,2021,15.7
A,PC_GDP,S13,D5REC,BE,2022,16.3
A,PC_GDP,S13,D5REC,BE,2023,16.0
A,PC_GDP,S13,D5REC,BE,2024,16.9
A,PC_GDP,S13,D5REC,BE,2025,16.5
A,PC_GDP,S13,D5REC,BG,1995,5.1
A,PC_GDP,S13,D5REC,BG,1996,5.8
A,PC_GDP,S13,D5REC,BG,1997,12.1
A,PC_GDP,S13,D5REC,BG,1998,9.9
A,PC_GDP,S13,D5REC,BG,1999,10.2
A,PC_GDP,S13,D5REC,BG,2000,9.7
A,PC_GDP,S13,D5REC,BG,2001,9.8
A,PC_GDP,S13,D5REC,BG,2002,8.7
A,PC_GDP,S13,D5REC,BG,2003,6.3
A,PC_GDP,S13,D5REC,BG,2004,5.6
A,PC_GDP,S13,D5REC,BG,2005,5.1
A,PC_GDP,S13,D5REC,BG,2006,5.5
A,PC_GDP,S13,D5REC,BG,2007,6.2
A,PC_GDP,S13,D5REC,BG,2008,5.7
A,PC_GDP,S13,D5REC,BG,2009,4.9
A,PC_GDP,S13,D5REC,BG,2010,4.6
A,PC_GDP,S13,D5REC,BG,2011,4.6
A,PC_GDP,S13,D5REC,BG,2012,4.6
A,PC_GDP,S13,D5REC,BG,2013,5.0
A,PC_GDP,S13,D5REC,BG,2014,5.2
A,PC_GDP,S13,D5REC,BG,2015,5.4
A,PC_GDP,S13,D5REC,BG,2016,5.6
A,PC_GDP,S13,D5REC,BG,2017,5.9
A,PC_GDP,S13,D5REC,BG,2018,5.8
A,PC_GDP,S13,D5REC,BG,2019,5.8
A,PC_GDP,S13,D5REC,BG,2020,5.8
A,PC_GDP,S13,D5REC,BG,2021,6.4
A,PC_GDP,S13,D5REC,BG,2022,6.2
A,PC_GDP,S13,D5REC,BG,2023,6.4
A,PC_GDP,S13,D5REC,BG,2024,6.5
A,PC_GDP,S13,D5REC,BG,2025,6.5
A,PC_GDP,S13,D5REC,CH,1995,12.8
A,PC_GDP,S13,D5REC,CH,1996,13.2
A,PC_GDP,S13,D5REC,CH,1997,12.9
A,PC_GDP,S13,D5REC,CH,1998,13.5
A,PC_GDP,S13,D5REC,CH,1999,13.2
A,PC_GDP,S13,D5REC,CH,2000,14.0
A,PC_GDP,S13,D5REC,CH,2001,13.3
A,PC_GDP,S13,D5REC,CH,2002,13.9
A,PC_GDP,S13,D5REC,CH,2003,13.5
A,PC_GDP,S13,D5REC,CH,2004,13.5
A,PC_GDP,S13,D5REC,CH,2005,13.7
A,PC_GDP,S13,D5REC,CH,2006,13.8
A,PC_GDP,S13,D5REC,CH,2007,13.5
A,PC_GDP,S13,D5REC,CH,2008,14.1
A,PC_GDP,S13,D5REC,CH,2009,14.4
A,PC_GDP,S13,D5REC,CH,2010,13.8
A,PC_GDP,S13,D5REC,CH,2011,14.1
A,PC_GDP,S13,D5REC,CH,2012,13.8
A,PC_GDP,S13,D5REC,CH,2013,14.0
A,PC_GDP,S13,D5REC,CH,2014,14.0
A,PC_GDP,S13,D5REC,CH,2015,14.6
A,PC_GDP,S13,D5REC,CH,2016,14.8
A,PC_GDP,S13,D5REC,CH,2017,15.1
A,PC_GDP,S13,D5REC,CH,2018,15.2
A,PC_GDP,S13,D5REC,CH,2019,15.4
A,PC_GDP,S13,D5REC,CH,2020,15.6
A,PC_GDP,S13,D5REC,CH,2021,15.0
A,PC_GDP,S13,D5REC,CH,2022,14.6
A,PC_GDP,S13,D5REC,CH,2023,15.3
A,PC_GDP,S13,D5REC,CH,2024,15.5
A,PC_GDP,S13,D5REC,CY,1995,7.8
A,PC_GDP,S13,D5REC,CY,1996,7.6
A,PC_GDP,S13,D5REC,CY,1997,7.7
A,PC_GDP,S13,D5REC,CY,1998,8.5
A,PC_GDP,S13,D5REC,CY,1999,9.3
A,PC_GDP,S13,D5REC,CY,2000,9.7
A,PC_GDP,S13,D5REC,CY,2001,9.8
A,PC_GDP,S13,D5REC,CY,2002,9.7
A,PC_GDP,S13,D5REC,CY,2003,8.1
A,PC_GDP,S13,D5REC,CY,2004,6.7
A,PC_GDP,S13,D5REC,CY,2005,7.8
A,PC_GDP,S13,D5REC,CY,2006,9.2
A,PC_GDP,S13,D5REC,CY,2007,11.9
A,PC_GDP,S13,D5REC,CY,2008,11.1
A,PC_GDP,S13,D5REC,CY,2009,9.6
A,PC_GDP,S13,D5REC,CY,2010,9.3
A,PC_GDP,S13,D5REC,CY,2011,10.1
A,PC_GDP,S13,D5REC,CY,2012,9.9
A,PC_GDP,S13,D5REC,CY,2013,10.4
A,PC_GDP,S13,D5REC,CY,2014,10.4
A,PC_GDP,S13,D5REC,CY,2015,9.8
A,PC_GDP,S13,D5REC,CY,2016,9.3
A,PC_GDP,S13,D5REC,CY,2017,9.5
A,PC_GDP,S13,D5REC,CY,2018,9.4
A,PC_GDP,S13,D5REC,CY,2019,9.2
A,PC_GDP,S13,D5REC,CY,2020,9.4
A,PC_GDP,S13,D5REC,CY,2021,9.7
A,PC_GDP,S13,D5REC,CY,2022,9.9
A,PC_GDP,S13,D5REC,CY,2023,10.1
A,PC_GDP,S13,D5REC,CY,2024,10.9
