freq,spdeps,unit,geo,time,value
A,TOTAL,PC_GDP,LT,2006,13.38
A,TOTAL,PC_GDP,LT,2007,14.24
A,TOTAL,PC_GDP,LT,2008,15.93
A,TOTAL,PC_GDP,LT,2009,20.95
A,TOTAL,PC_GDP,LT,2010,19.38
A,TOTAL,PC_GDP,LT,2011,17.13
A,TOTAL,PC_GDP,LT,2012,16.39
A,TOTAL,PC_GDP,LT,2013,15.44
A,TOTAL,PC_GDP,LT,2014,15.41
A,TOTAL,PC_GDP,LT,2015,15.62
A,TOTAL,PC_GDP,LT,2016,15.41
A,TOTAL,PC_GDP,LT,2017,15.08
A,TOTAL,PC_GDP,LT,2018,15.69
A,TOTAL,PC_GDP,LT,2019,16.36
A,TOTAL,PC_GDP,LT,2020,19.31
A,TOTAL,PC_GDP,LT,2021,18.4
A,TOTAL,PC_GDP,LT,2022,16.68
A,TOTAL,PC_GDP,LT,2023,16.95
A,TOTAL,PC_GDP,LU,1995,20.55
A,TOTAL,PC_GDP,LU,1996,20.9
A,TOTAL,PC_GDP,LU,1997,20.39
A,TOTAL,PC_GDP,LU,1998,20.36
A,TOTAL,PC_GDP,LU,1999,19.81
A,TOTAL,PC_GDP,LU,2000,18.75
A,TOTAL,PC_GDP,LU,2001,19.73
A,TOTAL,PC_GDP,LU,2002,20.7
A,TOTAL,PC_GDP,LU,2003,21.8
A,TOTAL,PC_GDP,LU,2004,21.71
A,TOTAL,PC_GDP,LU,2005,21.69
A,TOTAL,PC_GDP,LU,2006,20.29
A,TOTAL,PC_GDP,LU,2007,18.89
A,TOTAL,PC_GDP,LU,2008,19.47
A,TOTAL,PC_GDP,LU,2009,21.74
A,TOTAL,PC_GDP,LU,2010,20.99
A,TOTAL,PC_GDP,LU,2011,20.89
A,TOTAL,PC_GDP,LU,2012,21.24
A,TOTAL,PC_GDP,LU,2013,21.36
A,TOTAL,PC_GDP,LU,2014,21.12
A,TOTAL,PC_GDP,LU,2015,20.67
A,TOTAL,PC_GDP,LU,2016,20.33
A,TOTAL,PC_GDP,LU,2017,20.98
A,TOTAL,PC_GDP,LU,2018,21.38
A,TOTAL,PC_GDP,LU,2019,21.75
A,TOTAL,PC_GDP,LU,2020,24.26
A,TOTAL,PC_GDP,LU,2021,21.69
A,TOTAL,PC_GDP,LU,2022,22.18
A,TOTAL,PC_GDP,LU,2023,22.52
A,TOTAL,PC_GDP,LU,2024,22.97
A,TOTAL,PC_GDP,LV,1997,15.02
A,TOTAL,PC_GDP,LV,1998,15.54
A,TOTAL,PC_GDP,LV,1999,17.16
A,TOTAL,PC_GDP,LV,2000,15.71
A,TOTAL,PC_GDP,LV,2001,14.8
A,TOTAL,PC_GDP,LV,2002,14.22
A,TOTAL,PC_GDP,LV,2003,13.89
A,TOTAL,PC_GDP,LV,2004,13.11
A,TOTAL,PC_GDP,LV,2005,12.7
A,TOTAL,PC_GDP,LV,2006,12.5
A,TOTAL,PC_GDP,LV,2007,11.14
A,TOTAL,PC_GDP,LV,2008,12.64
A,TOTAL,PC_GDP,LV,2009,17.07
A,TOTAL,PC_GDP,LV,2010,18.28
A,TOTAL,PC_GDP,LV,2011,16.15
A,TOTAL,PC_GDP,LV,2012,14.81
A,TOTAL,PC_GDP,LV,2013,15.13
A,TOTAL,PC_GDP,LV,2014,14.98
A,TOTAL,PC_GDP,LV,2015,15.31
A,TOTAL,PC_GDP,LV,2016,15.46
A,TOTAL,PC_GDP,LV,2017,15.28
A,TOTAL,PC_GDP,LV,2018,15.75
A,TOTAL,PC_GDP,LV,2019,16.15
A,TOTAL,PC_GDP,LV,2020,17.99
A,TOTAL,PC_GDP,LV,2021,19.97
A,TOTAL,PC_GDP,LV,2022,18.86
A,TOTAL,PC_GDP,LV,2023,17.93
A,TOTAL,PC_GDP,LV,2024,18.86
A,TOTAL,PC_GDP,ME,2016,18.78
A,TOTAL,PC_GDP,ME,2017,17.92
A,TOTAL,PC_GDP,ME,2018,16.89
A,TOTAL,PC_GDP,ME,2019,16.66
A,TOTAL,PC_GDP,ME,2020,22.88
A,TOTAL,PC_GDP,ME,2021,19.28
A,TOTAL,PC_GDP,ME,2022,18.57
A,TOTAL,PC_GDP,ME,2023,17.88
A,TOTAL,PC_GDP,MK,2015,14.27
A,TOTAL,PC_GDP,MK,2016,14.15
A,TOTAL,PC_GDP,MK,2017,14.5
A,TOTAL,PC_GDP,MT,1995,15.9
A,TOTAL,PC_GDP,MT,1996,17.11
A,TOTAL,PC_GDP,MT,1997,17.59
A,TOTAL,PC_GDP,MT,1998,17.32
A,TOTAL,PC_GDP,MT,1999,17.25
A,TOTAL,PC_GDP,MT,2000,16.7
A,TOTAL,PC_GDP,MT,2001,17.37
A,TOTAL,PC_GDP,MT,2002,17.56
A,TOTAL,PC_GDP,MT,2003,17.41
A,TOTAL,PC_GDP,MT,2004,17.75
A,TOTAL,PC_GDP,MT,2005,17.84
A,TOTAL,PC_GDP,MT,2006,17.9
A,TOTAL,PC_GDP,MT,2007,17.86
A,TOTAL,PC_GDP,MT,2008,18.07
A,TOTAL,PC_GDP,MT,2009,19.39
A,TOTAL,PC_GDP,MT,2010,18.94
A,TOTAL,PC_GDP,MT,2011,18.74
A,TOTAL,PC_GDP,MT,2012,18.66
A,TOTAL,PC_GDP,MT,2013,18.14
A,TOTAL,PC_GDP,MT,2014,17.66
A,TOTAL,PC_GDP,MT,2015,16.27
A,TOTAL,PC_GDP,MT,2016,16.09
A,TOTAL,PC_GDP,MT,2017,14.77
A,TOTAL,PC_GDP,MT,2018,14.21
A,TOTAL,PC_GDP,MT,2019,14.38
A,TOTAL,PC_GDP,MT,2020,18.56
A,TOTAL,PC_GDP,MT,2021,16.75
A,TOTAL,PC_GDP,MT,2022,14.74
A,TOTAL,PC_GDP,MT,2023,13.23
A,TOTAL,PC_GDP,MT,2024,13.4
A,TOTAL,PC_GDP,NL,1995,28.25
A,TOTAL,PC_GDP,NL,1996,27.36
A,TOTAL,PC_GDP,NL,1997,26.49
A,TOTAL,PC_GDP,NL,1998,25.76
A,TOTAL,PC_GDP,NL,1999,25.0
A,TOTAL,PC_GDP,NL,2000,24.38
A,TOTAL,PC_GDP,NL,2001,24.39
A,TOTAL,PC_GDP,NL,2002,25.34
A,TOTAL,PC_GDP,NL,2003,26.11
A,TOTAL,PC_GDP,NL,2004,26.12
A,TOTAL,PC_GDP,NL,2005,25.72
A,TOTAL,PC_GDP,NL,2006,26.77
A,TOTAL,PC_GDP,NL,2007,26.2
A,TOTAL,PC_GDP,NL,2008,26.09
A,TOTAL,PC_GDP,NL,2009,28.82
A,TOTAL,PC_GDP,NL,2010,29.68
A,TOTAL,PC_GDP,NL,2011,30.15
A,TOTAL,PC_GDP,NL,2012,30.31
A,TOTAL,PC_GDP,NL,2013,30.18
A,TOTAL,PC_GDP,NL,2014,30.13
A,TOTAL,PC_GDP,NL,2015,29.25
A,TOTAL,PC_GDP,NL,2016,28.82
A,TOTAL,PC_GDP,NL,2017,28.52
A,TOTAL,PC_GDP,NL,2018,28.02
A,TOTAL,PC_GDP,NL,2019,28.08
A,TOTAL,PC_GDP,NL,2020,32.03
A,TOTAL,PC_GDP,NL,2021,30.48
A,TOTAL,PC_GDP,NL,2022,26.78
A,TOTAL,PC_GDP,NL,2023,27.59
A,TOTAL,PC_GDP,NO,1995,26.14
A,TOTAL,PC_GDP,NO,1996,25.44
A,TOTAL,PC_GDP,NO,1997,24.8
A,TOTAL,PC_GDP,NO,1998,26.61
A,TOTAL,PC_GDP,NO,1999,26.56
A,TOTAL,PC_GDP,NO,2000,24.05
A,TOTAL,PC_GDP,NO,2001,25.03
A,TOTAL,PC_GDP,NO,2002,24.79
A,TOTAL,PC_GDP,NO,2003,25.97
A,TOTAL,PC_GDP,NO,2004,24.5
A,TOTAL,PC_GDP,NO,2005,22.66
A,TOTAL,PC_GDP,NO,2006,21.29
A,TOTAL,PC_GDP,NO,2007,21.22
A,TOTAL,PC_GDP,NO,2008,20.79
A,TOTAL,PC_GDP,NO,2009,24.2
A,TOTAL,PC_GDP,NO,2010,23.91
A,TOTAL,PC_GDP,NO,2011,23.53
A,TOTAL,PC_GDP,NO,2012,23.29
A,TOTAL,PC_GDP,NO,2013,23.74
A,TOTAL,PC_GDP,NO,2014,24.55
A,TOTAL,PC_GDP,NO,2015,26.23
A,TOTAL,PC_GDP,NO,2016,27.47
A,TOTAL,PC_GDP,NO,2017,26.68
A,TOTAL,PC_GDP,NO,2018,25.67
A,TOTAL,PC_GDP,NO,2019,26.58
A,TOTAL,PC_GDP,NO,2020,29.54
A,TOTAL,PC_GDP,NO,2021,24.99
A,TOTAL,PC_GDP,NO,2022,19.78
A,TOTAL,PC_GDP,NO,2023,23.91
A,TOTAL,PC_GDP,PL,2000,19.47
A,TOTAL,PC_GDP,PL,2001,20.82
A,TOTAL,PC_GDP,PL,2002,20.97
A,TOTAL,PC_GDP,PL,2003,20.85
A,TOTAL,PC_GDP,PL,2004,20.24
A,TOTAL,PC_GDP,PL,2005,19.96
A,TOTAL,PC_GDP,PL,2006,19.6
A,TOTAL,PC_GDP,PL,2007,18.41
A,TOTAL,PC_GDP,PL,2008,19.28
A,TOTAL,PC_GDP,PL,2009,20.29
A,TOTAL,PC_GDP,PL,2010,19.76
A,TOTAL,PC_GDP,PL,2011,18.73
A,TOTAL,PC_GDP,PL,2012,18.95
A,TOTAL,PC_GDP,PL,2013,19.79
A,TOTAL,PC_GDP,PL,2014,19.42
A,TOTAL,PC_GDP,PL,2015,19.3
A,TOTAL,PC_GDP,PL,2016,20.95
A,TOTAL,PC_GDP,PL,2017,20.17
A,TOTAL,PC_GDP,PL,2018,19.47
A,TOTAL,PC_GDP,PL,2019,20.96
A,TOTAL,PC_GDP,PL,2020,23.4
A,TOTAL,PC_GDP,PL,2021,22.61
A,TOTAL,PC_GDP,PL,2022,20.96
A,TOTAL,PC_GDP,PL,2023,22.5
A,TOTAL,PC_GDP,PT,1995,20.09
A,TOTAL,PC_GDP,PT,1996,19.38
A,TOTAL,PC_GDP,PT,1997,19.45
A,TOTAL,PC_GDP,PT,1998,20.0
A,TOTAL,PC_GDP,PT,1999,20.4
A,TOTAL,PC_GDP,PT,2000,20.69
A,TOTAL,PC_GDP,PT,2001,21.66
A,TOTAL,PC_GDP,PT,2002,22.48
A,TOTAL,PC_GDP,PT,2003,22.82
A,TOTAL,PC_GDP,PT,2004,23.38
A,TOTAL,PC_GDP,PT,2005,23.84
A,TOTAL,PC_GDP,PT,2006,23.71
A,TOTAL,PC_GDP,PT,2007,23.05
A,TOTAL,PC_GDP,PT,2008,23.38
A,TOTAL,PC_GDP,PT,2009,25.79
A,TOTAL,PC_GDP,PT,2010,25.78
A,TOTAL,PC_GDP,PT,2011,25.74
A,TOTAL,PC_GDP,PT,2012,26.36
A,TOTAL,PC_GDP,PT,2013,27.55
A,TOTAL,PC_GDP,PT,2014,26.85
A,TOTAL,PC_GDP,PT,2015,25.75
A,TOTAL,PC_GDP,PT,2016,25.1
A,TOTAL,PC_GDP,PT,2017,24.68
A,TOTAL,PC_GDP,PT,2018,24.03
A,TOTAL,PC_GDP,PT,2019,23.99
A,TOTAL,PC_GDP,PT,2020,27.43
A,TOTAL,PC_GDP,PT,2021,26.78
A,TOTAL,PC_GDP,PT,2022,24.67
A,TOTAL,PC_GDP,PT,2023,23.39
A,TOTAL,PC_GDP,RO,2000,13.05
A,TOTAL,PC_GDP,RO,2001,12.84
A,TOTAL,PC_GDP,RO,2002,13.54
A,TOTAL,PC_GDP,RO,2003,13.43
A,TOTAL,PC_GDP,RO,2004,12.96
A,TOTAL,PC_GDP,RO,2005,13.55
A,TOTAL,PC_GDP,RO,2006,12.93
A,TOTAL,PC_GDP,RO,2007,13.26
A,TOTAL,PC_GDP,RO,2008,13.69
A,TOTAL,PC_GDP,RO,2009,16.24
A,TOTAL,PC_GDP,RO,2010,17.1
A,TOTAL,PC_GDP,RO,2011,15.78
A,TOTAL,PC_GDP,RO,2012,14.72
A,TOTAL,PC_GDP,RO,2013,15.01
A,TOTAL,PC_GDP,RO,2014,14.74
A,TOTAL,PC_GDP,RO,2015,14.58
A,TOTAL,PC_GDP,RO,2016,14.87
A,TOTAL,PC_GDP,RO,2017,14.88
A,TOTAL,PC_GDP,RO,2018,14.99
A,TOTAL,PC_GDP,RO,2019,15.28
A,TOTAL,PC_GDP,RO,2020,17.77
A,TOTAL,PC_GDP,RO,2021,16.68
A,TOTAL,PC_GDP,RO,2022,16.55
A,TOTAL,PC_GDP,RO,2023,16.62
A,TOTAL,PC_GDP,RS,2008,20.83
A,TOTAL,PC_GDP,RS,2009,22.22
A,TOTAL,PC_GDP,RS,2010,21.7
A,TOTAL,PC_GDP,RS,2011,20.6
A,TOTAL,PC_GDP,RS,2012,21.72
A,TOTAL,PC_GDP,RS,2013,21.0
A,TOTAL,PC_GDP,RS,2014,21.09
A,TOTAL,PC_GDP,RS,2015,19.84
A,TOTAL,PC_GDP,RS,2016,19.54
A,TOTAL,PC_GDP,RS,2017,18.69
A,TOTAL,PC_GDP,RS,2018,18.63
A,TOTAL,PC_GDP,RS,2019,18.64
A,TOTAL,PC_GDP,RS,2020,20.93
A,TOTAL,PC_GDP,RS,2021,19.26
A,TOTAL,PC_GDP,RS,2022,18.53
A,TOTAL,PC_GDP,RS,2023,18.1
A,TOTAL,PC_GDP,SE,1995,32.02
A,TOTAL,PC_GDP,SE,1996,31.27
A,TOTAL,PC_GDP,SE,1997,30.31
A,TOTAL,PC_GDP,SE,1998,29.15
A,TOTAL,PC_GDP,SE,1999,28.87
A,TOTAL,PC_GDP,SE,2000,27.98
A,TOTAL,PC_GDP,SE,2001,28.35
A,TOTAL,PC_GDP,SE,2002,29.16
A,TOTAL,PC_GDP,SE,2003,30.1
A,TOTAL,PC_GDP,SE,2004,29.5
A,TOTAL,PC_GDP,SE,2005,29.25
A,TOTAL,PC_GDP,SE,2006,28.41
A,TOTAL,PC_GDP,SE,2007,27.33
A,TOTAL,PC_GDP,SE,2008,27.93
A,TOTAL,PC_GDP,SE,2009,30.0
A,TOTAL,PC_GDP,SE,2010,28.54
A,TOTAL,PC_GDP,SE,2011,28.16
A,TOTAL,PC_GDP,SE,2012,29.2
A,TOTAL,PC_GDP,SE,2013,29.97
A,TOTAL,PC_GDP,SE,2014,29.57
A,TOTAL,PC_GDP,SE,2015,29.12
A,TOTAL,PC_GDP,SE,2016,29.52
A,TOTAL,PC_GDP,SE,2017,29.08
A,TOTAL,PC_GDP,SE,2018,28.69
A,TOTAL,PC_GDP,SE,2019,27.97
A,TOTAL,PC_GDP,SE,2020,29.53
A,TOTAL,PC_GDP,SE,2021,28.21
A,TOTAL,PC_GDP,SE,2022,27.61
A,TOTAL,PC_GDP,SE,2023,27.75
A,TOTAL,PC_GDP,SE,2024,27.79
A,TOTAL,PC_GDP,SI,1996,22.95
A,TOTAL,PC_GDP,SI,1997,23.34
A,TOTAL,PC_GDP,SI,1998,23.63
A,TOTAL,PC_GDP,SI,1999,23.61
A,TOTAL,PC_GDP,SI,2000,23.92
A,TOTAL,PC_GDP,SI,2001,24.18
A,TOTAL,PC_GDP,SI,2002,24.25
A,TOTAL,PC_GDP,SI,2003,23.48
A,TOTAL,PC_GDP,SI,2004,23.06
A,TOTAL,PC_GDP,SI,2005,22.88
A,TOTAL,PC_GDP,SI,2006,22.52
A,TOTAL,PC_GDP,SI,2007,21.07
A,TOTAL,PC_GDP,SI,2008,21.09
A,TOTAL,PC_GDP,SI,2009,23.97
A,TOTAL,PC_GDP,SI,2010,24.56
A,TOTAL,PC_GDP,SI,2011,24.61
A,TOTAL,PC_GDP,SI,2012,24.95
A,TOTAL,PC_GDP,SI,2013,24.86
A,TOTAL,PC_GDP,SI,2014,24.12
A,TOTAL,PC_GDP,SI,2015,23.98
A,TOTAL,PC_GDP,SI,2016,23.49
A,TOTAL,PC_GDP,SI,2017,22.82
A,TOTAL,PC_GDP,SI,2018,22.4
A,TOTAL,PC_GDP,SI,2019,22.43
A,TOTAL,PC_GDP,SI,2020,26.38
A,TOTAL,PC_GDP,SI,2021,25.24
A,TOTAL,PC_GDP,SI,2022,24.26
A,TOTAL,PC_GDP,SI,2023,23.12
A,TOTAL,PC_GDP,SK,1995,17.85
A,TOTAL,PC_GDP,SK,1996,18.84
A,TOTAL,PC_GDP,SK,1997,19.23
A,TOTAL,PC_GDP,SK,1998,19.56
A,TOTAL,PC_GDP,SK,1999,19.8
A,TOTAL,PC_GDP,SK,2000,19.11
A,TOTAL,PC_GDP,SK,2001,18.7
A,TOTAL,PC_GDP,SK,2002,18.85
A,TOTAL,PC_GDP,SK,2003,18.12
A,TOTAL,PC_GDP,SK,2004,16.89
A,TOTAL,PC_GDP,SK,2005,16.18
A,TOTAL,PC_GDP,SK,2006,15.96
A,TOTAL,PC_GDP,SK,2007,15.65
A,TOTAL,PC_GDP,SK,2008,15.69
A,TOTAL,PC_GDP,SK,2009,18.44
A,TOTAL,PC_GDP,SK,2010,17.93
A,TOTAL,PC_GDP,SK,2011,17.58
A,TOTAL,PC_GDP,SK,2012,17.76
A,TOTAL,PC_GDP,SK,2013,18.18
A,TOTAL,PC_GDP,SK,2014,18.36
A,TOTAL,PC_GDP,SK,2015,17.88
A,TOTAL,PC_GDP,SK,2016,18.26
A,TOTAL,PC_GDP,SK,2017,18.11
A,TOTAL,PC_GDP,SK,2018,17.82
A,TOTAL,PC_GDP,SK,2019,17.81
A,TOTAL,PC_GDP,SK,2020,19.4
A,TOTAL,PC_GDP,SK,2021,19.05
A,TOTAL,PC_GDP,SK,2022,18.2
A,TOTAL,PC_GDP,SK,2023,19.9
A,TOTAL,PC_GDP,SK,2024,21.69
A,TOTAL,PC_GDP,TR,2000,7.86
A,TOTAL,PC_GDP,TR,2001,8.71
A,TOTAL,PC_GDP,TR,2002,9.24
A,TOTAL,PC_GDP,TR,2003,10.23
A,TOTAL,PC_GDP,TR,2004,10.41
A,TOTAL,PC_GDP,TR,2005,10.39
A,TOTAL,PC_GDP,TR,2006,10.6
A,TOTAL,PC_GDP,TR,2007,10.96
A,TOTAL,PC_GDP,TR,2008,11.24
A,TOTAL,PC_GDP,TR,2009,13.25
A,TOTAL,PC_GDP,TR,2010,12.6
A,TOTAL,PC_GDP,TR,2011,12.11
A,TOTAL,PC_GDP,TR,2012,12.26
A,TOTAL,PC_GDP,TR,2013,12.0
A,TOTAL,PC_GDP,TR,2014,11.94
A,TOTAL,PC_GDP,TR,2015,11.81
A,TOTAL,PC_GDP,TR,2016,12.69
A,TOTAL,PC_GDP,TR,2017,12.39
A,TOTAL,PC_GDP,TR,2018,11.97
A,TOTAL,PC_GDP,TR,2019,12.47
A,TOTAL,PC_GDP,TR,2020,13.0
A,TOTAL,PC_GDP,TR,2021,10.84
A,TOTAL,PC_GDP,TR,2022,8.42
A,TOTAL,PC_GDP,TR,2023,9.95
A,TOTAL,PC_GDP,UK,1995,23.57
A,TOTAL,PC_GDP,UK,1996,23.28
A,TOTAL,PC_GDP,UK,1997,23.16
A,TOTAL,PC_GDP,UK,1998,22.92
A,TOTAL,PC_GDP,UK,1999,22.71
A,TOTAL,PC_GDP,UK,2000,23.27
A,TOTAL,PC_GDP,UK,2001,23.83
A,TOTAL,PC_GDP,UK,2002,23.01
A,TOTAL,PC_GDP,UK,2003,25.11
A,TOTAL,PC_GDP,UK,2004,25.44
A,TOTAL,PC_GDP,UK,2005,26.11
A,TOTAL,PC_GDP,UK,2006,26.08
A,TOTAL,PC_GDP,UK,2007,24.67
A,TOTAL,PC_GDP,UK,2008,25.55
A,TOTAL,PC_GDP,UK,2009,28.24
A,TOTAL,PC_GDP,UK,2010,28.48
A,TOTAL,PC_GDP,UK,2011,28.59
A,TOTAL,PC_GDP,UK,2012,28.64
A,TOTAL,PC_GDP,UK,2013,28.01
A,TOTAL,PC_GDP,UK,2014,27.2
A,TOTAL,PC_GDP,UK,2015,27.29
A,TOTAL,PC_GDP,UK,2016,25.86
A,TOTAL,PC_GDP,UK,2017,26.3
A,TOTAL,PC_GDP,UK,2018,25.7
A,TOTAL,PC_GDP,XK,2022,11.11
A,TOTAL,PC_GDP,XK,2023,10.44
