cod,nombre,anyo,periodo,valor
IPV1613,Nacional. Vivienda nueva. Índice. ,2023,20,80.051
IPV1613,Nacional. Vivienda nueva. Índice. ,2023,21,83.301
IPV1613,Nacional. Vivienda nueva. Índice. ,2023,22,82.142
IPV1613,Nacional. Vivienda nueva. Índice. ,2024,19,86.656
IPV1613,Nacional. Vivienda nueva. Índice. ,2024,20,89.036
IPV1613,Nacional. Vivienda nueva. Índice. ,2024,21,91.5
IPV1613,Nacional. Vivienda nueva. Índice. ,2024,22,92.211
IPV1613,Nacional. Vivienda nueva. Índice. ,2025,19,97.26
IPV1613,Nacional. Vivienda nueva. Índice. ,2025,20,99.81
IPV1613,Nacional. Vivienda nueva. Índice. ,2025,21,100.371
IPV1613,Nacional. Vivienda nueva. Índice. ,2025,22,102.559
IPV1613,Nacional. Vivienda nueva. Índice. ,2026,19,106.129
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2007,19,93.482
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2007,20,96.035
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2007,21,96.269
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2007,22,93.831
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2008,19,92.873
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2008,20,91.32
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2008,21,88.002
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2008,22,83.757
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2009,19,81.229
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2009,20,81.116
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2009,21,80.741
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2009,22,80.837
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2010,19,80.105
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2010,20,81.106
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2010,21,79.318
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2010,22,79.523
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2011,19,75.082
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2011,20,74.398
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2011,21,71.696
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2011,22,68.631
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2012,19,65.132
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2012,20,62.702
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2012,21,59.966
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2012,22,58.995
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2013,19,55.168
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2013,20,55.11
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2013,21,55.166
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2013,22,54.439
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2014,19,54.216
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2014,20,55.238
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2014,21,55.245
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2014,22,55.386
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2015,19,54.814
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2015,20,57.361
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2015,21,57.75
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2015,22,57.583
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2016,19,58.318
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2016,20,59.178
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2016,21,59.769
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2016,22,60.178
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2017,19,61.418
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2017,20,62.601
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2017,21,63.776
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2017,22,64.49
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2018,19,65.301
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2018,20,66.974
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2018,21,68.435
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2018,22,68.625
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2019,19,69.373
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2019,20,70.334
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2019,21,71.451
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2019,22,70.937
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2020,19,71.256
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2020,20,71.594
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2020,21,71.995
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2020,22,71.222
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2021,19,71.752
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2021,20,73.668
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2021,21,75.083
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2021,22,75.813
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2022,19,77.643
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2022,20,79.461
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2022,21,80.958
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2022,22,79.828
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2023,19,80.006
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2023,20,81.738
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2023,21,83.565
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2023,22,82.737
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2024,19,84.529
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2024,20,87.677
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2024,21,90.144
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2024,22,91.916
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2025,19,94.893
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2025,20,98.923
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2025,21,102.183
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2025,22,104.001
IPV1618,Nacional. Vivienda segunda mano. Índice. ,2026,19,107.666
IPV1623,Andalucía. General. Índice. ,2007,19,70.93
IPV1623,Andalucía. General. Índice. ,2007,20,73.062
IPV1623,Andalucía. General. Índice. ,2007,21,74.761
IPV1623,Andalucía. General. Índice. ,2007,22,75.789
IPV1623,Andalucía. General. Índice. ,2008,19,75.77
IPV1623,Andalucía. General. Índice. ,2008,20,75.45
IPV1623,Andalucía. General. Índice. ,2008,21,75.552
IPV1623,Andalucía. General. Índice. ,2008,22,73.59
IPV1623,Andalucía. General. Índice. ,2009,19,72.839
IPV1623,Andalucía. General. Índice. ,2009,20,72.939
IPV1623,Andalucía. General. Índice. ,2009,21,72.52
IPV1623,Andalucía. General. Índice. ,2009,22,72.304
IPV1623,Andalucía. General. Índice. ,2010,19,71.644
IPV1623,Andalucía. General. Índice. ,2010,20,72.612
IPV1623,Andalucía. General. Índice. ,2010,21,70.951
IPV1623,Andalucía. General. Índice. ,2010,22,70.808
IPV1623,Andalucía. General. Índice. ,2011,19,68.585
IPV1623,Andalucía. General. Índice. ,2011,20,68.561
IPV1623,Andalucía. General. Índice. ,2011,21,66.94
IPV1623,Andalucía. General. Índice. ,2011,22,64.889
IPV1623,Andalucía. General. Índice. ,2012,19,61.879
IPV1623,Andalucía. General. Índice. ,2012,20,59.565
IPV1623,Andalucía. General. Índice. ,2012,21,58.396
IPV1623,Andalucía. General. Índice. ,2012,22,57.412
IPV1623,Andalucía. General. Índice. ,2013,19,54.312
IPV1623,Andalucía. General. Índice. ,2013,20,53.897
IPV1623,Andalucía. General. Índice. ,2013,21,54.382
IPV1623,Andalucía. General. Índice. ,2013,22,53.8
IPV1623,Andalucía. General. Índice. ,2014,19,53.316
IPV1623,Andalucía. General. Índice. ,2014,20,54.26
IPV1623,Andalucía. General. Índice. ,2014,21,54.407
IPV1623,Andalucía. General. Índice. ,2014,22,54.751
IPV1623,Andalucía. General. Índice. ,2015,19,53.938
IPV1623,Andalucía. General. Índice. ,2015,20,56.15
IPV1623,Andalucía. General. Índice. ,2015,21,56.783
IPV1623,Andalucía. General. Índice. ,2015,22,56.39
IPV1623,Andalucía. General. Índice. ,2016,19,56.881
IPV1623,Andalucía. General. Índice. ,2016,20,57.602
IPV1623,Andalucía. General. Índice. ,2016,21,57.552
IPV1623,Andalucía. General. Índice. ,2016,22,57.569
IPV1623,Andalucía. General. Índice. ,2017,19,58.076
IPV1623,Andalucía. General. Índice. ,2017,20,58.983
IPV1623,Andalucía. General. Índice. ,2017,21,59.674
IPV1623,Andalucía. General. Índice. ,2017,22,60.148
IPV1623,Andalucía. General. Índice. ,2018,19,60.438
IPV1623,Andalucía. General. Índice. ,2018,20,61.785
IPV1623,Andalucía. General. Índice. ,2018,21,62.889
IPV1623,Andalucía. General. Índice. ,2018,22,63.535
IPV1623,Andalucía. General. Índice. ,2019,19,64.023
IPV1623,Andalucía. General. Índice. ,2019,20,65.216
IPV1623,Andalucía. General. Índice. ,2019,21,66.605
IPV1623,Andalucía. General. Índice. ,2019,22,66.17
IPV1623,Andalucía. General. Índice. ,2020,19,66.665
IPV1623,Andalucía. General. Índice. ,2020,20,66.762
IPV1623,Andalucía. General. Índice. ,2020,21,67.435
IPV1623,Andalucía. General. Índice. ,2020,22,67.267
IPV1623,Andalucía. General. Índice. ,2021,19,67.099
IPV1623,Andalucía. General. Índice. ,2021,20,69.143
IPV1623,Andalucía. General. Índice. ,2021,21,71.51
IPV1623,Andalucía. General. Índice. ,2021,22,72.659
IPV1623,Andalucía. General. Índice. ,2022,19,74.402
IPV1623,Andalucía. General. Índice. ,2022,20,76.202
IPV1623,Andalucía. General. Índice. ,2022,21,77.432
IPV1623,Andalucía. General. Índice. ,2022,22,77.353
IPV1623,Andalucía. General. Índice. ,2023,19,77.521
IPV1623,Andalucía. General. Índice. ,2023,20,79.633
IPV1623,Andalucía. General. Índice. ,2023,21,81.928
IPV1623,Andalucía. General. Índice. ,2023,22,81.449
IPV1623,Andalucía. General. Índice. ,2024,19,83.656
IPV1623,Andalucía. General. Índice. ,2024,20,87.224
IPV1623,Andalucía. General. Índice. ,2024,21,90.574
IPV1623,Andalucía. General. Índice. ,2024,22,92.35
IPV1623,Andalucía. General. Índice. ,2025,19,95.365
IPV1623,Andalucía. General. Índice. ,2025,20,99.074
IPV1623,Andalucía. General. Índice. ,2025,21,101.791
IPV1623,Andalucía. General. Índice. ,2025,22,103.77
IPV1623,Andalucía. General. Índice. ,2026,19,108.061
IPV1628,Andalucía. Vivienda nueva. Índice. ,2007,19,49.302
IPV1628,Andalucía. Vivienda nueva. Índice. ,2007,20,50.706
IPV1628,Andalucía. Vivienda nueva. Índice. ,2007,21,52.373
IPV1628,Andalucía. Vivienda nueva. Índice. ,2007,22,54.203
IPV1628,Andalucía. Vivienda nueva. Índice. ,2008,19,54.323
IPV1628,Andalucía. Vivienda nueva. Índice. ,2008,20,54.756
IPV1628,Andalucía. Vivienda nueva. Índice. ,2008,21,56.042
