freq,unit,sex,age,geo,time,value
A,YR,T,Y_LT1,FI,1996,77.0
A,YR,T,Y_LT1,FI,1997,77.2
A,YR,T,Y_LT1,FI,1998,77.4
A,YR,T,Y_LT1,FI,1999,77.6
A,YR,T,Y_LT1,FI,2000,77.8
A,YR,T,Y_LT1,FI,2001,78.2
A,YR,T,Y_LT1,FI,2002,78.3
A,YR,T,Y_LT1,FI,2003,78.6
A,YR,T,Y_LT1,FI,2004,79.0
A,YR,T,Y_LT1,FI,2005,79.1
A,YR,T,Y_LT1,FI,2006,79.5
A,YR,T,Y_LT1,FI,2007,79.6
A,YR,T,Y_LT1,FI,2008,79.9
A,YR,T,Y_LT1,FI,2009,80.1
A,YR,T,Y_LT1,FI,2010,80.2
A,YR,T,Y_LT1,FI,2011,80.6
A,YR,T,Y_LT1,FI,2012,80.7
A,YR,T,Y_LT1,FI,2013,81.1
A,YR,T,Y_LT1,FI,2014,81.1
A,YR,T,Y_LT1,FI,2015,81.4
A,YR,T,Y_LT1,FI,2016,81.3
A,YR,T,Y_LT1,FI,2017,81.5
A,YR,T,Y_LT1,FI,2018,81.6
A,YR,T,Y_LT1,FI,2019,81.9
A,YR,T,Y_LT1,FI,2020,81.8
A,YR,T,Y_LT1,FI,2021,81.8
A,YR,T,Y_LT1,FI,2022,81.2
A,YR,T,Y_LT1,FI,2023,81.6
A,YR,T,Y_LT1,FI,2024,82.2
A,YR,T,Y_LT1,FR,1998,78.7
A,YR,T,Y_LT1,FR,1999,78.9
A,YR,T,Y_LT1,FR,2000,79.2
A,YR,T,Y_LT1,FR,2001,79.3
A,YR,T,Y_LT1,FR,2002,79.4
A,YR,T,Y_LT1,FR,2003,79.3
A,YR,T,Y_LT1,FR,2004,80.3
A,YR,T,Y_LT1,FR,2005,80.3
A,YR,T,Y_LT1,FR,2006,80.9
A,YR,T,Y_LT1,FR,2007,81.3
A,YR,T,Y_LT1,FR,2008,81.4
A,YR,T,Y_LT1,FR,2009,81.5
A,YR,T,Y_LT1,FR,2010,81.8
A,YR,T,Y_LT1,FR,2011,82.3
A,YR,T,Y_LT1,FR,2012,82.1
A,YR,T,Y_LT1,FR,2013,82.4
A,YR,T,Y_LT1,FR,2014,82.4
A,YR,T,Y_LT1,FR,2015,82.1
A,YR,T,Y_LT1,FR,2016,82.4
A,YR,T,Y_LT1,FR,2017,82.4
A,YR,T,Y_LT1,FR,2018,82.6
A,YR,T,Y_LT1,FR,2019,82.7
A,YR,T,Y_LT1,FR,2020,82.2
A,YR,T,Y_LT1,FR,2021,82.2
A,YR,T,Y_LT1,FR,2022,82.2
A,YR,T,Y_LT1,FR,2023,82.9
A,YR,T,Y_LT1,FR,2024,83.0
A,YR,T,Y_LT1,FX,1995,78.1
A,YR,T,Y_LT1,FX,1996,78.2
A,YR,T,Y_LT1,FX,1997,78.6
A,YR,T,Y_LT1,FX,1998,78.8
A,YR,T,Y_LT1,FX,1999,78.9
A,YR,T,Y_LT1,FX,2000,79.2
A,YR,T,Y_LT1,FX,2001,79.3
A,YR,T,Y_LT1,FX,2002,79.4
A,YR,T,Y_LT1,FX,2003,79.3
A,YR,T,Y_LT1,FX,2004,80.4
A,YR,T,Y_LT1,FX,2005,80.4
A,YR,T,Y_LT1,FX,2006,81.0
A,YR,T,Y_LT1,FX,2007,81.3
A,YR,T,Y_LT1,FX,2008,81.4
A,YR,T,Y_LT1,FX,2009,81.6
A,YR,T,Y_LT1,FX,2010,81.9
A,YR,T,Y_LT1,FX,2011,82.3
A,YR,T,Y_LT1,FX,2012,82.1
A,YR,T,Y_LT1,GE,2006,74.2
A,YR,T,Y_LT1,GE,2007,74.9
A,YR,T,Y_LT1,GE,2008,74.0
A,YR,T,Y_LT1,GE,2009,73.3
A,YR,T,Y_LT1,GE,2010,74.5
A,YR,T,Y_LT1,GE,2011,74.5
A,YR,T,Y_LT1,GE,2014,74.1
A,YR,T,Y_LT1,GE,2015,73.0
A,YR,T,Y_LT1,GE,2016,72.7
A,YR,T,Y_LT1,GE,2017,73.5
A,YR,T,Y_LT1,GE,2018,74.0
A,YR,T,Y_LT1,GE,2019,74.1
A,YR,T,Y_LT1,GE,2022,73.7
A,YR,T,Y_LT1,GE,2023,73.7
A,YR,T,Y_LT1,GE,2024,74.9
A,YR,T,Y_LT1,HR,2001,74.6
A,YR,T,Y_LT1,HR,2002,74.7
A,YR,T,Y_LT1,HR,2003,74.6
A,YR,T,Y_LT1,HR,2004,75.4
A,YR,T,Y_LT1,HR,2005,75.3
A,YR,T,Y_LT1,HR,2006,75.9
A,YR,T,Y_LT1,HR,2007,75.8
A,YR,T,Y_LT1,HR,2008,76.0
A,YR,T,Y_LT1,HR,2009,76.3
A,YR,T,Y_LT1,HR,2010,76.7
A,YR,T,Y_LT1,HR,2011,77.2
A,YR,T,Y_LT1,HR,2012,77.3
A,YR,T,Y_LT1,HR,2013,77.8
A,YR,T,Y_LT1,HR,2014,77.8
A,YR,T,Y_LT1,HR,2015,77.4
A,YR,T,Y_LT1,HR,2016,78.0
A,YR,T,Y_LT1,HR,2017,77.8
A,YR,T,Y_LT1,HR,2018,78.0
A,YR,T,Y_LT1,HR,2019,78.3
A,YR,T,Y_LT1,HR,2020,77.6
A,YR,T,Y_LT1,HR,2021,76.6
A,YR,T,Y_LT1,HR,2022,77.7
A,YR,T,Y_LT1,HR,2023,78.5
A,YR,T,Y_LT1,HR,2024,78.9
A,YR,T,Y_LT1,HU,1995,70.0
A,YR,T,Y_LT1,HU,1996,70.6
A,YR,T,Y_LT1,HU,1997,71.1
A,YR,T,Y_LT1,HU,1998,71.0
A,YR,T,Y_LT1,HU,1999,71.1
A,YR,T,Y_LT1,HU,2000,71.9
A,YR,T,Y_LT1,HU,2001,72.5
A,YR,T,Y_LT1,HU,2002,72.6
A,YR,T,Y_LT1,HU,2003,72.6
A,YR,T,Y_LT1,HU,2004,73.0
A,YR,T,Y_LT1,HU,2005,73.0
A,YR,T,Y_LT1,HU,2006,73.5
A,YR,T,Y_LT1,HU,2007,73.6
A,YR,T,Y_LT1,HU,2008,74.2
A,YR,T,Y_LT1,HU,2009,74.4
A,YR,T,Y_LT1,HU,2010,74.7
A,YR,T,Y_LT1,HU,2011,75.1
A,YR,T,Y_LT1,HU,2012,75.3
A,YR,T,Y_LT1,HU,2013,75.8
A,YR,T,Y_LT1,HU,2014,75.8
A,YR,T,Y_LT1,HU,2015,75.6
A,YR,T,Y_LT1,HU,2016,76.1
A,YR,T,Y_LT1,HU,2017,75.9
A,YR,T,Y_LT1,HU,2018,76.0
A,YR,T,Y_LT1,HU,2019,76.3
A,YR,T,Y_LT1,HU,2020,75.5
A,YR,T,Y_LT1,HU,2021,74.1
A,YR,T,Y_LT1,HU,2022,75.9
A,YR,T,Y_LT1,HU,2023,76.7
A,YR,T,Y_LT1,HU,2024,76.8
A,YR,T,Y_LT1,IE,1995,75.5
A,YR,T,Y_LT1,IE,1996,75.8
A,YR,T,Y_LT1,IE,1997,76.0
A,YR,T,Y_LT1,IE,1998,76.2
A,YR,T,Y_LT1,IE,1999,76.1
A,YR,T,Y_LT1,IE,2000,76.6
A,YR,T,Y_LT1,IE,2001,77.2
A,YR,T,Y_LT1,IE,2002,77.7
A,YR,T,Y_LT1,IE,2003,78.2
A,YR,T,Y_LT1,IE,2004,78.6
A,YR,T,Y_LT1,IE,2005,79.0
A,YR,T,Y_LT1,IE,2006,79.3
A,YR,T,Y_LT1,IE,2007,79.7
A,YR,T,Y_LT1,IE,2008,80.2
A,YR,T,Y_LT1,IE,2009,80.2
A,YR,T,Y_LT1,IE,2010,80.8
A,YR,T,Y_LT1,IE,2011,80.9
A,YR,T,Y_LT1,IE,2012,80.9
A,YR,T,Y_LT1,IE,2013,81.0
A,YR,T,Y_LT1,IE,2014,81.3
A,YR,T,Y_LT1,IE,2015,81.4
A,YR,T,Y_LT1,IE,2016,81.6
A,YR,T,Y_LT1,IE,2017,82.0
A,YR,T,Y_LT1,IE,2018,82.0
A,YR,T,Y_LT1,IE,2019,82.5
A,YR,T,Y_LT1,IE,2020,82.3
A,YR,T,Y_LT1,IE,2021,82.1
A,YR,T,Y_LT1,IE,2022,82.4
A,YR,T,Y_LT1,IE,2023,82.7
A,YR,T,Y_LT1,IE,2024,83.1
A,YR,T,Y_LT1,IS,1995,78.0
A,YR,T,Y_LT1,IS,1996,78.8
A,YR,T,Y_LT1,IS,1997,78.9
A,YR,T,Y_LT1,IS,1998,79.7
A,YR,T,Y_LT1,IS,1999,79.4
A,YR,T,Y_LT1,IS,2000,79.7
A,YR,T,Y_LT1,IS,2001,80.7
A,YR,T,Y_LT1,IS,2002,80.6
A,YR,T,Y_LT1,IS,2003,81.0
A,YR,T,Y_LT1,IS,2004,81.1
A,YR,T,Y_LT1,IS,2005,81.5
A,YR,T,Y_LT1,IS,2006,81.2
A,YR,T,Y_LT1,IS,2007,81.5
A,YR,T,Y_LT1,IS,2008,81.6
A,YR,T,Y_LT1,IS,2009,81.8
A,YR,T,Y_LT1,IS,2010,81.9
A,YR,T,Y_LT1,IS,2011,82.4
A,YR,T,Y_LT1,IS,2012,83.0
A,YR,T,Y_LT1,IS,2013,82.1
A,YR,T,Y_LT1,IS,2014,82.6
A,YR,T,Y_LT1,IS,2015,82.4
A,YR,T,Y_LT1,IS,2016,82.1
A,YR,T,Y_LT1,IS,2017,82.4
A,YR,T,Y_LT1,IS,2018,82.7
A,YR,T,Y_LT1,IS,2019,83.0
A,YR,T,Y_LT1,IS,2020,82.9
A,YR,T,Y_LT1,IS,2021,83.0
A,YR,T,Y_LT1,IS,2022,82.2
A,YR,T,Y_LT1,IS,2023,82.4
A,YR,T,Y_LT1,IS,2024,82.8
A,YR,T,Y_LT1,IT,1995,78.3
A,YR,T,Y_LT1,IT,1996,78.7
A,YR,T,Y_LT1,IT,1997,79.0
A,YR,T,Y_LT1,IT,1998,79.1
A,YR,T,Y_LT1,IT,1999,79.6
A,YR,T,Y_LT1,IT,2000,79.9
A,YR,T,Y_LT1,IT,2001,80.3
A,YR,T,Y_LT1,IT,2002,80.4
A,YR,T,Y_LT1,IT,2003,80.1
A,YR,T,Y_LT1,IT,2004,80.9
A,YR,T,Y_LT1,IT,2005,80.9
A,YR,T,Y_LT1,IT,2006,81.4
A,YR,T,Y_LT1,IT,2007,81.6
A,YR,T,Y_LT1,IT,2008,81.7
A,YR,T,Y_LT1,IT,2009,81.8
A,YR,T,Y_LT1,IT,2010,82.2
A,YR,T,Y_LT1,IT,2011,82.4
A,YR,T,Y_LT1,IT,2012,82.4
A,YR,T,Y_LT1,IT,2013,82.9
A,YR,T,Y_LT1,IT,2014,82.8
A,YR,T,Y_LT1,IT,2015,82.4
A,YR,T,Y_LT1,IT,2016,83.0
A,YR,T,Y_LT1,IT,2017,82.8
A,YR,T,Y_LT1,IT,2018,83.1
A,YR,T,Y_LT1,IT,2019,83.4
A,YR,T,Y_LT1,IT,2020,82.2
A,YR,T,Y_LT1,IT,2021,82.6
A,YR,T,Y_LT1,IT,2022,82.8
A,YR,T,Y_LT1,IT,2023,83.3
A,YR,T,Y_LT1,IT,2024,83.7
A,YR,T,Y_LT1,LI,1995,77.5
A,YR,T,Y_LT1,LI,1996,76.8
A,YR,T,Y_LT1,LI,1997,76.2
A,YR,T,Y_LT1,LI,1998,77.9
A,YR,T,Y_LT1,LI,1999,79.3
A,YR,T,Y_LT1,LI,2000,77.0
A,YR,T,Y_LT1,LI,2001,79.3
A,YR,T,Y_LT1,LI,2002,79.8
A,YR,T,Y_LT1,LI,2003,80.1
A,YR,T,Y_LT1,LI,2004,82.0
A,YR,T,Y_LT1,LI,2005,80.7
A,YR,T,Y_LT1,LI,2006,81.0
A,YR,T,Y_LT1,LI,2007,81.4
A,YR,T,Y_LT1,LI,2008,82.9
A,YR,T,Y_LT1,LI,2009,81.7
A,YR,T,Y_LT1,LI,2010,81.8
A,YR,T,Y_LT1,LI,2011,81.9
A,YR,T,Y_LT1,LI,2012,82.5
A,YR,T,Y_LT1,LI,2013,82.5
A,YR,T,Y_LT1,LI,2014,82.1
A,YR,T,Y_LT1,LI,2015,82.5
A,YR,T,Y_LT1,LI,2016,82.1
A,YR,T,Y_LT1,LI,2017,83.3
A,YR,T,Y_LT1,LI,2018,83.0
A,YR,T,Y_LT1,LI,2019,84.0
A,YR,T,Y_LT1,LI,2020,81.7
A,YR,T,Y_LT1,LI,2021,83.6
A,YR,T,Y_LT1,LI,2022,83.6
A,YR,T,Y_LT1,LI,2023,83.8
A,YR,T,Y_LT1,LI,2024,84.2
A,YR,T,Y_LT1,LT,1995,69.1
A,YR,T,Y_LT1,LT,1996,70.3
A,YR,T,Y_LT1,LT,1997,71.1
A,YR,T,Y_LT1,LT,1998,71.4
A,YR,T,Y_LT1,LT,1999,71.8
A,YR,T,Y_LT1,LT,2000,72.1
A,YR,T,Y_LT1,LT,2001,71.6
A,YR,T,Y_LT1,LT,2002,71.8
A,YR,T,Y_LT1,LT,2003,72.0
A,YR,T,Y_LT1,LT,2004,72.0
A,YR,T,Y_LT1,LT,2005,71.2
A,YR,T,Y_LT1,LT,2006,71.0
A,YR,T,Y_LT1,LT,2007,70.7
A,YR,T,Y_LT1,LT,2008,71.7
A,YR,T,Y_LT1,LT,2009,72.9
A,YR,T,Y_LT1,LT,2010,73.3
A,YR,T,Y_LT1,LT,2011,73.7
A,YR,T,Y_LT1,LT,2012,74.1
A,YR,T,Y_LT1,LT,2013,74.1
A,YR,T,Y_LT1,LT,2014,74.5
A,YR,T,Y_LT1,LT,2015,74.4
A,YR,T,Y_LT1,LT,2016,74.8
A,YR,T,Y_LT1,LT,2017,75.7
A,YR,T,Y_LT1,LT,2018,75.9
A,YR,T,Y_LT1,LT,2019,76.4
A,YR,T,Y_LT1,LT,2020,75.2
A,YR,T,Y_LT1,LT,2021,74.3
A,YR,T,Y_LT1,LT,2022,75.8
A,YR,T,Y_LT1,LT,2023,77.4
A,YR,T,Y_LT1,LT,2024,77.5
A,YR,T,Y_LT1,LU,1995,76.8
A,YR,T,Y_LT1,LU,1996,76.8
A,YR,T,Y_LT1,LU,1997,77.1
A,YR,T,Y_LT1,LU,1998,77.3
A,YR,T,Y_LT1,LU,1999,78.0
A,YR,T,Y_LT1,LU,2000,78.0
A,YR,T,Y_LT1,LU,2001,78.0
A,YR,T,Y_LT1,LU,2002,78.1
A,YR,T,Y_LT1,LU,2003,77.9
A,YR,T,Y_LT1,LU,2004,79.2
A,YR,T,Y_LT1,LU,2005,79.6
A,YR,T,Y_LT1,LU,2006,79.4
A,YR,T,Y_LT1,LU,2007,79.5
A,YR,T,Y_LT1,LU,2008,80.7
A,YR,T,Y_LT1,LU,2009,80.8
A,YR,T,Y_LT1,LU,2010,80.8
A,YR,T,Y_LT1,LU,2011,81.1
A,YR,T,Y_LT1,LU,2012,81.5
A,YR,T,Y_LT1,LU,2013,81.9
A,YR,T,Y_LT1,LU,2014,81.8
A,YR,T,Y_LT1,LU,2015,82.0
A,YR,T,Y_LT1,LU,2016,82.3
A,YR,T,Y_LT1,LU,2017,81.8
A,YR,T,Y_LT1,LU,2018,82.1
A,YR,T,Y_LT1,LU,2019,82.4
A,YR,T,Y_LT1,LU,2020,82.1
A,YR,T,Y_LT1,LU,2021,82.5
A,YR,T,Y_LT1,LU,2022,82.8
A,YR,T,Y_LT1,LU,2023,83.1
A,YR,T,Y_LT1,LU,2024,83.2
A,YR,T,Y_LT1,LV,2002,70.2
A,YR,T,Y_LT1,LV,2003,70.6
A,YR,T,Y_LT1,LV,2004,70.9
A,YR,T,Y_LT1,LV,2005,70.6
A,YR,T,Y_LT1,LV,2006,70.6
A,YR,T,Y_LT1,LV,2007,70.8
A,YR,T,Y_LT1,LV,2008,72.1
A,YR,T,Y_LT1,LV,2009,72.8
A,YR,T,Y_LT1,LV,2010,73.1
A,YR,T,Y_LT1,LV,2011,73.9
A,YR,T,Y_LT1,LV,2012,74.1
A,YR,T,Y_LT1,LV,2013,74.3
A,YR,T,Y_LT1,LV,2014,74.3
A,YR,T,Y_LT1,LV,2015,74.7
A,YR,T,Y_LT1,LV,2016,74.8
A,YR,T,Y_LT1,LV,2017,74.8
A,YR,T,Y_LT1,LV,2018,75.0
A,YR,T,Y_LT1,LV,2019,75.7
A,YR,T,Y_LT1,LV,2020,75.4
A,YR,T,Y_LT1,LV,2021,73.2
A,YR,T,Y_LT1,LV,2022,74.5
A,YR,T,Y_LT1,LV,2023,75.6
A,YR,T,Y_LT1,LV,2024,76.4
A,YR,T,Y_LT1,MD,2006,68.5
A,YR,T,Y_LT1,MD,2007,68.9
A,YR,T,Y_LT1,MD,2008,69.3
A,YR,T,Y_LT1,MD,2009,69.4
A,YR,T,Y_LT1,MD,2010,69.1
A,YR,T,Y_LT1,MD,2011,71.0
A,YR,T,Y_LT1,MD,2012,71.0
A,YR,T,Y_LT1,MD,2023,71.9
A,YR,T,Y_LT1,ME,2005,74.0
A,YR,T,Y_LT1,ME,2006,73.9
A,YR,T,Y_LT1,ME,2007,74.4
A,YR,T,Y_LT1,ME,2008,75.2
A,YR,T,Y_LT1,ME,2009,75.2
A,YR,T,Y_LT1,ME,2010,76.1
A,YR,T,Y_LT1,ME,2011,76.1
A,YR,T,Y_LT1,ME,2012,76.3
A,YR,T,Y_LT1,ME,2013,76.5
A,YR,T,Y_LT1,ME,2014,76.5
A,YR,T,Y_LT1,ME,2015,76.5
A,YR,T,Y_LT1,ME,2016,76.5
A,YR,T,Y_LT1,ME,2017,76.6
A,YR,T,Y_LT1,ME,2018,76.9
A,YR,T,Y_LT1,ME,2019,76.7
A,YR,T,Y_LT1,ME,2020,75.9
A,YR,T,Y_LT1,ME,2021,73.8
A,YR,T,Y_LT1,ME,2023,77.6
A,YR,T,Y_LT1,ME,2024,77.6
A,YR,T,Y_LT1,MK,1995,71.8
A,YR,T,Y_LT1,MK,1996,72.5
A,YR,T,Y_LT1,MK,1997,72.5
A,YR,T,Y_LT1,MK,1998,72.3
A,YR,T,Y_LT1,MK,1999,72.8
A,YR,T,Y_LT1,MK,2000,73.0
A,YR,T,Y_LT1,MK,2001,73.4
A,YR,T,Y_LT1,MK,2002,73.0
A,YR,T,Y_LT1,MK,2003,73.2
A,YR,T,Y_LT1,MK,2004,73.6
A,YR,T,Y_LT1,MK,2005,73.7
A,YR,T,Y_LT1,MK,2006,73.9
A,YR,T,Y_LT1,MK,2007,73.8
A,YR,T,Y_LT1,MK,2008,74.4
A,YR,T,Y_LT1,MK,2009,74.4
A,YR,T,Y_LT1,MK,2010,75.0
A,YR,T,Y_LT1,MK,2011,75.1
A,YR,T,Y_LT1,MK,2012,74.9
A,YR,T,Y_LT1,MK,2013,75.5
A,YR,T,Y_LT1,MK,2014,75.5
A,YR,T,Y_LT1,MK,2015,75.5
A,YR,T,Y_LT1,MK,2016,75.4
A,YR,T,Y_LT1,MK,2017,76.0
A,YR,T,Y_LT1,MK,2018,76.7
A,YR,T,Y_LT1,MK,2019,76.6
A,YR,T,Y_LT1,MK,2020,74.4
A,YR,T,Y_LT1,MK,2021,73.2
A,YR,T,Y_LT1,MT,1995,77.4
A,YR,T,Y_LT1,MT,1996,77.5
A,YR,T,Y_LT1,MT,1997,77.8
A,YR,T,Y_LT1,MT,1998,77.7
A,YR,T,Y_LT1,MT,1999,77.6
A,YR,T,Y_LT1,MT,2000,78.5
A,YR,T,Y_LT1,MT,2001,78.9
A,YR,T,Y_LT1,MT,2002,78.8
A,YR,T,Y_LT1,MT,2003,78.7
A,YR,T,Y_LT1,MT,2004,79.4
A,YR,T,Y_LT1,MT,2005,79.4
A,YR,T,Y_LT1,MT,2006,79.5
A,YR,T,Y_LT1,MT,2007,79.9
A,YR,T,Y_LT1,MT,2008,79.7
A,YR,T,Y_LT1,MT,2009,80.4
A,YR,T,Y_LT1,MT,2010,81.5
A,YR,T,Y_LT1,MT,2011,80.9
A,YR,T,Y_LT1,MT,2012,80.8
A,YR,T,Y_LT1,MT,2013,81.8
A,YR,T,Y_LT1,MT,2014,81.8
A,YR,T,Y_LT1,MT,2015,81.7
A,YR,T,Y_LT1,MT,2016,82.1
A,YR,T,Y_LT1,MT,2017,82.0
A,YR,T,Y_LT1,MT,2018,82.1
A,YR,T,Y_LT1,MT,2019,82.4
A,YR,T,Y_LT1,MT,2020,81.9
A,YR,T,Y_LT1,MT,2021,82.0
A,YR,T,Y_LT1,MT,2022,82.1
A,YR,T,Y_LT1,MT,2023,83.1
A,YR,T,Y_LT1,MT,2024,83.0
A,YR,T,Y_LT1,NL,1995,77.6
A,YR,T,Y_LT1,NL,1996,77.6
A,YR,T,Y_LT1,NL,1997,78.0
A,YR,T,Y_LT1,NL,1998,78.1
A,YR,T,Y_LT1,NL,1999,78.0
A,YR,T,Y_LT1,NL,2000,78.2
A,YR,T,Y_LT1,NL,2001,78.4
A,YR,T,Y_LT1,NL,2002,78.5
A,YR,T,Y_LT1,NL,2003,78.7
A,YR,T,Y_LT1,NL,2004,79.3
A,YR,T,Y_LT1,NL,2005,79.6
A,YR,T,Y_LT1,NL,2006,80.0
A,YR,T,Y_LT1,NL,2007,80.4
A,YR,T,Y_LT1,NL,2008,80.5
A,YR,T,Y_LT1,NL,2009,80.9
A,YR,T,Y_LT1,NL,2010,81.0
A,YR,T,Y_LT1,NL,2011,81.3
A,YR,T,Y_LT1,NL,2012,81.2
A,YR,T,Y_LT1,NL,2013,81.4
A,YR,T,Y_LT1,NL,2014,81.6
A,YR,T,Y_LT1,NL,2015,81.5
A,YR,T,Y_LT1,NL,2016,81.5
A,YR,T,Y_LT1,NL,2017,81.7
A,YR,T,Y_LT1,NL,2018,81.8
A,YR,T,Y_LT1,NL,2019,82.1
A,YR,T,Y_LT1,NL,2020,81.4
A,YR,T,Y_LT1,NL,2021,81.3
A,YR,T,Y_LT1,NL,2022,81.6
A,YR,T,Y_LT1,NL,2023,81.8
A,YR,T,Y_LT1,NL,2024,81.9
A,YR,T,Y_LT1,NO,1995,77.9
A,YR,T,Y_LT1,NO,1996,78.3
A,YR,T,Y_LT1,NO,1997,78.3
A,YR,T,Y_LT1,NO,1998,78.5
A,YR,T,Y_LT1,NO,1999,78.4
A,YR,T,Y_LT1,NO,2000,78.8
A,YR,T,Y_LT1,NO,2001,79.0
A,YR,T,Y_LT1,NO,2002,79.0
A,YR,T,Y_LT1,NO,2003,79.6
A,YR,T,Y_LT1,NO,2004,80.1
A,YR,T,Y_LT1,NO,2005,80.3
A,YR,T,Y_LT1,NO,2006,80.6
A,YR,T,Y_LT1,NO,2007,80.6
A,YR,T,Y_LT1,NO,2008,80.8
A,YR,T,Y_LT1,NO,2009,81.0
A,YR,T,Y_LT1,NO,2010,81.2
A,YR,T,Y_LT1,NO,2011,81.4
A,YR,T,Y_LT1,NO,2012,81.5
A,YR,T,Y_LT1,NO,2013,81.8
A,YR,T,Y_LT1,NO,2014,82.1
A,YR,T,Y_LT1,NO,2015,82.3
A,YR,T,Y_LT1,NO,2016,82.4
A,YR,T,Y_LT1,NO,2017,82.6
A,YR,T,Y_LT1,NO,2018,82.8
A,YR,T,Y_LT1,NO,2019,83.0
A,YR,T,Y_LT1,NO,2020,83.2
A,YR,T,Y_LT1,NO,2021,83.2
A,YR,T,Y_LT1,NO,2022,82.6
A,YR,T,Y_LT1,NO,2023,83.0
A,YR,T,Y_LT1,NO,2024,83.2
A,YR,T,Y_LT1,PL,1995,72.0
A,YR,T,Y_LT1,PL,1996,72.3
A,YR,T,Y_LT1,PL,1997,72.7
A,YR,T,Y_LT1,PL,1998,73.1
A,YR,T,Y_LT1,PL,1999,73.1
A,YR,T,Y_LT1,PL,2000,73.8
A,YR,T,Y_LT1,PL,2001,74.2
A,YR,T,Y_LT1,PL,2002,74.5
A,YR,T,Y_LT1,PL,2003,74.7
A,YR,T,Y_LT1,PL,2004,74.9
A,YR,T,Y_LT1,PL,2005,75.0
A,YR,T,Y_LT1,PL,2006,75.3
A,YR,T,Y_LT1,PL,2007,75.4
A,YR,T,Y_LT1,PL,2008,75.6
A,YR,T,Y_LT1,PL,2009,75.9
A,YR,T,Y_LT1,PL,2010,76.4
A,YR,T,Y_LT1,PL,2011,76.8
A,YR,T,Y_LT1,PL,2012,76.9
A,YR,T,Y_LT1,PL,2013,77.1
A,YR,T,Y_LT1,PL,2014,77.5
A,YR,T,Y_LT1,PL,2015,77.4
A,YR,T,Y_LT1,PL,2016,77.8
A,YR,T,Y_LT1,PL,2017,77.7
A,YR,T,Y_LT1,PL,2018,77.6
A,YR,T,Y_LT1,PL,2019,77.9
A,YR,T,Y_LT1,PL,2020,76.4
A,YR,T,Y_LT1,PL,2021,75.4
A,YR,T,Y_LT1,PL,2022,77.1
A,YR,T,Y_LT1,PL,2023,78.2
A,YR,T,Y_LT1,PL,2024,78.5
A,YR,T,Y_LT1,PT,1995,75.4
A,YR,T,Y_LT1,PT,1996,75.3
A,YR,T,Y_LT1,PT,1997,75.8
A,YR,T,Y_LT1,PT,1998,76.0
A,YR,T,Y_LT1,PT,1999,76.2
A,YR,T,Y_LT1,PT,2000,76.8
A,YR,T,Y_LT1,PT,2001,77.2
A,YR,T,Y_LT1,PT,2002,77.4
A,YR,T,Y_LT1,PT,2003,77.5
A,YR,T,Y_LT1,PT,2004,78.4
A,YR,T,Y_LT1,PT,2005,78.2
A,YR,T,Y_LT1,PT,2006,79.0
A,YR,T,Y_LT1,PT,2007,79.3
A,YR,T,Y_LT1,PT,2008,79.5
A,YR,T,Y_LT1,PT,2009,79.7
A,YR,T,Y_LT1,PT,2010,80.1
A,YR,T,Y_LT1,PT,2011,80.7
A,YR,T,Y_LT1,PT,2012,80.6
A,YR,T,Y_LT1,PT,2013,80.9
A,YR,T,Y_LT1,PT,2014,81.3
A,YR,T,Y_LT1,PT,2015,81.3
A,YR,T,Y_LT1,PT,2016,81.4
A,YR,T,Y_LT1,PT,2017,81.6
A,YR,T,Y_LT1,PT,2018,81.6
A,YR,T,Y_LT1,PT,2019,82.0
A,YR,T,Y_LT1,PT,2020,81.4
A,YR,T,Y_LT1,PT,2021,81.4
A,YR,T,Y_LT1,PT,2022,81.7
A,YR,T,Y_LT1,PT,2023,82.3
A,YR,T,Y_LT1,PT,2024,82.5
A,YR,T,Y_LT1,RO,1995,69.3
A,YR,T,Y_LT1,RO,1996,68.8
A,YR,T,Y_LT1,RO,1997,69.1
A,YR,T,Y_LT1,RO,1998,69.9
A,YR,T,Y_LT1,RO,1999,70.6
A,YR,T,Y_LT1,RO,2000,71.2
A,YR,T,Y_LT1,RO,2001,71.1
A,YR,T,Y_LT1,RO,2002,70.9
A,YR,T,Y_LT1,RO,2003,71.0
A,YR,T,Y_LT1,RO,2004,71.4
A,YR,T,Y_LT1,RO,2005,71.9
A,YR,T,Y_LT1,RO,2006,72.5
A,YR,T,Y_LT1,RO,2007,73.1
A,YR,T,Y_LT1,RO,2008,73.5
A,YR,T,Y_LT1,RO,2009,73.7
A,YR,T,Y_LT1,RO,2010,73.7
A,YR,T,Y_LT1,RO,2011,74.4
A,YR,T,Y_LT1,RO,2012,74.4
A,YR,T,Y_LT1,RO,2013,75.1
A,YR,T,Y_LT1,RO,2014,74.9
A,YR,T,Y_LT1,RO,2015,74.9
A,YR,T,Y_LT1,RO,2016,75.2
A,YR,T,Y_LT1,RO,2017,75.2
A,YR,T,Y_LT1,RO,2018,75.3
A,YR,T,Y_LT1,RO,2019,75.6
A,YR,T,Y_LT1,RO,2020,74.1
A,YR,T,Y_LT1,RO,2021,72.8
A,YR,T,Y_LT1,RO,2022,75.1
A,YR,T,Y_LT1,RO,2023,76.3
A,YR,T,Y_LT1,RO,2024,76.5
A,YR,T,Y_LT1,RS,2000,71.6
A,YR,T,Y_LT1,RS,2001,72.3
