area,serie,indice,anyo,quarter
CO,nominal,53.9106,2005,1
CO,nominal,55.4528,2005,2
CO,nominal,56.3619,2005,3
CO,nominal,57.3915,2005,4
CO,nominal,58.6162,2006,1
CO,nominal,62.2062,2006,2
CO,nominal,64.4263,2006,3
CO,nominal,65.6214,2006,4
CO,nominal,69.745,2007,1
CO,nominal,72.6167,2007,2
CO,nominal,73.519,2007,3
CO,nominal,75.6759,2007,4
CO,nominal,80.8864,2008,1
CO,nominal,83.9184,2008,2
CO,nominal,85.4668,2008,3
CO,nominal,87.2559,2008,4
CO,nominal,90.2046,2009,1
CO,nominal,92.6077,2009,2
CO,nominal,93.8283,2009,3
CO,nominal,95.1586,2009,4
CO,nominal,97.1341,2010,1
CO,nominal,99.1818,2010,2
CO,nominal,99.9188,2010,3
CO,nominal,103.7653,2010,4
CO,nominal,103.3087,2011,1
CO,nominal,107.513,2011,2
CO,nominal,109.9566,2011,3
CO,nominal,111.5488,2011,4
CO,nominal,114.9166,2012,1
CO,nominal,118.2274,2012,2
CO,nominal,119.7931,2012,3
CO,nominal,122.9131,2012,4
CO,nominal,125.2538,2013,1
CO,nominal,129.512,2013,2
CO,nominal,132.0485,2013,3
CO,nominal,133.7639,2013,4
CO,nominal,137.3328,2014,1
CO,nominal,139.4368,2014,2
CO,nominal,142.334,2014,3
CO,nominal,143.4913,2014,4
CO,nominal,148.0564,2015,1
CO,nominal,153.4489,2015,2
CO,nominal,155.3471,2015,3
CO,nominal,155.031,2015,4
CO,nominal,163.0845,2016,1
CO,nominal,166.2493,2016,2
CO,nominal,169.0136,2016,3
CO,nominal,170.0382,2016,4
CO,nominal,172.4255,2017,1
CO,nominal,177.3825,2017,2
CO,nominal,180.2878,2017,3
CO,nominal,181.7758,2017,4
CO,nominal,183.4695,2018,1
CO,nominal,190.1251,2018,2
CO,nominal,189.0436,2018,3
CO,nominal,187.2961,2018,4
CO,nominal,193.5608,2019,1
CO,nominal,196.1345,2019,2
CO,nominal,199.9576,2019,3
CO,nominal,199.5204,2019,4
CO,nominal,203.3567,2020,1
CO,nominal,198.2056,2020,2
CO,nominal,202.4235,2020,3
CO,nominal,203.0192,2020,4
CO,nominal,207.8692,2021,1
CO,nominal,212.725,2021,2
CO,nominal,215.3215,2021,3
CO,nominal,216.3598,2021,4
CO,nominal,224.5133,2022,1
CO,nominal,227.5304,2022,2
CO,nominal,230.0607,2022,3
CO,nominal,228.1647,2022,4
CO,nominal,242.1456,2023,1
CO,nominal,241.1591,2023,2
CO,nominal,249.2054,2023,3
CO,nominal,239.2801,2023,4
CO,nominal,261.3792,2024,1
CO,nominal,259.8358,2024,2
CO,nominal,267.6299,2024,3
CO,nominal,263.7067,2024,4
CO,nominal,272.2486,2025,1
CO,nominal,285.6878,2025,2
CO,nominal,289.9695,2025,3
CO,nominal,297.6892,2025,4
LU,nominal,90.6741,2007,1
LU,nominal,91.29,2007,2
LU,nominal,95.0003,2007,3
LU,nominal,94.4805,2007,4
LU,nominal,94.0542,2008,1
LU,nominal,96.772,2008,2
LU,nominal,96.4156,2008,3
LU,nominal,96.6108,2008,4
LU,nominal,94.312,2009,1
LU,nominal,94.8983,2009,2
LU,nominal,94.0384,2009,3
LU,nominal,96.1925,2009,4
LU,nominal,99.9417,2010,1
LU,nominal,98.5575,2010,2
LU,nominal,100.0765,2010,3
LU,nominal,101.4243,2010,4
LU,nominal,100.9871,2011,1
LU,nominal,103.4136,2011,2
LU,nominal,103.4063,2011,3
LU,nominal,106.8981,2011,4
LU,nominal,105.5618,2012,1
LU,nominal,107.629,2012,2
LU,nominal,107.9178,2012,3
LU,nominal,111.0054,2012,4
LU,nominal,111.2545,2013,1
LU,nominal,112.6398,2013,2
LU,nominal,114.0535,2013,3
LU,nominal,115.7228,2013,4
LU,nominal,113.9953,2014,1
LU,nominal,118.1957,2014,2
LU,nominal,119.769,2014,3
LU,nominal,121.5935,2014,4
LU,nominal,122.032,2015,1
LU,nominal,124.6216,2015,2
LU,nominal,126.3589,2015,3
LU,nominal,126.1068,2015,4
LU,nominal,128.074,2016,1
LU,nominal,131.5658,2016,2
LU,nominal,133.545,2016,3
LU,nominal,135.9115,2016,4
LU,nominal,137.0083,2017,1
LU,nominal,140.003,2017,2
LU,nominal,140.1278,2017,3
LU,nominal,141.6251,2017,4
LU,nominal,145.7429,2018,1
LU,nominal,147.1154,2018,2
LU,nominal,150.7341,2018,3
LU,nominal,154.6022,2018,4
LU,nominal,155.9748,2019,1
LU,nominal,163.8359,2019,2
LU,nominal,167.7041,2019,3
LU,nominal,171.1979,2019,4
LU,nominal,178.0608,2020,1
LU,nominal,185.5476,2020,2
LU,nominal,190.9132,2020,3
LU,nominal,199.7725,2020,4
LU,nominal,208.6319,2021,1
LU,nominal,210.5036,2021,2
LU,nominal,216.1187,2021,3
LU,nominal,223.9798,2021,4
LU,nominal,229.9693,2022,1
LU,nominal,235.0852,2022,2
LU,nominal,239.9516,2022,3
LU,nominal,236.333,2022,4
LU,nominal,226.1011,2023,1
LU,nominal,221.2347,2023,2
LU,nominal,206.5106,2023,3
LU,nominal,202.1434,2023,4
LU,nominal,200.7708,2024,1
LU,nominal,202.6425,2024,2
LU,nominal,202.6425,2024,3
LU,nominal,205.0133,2024,4
LU,nominal,202.7673,2025,1
LU,nominal,211.7514,2025,2
LU,nominal,204.3894,2025,3
LU,nominal,205.1381,2025,4
FR,nominal,6.1123,1970,1
FR,nominal,6.2249,1970,2
FR,nominal,6.3708,1970,3
FR,nominal,6.3541,1970,4
FR,nominal,6.3541,1971,1
FR,nominal,6.5376,1971,2
FR,nominal,6.8002,1971,3
FR,nominal,6.8628,1971,4
FR,nominal,6.9003,1972,1
FR,nominal,7.1171,1972,2
FR,nominal,7.4256,1972,3
FR,nominal,7.5174,1972,4
FR,nominal,7.5716,1973,1
FR,nominal,7.8384,1973,2
FR,nominal,8.222,1973,3
FR,nominal,8.4013,1973,4
FR,nominal,8.6222,1974,1
FR,nominal,9.0017,1974,2
FR,nominal,9.4853,1974,3
FR,nominal,9.6688,1974,4
FR,nominal,9.7105,1975,1
FR,nominal,10.0648,1975,2
FR,nominal,10.5652,1975,3
FR,nominal,10.8237,1975,4
FR,nominal,11.0738,1976,1
FR,nominal,11.6534,1976,2
FR,nominal,12.333,1976,3
FR,nominal,12.6415,1976,4
FR,nominal,12.8792,1977,1
FR,nominal,13.4545,1977,2
FR,nominal,14.1717,1977,3
FR,nominal,14.4635,1977,4
FR,nominal,14.6053,1978,1
FR,nominal,15.0764,1978,2
FR,nominal,15.706,1978,3
FR,nominal,15.9812,1978,4
FR,nominal,16.2022,1979,1
FR,nominal,16.8734,1979,2
FR,nominal,17.8616,1979,3
FR,nominal,18.4953,1979,4
FR,nominal,19.2416,1980,1
FR,nominal,20.3799,1980,2
FR,nominal,21.6348,1980,3
FR,nominal,21.9517,1980,4
FR,nominal,22.1644,1981,1
FR,nominal,22.8273,1981,2
FR,nominal,23.657,1981,3
FR,nominal,23.6945,1981,4
FR,nominal,23.5986,1982,1
FR,nominal,24.1281,1982,2
FR,nominal,24.912,1982,3
FR,nominal,24.8869,1982,4
FR,nominal,24.7744,1983,1
FR,nominal,25.3497,1983,2
FR,nominal,26.2045,1983,3
FR,nominal,26.1794,1983,4
FR,nominal,25.9752,1984,1
FR,nominal,26.4046,1984,2
FR,nominal,27.0884,1984,3
FR,nominal,27.0342,1984,4
FR,nominal,26.7923,1985,1
FR,nominal,27.2551,1985,2
FR,nominal,27.9931,1985,3
FR,nominal,27.9723,1985,4
FR,nominal,27.9014,1986,1
FR,nominal,28.4684,1986,2
FR,nominal,29.3065,1986,3
FR,nominal,29.4524,1986,4
FR,nominal,29.4941,1987,1
FR,nominal,30.3363,1987,2
FR,nominal,31.5829,1987,3
FR,nominal,31.904,1987,4
FR,nominal,32.2417,1988,1
FR,nominal,33.4675,1988,2
FR,nominal,35.1686,1988,3
FR,nominal,35.7648,1988,4
FR,nominal,36.3319,1989,1
FR,nominal,37.6661,1989,2
FR,nominal,39.3296,1989,3
FR,nominal,39.7883,1989,4
FR,nominal,39.9675,1990,1
FR,nominal,41.1433,1990,2
FR,nominal,42.661,1990,3
FR,nominal,42.8194,1990,4
FR,nominal,42.8236,1991,1
FR,nominal,43.7158,1991,2
FR,nominal,44.6831,1991,3
FR,nominal,44.0243,1991,4
FR,nominal,42.7985,1992,1
FR,nominal,42.6818,1992,2
FR,nominal,43.1363,1992,3
FR,nominal,42.4567,1992,4
FR,nominal,41.7729,1993,1
FR,nominal,41.9813,1993,2
FR,nominal,42.6943,1993,3
FR,nominal,42.169,1993,4
FR,nominal,41.5352,1994,1
FR,nominal,41.9438,1994,2
FR,nominal,42.6901,1994,3
FR,nominal,42.144,1994,4
FR,nominal,41.2058,1995,1
FR,nominal,41.5227,1995,2
FR,nominal,42.2857,1995,3
FR,nominal,41.7604,1995,4
FR,nominal,41.5537,1996,1
FR,nominal,41.5537,1996,2
FR,nominal,42.5672,1996,3
FR,nominal,42.5672,1996,4
FR,nominal,40.5402,1997,1
FR,nominal,42.5672,1997,2
FR,nominal,42.5672,1997,3
FR,nominal,42.5672,1997,4
FR,nominal,41.5537,1998,1
FR,nominal,42.5672,1998,2
FR,nominal,43.5807,1998,3
FR,nominal,43.5807,1998,4
FR,nominal,43.5807,1999,1
FR,nominal,44.5942,1999,2
FR,nominal,46.6212,1999,3
FR,nominal,46.6212,1999,4
FR,nominal,47.8076,2000,1
FR,nominal,49.2107,2000,2
FR,nominal,50.9146,2000,3
FR,nominal,50.7141,2000,4
FR,nominal,51.3155,2001,1
FR,nominal,52.9191,2001,2
FR,nominal,54.4225,2001,3
FR,nominal,54.6229,2001,4
FR,nominal,55.124,2002,1
FR,nominal,57.0283,2002,2
FR,nominal,59.3335,2002,3
FR,nominal,59.9349,2002,4
FR,nominal,61.1376,2003,1
FR,nominal,63.4427,2003,2
FR,nominal,66.1488,2003,3
FR,nominal,67.2513,2003,4
FR,nominal,69.4563,2004,1
FR,nominal,72.2626,2004,2
FR,nominal,75.7705,2004,3
FR,nominal,77.5745,2004,4
FR,nominal,79.98,2005,1
FR,nominal,83.3876,2005,2
FR,nominal,87.2964,2005,3
FR,nominal,89.0003,2005,4
FR,nominal,91.0048,2006,1
FR,nominal,93.8111,2006,2
FR,nominal,96.7176,2006,3
FR,nominal,97.5194,2006,4
FR,nominal,98.221,2007,1
FR,nominal,99.9248,2007,2
FR,nominal,102.23,2007,3
FR,nominal,102.8314,2007,4
FR,nominal,102.23,2008,1
FR,nominal,102.6309,2008,2
FR,nominal,102.8314,2008,3
FR,nominal,99.4237,2008,4
FR,nominal,95.7154,2009,1
FR,nominal,94.4124,2009,2
FR,nominal,95.9158,2009,3
FR,nominal,96.2165,2009,4
FR,nominal,96.9181,2010,1
FR,nominal,98.8224,2010,2
FR,nominal,101.5284,2010,3
FR,nominal,102.7311,2010,4
FR,nominal,103.3325,2011,1
FR,nominal,105.337,2011,2
FR,nominal,107.542,2011,3
FR,nominal,106.5397,2011,4
FR,nominal,105.1366,2012,1
FR,nominal,105.1366,2012,2
FR,nominal,105.8381,2012,3
FR,nominal,104.3348,2012,4
FR,nominal,103.0318,2013,1
FR,nominal,102.9316,2013,2
FR,nominal,103.8336,2013,3
FR,nominal,102.7311,2013,4
FR,nominal,101.5284,2014,1
FR,nominal,101.7289,2014,2
FR,nominal,102.5307,2014,3
FR,nominal,100.5262,2014,4
FR,nominal,99.6242,2015,1
FR,nominal,99.7244,2015,2
FR,nominal,101.1275,2015,3
FR,nominal,100.426,2015,4
FR,nominal,99.9248,2016,1
FR,nominal,100.426,2016,2
FR,nominal,102.6309,2016,3
FR,nominal,102.0296,2016,4
FR,nominal,102.7311,2017,1
FR,nominal,103.7334,2017,2
FR,nominal,105.9384,2017,3
FR,nominal,105.4372,2017,4
FR,nominal,105.7379,2018,1
FR,nominal,106.6399,2018,2
FR,nominal,108.8449,2018,3
FR,nominal,108.8449,2018,4
FR,nominal,108.8449,2019,1
FR,nominal,110.0476,2019,2
FR,nominal,112.5532,2019,3
FR,nominal,112.9541,2019,4
FR,nominal,114.1569,2020,1
FR,nominal,115.7605,2020,2
FR,nominal,118.0656,2020,3
FR,nominal,119.569,2020,4
FR,nominal,120.4711,2021,1
FR,nominal,122.7762,2021,2
FR,nominal,126.4846,2021,3
FR,nominal,127.7875,2021,4
FR,nominal,128.89,2022,1
FR,nominal,131.095,2022,2
FR,nominal,134.6029,2022,3
FR,nominal,133.8011,2022,4
FR,nominal,132.5983,2023,1
FR,nominal,131.997,2023,2
FR,nominal,132.4981,2023,3
FR,nominal,128.9902,2023,4
FR,nominal,126.2841,2024,1
FR,nominal,125.9835,2024,2
FR,nominal,127.8877,2024,3
FR,nominal,126.5848,2024,4
FR,nominal,126.7853,2025,1
FR,nominal,126.7853,2025,2
FR,nominal,128.7898,2025,3
FR,nominal,127.7875,2025,4
FR,nominal,126.9857,2026,1
NO,nominal,4.653,1970,1
NO,nominal,4.653,1970,2
NO,nominal,4.653,1970,3
NO,nominal,4.653,1970,4
NO,nominal,4.906,1971,1
NO,nominal,4.906,1971,2
NO,nominal,4.906,1971,3
NO,nominal,4.906,1971,4
NO,nominal,5.2824,1972,1
NO,nominal,5.674,1972,2
NO,nominal,5.6589,1972,3
NO,nominal,5.5234,1972,4
NO,nominal,5.7492,1973,1
NO,nominal,6.0052,1973,2
NO,nominal,5.8095,1973,3
NO,nominal,5.5776,1973,4
NO,nominal,5.5655,1974,1
NO,nominal,5.9872,1974,2
NO,nominal,6.201,1974,3
NO,nominal,6.3937,1974,4
NO,nominal,6.5985,1975,1
NO,nominal,6.8816,1975,2
NO,nominal,6.7612,1975,3
NO,nominal,6.5925,1975,4
NO,nominal,6.3275,1976,1
NO,nominal,7.1165,1976,2
NO,nominal,7.1527,1976,3
NO,nominal,7.0744,1976,4
NO,nominal,8.005,1977,1
NO,nominal,8.3784,1977,2
NO,nominal,8.4537,1977,3
NO,nominal,8.3724,1977,4
NO,nominal,8.9717,1978,1
NO,nominal,9.1855,1978,2
NO,nominal,9.3301,1978,3
NO,nominal,9.5771,1978,4
NO,nominal,9.8812,1979,1
NO,nominal,10.0017,1979,2
NO,nominal,9.9053,1979,3
NO,nominal,9.9595,1979,4
NO,nominal,9.7788,1980,1
NO,nominal,10.5197,1980,2
NO,nominal,11.2515,1980,3
NO,nominal,11.887,1980,4
NO,nominal,12.6791,1981,1
NO,nominal,13.8867,1981,2
NO,nominal,14.6969,1981,3
NO,nominal,15.254,1981,4
NO,nominal,16.2931,1982,1
NO,nominal,17.3923,1982,2
NO,nominal,17.6061,1982,3
NO,nominal,17.8079,1982,4
NO,nominal,17.9163,1983,1
NO,nominal,17.9133,1983,2
NO,nominal,18.2627,1983,3
NO,nominal,18.6933,1983,4
NO,nominal,19.2023,1984,1
NO,nominal,19.8016,1984,2
NO,nominal,19.9823,1984,3
NO,nominal,19.8378,1984,4
NO,nominal,19.7745,1985,1
NO,nominal,20.1841,1985,2
NO,nominal,20.9912,1985,3
NO,nominal,22.235,1985,4
NO,nominal,24.042,1986,1
NO,nominal,26.2586,1986,2
NO,nominal,28.2433,1986,3
NO,nominal,29.463,1986,4
NO,nominal,32.565,1987,1
NO,nominal,33.2185,1987,2
NO,nominal,33.4595,1987,3
NO,nominal,33.7546,1987,4
NO,nominal,34.2003,1988,1
NO,nominal,33.9022,1988,2
NO,nominal,32.8421,1988,3
NO,nominal,31.5471,1988,4
NO,nominal,29.7883,1989,1
NO,nominal,29.1769,1989,2
NO,nominal,28.0716,1989,3
NO,nominal,27.3428,1989,4
NO,nominal,27.7193,1990,1
NO,nominal,28.1138,1990,2
NO,nominal,27.4392,1990,3
NO,nominal,26.5779,1990,4
NO,nominal,26.0478,1991,1
NO,nominal,26.0478,1991,2
NO,nominal,25.6984,1991,3
NO,nominal,25.2106,1991,4
NO,nominal,24.5832,1992,1
NO,nominal,24.714,1992,2
NO,nominal,24.8447,1992,3
NO,nominal,24.1909,1992,4
NO,nominal,23.2756,1993,1
NO,nominal,24.4524,1993,2
NO,nominal,25.3678,1993,3
NO,nominal,26.1523,1993,4
NO,nominal,26.9369,1994,1
NO,nominal,27.7215,1994,2
NO,nominal,28.8983,1994,3
NO,nominal,28.7676,1994,4
NO,nominal,28.8983,1995,1
NO,nominal,30.0752,1995,2
NO,nominal,30.5982,1995,3
NO,nominal,30.9905,1995,4
NO,nominal,31.252,1996,1
NO,nominal,32.6904,1996,2
NO,nominal,33.3442,1996,3
NO,nominal,34.1288,1996,4
NO,nominal,34.6518,1997,1
NO,nominal,37.1363,1997,2
NO,nominal,37.3978,1997,3
NO,nominal,37.9209,1997,4
NO,nominal,39.49,1998,1
NO,nominal,41.9745,1998,2
NO,nominal,41.5822,1998,3
NO,nominal,40.4054,1998,4
NO,nominal,41.9745,1999,1
NO,nominal,45.3743,1999,2
NO,nominal,46.2896,1999,3
NO,nominal,47.9895,1999,4
NO,nominal,50.8663,2000,1
NO,nominal,54.2661,2000,2
NO,nominal,52.697,2000,3
NO,nominal,52.697,2000,4
NO,nominal,54.5276,2001,1
NO,nominal,56.8813,2001,2
NO,nominal,56.8813,2001,3
NO,nominal,56.7506,2001,4
NO,nominal,58.5812,2002,1
NO,nominal,60.6734,2002,2
NO,nominal,58.712,2002,3
NO,nominal,58.3197,2002,4
NO,nominal,59.6273,2003,1
NO,nominal,60.0196,2003,2
NO,nominal,59.8889,2003,3
NO,nominal,60.6734,2003,4
NO,nominal,65.1193,2004,1
NO,nominal,66.1654,2004,2
NO,nominal,66.2962,2004,3
NO,nominal,67.0807,2004,4
NO,nominal,69.8267,2005,1
NO,nominal,71.7882,2005,2
NO,nominal,72.442,2005,3
NO,nominal,72.442,2005,4
NO,nominal,77.0186,2006,1
NO,nominal,80.8107,2006,2
NO,nominal,83.426,2006,3
NO,nominal,84.472,2006,4
NO,nominal,89.7025,2007,1
NO,nominal,93.1023,2007,2
NO,nominal,92.9716,2007,3
NO,nominal,90.8794,2007,4
NO,nominal,92.9716,2008,1
NO,nominal,94.1484,2008,2
NO,nominal,91.0101,2008,3
NO,nominal,84.6028,2008,4
NO,nominal,88.1334,2009,1
NO,nominal,92.71,2009,2
NO,nominal,94.4099,2009,3
NO,nominal,94.4099,2009,4
NO,nominal,97.5482,2010,1
NO,nominal,101.2095,2010,2
NO,nominal,100.6865,2010,3
NO,nominal,100.5557,2010,4
NO,nominal,105.7862,2011,1
NO,nominal,108.663,2011,2
NO,nominal,109.0552,2011,3
NO,nominal,108.5322,2011,4
NO,nominal,112.4551,2012,1
NO,nominal,116.1164,2012,2
NO,nominal,116.7702,2012,3
NO,nominal,115.9856,2012,4
NO,nominal,119.5162,2013,1
NO,nominal,122.7852,2013,2
NO,nominal,120.4315,2013,3
NO,nominal,117.1625,2013,4
NO,nominal,119.9085,2014,1
NO,nominal,124.4851,2014,2
NO,nominal,124.6159,2014,3
NO,nominal,123.9621,2014,4
NO,nominal,128.5387,2015,1
NO,nominal,132.7231,2015,2
NO,nominal,132.2001,2015,3
NO,nominal,129.5848,2015,4
NO,nominal,134.423,2016,1
NO,nominal,140.0458,2016,2
NO,nominal,142.661,2016,3
NO,nominal,142.661,2016,4
NO,nominal,148.0222,2017,1
NO,nominal,149.7221,2017,2
NO,nominal,146.1916,2017,3
NO,nominal,143.7071,2017,4
NO,nominal,146.4531,2018,1
NO,nominal,152.2066,2018,2
NO,nominal,150.5067,2018,3
NO,nominal,146.9761,2018,4
NO,nominal,150.899,2019,1
NO,nominal,155.2141,2019,2
NO,nominal,154.0373,2019,3
NO,nominal,150.7682,2019,4
NO,nominal,153.7757,2020,1
NO,nominal,159.3985,2020,2
NO,nominal,161.6214,2020,3
NO,nominal,162.1445,2020,4
NO,nominal,170.9055,2021,1
NO,nominal,179.1435,2021,2
NO,nominal,178.4897,2021,3
NO,nominal,175.0899,2021,4
NO,nominal,183.1971,2022,1
NO,nominal,190.5198,2022,2
NO,nominal,187.12,2022,3
NO,nominal,179.6666,2022,4
NO,nominal,183.0664,2023,1
NO,nominal,190.2583,2023,2
NO,nominal,184.7663,2023,3
NO,nominal,178.3589,2023,4
NO,nominal,185.2893,2024,1
NO,nominal,193.135,2024,2
NO,nominal,190.7813,2024,3
NO,nominal,186.9892,2024,4
NO,nominal,197.3194,2025,1
NO,nominal,201.896,2025,2
NO,nominal,200.3269,2025,3
NO,nominal,198.104,2025,4
NO,nominal,204.9036,2026,1
RU,nominal,12.2882,2001,1
RU,nominal,13.0001,2001,2
RU,nominal,13.9548,2001,3
RU,nominal,15.2698,2001,4
RU,nominal,16.4856,2002,1
RU,nominal,17.6508,2002,2
RU,nominal,18.6021,2002,3
RU,nominal,19.4509,2002,4
RU,nominal,20.9034,2003,1
RU,nominal,21.5181,2003,2
RU,nominal,22.46,2003,3
RU,nominal,23.5079,2003,4
RU,nominal,26.2156,2004,1
RU,nominal,27.6853,2004,2
RU,nominal,28.9786,2004,3
RU,nominal,30.1793,2004,4
RU,nominal,32.9694,2005,1
RU,nominal,33.9364,2005,2
RU,nominal,35.2828,2005,3
RU,nominal,37.3069,2005,4
RU,nominal,43.2703,2006,1
RU,nominal,47.4496,2006,2
RU,nominal,54.3493,2006,3
RU,nominal,61.6269,2006,4
RU,nominal,70.5233,2007,1
RU,nominal,72.9128,2007,2
RU,nominal,75.7276,2007,3
RU,nominal,79.4521,2007,4
RU,nominal,87.9696,2008,1
RU,nominal,92.2605,2008,2
RU,nominal,96.1357,2008,3
RU,nominal,95.0864,2008,4
RU,nominal,97.294,2009,1
RU,nominal,92.6705,2009,2
RU,nominal,90.2743,2009,3
RU,nominal,89.028,2009,4
RU,nominal,99.3146,2010,1
RU,nominal,99.6497,2010,2
RU,nominal,100.0539,2010,3
RU,nominal,100.9818,2010,4
RU,nominal,77.6881,2011,1
RU,nominal,78.5434,2011,2
RU,nominal,79.3291,2011,3
RU,nominal,81.1978,2011,4
RU,nominal,87.3656,2012,1
RU,nominal,89.8067,2012,2
RU,nominal,92.3154,2012,3
RU,nominal,94.8755,2012,4
RU,nominal,93.2783,2013,1
RU,nominal,94.2511,2013,2
RU,nominal,94.669,2013,3
RU,nominal,95.0583,2013,4
RU,nominal,94.1269,2014,1
RU,nominal,95.3147,2014,2
RU,nominal,96.1377,2014,3
RU,nominal,97.7624,2014,4
RU,nominal,98.8105,2015,1
RU,nominal,98.1424,2015,2
RU,nominal,96.3292,2015,3
RU,nominal,94.7298,2015,4
RU,nominal,93.126,2016,1
RU,nominal,92.2218,2016,2
RU,nominal,91.2495,2016,3
RU,nominal,90.8588,2016,4
RU,nominal,89.2515,2017,1
RU,nominal,88.7969,2017,2
RU,nominal,88.0088,2017,3
RU,nominal,88.1102,2017,4
RU,nominal,89.4809,2018,1
RU,nominal,90.1704,2018,2
RU,nominal,90.8011,2018,3
RU,nominal,92.4425,2018,4
RU,nominal,95.948,2019,1
RU,nominal,96.4025,2019,2
RU,nominal,98.1507,2019,3
RU,nominal,98.5077,2019,4
RU,nominal,102.7828,2020,1
RU,nominal,104.1895,2020,2
RU,nominal,107.5779,2020,3
RU,nominal,112.2823,2020,4
RU,nominal,114.1583,2021,1
RU,nominal,119.1462,2021,2
RU,nominal,123.2451,2021,3
RU,nominal,129.0708,2021,4
RU,nominal,151.2562,2022,1
RU,nominal,154.235,2022,2
RU,nominal,156.3471,2022,3
RU,nominal,158.8221,2022,4
RU,nominal,152.9796,2023,1
RU,nominal,155.4562,2023,2
RU,nominal,159.0976,2023,3
RU,nominal,163.965,2023,4
RU,nominal,181.9888,2024,1
RU,nominal,185.3952,2024,2
RU,nominal,187.2631,2024,3
RU,nominal,192.012,2024,4
RU,nominal,213.0127,2025,1
RU,nominal,215.5209,2025,2
RU,nominal,217.2466,2025,3
RU,nominal,219.4072,2025,4
RU,nominal,242.2881,2026,1
IN,nominal,78.5736,2009,1
IN,nominal,82.5022,2009,2
IN,nominal,86.0381,2009,3
IN,nominal,89.4167,2009,4
IN,nominal,93.1097,2010,1
IN,nominal,98.5312,2010,2
IN,nominal,104.3887,2010,3
IN,nominal,103.9703,2010,4
IN,nominal,111.5014,2011,1
IN,nominal,121.3336,2011,2
IN,nominal,124.8899,2011,3
IN,nominal,131.2704,2011,4
IN,nominal,140.2658,2012,1
IN,nominal,149.1566,2012,2
IN,nominal,153.8636,2012,3
IN,nominal,164.2187,2012,4
IN,nominal,168.1935,2013,1
IN,nominal,169.7624,2013,2
IN,nominal,176.9797,2013,3
IN,nominal,180.7452,2013,4
IN,nominal,188.7993,2014,1
IN,nominal,196.6441,2014,2
IN,nominal,201.874,2014,3
IN,nominal,211.2878,2014,4
IN,nominal,221.8522,2015,1
IN,nominal,225.1993,2015,2
IN,nominal,228.2327,2015,3
IN,nominal,231.8936,2015,4
IN,nominal,229.1741,2016,1
IN,nominal,241.7106,2016,2
IN,nominal,245.7005,2016,3
IN,nominal,251.2442,2016,4
IN,nominal,253.1299,2017,1
IN,nominal,262.75,2017,2
IN,nominal,264.0052,2017,3
IN,nominal,269.3397,2017,4
IN,nominal,270.1032,2018,1
IN,nominal,276.7452,2018,2
IN,nominal,279.0045,2018,3
IN,nominal,283.1675,2018,4
IN,nominal,279.9041,2019,1
IN,nominal,286.2845,2019,2
IN,nominal,288.0732,2019,3
IN,nominal,291.5876,2019,4
IN,nominal,290.8659,2020,1
IN,nominal,294.37,2020,2
IN,nominal,291.2529,2020,3
IN,nominal,297.9786,2020,4
IN,nominal,298.5957,2021,1
IN,nominal,300.1751,2021,2
IN,nominal,298.1878,2021,3
IN,nominal,307.2983,2021,4
IN,nominal,303.9616,2022,1
IN,nominal,310.2479,2022,2
IN,nominal,318.0057,2022,3
IN,nominal,321.1405,2022,4
IN,nominal,317.1603,2023,1
IN,nominal,321.7928,2023,2
IN,nominal,326.3556,2023,3
IN,nominal,330.6303,2023,4
IN,nominal,339.0119,2024,1
IN,nominal,346.3137,2024,2
IN,nominal,349.1572,2024,3
IN,nominal,353.3654,2024,4
IN,nominal,352.0101,2025,1
IN,nominal,358.932,2025,2
IN,nominal,361.5126,2025,3
IN,nominal,366.009,2025,4
XM,nominal,12.5845,1975,1
XM,nominal,12.8567,1975,2
XM,nominal,13.0699,1975,3
XM,nominal,13.2291,1975,4
XM,nominal,13.5589,1976,1
XM,nominal,14.3031,1976,2
XM,nominal,14.8447,1976,3
XM,nominal,15.204,1976,4
XM,nominal,15.5889,1977,1
XM,nominal,16.2411,1977,2
XM,nominal,16.8331,1977,3
XM,nominal,17.2745,1977,4
XM,nominal,17.7587,1978,1
XM,nominal,18.3299,1978,2
XM,nominal,18.8818,1978,3
XM,nominal,19.4254,1978,4
XM,nominal,20.2922,1979,1
XM,nominal,21.0437,1979,2
XM,nominal,21.5197,1979,3
XM,nominal,21.6288,1979,4
XM,nominal,22.0889,1980,1
XM,nominal,23.0333,1980,2
XM,nominal,24.3508,1980,3
XM,nominal,25.3435,1980,4
XM,nominal,26.4817,1981,1
XM,nominal,27.3021,1981,2
XM,nominal,27.4394,1981,3
XM,nominal,27.4263,1981,4
XM,nominal,27.7277,1982,1
XM,nominal,28.0847,1982,2
XM,nominal,28.5607,1982,3
XM,nominal,28.7491,1982,4
XM,nominal,29.2294,1983,1
XM,nominal,29.6452,1983,2
XM,nominal,30.1733,1983,3
XM,nominal,30.0307,1983,4
XM,nominal,30.076,1984,1
XM,nominal,30.2267,1984,2
XM,nominal,30.4937,1984,3
XM,nominal,30.4052,1984,4
XM,nominal,30.5738,1985,1
XM,nominal,30.7525,1985,2
XM,nominal,31.1884,1985,3
XM,nominal,31.3276,1985,4
XM,nominal,31.4264,1986,1
XM,nominal,31.8928,1986,2
XM,nominal,32.4837,1986,3
XM,nominal,32.7931,1986,4
XM,nominal,33.4941,1987,1
