area,serie,indice,anyo,quarter
TH,nominal,166.486,2022,1
TH,nominal,168.9771,2022,2
TH,nominal,168.6657,2022,3
TH,nominal,172.5061,2022,4
TH,nominal,174.3744,2023,1
TH,nominal,173.8554,2023,2
TH,nominal,174.063,2023,3
TH,nominal,176.8654,2023,4
TH,nominal,175.4123,2024,1
TH,nominal,176.0351,2024,2
TH,nominal,179.3565,2024,3
TH,nominal,181.4324,2024,4
TH,nominal,181.5362,2025,1
TH,nominal,181.0172,2025,2
TH,nominal,180.083,2025,3
TH,nominal,182.5741,2025,4
TH,nominal,183.8196,2026,1
DK,nominal,7.7176,1970,1
DK,nominal,7.7176,1970,2
DK,nominal,7.7176,1970,3
DK,nominal,7.7176,1970,4
DK,nominal,8.4084,1971,1
DK,nominal,8.4798,1971,2
DK,nominal,8.726,1971,3
DK,nominal,9.1786,1971,4
DK,nominal,9.7066,1972,1
DK,nominal,10.1631,1972,2
DK,nominal,10.2306,1972,3
DK,nominal,10.6871,1972,4
DK,nominal,11.1794,1973,1
DK,nominal,11.493,1973,2
DK,nominal,12.0528,1973,3
DK,nominal,12.3704,1973,4
DK,nominal,12.3704,1974,1
DK,nominal,11.9496,1974,2
DK,nominal,12.0885,1974,3
DK,nominal,12.9659,1974,4
DK,nominal,13.8393,1975,1
DK,nominal,14.3316,1975,2
DK,nominal,14.9985,1975,3
DK,nominal,15.0303,1975,4
DK,nominal,15.4868,1976,1
DK,nominal,15.6615,1976,2
DK,nominal,15.9791,1976,3
DK,nominal,16.6421,1976,4
DK,nominal,16.7135,1977,1
DK,nominal,17.7656,1977,2
DK,nominal,18.4325,1977,3
DK,nominal,19.3774,1977,4
DK,nominal,20.0443,1978,1
DK,nominal,20.8503,1978,2
DK,nominal,21.3743,1978,3
DK,nominal,21.5847,1978,4
DK,nominal,22.1087,1979,1
DK,nominal,23.125,1979,2
DK,nominal,23.4784,1979,3
DK,nominal,23.4426,1979,4
DK,nominal,23.0218,1980,1
DK,nominal,22.3191,1980,2
DK,nominal,22.7042,1980,3
DK,nominal,22.74,1980,4
DK,nominal,22.601,1981,1
DK,nominal,21.6879,1981,2
DK,nominal,20.9177,1981,3
DK,nominal,21.3028,1981,4
DK,nominal,21.1282,1982,1
DK,nominal,21.3028,1982,2
DK,nominal,20.8145,1982,3
DK,nominal,21.3028,1982,4
DK,nominal,23.125,1983,1
DK,nominal,26.035,1983,2
DK,nominal,26.3844,1983,3
DK,nominal,27.1546,1983,4
DK,nominal,28.6989,1984,1
DK,nominal,29.2944,1984,2
DK,nominal,29.608,1984,3
DK,nominal,30.9379,1984,4
DK,nominal,32.1647,1985,1
DK,nominal,33.6375,1985,2
DK,nominal,36.0195,1985,3
DK,nominal,36.8968,1985,4
DK,nominal,39.0009,1986,1
DK,nominal,39.1399,1986,2
DK,nominal,38.1236,1986,3
DK,nominal,38.6833,1986,4
DK,nominal,36.1267,1987,1
DK,nominal,36.0552,1987,2
DK,nominal,35.8091,1987,3
DK,nominal,35.4597,1987,4
DK,nominal,35.952,1988,1
DK,nominal,35.8448,1988,2
DK,nominal,36.5118,1988,3
DK,nominal,36.7897,1988,4
DK,nominal,36.4403,1989,1
DK,nominal,36.5118,1989,2
DK,nominal,35.8091,1989,3
DK,nominal,35.285,1989,4
DK,nominal,33.6732,1990,1
DK,nominal,33.8122,1990,2
DK,nominal,32.9706,1990,3
DK,nominal,32.7601,1990,4
DK,nominal,33.4271,1991,1
DK,nominal,33.8479,1991,2
DK,nominal,33.709,1991,3
DK,nominal,33.9551,1991,4
DK,nominal,33.7248,1992,1
DK,nominal,33.7248,1992,2
DK,nominal,33.0817,1992,3
DK,nominal,32.2282,1992,4
DK,nominal,31.8034,1993,1
DK,nominal,31.589,1993,2
DK,nominal,33.0817,1993,3
DK,nominal,35.0032,1993,4
DK,nominal,37.0318,1994,1
DK,nominal,37.0318,1994,2
DK,nominal,36.4999,1994,3
DK,nominal,37.0318,1994,4
DK,nominal,37.8854,1995,1
DK,nominal,39.2709,1995,2
DK,nominal,40.2316,1995,3
DK,nominal,41.4067,1995,4
DK,nominal,42.0459,1996,1
DK,nominal,43.1138,1996,2
DK,nominal,44.3961,1996,3
DK,nominal,46.2104,1996,4
DK,nominal,47.3815,1997,1
DK,nominal,48.6638,1997,2
DK,nominal,49.7317,1997,3
DK,nominal,50.2637,1997,4
DK,nominal,51.2244,1998,1
DK,nominal,53.3603,1998,2
DK,nominal,54.1066,1998,3
DK,nominal,54.9602,1998,4
DK,nominal,55.8137,1999,1
DK,nominal,56.6673,1999,2
DK,nominal,57.7352,1999,3
DK,nominal,57.8424,1999,4
DK,nominal,58.6959,2000,1
DK,nominal,60.2958,2000,2
DK,nominal,61.6853,2000,3
DK,nominal,62.2173,2000,4
DK,nominal,63.3924,2001,1
DK,nominal,64.2459,2001,2
DK,nominal,64.9923,2001,3
DK,nominal,64.4603,2001,4
DK,nominal,65.4171,2002,1
DK,nominal,66.6994,2002,2
DK,nominal,67.1281,2002,3
DK,nominal,67.1281,2002,4
DK,nominal,66.9608,2003,1
DK,nominal,68.3949,2003,2
DK,nominal,69.6084,2003,3
DK,nominal,69.829,2003,4
DK,nominal,72.1456,2004,1
DK,nominal,75.3447,2004,2
DK,nominal,77.7716,2004,3
DK,nominal,79.647,2004,4
DK,nominal,83.2874,2005,1
DK,nominal,87.6999,2005,2
DK,nominal,94.4291,2005,3
DK,nominal,100.6067,2005,4
DK,nominal,107.7772,2006,1
DK,nominal,114.2857,2006,2
DK,nominal,116.6023,2006,3
DK,nominal,115.3889,2006,4
DK,nominal,115.8301,2007,1
DK,nominal,117.3745,2007,2
DK,nominal,117.5951,2007,3
DK,nominal,115.3889,2007,4
DK,nominal,113.8445,2008,1
DK,nominal,114.2857,2008,2
DK,nominal,111.3072,2008,3
DK,nominal,102.5924,2008,4
DK,nominal,96.0838,2009,1
DK,nominal,97.2973,2009,2
DK,nominal,98.0695,2009,3
DK,nominal,97.6282,2009,4
DK,nominal,98.2901,2010,1
DK,nominal,100.3861,2010,2
DK,nominal,101.1583,2010,3
DK,nominal,100.1655,2010,4
DK,nominal,99.1726,2011,1
DK,nominal,101.3789,2011,2
DK,nominal,98.0695,2011,3
DK,nominal,94.5394,2011,4
DK,nominal,94.5394,2012,1
DK,nominal,95.9735,2012,2
DK,nominal,96.3045,2012,3
DK,nominal,95.8632,2012,4
DK,nominal,97.0767,2013,1
DK,nominal,100.6067,2013,2
DK,nominal,100.6067,2013,3
DK,nominal,99.1726,2013,4
DK,nominal,100.6067,2014,1
DK,nominal,104.4677,2014,2
DK,nominal,103.9162,2014,3
DK,nominal,103.4749,2014,4
DK,nominal,107.7772,2015,1
DK,nominal,111.4175,2015,2
DK,nominal,111.1969,2015,3
DK,nominal,110.7557,2015,4
DK,nominal,113.5135,2016,1
DK,nominal,115.9404,2016,2
DK,nominal,117.1539,2016,3
DK,nominal,115.3889,2016,4
DK,nominal,117.5951,2017,1
DK,nominal,121.8974,2017,2
DK,nominal,122.449,2017,3
DK,nominal,120.5736,2017,4
DK,nominal,124.4346,2018,1
DK,nominal,127.5234,2018,2
DK,nominal,128.075,2018,3
DK,nominal,125.2068,2018,4
DK,nominal,127.9647,2019,1
DK,nominal,130.9432,2019,2
DK,nominal,131.1638,2019,3
DK,nominal,128.406,2019,4
DK,nominal,130.6122,2020,1
DK,nominal,132.8185,2020,2
DK,nominal,139.2168,2020,3
DK,nominal,142.3056,2020,4
DK,nominal,148.9244,2021,1
DK,nominal,153.2267,2021,2
DK,nominal,154.8814,2021,3
DK,nominal,151.7926,2021,4
DK,nominal,155.102,2022,1
DK,nominal,157.198,2022,2
DK,nominal,151.6823,2022,3
DK,nominal,141.9746,2022,4
DK,nominal,149.0347,2023,1
DK,nominal,149.6966,2023,2
DK,nominal,152.3442,2023,3
DK,nominal,154.7711,2023,4
DK,nominal,150.7998,2024,1
DK,nominal,155.433,2024,2
DK,nominal,160.2868,2024,3
DK,nominal,160.5074,2024,4
DK,nominal,164.0375,2025,1
DK,nominal,166.9057,2025,2
DK,nominal,170.4357,2025,3
DK,nominal,172.7523,2025,4
MT,nominal,62.2735,2005,1
MT,nominal,62.0538,2005,2
MT,nominal,67.2158,2005,3
MT,nominal,65.2389,2005,4
MT,nominal,68.4239,2006,1
MT,nominal,76.112,2006,2
MT,nominal,78.6381,2006,3
MT,nominal,84.4591,2006,4
MT,nominal,88.8523,2007,1
MT,nominal,93.1356,2007,2
MT,nominal,94.6733,2007,3
MT,nominal,95.6617,2007,4
MT,nominal,103.6793,2008,1
MT,nominal,99.3959,2008,2
MT,nominal,105.8759,2008,3
MT,nominal,104.5579,2008,4
MT,nominal,100.7139,2009,1
MT,nominal,98.6271,2009,2
MT,nominal,99.8353,2009,3
MT,nominal,96.5404,2009,4
MT,nominal,100.4942,2010,1
MT,nominal,100.1647,2010,2
MT,nominal,103.24,2010,3
MT,nominal,96.101,2010,4
MT,nominal,97.419,2011,1
MT,nominal,99.7254,2011,2
MT,nominal,99.9451,2011,3
MT,nominal,97.419,2011,4
MT,nominal,99.3959,2012,1
MT,nominal,98.2976,2012,2
MT,nominal,105.4366,2012,3
MT,nominal,103.3498,2012,4
MT,nominal,100.3844,2013,1
MT,nominal,98.9566,2013,2
MT,nominal,103.5695,2013,3
MT,nominal,101.922,2013,4
MT,nominal,101.922,2014,1
MT,nominal,101.8122,2014,2
MT,nominal,103.899,2014,3
MT,nominal,107.5233,2014,4
MT,nominal,104.6678,2015,1
MT,nominal,105.5464,2015,2
MT,nominal,112.7952,2015,3
MT,nominal,116.3097,2015,4
MT,nominal,110.1593,2016,1
MT,nominal,112.905,2016,2
MT,nominal,118.1768,2016,3
MT,nominal,122.0209,2016,4
MT,nominal,115.9802,2017,1
MT,nominal,119.6046,2017,2
MT,nominal,124.1076,2017,3
MT,nominal,128.0615,2017,4
MT,nominal,122.2405,2018,1
MT,nominal,126.8534,2018,2
MT,nominal,131.0269,2018,3
MT,nominal,135.9692,2018,4
MT,nominal,130.1483,2019,1
MT,nominal,134.871,2019,2
MT,nominal,138.8248,2019,3
MT,nominal,143.7672,2019,4
MT,nominal,137.397,2020,1
MT,nominal,140.1428,2020,2
MT,nominal,142.559,2020,3
MT,nominal,146.0736,2020,4
MT,nominal,143.6573,2021,1
MT,nominal,147.6112,2021,2
MT,nominal,151.0159,2021,3
MT,nominal,152.6634,2021,4
MT,nominal,153.4322,2022,1
MT,nominal,158.8138,2022,2
MT,nominal,160.5711,2022,3
MT,nominal,161.6694,2022,4
MT,nominal,164.6348,2023,1
MT,nominal,167.1609,2023,2
MT,nominal,169.698,2023,3
MT,nominal,172.4876,2023,4
MT,nominal,175.7057,2024,1
MT,nominal,178.737,2024,2
MT,nominal,181.5047,2024,3
MT,nominal,183.5255,2024,4
MT,nominal,186.1175,2025,1
MT,nominal,188.8193,2025,2
MT,nominal,192.3229,2025,3
MT,nominal,194.7941,2025,4
CA,nominal,6.6178,1970,1
CA,nominal,6.6178,1970,2
CA,nominal,6.6724,1970,3
CA,nominal,6.8634,1970,4
CA,nominal,6.918,1971,1
CA,nominal,6.9998,1971,2
CA,nominal,6.9726,1971,3
CA,nominal,7.3273,1971,4
CA,nominal,7.4865,1972,1
CA,nominal,7.4865,1972,2
CA,nominal,7.5957,1972,3
CA,nominal,7.9504,1972,4
CA,nominal,8.3598,1973,1
CA,nominal,8.7964,1973,2
CA,nominal,9.4514,1973,3
CA,nominal,10.3474,1973,4
CA,nominal,11.439,1974,1
CA,nominal,11.9529,1974,2
CA,nominal,11.8438,1974,3
CA,nominal,11.8711,1974,4
CA,nominal,12.4987,1975,1
CA,nominal,12.9081,1975,2
CA,nominal,13.3174,1975,3
CA,nominal,13.8632,1975,4
CA,nominal,14.4591,1976,1
CA,nominal,14.6228,1976,2
CA,nominal,14.6501,1976,3
CA,nominal,15.1959,1976,4
CA,nominal,15.3323,1977,1
CA,nominal,15.3869,1977,2
CA,nominal,15.3323,1977,3
CA,nominal,15.769,1977,4
CA,nominal,15.7144,1978,1
CA,nominal,16.1738,1978,2
CA,nominal,16.1465,1978,3
CA,nominal,16.9106,1978,4
CA,nominal,17.4837,1979,1
CA,nominal,17.8657,1979,2
CA,nominal,17.7839,1979,3
CA,nominal,18.5707,1979,4
CA,nominal,18.8436,1980,1
CA,nominal,19.6077,1980,2
CA,nominal,20.4128,1980,3
CA,nominal,21.7045,1980,4
CA,nominal,22.5323,1981,1
CA,nominal,22.7051,1981,2
CA,nominal,23.2828,1981,3
CA,nominal,23.6148,1981,4
CA,nominal,22.6551,1982,1
CA,nominal,21.7045,1982,2
CA,nominal,21.2952,1982,3
CA,nominal,21.7545,1982,4
CA,nominal,23.2418,1983,1
CA,nominal,23.2282,1983,2
CA,nominal,22.9326,1983,3
CA,nominal,23.0144,1983,4
CA,nominal,22.9917,1984,1
CA,nominal,23.1236,1984,2
CA,nominal,22.696,1984,3
CA,nominal,22.978,1984,4
CA,nominal,23.4602,1985,1
CA,nominal,24.006,1985,2
CA,nominal,24.1242,1985,3
CA,nominal,25.1476,1985,4
CA,nominal,26.6121,1986,1
CA,nominal,27.9539,1986,2
CA,nominal,28.4315,1986,3
CA,nominal,30.3918,1986,4
CA,nominal,32.9525,1987,1
CA,nominal,32.5568,1987,2
CA,nominal,32.5568,1987,3
CA,nominal,34.3397,1987,4
CA,nominal,37.519,1988,1
CA,nominal,38.3195,1988,2
CA,nominal,38.7015,1988,3
CA,nominal,41.849,1988,4
CA,nominal,46.0516,1989,1
CA,nominal,42.0809,1989,2
CA,nominal,43.0724,1989,3
CA,nominal,45.5376,1989,4
CA,nominal,44.7235,1990,1
CA,nominal,41.7307,1990,2
CA,nominal,41.9536,1990,3
CA,nominal,42.2901,1990,4
CA,nominal,44.3323,1991,1
CA,nominal,45.906,1991,2
CA,nominal,43.3226,1991,3
CA,nominal,43.8457,1991,4
CA,nominal,44.5734,1992,1
CA,nominal,44.9191,1992,2
CA,nominal,45.0282,1992,3
CA,nominal,46.0016,1992,4
CA,nominal,46.3973,1993,1
CA,nominal,46.3973,1993,2
CA,nominal,45.3739,1993,3
CA,nominal,45.9333,1993,4
CA,nominal,47.9983,1994,1
CA,nominal,47.598,1994,2
CA,nominal,46.8475,1994,3
CA,nominal,47.407,1994,4
CA,nominal,46.1289,1995,1
CA,nominal,44.9554,1995,2
CA,nominal,45.3875,1995,3
CA,nominal,45.4603,1995,4
CA,nominal,44.91,1996,1
CA,nominal,45.8742,1996,2
CA,nominal,45.242,1996,3
CA,nominal,45.5012,1996,4
CA,nominal,46.0379,1997,1
CA,nominal,47.1978,1997,2
CA,nominal,46.3745,1997,3
CA,nominal,46.3154,1997,4
CA,nominal,45.8833,1998,1
CA,nominal,46.279,1998,2
CA,nominal,45.3602,1998,3
CA,nominal,46.0061,1998,4
CA,nominal,46.2381,1999,1
CA,nominal,48.0483,1999,2
CA,nominal,47.6298,1999,3
CA,nominal,48.3212,1999,4
CA,nominal,48.5577,2000,1
CA,nominal,49.5038,2000,2
CA,nominal,49.3991,2000,3
CA,nominal,49.9176,2000,4
CA,nominal,49.7812,2001,1
CA,nominal,51.9189,2001,2
CA,nominal,52.0644,2001,3
CA,nominal,52.7467,2001,4
CA,nominal,55.0618,2002,1
CA,nominal,57.2268,2002,2
CA,nominal,56.7447,2002,3
CA,nominal,58.5458,2002,4
CA,nominal,59.8057,2003,1
CA,nominal,61.7751,2003,2
CA,nominal,63.085,2003,3
CA,nominal,64.9361,2003,4
CA,nominal,66.0368,2004,1
CA,nominal,69.0888,2004,2
CA,nominal,67.465,2004,3
CA,nominal,70.053,2004,4
CA,nominal,72.6425,2005,1
CA,nominal,74.507,2005,2
CA,nominal,75.7261,2005,3
CA,nominal,76.73,2005,4
CA,nominal,79.6701,2006,1
CA,nominal,83.3991,2006,2
CA,nominal,85.5504,2006,3
CA,nominal,86.0523,2006,4
CA,nominal,88.7773,2007,1
CA,nominal,92.578,2007,2
CA,nominal,94.5142,2007,3
CA,nominal,94.8727,2007,4
CA,nominal,96.2352,2008,1
CA,nominal,96.9523,2008,2
CA,nominal,95.0161,2008,3
CA,nominal,91.2872,2008,4
CA,nominal,88.4188,2009,1
CA,nominal,90.4984,2009,2
CA,nominal,93.5819,2009,3
CA,nominal,96.3069,2009,4
CA,nominal,99.3188,2010,1
CA,nominal,101.1115,2010,2
CA,nominal,99.9641,2010,3
CA,nominal,99.6056,2010,4
CA,nominal,102.2589,2011,1
CA,nominal,105.7727,2011,2
CA,nominal,107.2069,2011,3
CA,nominal,107.3503,2011,4
CA,nominal,109.7885,2012,1
CA,nominal,112.0115,2012,2
CA,nominal,110.9358,2012,3
CA,nominal,109.5733,2012,4
CA,nominal,110.7207,2013,1
CA,nominal,113.0154,2013,2
CA,nominal,113.6608,2013,3
CA,nominal,114.0194,2013,4
CA,nominal,116.4575,2014,1
CA,nominal,119.1825,2014,2
CA,nominal,119.8996,2014,3
CA,nominal,120.3299,2014,4
CA,nominal,123.6285,2015,1
CA,nominal,127.8594,2015,2
CA,nominal,130.2259,2015,3
CA,nominal,131.6601,2015,4
CA,nominal,138.616,2016,1
CA,nominal,147.4364,2016,2
CA,nominal,151.8107,2016,3
CA,nominal,152.8146,2016,4
CA,nominal,163.0692,2017,1
CA,nominal,172.2995,2017,2
CA,nominal,174.5216,2017,3
CA,nominal,174.0089,2017,4
CA,nominal,175.2054,2018,1
CA,nominal,177.4275,2018,2
CA,nominal,177.7694,2018,3
CA,nominal,177.0856,2018,4
CA,nominal,176.231,2019,1
CA,nominal,177.7694,2019,2
CA,nominal,178.1112,2019,3
CA,nominal,179.9915,2019,4
CA,nominal,183.752,2020,1
CA,nominal,187.8544,2020,2
CA,nominal,190.4183,2020,3
CA,nominal,195.0335,2020,4
CA,nominal,199.8196,2021,1
CA,nominal,213.1523,2021,2
CA,nominal,217.7675,2021,3
CA,nominal,222.2117,2021,4
CA,nominal,250.6768,2022,1
CA,nominal,244.1786,2022,2
CA,nominal,222.0704,2022,3
CA,nominal,211.8286,2022,4
CA,nominal,211.9699,2023,1
CA,nominal,222.5649,2023,2
CA,nominal,221.3641,2023,3
CA,nominal,212.7469,2023,4
CA,nominal,213.5238,2024,1
CA,nominal,216.4198,2024,2
CA,nominal,212.4643,2024,3
CA,nominal,208.9327,2024,4
CA,nominal,210.3453,2025,1
CA,nominal,210.1334,2025,2
CA,nominal,205.6836,2025,3
CA,nominal,201.8694,2025,4
CA,nominal,200.2448,2026,1
4T,nominal,83.9414,2007,4
4T,nominal,85.7333,2008,1
4T,nominal,87.8278,2008,2
4T,nominal,89.2733,2008,3
4T,nominal,89.1694,2008,4
4T,nominal,88.8538,2009,1
4T,nominal,89.8857,2009,2
4T,nominal,91.6587,2009,3
4T,nominal,93.6258,2009,4
4T,nominal,96.9135,2010,1
4T,nominal,99.4287,2010,2
4T,nominal,101.1908,2010,3
4T,nominal,102.467,2010,4
4T,nominal,102.7878,2011,1
4T,nominal,105.4278,2011,2
4T,nominal,106.5449,2011,3
4T,nominal,108.1059,2011,4
4T,nominal,110.5442,2012,1
4T,nominal,112.2743,2012,2
4T,nominal,113.654,2012,3
4T,nominal,116.0964,2012,4
4T,nominal,118.1581,2013,1
4T,nominal,120.627,2013,2
4T,nominal,123.3318,2013,3
4T,nominal,125.3812,2013,4
4T,nominal,127.4751,2014,1
4T,nominal,129.3755,2014,2
4T,nominal,129.4994,2014,3
4T,nominal,130.1744,2014,4
4T,nominal,131.4904,2015,1
4T,nominal,132.5139,2015,2
4T,nominal,133.5216,2015,3
4T,nominal,134.4864,2015,4
4T,nominal,136.0134,2016,1
4T,nominal,138.8406,2016,2
4T,nominal,140.8471,2016,3
4T,nominal,143.2003,2016,4
4T,nominal,144.5301,2017,1
4T,nominal,147.301,2017,2
4T,nominal,148.505,2017,3
4T,nominal,150.0377,2017,4
4T,nominal,151.3501,2018,1
4T,nominal,153.7743,2018,2
4T,nominal,156.5802,2018,3
4T,nominal,159.0366,2018,4
4T,nominal,160.4448,2019,1
4T,nominal,162.7105,2019,2
4T,nominal,164.5527,2019,3
4T,nominal,166.4204,2019,4
4T,nominal,168.3025,2020,1
4T,nominal,169.813,2020,2
4T,nominal,171.6703,2020,3
4T,nominal,174.1561,2020,4
4T,nominal,176.3228,2021,1
4T,nominal,179.2092,2021,2
4T,nominal,180.9764,2021,3
4T,nominal,183.9428,2021,4
4T,nominal,188.8254,2022,1
4T,nominal,192.5951,2022,2
4T,nominal,195.6822,2022,3
4T,nominal,196.9035,2022,4
4T,nominal,197.996,2023,1
4T,nominal,200.4189,2023,2
4T,nominal,202.5747,2023,3
4T,nominal,203.5594,2023,4
4T,nominal,206.0803,2024,1
4T,nominal,206.0911,2024,2
4T,nominal,205.4863,2024,3
4T,nominal,205.7631,2024,4
4T,nominal,207.9436,2025,1
4T,nominal,208.8525,2025,2
4T,nominal,208.8573,2025,3
4T,nominal,208.7644,2025,4
HU,nominal,13.7611,1990,1
HU,nominal,14.22,1990,2
HU,nominal,15.3138,1990,3
HU,nominal,15.414,1990,4
HU,nominal,15.7698,1991,1
HU,nominal,16.4272,1991,2
HU,nominal,16.7231,1991,3
HU,nominal,17.0927,1991,4
HU,nominal,16.0219,1992,1
HU,nominal,16.4007,1992,2
HU,nominal,16.3863,1992,3
HU,nominal,16.3368,1992,4
HU,nominal,17.0783,1993,1
HU,nominal,17.9707,1993,2
HU,nominal,17.3714,1993,3
HU,nominal,18.9304,1993,4
HU,nominal,19.5418,1994,1
HU,nominal,21.2914,1994,2
HU,nominal,22.6443,1994,3
HU,nominal,22.5942,1994,4
HU,nominal,22.9931,1995,1
HU,nominal,23.6598,1995,2
HU,nominal,23.5827,1995,3
HU,nominal,24.2689,1995,4
HU,nominal,25.3345,1996,1
HU,nominal,26.0922,1996,2
HU,nominal,28.0323,1996,3
HU,nominal,29.2309,1996,4
HU,nominal,29.4958,1997,1
HU,nominal,30.9523,1997,2
HU,nominal,31.2753,1997,3
HU,nominal,31.0237,1997,4
HU,nominal,30.4457,1998,1
HU,nominal,30.6696,1998,2
HU,nominal,32.3017,1998,3
HU,nominal,32.7589,1998,4
HU,nominal,34.4019,1999,1
HU,nominal,37.5758,1999,2
HU,nominal,39.904,1999,3
HU,nominal,41.4987,1999,4
HU,nominal,45.8982,2000,1
HU,nominal,50.8217,2000,2
HU,nominal,53.9857,2000,3
HU,nominal,54.4693,2000,4
HU,nominal,57.5707,2001,1
HU,nominal,60.0485,2001,2
HU,nominal,63.0341,2001,3
HU,nominal,64.8309,2001,4
HU,nominal,66.2293,2002,1
HU,nominal,70.0071,2002,2
HU,nominal,72.9317,2002,3
HU,nominal,73.5246,2002,4
HU,nominal,79.6513,2003,1
HU,nominal,83.8379,2003,2
HU,nominal,85.7141,2003,3
HU,nominal,89.7342,2003,4
HU,nominal,87.4988,2004,1
HU,nominal,91.1102,2004,2
HU,nominal,93.5316,2004,3
HU,nominal,92.1729,2004,4
HU,nominal,91.5466,2005,1
HU,nominal,93.8172,2005,2
HU,nominal,95.5731,2005,3
HU,nominal,94.66,2005,4
HU,nominal,95.7866,2006,1
HU,nominal,97.0607,2006,2
HU,nominal,99.7279,2006,3
HU,nominal,100.1948,2006,4
HU,nominal,101.4145,2007,1
HU,nominal,103.8698,2007,2
HU,nominal,108.0331,2007,3
HU,nominal,108.8871,2007,4
HU,nominal,107.3926,2008,1
HU,nominal,108.7804,2008,2
HU,nominal,109.2074,2008,3
HU,nominal,107.0723,2008,4
HU,nominal,106.4318,2009,1
HU,nominal,103.1225,2009,2
HU,nominal,101.5212,2009,3
HU,nominal,98.6389,2009,4
HU,nominal,101.0942,2010,1
HU,nominal,100.5604,2010,2
HU,nominal,100.1334,2010,3
HU,nominal,98.2119,2010,4
HU,nominal,97.8916,2011,1
HU,nominal,97.1444,2011,2
HU,nominal,95.8634,2011,3
HU,nominal,95.3296,2011,4
HU,nominal,96.2904,2012,1
HU,nominal,92.9811,2012,2
HU,nominal,92.2338,2012,3
HU,nominal,90.419,2012,4
HU,nominal,90.6325,2013,1
HU,nominal,90.846,2013,2
HU,nominal,91.0595,2013,3
HU,nominal,89.7785,2013,4
HU,nominal,91.4865,2014,1
HU,nominal,93.4081,2014,2
HU,nominal,95.2228,2014,3
HU,nominal,97.3579,2014,4
HU,nominal,99.9199,2015,1
HU,nominal,105.3643,2015,2
HU,nominal,110.0614,2015,3
HU,nominal,111.6627,2015,4
HU,nominal,116.778,2016,1
HU,nominal,119.5334,2016,2
HU,nominal,122.9756,2016,3
HU,nominal,124.8447,2016,4
HU,nominal,130.4985,2017,1
HU,nominal,133.9561,2017,2
HU,nominal,138.008,2017,3
HU,nominal,140.8666,2017,4
HU,nominal,147.9584,2018,1
HU,nominal,152.1217,2018,2
HU,nominal,158.5268,2018,3
HU,nominal,162.5834,2018,4
HU,nominal,176.1409,2019,1
HU,nominal,182.0123,2019,2
HU,nominal,184.8946,2019,3
HU,nominal,183.5068,2019,4
HU,nominal,190.7659,2020,1
HU,nominal,186.7094,2020,2
HU,nominal,193.8618,2020,3
HU,nominal,191.193,2020,4
HU,nominal,209.2341,2021,1
HU,nominal,218.2012,2021,2
HU,nominal,226.2076,2021,3
HU,nominal,234.7478,2021,4
HU,nominal,257.6995,2022,1
HU,nominal,272.4313,2022,2
HU,nominal,280.7579,2022,3
HU,nominal,275.8473,2022,4
HU,nominal,286.9496,2023,1
HU,nominal,289.8319,2023,2
HU,nominal,291.0061,2023,3
HU,nominal,296.1302,2023,4
HU,nominal,321.3237,2024,1
HU,nominal,327.1951,2024,2
HU,nominal,330.7179,2024,3
HU,nominal,343.8484,2024,4
HU,nominal,376.0875,2025,1
HU,nominal,381.5319,2025,2
HU,nominal,407.5794,2025,3
HU,nominal,417.4006,2025,4
PL,nominal,99.0437,2010,1
PL,nominal,100.2462,2010,2
PL,nominal,100.3882,2010,3
PL,nominal,100.3219,2010,4
PL,nominal,100.2557,2011,1
PL,nominal,100.909,2011,2
PL,nominal,99.8106,2011,3
PL,nominal,99.3467,2011,4
PL,nominal,98.0021,2012,1
PL,nominal,97.3582,2012,2
PL,nominal,96.0231,2012,3
PL,nominal,94.9626,2012,4
PL,nominal,92.5102,2013,1
PL,nominal,92.3397,2013,2
PL,nominal,92.2545,2013,3
PL,nominal,92.3113,2013,4
PL,nominal,91.9894,2014,1
PL,nominal,94.0252,2014,2
PL,nominal,93.4192,2014,3
PL,nominal,93.637,2014,4
PL,nominal,93.7979,2015,1
PL,nominal,95.0952,2015,2
PL,nominal,95.2845,2015,3
PL,nominal,94.5744,2015,4
PL,nominal,94.688,2016,1
PL,nominal,95.4834,2016,2
PL,nominal,97.273,2016,3
PL,nominal,98.343,2016,4
PL,nominal,97.8411,2017,1
PL,nominal,99.839,2017,2
PL,nominal,100.8427,2017,3
PL,nominal,102.1305,2017,4
PL,nominal,103.6644,2018,1
PL,nominal,106.0032,2018,2
PL,nominal,107.4046,2018,3
PL,nominal,109.9422,2018,4
PL,nominal,112.0538,2019,1
PL,nominal,114.6672,2019,2
PL,nominal,117.0249,2019,3
PL,nominal,120.3106,2019,4
PL,nominal,124.6662,2020,1
PL,nominal,127.1755,2020,2
PL,nominal,129.7794,2020,3
PL,nominal,131.0671,2020,4
PL,nominal,133.6616,2021,1
PL,nominal,137.771,2021,2
PL,nominal,141.3503,2021,3
PL,nominal,146.9084,2021,4
PL,nominal,151.7849,2022,1
PL,nominal,154.8149,2022,2
PL,nominal,158.4888,2022,3
PL,nominal,160.6287,2022,4
PL,nominal,160.5151,2023,1
PL,nominal,165.704,2023,2
PL,nominal,173.1654,2023,3
PL,nominal,181.5358,2023,4
PL,nominal,189.4139,2024,1
PL,nominal,194.9815,2024,2
PL,nominal,198.0873,2024,3
PL,nominal,200.4072,2024,4
