ccaa,anyo,mes,valor
"Rioja, La",2014,3,240.0
"Rioja, La",2014,4,154.0
"Rioja, La",2014,5,207.0
"Rioja, La",2014,6,168.0
"Rioja, La",2014,7,225.0
"Rioja, La",2014,8,148.0
"Rioja, La",2014,9,155.0
"Rioja, La",2014,10,186.0
"Rioja, La",2014,11,152.0
"Rioja, La",2014,12,197.0
"Rioja, La",2015,1,304.0
"Rioja, La",2015,2,220.0
"Rioja, La",2015,3,192.0
"Rioja, La",2015,4,186.0
"Rioja, La",2015,5,225.0
"Rioja, La",2015,6,221.0
"Rioja, La",2015,7,238.0
"Rioja, La",2015,8,193.0
"Rioja, La",2015,9,211.0
"Rioja, La",2015,10,153.0
"Rioja, La",2015,11,232.0
"Rioja, La",2015,12,186.0
"Rioja, La",2016,1,227.0
"Rioja, La",2016,2,201.0
"Rioja, La",2016,3,186.0
"Rioja, La",2016,4,250.0
"Rioja, La",2016,5,380.0
"Rioja, La",2016,6,187.0
"Rioja, La",2016,7,183.0
"Rioja, La",2016,8,251.0
"Rioja, La",2016,9,198.0
"Rioja, La",2016,10,177.0
"Rioja, La",2016,11,233.0
"Rioja, La",2016,12,228.0
"Rioja, La",2017,1,318.0
"Rioja, La",2017,2,231.0
"Rioja, La",2017,3,263.0
"Rioja, La",2017,4,176.0
"Rioja, La",2017,5,265.0
"Rioja, La",2017,6,262.0
"Rioja, La",2017,7,312.0
"Rioja, La",2017,8,262.0
"Rioja, La",2017,9,215.0
"Rioja, La",2017,10,261.0
"Rioja, La",2017,11,274.0
"Rioja, La",2017,12,188.0
"Rioja, La",2018,1,344.0
"Rioja, La",2018,2,276.0
"Rioja, La",2018,3,227.0
"Rioja, La",2018,4,280.0
"Rioja, La",2018,5,407.0
"Rioja, La",2018,6,271.0
"Rioja, La",2018,7,299.0
"Rioja, La",2018,8,271.0
"Rioja, La",2018,9,294.0
"Rioja, La",2018,10,354.0
"Rioja, La",2018,11,353.0
"Rioja, La",2018,12,223.0
"Rioja, La",2019,1,379.0
"Rioja, La",2019,2,472.0
"Rioja, La",2019,3,328.0
"Rioja, La",2019,4,288.0
"Rioja, La",2019,5,350.0
"Rioja, La",2019,6,236.0
"Rioja, La",2019,7,366.0
"Rioja, La",2019,8,220.0
"Rioja, La",2019,9,220.0
"Rioja, La",2019,10,376.0
"Rioja, La",2019,11,263.0
"Rioja, La",2019,12,218.0
"Rioja, La",2020,1,386.0
"Rioja, La",2020,2,300.0
"Rioja, La",2020,3,243.0
"Rioja, La",2020,4,228.0
"Rioja, La",2020,5,144.0
"Rioja, La",2020,6,215.0
"Rioja, La",2020,7,276.0
"Rioja, La",2020,8,244.0
"Rioja, La",2020,9,296.0
"Rioja, La",2020,10,287.0
"Rioja, La",2020,11,296.0
"Rioja, La",2020,12,299.0
"Rioja, La",2021,1,294.0
"Rioja, La",2021,2,341.0
"Rioja, La",2021,3,378.0
"Rioja, La",2021,4,352.0
"Rioja, La",2021,5,356.0
"Rioja, La",2021,6,326.0
"Rioja, La",2021,7,410.0
"Rioja, La",2021,8,418.0
"Rioja, La",2021,9,389.0
"Rioja, La",2021,10,405.0
"Rioja, La",2021,11,415.0
"Rioja, La",2021,12,349.0
"Rioja, La",2022,1,478.0
"Rioja, La",2022,2,499.0
"Rioja, La",2022,3,432.0
"Rioja, La",2022,4,317.0
"Rioja, La",2022,5,571.0
"Rioja, La",2022,6,439.0
"Rioja, La",2022,7,374.0
"Rioja, La",2022,8,384.0
"Rioja, La",2022,9,413.0
"Rioja, La",2022,10,371.0
"Rioja, La",2022,11,407.0
"Rioja, La",2022,12,281.0
"Rioja, La",2023,1,400.0
"Rioja, La",2023,2,381.0
"Rioja, La",2023,3,437.0
"Rioja, La",2023,4,258.0
"Rioja, La",2023,5,360.0
"Rioja, La",2023,6,349.0
"Rioja, La",2023,7,326.0
"Rioja, La",2023,8,359.0
"Rioja, La",2023,9,328.0
"Rioja, La",2023,10,314.0
"Rioja, La",2023,11,292.0
"Rioja, La",2023,12,244.0
"Rioja, La",2024,1,349.0
"Rioja, La",2024,2,395.0
"Rioja, La",2024,3,376.0
"Rioja, La",2024,4,337.0
"Rioja, La",2024,5,329.0
"Rioja, La",2024,6,350.0
"Rioja, La",2024,7,429.0
"Rioja, La",2024,8,300.0
"Rioja, La",2024,9,507.0
"Rioja, La",2024,10,554.0
"Rioja, La",2024,11,462.0
"Rioja, La",2024,12,433.0
"Rioja, La",2025,1,434.0
"Rioja, La",2025,2,479.0
"Rioja, La",2025,3,459.0
"Rioja, La",2025,4,422.0
"Rioja, La",2025,5,523.0
"Rioja, La",2025,6,436.0
"Rioja, La",2025,7,508.0
"Rioja, La",2025,8,401.0
"Rioja, La",2025,9,491.0
"Rioja, La",2025,10,504.0
"Rioja, La",2025,11,499.0
"Rioja, La",2025,12,421.0
"Rioja, La",2026,1,485.0
"Rioja, La",2026,2,419.0
"Rioja, La",2026,3,483.0
"Rioja, La",2026,4,434.0
"Rioja, La",2026,5,448.0
