iso3,categoria,year,pct_gdp
ABW,rev_total,1995,25.49816
ABW,rev_total,1996,25.11417
ABW,rev_total,1997,22.8869
ABW,rev_total,1998,21.686863
ABW,rev_total,1999,22.884471
ABW,rev_total,2000,22.249325
ABW,rev_total,2001,21.673331
ABW,rev_total,2002,21.490861
ABW,rev_total,2003,27.030739
ABW,rev_total,2004,20.714149
ABW,rev_total,2005,21.52105
ABW,rev_total,2006,22.285454
ABW,rev_total,2007,21.574026
ABW,rev_total,2008,26.824561
ABW,rev_total,2009,24.257225
ABW,rev_total,2010,26.956239
ABW,rev_total,2011,20.77108
ABW,rev_total,2012,21.804136
ABW,rev_total,2013,23.406412
ABW,rev_total,2014,22.377598
ABW,rev_total,2015,23.897984
ABW,rev_total,2016,23.664056
ABW,rev_total,2017,21.971303
ABW,rev_total,2018,22.221708
ABW,rev_total,2019,23.786308
ABW,rev_total,2020,25.008687
ABW,rev_total,2021,21.408372
ABW,rev_total,2022,23.020645
ABW,rev_total,2023,25.496911
ABW,rev_total,2024,24.9942
AFG,rev_total,2003,9.8258289
AFG,rev_total,2004,12.675875
AFG,rev_total,2005,14.733477
AFG,rev_total,2006,18.945912
AFG,rev_total,2007,18.985791
AFG,rev_total,2008,17.035779
AFG,rev_total,2009,19.390545
AFG,rev_total,2010,21.722488
AFG,rev_total,2011,21.264824
AFG,rev_total,2012,25.210262
AFG,rev_total,2013,24.34603
AFG,rev_total,2014,23.683652
AFG,rev_total,2015,24.569041
AFG,rev_total,2016,28.156233
AFG,rev_total,2017,27.058725
AFG,rev_total,2018,30.56983
AFG,rev_total,2019,26.940939
AFG,rev_total,2020,25.694222
AFG,rev_total,2021,17.448934
AFG,rev_total,2022,15.118252
AFG,rev_total,2023,15.637282
AFG,rev_total,2024,18.842582
AGO,rev_total,1996,29.740116
AGO,rev_total,1997,26.528949
AGO,rev_total,1998,21.013171
AGO,rev_total,1999,31.279343
AGO,rev_total,2000,37.842142
AGO,rev_total,2001,33.079107
AGO,rev_total,2002,25.324149
AGO,rev_total,2003,26.020354
AGO,rev_total,2004,27.031697
AGO,rev_total,2005,30.094659
AGO,rev_total,2006,35.746132
AGO,rev_total,2007,37.924694
AGO,rev_total,2008,43.405046
AGO,rev_total,2009,31.932822
AGO,rev_total,2010,37.528459
AGO,rev_total,2011,40.497596
AGO,rev_total,2012,36.871277
AGO,rev_total,2013,32.670892
AGO,rev_total,2014,27.234511
AGO,rev_total,2015,21.298644
AGO,rev_total,2016,15.440308
AGO,rev_total,2017,15.285118
AGO,rev_total,2018,20.295348
AGO,rev_total,2019,18.906897
AGO,rev_total,2020,18.334984
AGO,rev_total,2021,20.678929
AGO,rev_total,2022,20.09471
AGO,rev_total,2023,17.041881
AGO,rev_total,2024,16.704307
ALB,rev_total,1993,18.722439
ALB,rev_total,1994,18.002763
ALB,rev_total,1995,15.984369
ALB,rev_total,1996,13.108099
ALB,rev_total,1997,18.397818
ALB,rev_total,1998,26.825739
ALB,rev_total,1999,28.266075
ALB,rev_total,2000,26.065934
ALB,rev_total,2001,25.847842
ALB,rev_total,2002,25.322975
ALB,rev_total,2003,24.673854
ALB,rev_total,2004,24.992064
ALB,rev_total,2005,25.434208
ALB,rev_total,2006,25.928
ALB,rev_total,2007,26.129876
ALB,rev_total,2008,26.842287
ALB,rev_total,2009,26.093
ALB,rev_total,2010,25.866527
ALB,rev_total,2011,25.406957
ALB,rev_total,2012,24.788504
ALB,rev_total,2013,23.977495
ALB,rev_total,2014,26.271611
ALB,rev_total,2015,26.439994
ALB,rev_total,2016,27.641886
ALB,rev_total,2017,27.756016
ALB,rev_total,2018,27.086565
ALB,rev_total,2019,26.88895
ALB,rev_total,2020,25.719209
ALB,rev_total,2021,27.372278
ALB,rev_total,2022,26.644586
ALB,rev_total,2023,27.225151
ALB,rev_total,2024,28.212046
AND,rev_total,2001,27.202415
AND,rev_total,2002,25.935421
AND,rev_total,2003,25.935244
AND,rev_total,2004,25.51235
AND,rev_total,2005,23.253316
AND,rev_total,2006,23.689888
AND,rev_total,2007,24.722354
AND,rev_total,2008,26.212396
AND,rev_total,2009,26.357993
AND,rev_total,2010,28.45335
AND,rev_total,2011,29.466451
AND,rev_total,2012,32.228391
AND,rev_total,2013,35.271707
AND,rev_total,2014,33.763261
AND,rev_total,2015,34.905388
AND,rev_total,2016,38.425957
AND,rev_total,2017,37.972957
AND,rev_total,2018,38.475795
AND,rev_total,2019,38.015594
AND,rev_total,2020,41.270731
AND,rev_total,2021,37.877424
AND,rev_total,2022,39.733255
AND,rev_total,2023,38.030853
AND,rev_total,2024,38.749957
ARE,rev_total,1991,39.853735
ARE,rev_total,1992,32.901541
ARE,rev_total,1993,28.605596
ARE,rev_total,1994,28.344143
ARE,rev_total,1995,29.726667
ARE,rev_total,1996,28.520821
ARE,rev_total,1997,29.273099
ARE,rev_total,1998,26.839059
ARE,rev_total,1999,25.586198
ARE,rev_total,2000,32.448568
ARE,rev_total,2001,26.433779
ARE,rev_total,2002,20.094918
ARE,rev_total,2003,22.401599
ARE,rev_total,2004,24.109101
ARE,rev_total,2005,31.730941
ARE,rev_total,2006,35.777255
ARE,rev_total,2007,34.78279
ARE,rev_total,2008,39.588661
ARE,rev_total,2009,28.870343
ARE,rev_total,2010,30.869443
ARE,rev_total,2011,26.53675
ARE,rev_total,2012,27.127446
ARE,rev_total,2013,27.391588
ARE,rev_total,2014,24.391959
ARE,rev_total,2015,20.050022
ARE,rev_total,2016,28.752971
ARE,rev_total,2017,27.080825
ARE,rev_total,2018,29.527057
ARE,rev_total,2019,29.899183
ARE,rev_total,2020,28.04543
ARE,rev_total,2021,29.899739
ARE,rev_total,2022,32.545845
ARE,rev_total,2023,28.479691
ARE,rev_total,2024,27.824708
ARG,rev_total,1997,19.738279
ARG,rev_total,1998,19.866026
ARG,rev_total,1999,21.112973
ARG,rev_total,2000,20.139718
ARG,rev_total,2001,19.563716
ARG,rev_total,2002,18.088009
ARG,rev_total,2003,21.100312
ARG,rev_total,2004,24.592159
ARG,rev_total,2005,24.610226
ARG,rev_total,2006,25.533212
ARG,rev_total,2007,27.486403
ARG,rev_total,2008,29.076098
ARG,rev_total,2009,32.438968
ARG,rev_total,2010,31.905372
ARG,rev_total,2011,32.04468
ARG,rev_total,2012,33.662435
ARG,rev_total,2013,33.838738
ARG,rev_total,2014,33.482686
ARG,rev_total,2015,34.40759
ARG,rev_total,2016,33.408937
ARG,rev_total,2017,32.907782
ARG,rev_total,2018,31.431626
ARG,rev_total,2019,31.687854
ARG,rev_total,2020,32.026872
ARG,rev_total,2021,31.331594
ARG,rev_total,2022,31.398667
ARG,rev_total,2023,29.636327
ARG,rev_total,2024,29.323532
ARM,rev_total,1993,26.096997
ARM,rev_total,1994,26.15178
ARM,rev_total,1995,17.836811
ARM,rev_total,1996,15.409501
ARM,rev_total,1997,15.750677
ARM,rev_total,1998,17.146131
ARM,rev_total,1999,19.334469
ARM,rev_total,2000,16.494407
ARM,rev_total,2001,17.046016
ARM,rev_total,2002,16.743955
ARM,rev_total,2003,15.216596
ARM,rev_total,2004,15.45677
ARM,rev_total,2005,17.894783
ARM,rev_total,2006,18.050051
ARM,rev_total,2007,20.08543
ARM,rev_total,2008,20.47945
ARM,rev_total,2009,20.867012
ARM,rev_total,2010,21.221103
ARM,rev_total,2011,22.089518
ARM,rev_total,2012,20.921391
ARM,rev_total,2013,22.203794
ARM,rev_total,2014,22.048031
ARM,rev_total,2015,21.493942
ARM,rev_total,2016,21.415501
ARM,rev_total,2017,21.241623
ARM,rev_total,2018,22.298173
ARM,rev_total,2019,23.924987
ARM,rev_total,2020,25.245537
ARM,rev_total,2021,24.083024
ARM,rev_total,2022,24.267942
ARM,rev_total,2023,24.855427
ARM,rev_total,2024,25.30113
ATG,rev_total,1990,18.250886
ATG,rev_total,1991,16.850137
ATG,rev_total,1992,17.875883
ATG,rev_total,1993,16.981123
ATG,rev_total,1994,16.820148
ATG,rev_total,1995,17.094911
ATG,rev_total,1996,17.959409
ATG,rev_total,1997,16.756812
ATG,rev_total,1998,19.039621
ATG,rev_total,1999,17.226238
ATG,rev_total,2000,16.589186
ATG,rev_total,2001,15.607565
ATG,rev_total,2002,17.500948
ATG,rev_total,2003,16.927435
ATG,rev_total,2004,18.028628
ATG,rev_total,2005,17.246263
ATG,rev_total,2006,19.403102
ATG,rev_total,2007,18.840252
ATG,rev_total,2008,18.492984
ATG,rev_total,2009,16.276943
ATG,rev_total,2010,19.717767
ATG,rev_total,2011,17.995381
ATG,rev_total,2012,17.557273
ATG,rev_total,2013,16.869826
ATG,rev_total,2014,18.256036
ATG,rev_total,2015,22.414318
ATG,rev_total,2016,23.640051
ATG,rev_total,2017,19.83304
ATG,rev_total,2018,19.152137
ATG,rev_total,2019,18.215791
ATG,rev_total,2020,19.801265
ATG,rev_total,2021,19.185996
ATG,rev_total,2022,19.083417
ATG,rev_total,2023,17.097448
ATG,rev_total,2024,21.554456
AUS,rev_total,1980,28.003328
AUS,rev_total,1981,28.605899
AUS,rev_total,1982,29.673731
AUS,rev_total,1983,30.681338
AUS,rev_total,1984,30.035291
AUS,rev_total,1985,31.673901
AUS,rev_total,1986,32.877393
AUS,rev_total,1987,32.77007
AUS,rev_total,1988,32.467986
AUS,rev_total,1989,32.093602
AUS,rev_total,1990,32.752828
AUS,rev_total,1991,33.679831
AUS,rev_total,1992,31.886789
AUS,rev_total,1993,31.286631
AUS,rev_total,1994,31.708467
AUS,rev_total,1999,35.172473
AUS,rev_total,2000,35.218464
AUS,rev_total,2001,35.010639
AUS,rev_total,2002,33.503003
AUS,rev_total,2003,34.368265
AUS,rev_total,2004,34.635432
AUS,rev_total,2005,34.71107
AUS,rev_total,2006,34.837077
AUS,rev_total,2007,34.235604
AUS,rev_total,2008,33.897561
AUS,rev_total,2009,32.966056
AUS,rev_total,2010,30.629348
AUS,rev_total,2011,30.36749
AUS,rev_total,2012,31.777856
AUS,rev_total,2013,32.718084
AUS,rev_total,2014,33.162636
AUS,rev_total,2015,33.686597
AUS,rev_total,2016,33.799093
AUS,rev_total,2017,33.611661
AUS,rev_total,2018,34.459064
AUS,rev_total,2019,34.673169
AUS,rev_total,2020,34.432654
AUS,rev_total,2021,32.966263
AUS,rev_total,2022,33.370557
AUS,rev_total,2023,35.126745
AUS,rev_total,2024,35.895576
AUT,rev_total,1980,44.803166
AUT,rev_total,1981,46.429971
AUT,rev_total,1982,45.126583
AUT,rev_total,1983,44.59398
AUT,rev_total,1984,46.26019
AUT,rev_total,1985,47.149793
AUT,rev_total,1986,46.904745
AUT,rev_total,1987,46.831037
AUT,rev_total,1988,45.931658
AUT,rev_total,1989,45.032943
AUT,rev_total,1990,45.382476
AUT,rev_total,1991,46.12781
AUT,rev_total,1992,47.84326
AUT,rev_total,1993,48.129453
AUT,rev_total,1994,48.500676
AUT,rev_total,1995,49.871665
AUT,rev_total,1996,51.351143
AUT,rev_total,1997,49.884934
AUT,rev_total,1998,49.737226
AUT,rev_total,1999,49.581764
AUT,rev_total,2000,48.815457
AUT,rev_total,2001,50.859307
AUT,rev_total,2002,49.946154
AUT,rev_total,2003,49.689197
AUT,rev_total,2004,49.199885
AUT,rev_total,2005,48.903755
AUT,rev_total,2006,48.126074
AUT,rev_total,2007,48.123332
AUT,rev_total,2008,48.654353
AUT,rev_total,2009,48.960479
AUT,rev_total,2010,48.61802
AUT,rev_total,2011,48.587169
AUT,rev_total,2012,49.302052
AUT,rev_total,2013,50.071948
AUT,rev_total,2014,50.096006
AUT,rev_total,2015,50.363125
AUT,rev_total,2016,48.741982
AUT,rev_total,2017,48.706271
AUT,rev_total,2018,49.130897
AUT,rev_total,2019,49.376746
AUT,rev_total,2020,48.866117
AUT,rev_total,2021,50.256176
AUT,rev_total,2022,49.691704
AUT,rev_total,2023,50.101558
AUT,rev_total,2024,51.35978
AZE,rev_total,1994,17.867913
AZE,rev_total,1995,17.571712
AZE,rev_total,1996,17.585989
AZE,rev_total,1997,17.586742
AZE,rev_total,1998,20.352688
AZE,rev_total,1999,18.471984
AZE,rev_total,2000,18.384434
AZE,rev_total,2001,38.548858
AZE,rev_total,2002,42.531871
AZE,rev_total,2003,23.266677
AZE,rev_total,2004,25.99729
AZE,rev_total,2005,25.238777
AZE,rev_total,2006,25.962046
AZE,rev_total,2007,28.404835
AZE,rev_total,2008,48.632837
AZE,rev_total,2009,40.36292
AZE,rev_total,2010,45.789285
AZE,rev_total,2011,44.594261
AZE,rev_total,2012,40.341917
AZE,rev_total,2013,39.422816
AZE,rev_total,2014,39.116531
AZE,rev_total,2015,33.866094
AZE,rev_total,2016,34.255099
AZE,rev_total,2017,34.229227
AZE,rev_total,2018,38.611938
AZE,rev_total,2019,41.474609
AZE,rev_total,2020,33.710725
AZE,rev_total,2021,36.372965
AZE,rev_total,2022,32.139779
AZE,rev_total,2023,40.647534
AZE,rev_total,2024,37.077519
BDI,rev_total,1986,8.2701531
BDI,rev_total,1987,8.2603217
BDI,rev_total,1988,8.7638147
BDI,rev_total,1989,10.402359
BDI,rev_total,1990,17.410846
BDI,rev_total,1991,19.21469
BDI,rev_total,1992,21.948086
BDI,rev_total,1993,22.804598
BDI,rev_total,1994,17.614003
BDI,rev_total,1995,18.401795
BDI,rev_total,1996,15.828748
BDI,rev_total,1997,14.297294
BDI,rev_total,1998,15.506654
BDI,rev_total,1999,15.129269
BDI,rev_total,2000,16.024245
BDI,rev_total,2001,14.878576
BDI,rev_total,2002,17.009351
BDI,rev_total,2003,20.202239
BDI,rev_total,2004,24.368806
BDI,rev_total,2005,22.586735
BDI,rev_total,2006,26.549904
BDI,rev_total,2007,36.454777
BDI,rev_total,2008,38.458431
BDI,rev_total,2009,32.842991
BDI,rev_total,2010,37.206761
BDI,rev_total,2011,38.695616
BDI,rev_total,2012,33.750212
BDI,rev_total,2013,32.870328
BDI,rev_total,2014,24.52942
BDI,rev_total,2015,15.608612
BDI,rev_total,2016,15.462897
BDI,rev_total,2017,19.087089
BDI,rev_total,2018,19.359657
BDI,rev_total,2019,22.399952
BDI,rev_total,2020,23.084211
BDI,rev_total,2021,25.093517
BDI,rev_total,2022,22.929663
BDI,rev_total,2023,20.894675
BDI,rev_total,2024,17.327196
BEL,rev_total,1980,47.31649
BEL,rev_total,1981,47.937671
BEL,rev_total,1982,49.208324
BEL,rev_total,1983,49.607856
BEL,rev_total,1984,50.208406
BEL,rev_total,1985,50.290149
BEL,rev_total,1986,49.572528
BEL,rev_total,1987,49.832768
BEL,rev_total,1988,48.479082
BEL,rev_total,1989,46.562227
BEL,rev_total,1990,47.376337
BEL,rev_total,1991,47.952952
BEL,rev_total,1992,47.491779
BEL,rev_total,1993,49.349207
BEL,rev_total,1994,49.372488
BEL,rev_total,1995,47.669771
BEL,rev_total,1996,48.576822
BEL,rev_total,1997,48.986796
BEL,rev_total,1998,49.459428
BEL,rev_total,1999,49.37695
BEL,rev_total,2000,48.867172
BEL,rev_total,2001,49.152288
BEL,rev_total,2002,49.3883
BEL,rev_total,2003,48.698262
BEL,rev_total,2004,48.599522
BEL,rev_total,2005,48.657386
BEL,rev_total,2006,48.549043
BEL,rev_total,2007,48.137385
BEL,rev_total,2008,49.154951
BEL,rev_total,2009,48.443614
BEL,rev_total,2010,49.182996
BEL,rev_total,2011,50.037149
BEL,rev_total,2012,51.321223
BEL,rev_total,2013,52.158777
BEL,rev_total,2014,51.605496
BEL,rev_total,2015,50.777426
BEL,rev_total,2016,50.215302
BEL,rev_total,2017,50.800098
BEL,rev_total,2018,50.728653
BEL,rev_total,2019,49.131143
BEL,rev_total,2020,48.78303
BEL,rev_total,2021,48.902177
BEL,rev_total,2022,48.613649
BEL,rev_total,2023,49.081352
BEL,rev_total,2024,49.945016
BEN,rev_total,1990,10.886827
BEN,rev_total,1991,10.352753
BEN,rev_total,1992,11.480735
BEN,rev_total,1993,11.570839
BEN,rev_total,1994,11.993313
BEN,rev_total,1995,12.864438
BEN,rev_total,1996,13.17279
BEN,rev_total,1997,13.162789
BEN,rev_total,1998,12.723073
BEN,rev_total,1999,12.690117
BEN,rev_total,2000,11.949255
BEN,rev_total,2001,12.178031
BEN,rev_total,2002,11.954103
BEN,rev_total,2003,12.61387
BEN,rev_total,2004,12.654779
BEN,rev_total,2005,12.615241
BEN,rev_total,2006,12.85928
BEN,rev_total,2007,16.03147
BEN,rev_total,2008,14.508513
BEN,rev_total,2009,14.755794
BEN,rev_total,2010,13.80024
BEN,rev_total,2011,13.746474
BEN,rev_total,2012,14.020368
BEN,rev_total,2013,13.528994
BEN,rev_total,2014,12.574012
BEN,rev_total,2015,12.599727
BEN,rev_total,2016,11.139156
BEN,rev_total,2017,13.507742
BEN,rev_total,2018,13.507639
BEN,rev_total,2019,13.769933
BEN,rev_total,2020,14.389202
BEN,rev_total,2021,14.146136
BEN,rev_total,2022,14.309345
BEN,rev_total,2023,15.040558
BEN,rev_total,2024,14.988943
BFA,rev_total,1985,10.25564
BFA,rev_total,1986,11.21025
BFA,rev_total,1987,13.962037
BFA,rev_total,1988,11.885804
BFA,rev_total,1989,16.147948
BFA,rev_total,1990,10.886524
BFA,rev_total,1991,14.196996
BFA,rev_total,1992,14.240726
BFA,rev_total,1993,14.054273
BFA,rev_total,1994,15.942778
BFA,rev_total,1995,16.789896
BFA,rev_total,1996,18.08601
BFA,rev_total,1997,17.38317
BFA,rev_total,1998,17.14295
BFA,rev_total,1999,18.107381
BFA,rev_total,2000,16.799307
BFA,rev_total,2001,16.102322
BFA,rev_total,2002,15.033892
BFA,rev_total,2003,15.808541
BFA,rev_total,2004,16.06313
BFA,rev_total,2005,15.327439
BFA,rev_total,2006,36.223782
BFA,rev_total,2007,17.82356
BFA,rev_total,2008,14.963253
BFA,rev_total,2009,17.358672
BFA,rev_total,2010,17.596704
BFA,rev_total,2011,18.396613
BFA,rev_total,2012,19.904706
BFA,rev_total,2013,21.712595
BFA,rev_total,2014,19.190308
BFA,rev_total,2015,18.269025
BFA,rev_total,2016,18.550118
BFA,rev_total,2017,19.343087
BFA,rev_total,2018,19.757286
BFA,rev_total,2019,19.961369
BFA,rev_total,2020,19.267536
BFA,rev_total,2021,20.3597
BFA,rev_total,2022,21.969374
BFA,rev_total,2023,22.516014
BFA,rev_total,2024,21.805409
BGD,rev_total,1980,5.0508922
BGD,rev_total,1981,5.1058865
BGD,rev_total,1982,4.9308432
BGD,rev_total,1983,4.833968
BGD,rev_total,1984,4.815621
BGD,rev_total,1985,5.0870634
BGD,rev_total,1986,5.2155221
BGD,rev_total,1987,5.0880155
BGD,rev_total,1988,5.1769788
BGD,rev_total,1989,5.2906111
BGD,rev_total,1990,8.9847035
BGD,rev_total,1991,9.30433
BGD,rev_total,1992,9.1524099
BGD,rev_total,1993,10.165495
BGD,rev_total,1994,10.080542
BGD,rev_total,1995,10.08542
BGD,rev_total,1996,7.7766169
BGD,rev_total,1997,7.948018
BGD,rev_total,1998,7.6239376
BGD,rev_total,1999,7.3079717
BGD,rev_total,2000,7.2600387
BGD,rev_total,2001,7.2905086
BGD,rev_total,2002,8.0508706
BGD,rev_total,2003,8.1943424
BGD,rev_total,2004,7.6769913
BGD,rev_total,2005,7.8643921
BGD,rev_total,2006,7.9793675
BGD,rev_total,2007,7.7628878
BGD,rev_total,2008,8.1749372
BGD,rev_total,2009,7.8959024
BGD,rev_total,2010,8.3677462
BGD,rev_total,2011,8.5696305
BGD,rev_total,2012,9.138724
BGD,rev_total,2013,9.2307462
BGD,rev_total,2014,9.1290858
BGD,rev_total,2015,8.213396
BGD,rev_total,2016,8.4380378
BGD,rev_total,2017,8.0681597
BGD,rev_total,2018,8.8818933
BGD,rev_total,2019,8.1439621
BGD,rev_total,2020,8.4677724
BGD,rev_total,2021,9.3618791
BGD,rev_total,2022,8.917514
BGD,rev_total,2023,8.2081712
BGD,rev_total,2024,8.2754874
BGR,rev_total,1998,61.977303
BGR,rev_total,1999,71.010119
BGR,rev_total,2000,71.437383
BGR,rev_total,2001,70.208553
BGR,rev_total,2002,67.398573
BGR,rev_total,2003,69.954547
BGR,rev_total,2004,70.808558
BGR,rev_total,2005,70.84111
BGR,rev_total,2006,69.866183
BGR,rev_total,2007,70.802014
BGR,rev_total,2008,70.76918
BGR,rev_total,2009,64.378044
BGR,rev_total,2010,60.209541
BGR,rev_total,2011,58.910021
BGR,rev_total,2012,62.75201
BGR,rev_total,2013,65.947527
BGR,rev_total,2014,65.38067
BGR,rev_total,2015,67.583582
BGR,rev_total,2016,67.015261
BGR,rev_total,2017,64.252776
BGR,rev_total,2018,67.617074
BGR,rev_total,2019,68.654605
BGR,rev_total,2020,67.944693
BGR,rev_total,2021,69.725442
BGR,rev_total,2022,71.910345
BGR,rev_total,2023,67.420834
BGR,rev_total,2024,65.068251
BHR,rev_total,1990,25.589917
BHR,rev_total,1991,25.077759
BHR,rev_total,1992,24.002885
BHR,rev_total,1993,23.950245
BHR,rev_total,1994,20.971064
BHR,rev_total,1995,21.088905
BHR,rev_total,1996,22.920048
BHR,rev_total,1997,24.61202
BHR,rev_total,1998,20.203376
BHR,rev_total,1999,22.206223
BHR,rev_total,2000,29.472352
BHR,rev_total,2001,27.237014
BHR,rev_total,2002,27.310426
BHR,rev_total,2003,26.398767
BHR,rev_total,2004,25.239579
BHR,rev_total,2005,26.695775
BHR,rev_total,2006,25.380585
BHR,rev_total,2007,23.92672
BHR,rev_total,2008,26.770888
BHR,rev_total,2009,19.229766
BHR,rev_total,2010,21.787768
BHR,rev_total,2011,25.266871
BHR,rev_total,2012,25.34483
BHR,rev_total,2013,23.40856
BHR,rev_total,2014,23.96273
BHR,rev_total,2015,17.385232
BHR,rev_total,2016,16.694609
BHR,rev_total,2017,17.306455
BHR,rev_total,2018,20.796421
BHR,rev_total,2019,22.665717
BHR,rev_total,2020,17.283923
BHR,rev_total,2021,20.057411
BHR,rev_total,2022,22.383442
BHR,rev_total,2023,19.357127
BHR,rev_total,2024,17.952652
BHS,rev_total,1990,8.758968
BHS,rev_total,1991,9.7127763
BHS,rev_total,1992,9.5758587
BHS,rev_total,1993,10.497361
BHS,rev_total,1994,11.066549
BHS,rev_total,1995,11.429629
BHS,rev_total,1996,11.081448
BHS,rev_total,1997,10.936172
BHS,rev_total,1998,11.189484
BHS,rev_total,1999,10.468193
BHS,rev_total,2000,11.38093
BHS,rev_total,2001,11.520071
BHS,rev_total,2002,9.6550438
BHS,rev_total,2003,10.163407
BHS,rev_total,2004,10.429963
BHS,rev_total,2005,11.231647
BHS,rev_total,2006,12.594151
BHS,rev_total,2007,12.583114
BHS,rev_total,2008,13.573135
BHS,rev_total,2009,13.188512
BHS,rev_total,2010,12.789601
BHS,rev_total,2011,14.221354
BHS,rev_total,2012,13.302732
BHS,rev_total,2013,12.914907
BHS,rev_total,2014,13.011763
BHS,rev_total,2015,14.341341
BHS,rev_total,2016,16.226552
BHS,rev_total,2017,16.550524
BHS,rev_total,2018,15.931929
BHS,rev_total,2019,18.2743
BHS,rev_total,2020,20.213893
BHS,rev_total,2021,15.853096
BHS,rev_total,2022,18.770915
BHS,rev_total,2023,18.186709
BHS,rev_total,2024,19.22898
BIH,rev_total,1998,53.450257
BIH,rev_total,1999,54.720529
BIH,rev_total,2000,51.539491
BIH,rev_total,2001,46.760617
BIH,rev_total,2002,44.44654
BIH,rev_total,2003,46.845039
BIH,rev_total,2004,45.413412
BIH,rev_total,2005,45.272521
BIH,rev_total,2006,46.314312
BIH,rev_total,2007,45.373729
BIH,rev_total,2008,44.55792
BIH,rev_total,2009,43.633488
BIH,rev_total,2010,44.624612
BIH,rev_total,2011,43.654533
BIH,rev_total,2012,44.190998
BIH,rev_total,2013,43.183296
BIH,rev_total,2014,43.311215
BIH,rev_total,2015,42.494323
BIH,rev_total,2016,41.797129
BIH,rev_total,2017,41.770962
BIH,rev_total,2018,42.055199
BIH,rev_total,2019,41.286413
BIH,rev_total,2020,40.71464
BIH,rev_total,2021,40.385516
BIH,rev_total,2022,39.016799
BIH,rev_total,2023,37.983645
BIH,rev_total,2024,37.756775
BLR,rev_total,1996,41.221424
BLR,rev_total,1997,40.003106
BLR,rev_total,1998,44.883737
BLR,rev_total,1999,45.564567
BLR,rev_total,2000,44.32306
BLR,rev_total,2001,37.641843
BLR,rev_total,2002,35.975044
BLR,rev_total,2003,36.792165
BLR,rev_total,2004,36.939134
BLR,rev_total,2005,38.279327
BLR,rev_total,2006,39.504742
BLR,rev_total,2007,41.349847
BLR,rev_total,2008,49.102837
BLR,rev_total,2009,44.470805
BLR,rev_total,2010,40.131912
BLR,rev_total,2011,37.488604
BLR,rev_total,2012,39.252388
BLR,rev_total,2013,39.831081
BLR,rev_total,2014,38.928559
BLR,rev_total,2015,38.806474
BLR,rev_total,2016,39.024134
BLR,rev_total,2017,38.705564
BLR,rev_total,2018,39.64942
BLR,rev_total,2019,38.263026
BLR,rev_total,2020,35.174839
BLR,rev_total,2021,36.530085
BLR,rev_total,2022,35.924825
BLR,rev_total,2023,41.018359
BLR,rev_total,2024,38.980501
BLZ,rev_total,1996,18.143056
BLZ,rev_total,1997,18.122791
BLZ,rev_total,1998,18.229906
BLZ,rev_total,1999,17.079901
BLZ,rev_total,2000,16.477629
BLZ,rev_total,2001,18.622246
BLZ,rev_total,2002,18.971046
BLZ,rev_total,2003,16.147734
BLZ,rev_total,2004,17.181201
BLZ,rev_total,2005,17.697814
BLZ,rev_total,2006,18.897012
BLZ,rev_total,2007,21.870361
BLZ,rev_total,2008,23.029088
BLZ,rev_total,2009,20.716668
BLZ,rev_total,2010,21.400771
BLZ,rev_total,2011,22.417007
BLZ,rev_total,2012,21.832726
BLZ,rev_total,2013,22.599392
BLZ,rev_total,2014,23.092515
BLZ,rev_total,2015,22.804557
BLZ,rev_total,2016,23.188911
BLZ,rev_total,2017,24.188046
BLZ,rev_total,2018,25.564257
BLZ,rev_total,2019,24.629949
BLZ,rev_total,2020,24.586733
BLZ,rev_total,2021,22.442181
BLZ,rev_total,2022,22.356906
BLZ,rev_total,2023,22.927375
BLZ,rev_total,2024,23.899273
BOL,rev_total,2002,23.864417
BOL,rev_total,2003,24.047884
BOL,rev_total,2004,26.412498
BOL,rev_total,2005,30.493148
BOL,rev_total,2006,32.777796
BOL,rev_total,2007,32.753729
BOL,rev_total,2008,32.738694
BOL,rev_total,2009,32.751095
BOL,rev_total,2010,30.749665
BOL,rev_total,2011,32.755673
BOL,rev_total,2012,35.048494
BOL,rev_total,2013,36.735435
BOL,rev_total,2014,37.739563
BOL,rev_total,2015,36.098986
BOL,rev_total,2016,31.275101
BOL,rev_total,2017,29.287608
BOL,rev_total,2018,28.045152
BOL,rev_total,2019,27.014246
BOL,rev_total,2020,23.604634
BOL,rev_total,2021,24.277926
BOL,rev_total,2022,26.339611
BOL,rev_total,2023,25.43066
BOL,rev_total,2024,24.389969
BRA,rev_total,2010,35.962132
BRA,rev_total,2011,36.625928
BRA,rev_total,2012,36.958176
BRA,rev_total,2013,36.358013
BRA,rev_total,2014,35.1515
BRA,rev_total,2015,36.909474
BRA,rev_total,2016,37.51231
BRA,rev_total,2017,36.327653
BRA,rev_total,2018,37.190521
BRA,rev_total,2019,38.18435
BRA,rev_total,2020,34.541534
BRA,rev_total,2021,37.74024
BRA,rev_total,2022,39.480635
BRA,rev_total,2023,37.596855
BRA,rev_total,2024,39.362911
BRB,rev_total,1994,23.751272
BRB,rev_total,1995,24.831071
BRB,rev_total,1996,24.207385
BRB,rev_total,1997,27.095243
BRB,rev_total,1998,25.02796
BRB,rev_total,1999,25.071377
BRB,rev_total,2000,25.743584
BRB,rev_total,2001,26.037638
BRB,rev_total,2002,25.752847
BRB,rev_total,2003,26.766029
BRB,rev_total,2004,25.551844
BRB,rev_total,2005,25.656489
