freq,wst_oper,unit,geo,time,value
A,RCY,PC,SE,2010,47.8
A,RCY,PC,SE,2011,47.0
A,RCY,PC,SE,2012,46.9
A,RCY,PC,SE,2013,48.2
A,RCY,PC,SE,2014,49.3
A,RCY,PC,SE,2015,47.6
A,RCY,PC,SE,2016,48.4
A,RCY,PC,SE,2017,46.8
A,RCY,PC,SE,2018,45.8
A,RCY,PC,SE,2019,46.6
A,RCY,PC,SE,2020,38.3
A,RCY,PC,SE,2021,39.5
A,RCY,PC,SE,2022,39.7
A,RCY,PC,SE,2023,39.4
A,RCY,PC,SE,2024,46.1
A,RCY,PC,SI,2000,6.0
A,RCY,PC,SI,2001,2.7
A,RCY,PC,SI,2002,9.0
A,RCY,PC,SI,2003,12.6
A,RCY,PC,SI,2004,20.4
A,RCY,PC,SI,2005,18.6
A,RCY,PC,SI,2006,15.4
A,RCY,PC,SI,2007,21.9
A,RCY,PC,SI,2008,18.9
A,RCY,PC,SI,2009,19.6
A,RCY,PC,SI,2010,22.4
A,RCY,PC,SI,2011,35.7
A,RCY,PC,SI,2012,42.1
A,RCY,PC,SI,2013,34.8
A,RCY,PC,SI,2014,36.0
A,RCY,PC,SI,2015,54.1
A,RCY,PC,SI,2016,55.5
A,RCY,PC,SI,2017,57.8
A,RCY,PC,SI,2018,58.9
A,RCY,PC,SI,2019,59.2
A,RCY,PC,SI,2020,59.3
A,RCY,PC,SI,2021,60.8
A,RCY,PC,SI,2022,62.6
A,RCY,PC,SI,2023,59.8
A,RCY,PC,SI,2024,62.4
A,RCY,PC,SK,2000,5.2
A,RCY,PC,SK,2001,5.4
A,RCY,PC,SK,2002,4.8
A,RCY,PC,SK,2003,5.6
A,RCY,PC,SK,2004,6.1
A,RCY,PC,SK,2005,2.0
A,RCY,PC,SK,2006,4.0
A,RCY,PC,SK,2007,6.6
A,RCY,PC,SK,2008,7.4
A,RCY,PC,SK,2009,8.3
A,RCY,PC,SK,2010,9.1
A,RCY,PC,SK,2011,10.9
A,RCY,PC,SK,2012,13.4
A,RCY,PC,SK,2013,10.8
A,RCY,PC,SK,2014,10.4
A,RCY,PC,SK,2015,14.9
A,RCY,PC,SK,2016,23.0
A,RCY,PC,SK,2017,29.8
A,RCY,PC,SK,2018,36.3
A,RCY,PC,SK,2019,38.5
A,RCY,PC,SK,2020,45.3
A,RCY,PC,SK,2021,48.9
A,RCY,PC,SK,2022,49.5
A,RCY,PC,SK,2023,50.3
A,RCY,PC,SK,2024,50.7
A,RCY,PC,TR,2016,9.2
A,RCY,PC,TR,2017,9.2
A,RCY,PC,TR,2018,11.5
A,RCY,PC,TR,2019,11.5
A,RCY,PC,TR,2020,12.3
A,RCY,PC,TR,2021,12.3
A,RCY,PC,XK,2020,0.0
A,RCY,PC,XK,2021,2.5
A,RCY,PC,XK,2022,2.6
A,RCY,PC,XK,2023,3.5
A,RCY,PC,XK,2024,0.0
