freq,unit,na_item,geo,time,value
A,CP_PPS_EU27_2020_HAB,B1GQ,ME,2012,10185.3
A,CP_PPS_EU27_2020_HAB,B1GQ,ME,2013,10604.8
A,CP_PPS_EU27_2020_HAB,B1GQ,ME,2014,10949.1
A,CP_PPS_EU27_2020_HAB,B1GQ,ME,2015,11570.4
A,CP_PPS_EU27_2020_HAB,B1GQ,ME,2016,12524.5
A,CP_PPS_EU27_2020_HAB,B1GQ,ME,2017,13295.7
A,CP_PPS_EU27_2020_HAB,B1GQ,ME,2018,14297.5
A,CP_PPS_EU27_2020_HAB,B1GQ,ME,2019,15417.6
A,CP_PPS_EU27_2020_HAB,B1GQ,ME,2020,13175.6
A,CP_PPS_EU27_2020_HAB,B1GQ,ME,2021,15111.4
A,CP_PPS_EU27_2020_HAB,B1GQ,ME,2022,17315.6
A,CP_PPS_EU27_2020_HAB,B1GQ,ME,2023,19902.9
A,CP_PPS_EU27_2020_HAB,B1GQ,ME,2024,21365.0
A,CP_PPS_EU27_2020_HAB,B1GQ,ME,2025,22545.1
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2000,5110.0
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2001,5008.1
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2002,5241.6
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2003,5426.9
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2004,5907.8
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2005,6530.3
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2006,7068.4
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2007,7610.3
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2008,8477.7
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2009,8705.9
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2010,9078.9
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2011,9256.0
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2012,9397.6
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2013,9861.9
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2014,10382.3
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2015,10810.0
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2016,11432.2
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2017,11787.6
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2018,12518.7
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2019,13152.4
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2020,12730.8
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2021,14125.3
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2022,14946.7
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2023,15837.3
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2024,16932.2
A,CP_PPS_EU27_2020_HAB,B1GQ,MK,2025,17842.6
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,1995,11887.3
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,1996,12648.4
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,1997,13195.7
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,1998,13769.1
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,1999,14425.0
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2000,15280.8
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2001,15256.4
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2002,16008.7
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2003,17087.5
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2004,17618.2
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2005,18202.3
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2006,18462.6
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2007,19743.3
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2008,20677.9
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2009,20211.9
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2010,21883.2
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2011,21922.3
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2012,22697.4
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2013,23895.4
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2014,25209.3
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2015,27577.1
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2016,28475.6
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2017,31415.2
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2018,32639.5
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2019,33381.9
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2020,31931.9
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2021,36242.5
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2022,37362.1
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2023,41860.0
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2024,43924.4
A,CP_PPS_EU27_2020_HAB,B1GQ,MT,2025,45701.2
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,1995,19662.6
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,1996,20813.5
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,1997,21803.7
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,1998,23088.0
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,1999,24500.2
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2000,26490.2
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2001,27534.4
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2002,28340.9
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2003,28157.9
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2004,29386.3
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2005,30944.8
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2006,32770.2
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2007,34900.9
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2008,36251.2
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2009,33941.7
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2010,34297.2
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2011,35027.4
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2012,35189.9
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2013,35818.4
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2014,35659.4
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2015,36639.1
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2016,36929.7
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2017,38491.7
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2018,39886.4
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2019,40548.0
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2020,39986.8
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2021,43741.8
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2022,48540.1
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2023,50216.4
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2024,53149.4
A,CP_PPS_EU27_2020_HAB,B1GQ,NL,2025,55152.1
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,1995,20273.6
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,1996,22579.4
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,1997,23738.0
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,1998,23272.0
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,1999,25380.5
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2000,30576.6
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2001,31199.1
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2002,31113.2
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2003,31737.7
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2004,34918.3
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2005,39475.3
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2006,43579.9
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2007,44928.4
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2008,48913.2
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2009,42840.0
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2010,45002.2
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2011,47614.2
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2012,49733.3
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2013,49935.3
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2014,48881.4
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2015,45067.6
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2016,42535.3
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2017,45903.0
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2018,49244.0
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2019,47886.8
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2020,44580.4
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2021,58819.5
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2022,80200.6
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2023,67311.7
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2024,66273.8
A,CP_PPS_EU27_2020_HAB,B1GQ,NO,2025,66164.8
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,1995,6514.3
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,1996,7102.9
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,1997,7572.4
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,1998,8000.0
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,1999,8510.5
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2000,8905.4
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2001,9250.9
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2002,9707.6
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2003,10127.5
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2004,10961.6
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2005,11416.1
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2006,12094.3
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2007,13292.5
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2008,14261.4
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2009,14569.5
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2010,15891.8
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2011,17002.3
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2012,17524.2
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2013,17640.5
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2014,18251.0
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2015,19407.7
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2016,19706.9
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2017,20730.1
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2018,21945.0
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2019,23348.0
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2020,23916.5
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2021,26197.3
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2022,28144.8
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2023,29519.6
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2024,31463.0
A,CP_PPS_EU27_2020_HAB,B1GQ,PL,2025,33816.5
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,1995,12064.0
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,1996,12643.2
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,1997,13210.2
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,1998,13884.9
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,1999,14807.3
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2000,15683.9
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2001,16166.8
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2002,16689.4
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2003,17122.5
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2004,17549.7
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2005,18614.7
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2006,19624.2
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2007,20321.8
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2008,20693.8
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2009,19984.4
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2010,20662.0
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2011,19941.7
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2012,19520.9
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2013,20153.9
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2014,20580.3
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2015,21240.3
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2016,21877.6
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2017,22559.7
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2018,23548.4
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2019,24464.9
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2020,22782.1
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2021,24550.2
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2022,27841.5
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2023,31107.5
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2024,32937.1
A,CP_PPS_EU27_2020_HAB,B1GQ,PT,2025,33825.0
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,1995,4547.0
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,1996,4870.7
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,1997,4657.0
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,1998,4614.2
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,1999,4680.0
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2000,4860.6
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2001,5330.9
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2002,5886.9
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2003,6208.1
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2004,7346.0
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2005,7865.3
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2006,9188.2
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2007,10819.2
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2008,13023.6
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2009,12562.6
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2010,13138.8
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2011,14012.6
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2012,14625.5
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2013,14200.3
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2014,14783.2
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2015,15543.5
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2016,16602.2
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2017,18502.8
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2018,19915.4
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2019,21713.9
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2020,21808.9
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2021,23919.2
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2022,25908.1
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2023,28715.8
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2024,30769.5
A,CP_PPS_EU27_2020_HAB,B1GQ,RO,2025,32353.1
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2000,5328.7
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2001,5631.7
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2002,6200.3
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2003,6588.8
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2004,7121.9
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2005,7697.8
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2006,8320.8
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2007,9226.4
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2008,10183.6
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2009,9842.7
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2010,10084.2
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2011,10655.1
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2012,10712.3
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2013,11005.4
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2014,10963.6
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2015,11178.3
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2016,11430.7
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2017,11873.0
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2018,12524.5
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2019,13389.6
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2020,13423.6
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2021,14930.4
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2022,16138.5
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2023,18600.0
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2024,20593.1
A,CP_PPS_EU27_2020_HAB,B1GQ,RS,2025,21589.7
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,1995,19324.5
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,1996,20290.9
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,1997,20761.0
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,1998,21545.0
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,1999,22979.9
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2000,24617.5
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2001,24788.6
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2002,25399.6
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2003,26106.5
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2004,27624.9
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2005,28021.2
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2006,29948.6
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2007,32231.5
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2008,32526.7
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2009,30274.4
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2010,31764.0
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2011,33037.9
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2012,33390.9
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2013,33278.6
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2014,33570.2
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2015,35062.0
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2016,34881.8
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2017,35296.2
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2018,35915.6
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2019,36994.5
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2020,36665.9
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2021,39670.2
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2022,40905.8
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2023,42508.5
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2024,44772.2
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2025,46407.9
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,1995,11426.7
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,1996,12095.4
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,1997,12762.2
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,1998,13302.1
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,1999,14208.0
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2000,14856.8
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2001,15534.3
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2002,16396.4
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2003,17172.0
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2004,18456.2
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2005,19395.4
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2006,20325.0
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2007,21679.8
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2008,22855.5
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2009,20535.6
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2010,20877.2
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2011,21398.9
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2012,21261.9
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2013,21394.3
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2014,21914.4
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2015,22534.2
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2016,23327.5
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2017,24858.0
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2018,26214.2
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2019,27550.6
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2020,26676.9
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2021,29298.0
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2022,32340.6
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2023,35072.8
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2024,36118.5
A,CP_PPS_EU27_2020_HAB,B1GQ,SI,2025,37689.0
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,1995,7377.2
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,1996,8048.4
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,1997,8480.9
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,1998,8874.2
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,1999,8964.2
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2000,9422.7
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2001,10237.1
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2002,10893.7
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2003,11557.1
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2004,12370.2
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2005,13537.0
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2006,14984.6
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2007,16696.1
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2008,18312.5
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2009,17320.9
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2010,19079.4
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2011,19526.4
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2012,19960.2
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2013,20266.5
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2014,20863.6
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2015,21683.1
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2016,20747.7
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2017,20778.3
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2018,21370.9
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2019,22107.4
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2020,22561.3
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2021,24479.7
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2022,25517.5
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2023,28487.6
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2024,29808.2
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2025,31138.8
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,1995,8519.5
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,1996,9192.0
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,1997,9831.7
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,1998,7439.1
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,1999,7216.1
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2000,7885.3
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2001,7585.9
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2002,7624.3
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2003,7901.3
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2004,8921.7
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2005,9794.6
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2006,10896.3
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2007,11805.0
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2008,12526.6
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2009,11746.5
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2010,13223.2
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2011,14693.2
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2012,15315.2
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2013,16197.4
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2014,17146.3
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2015,18149.0
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2016,17963.7
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2017,18744.7
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2018,18609.6
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2019,18077.9
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2020,17889.0
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2021,19620.1
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2022,23418.1
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2023,25721.4
A,CP_PPS_EU27_2020_HAB,B1GQ,TR,2024,27621.2
