freq,statinfo,unit,rskpovth,sex,age,geo,time,value
A,MED_EI,PC,B_60,T,TOTAL,SK,2012,13.2
A,MED_EI,PC,B_60,T,TOTAL,SK,2013,12.8
A,MED_EI,PC,B_60,T,TOTAL,SK,2014,12.6
A,MED_EI,PC,B_60,T,TOTAL,SK,2015,12.3
A,MED_EI,PC,B_60,T,TOTAL,SK,2016,12.7
A,MED_EI,PC,B_60,T,TOTAL,SK,2017,12.4
A,MED_EI,PC,B_60,T,TOTAL,SK,2018,12.2
A,MED_EI,PC,B_60,T,TOTAL,SK,2019,11.9
A,MED_EI,PC,B_60,T,TOTAL,SK,2020,11.4
A,MED_EI,PC,B_60,T,TOTAL,SK,2021,12.3
A,MED_EI,PC,B_60,T,TOTAL,SK,2022,13.7
A,MED_EI,PC,B_60,T,TOTAL,SK,2023,14.3
A,MED_EI,PC,B_60,T,TOTAL,SK,2024,14.5
A,MED_EI,PC,B_60,T,TOTAL,SK,2025,12.2
A,MED_EI,PC,B_60,T,TOTAL,TR,2002,25.0
A,MED_EI,PC,B_60,T,TOTAL,TR,2006,26.7
A,MED_EI,PC,B_60,T,TOTAL,TR,2007,24.7
A,MED_EI,PC,B_60,T,TOTAL,TR,2008,24.7
A,MED_EI,PC,B_60,T,TOTAL,TR,2009,25.3
A,MED_EI,PC,B_60,T,TOTAL,TR,2010,24.4
A,MED_EI,PC,B_60,T,TOTAL,TR,2011,23.5
A,MED_EI,PC,B_60,T,TOTAL,TR,2012,23.7
A,MED_EI,PC,B_60,T,TOTAL,TR,2013,23.1
A,MED_EI,PC,B_60,T,TOTAL,TR,2014,23.0
A,MED_EI,PC,B_60,T,TOTAL,TR,2015,22.5
A,MED_EI,PC,B_60,T,TOTAL,TR,2016,22.8
A,MED_EI,PC,B_60,T,TOTAL,TR,2017,22.2
A,MED_EI,PC,B_60,T,TOTAL,TR,2018,22.2
A,MED_EI,PC,B_60,T,TOTAL,TR,2019,22.4
A,MED_EI,PC,B_60,T,TOTAL,TR,2020,23.0
A,MED_EI,PC,B_60,T,TOTAL,TR,2021,22.4
A,MED_EI,PC,B_60,T,TOTAL,TR,2022,22.4
A,MED_EI,PC,B_60,T,TOTAL,TR,2023,20.7
A,MED_EI,PC,B_60,T,TOTAL,TR,2024,22.2
A,MED_EI,PC,B_60,T,TOTAL,TR,2025,23.4
A,MED_EI,PC,B_60,T,TOTAL,UK,1995,20.0
A,MED_EI,PC,B_60,T,TOTAL,UK,1996,18.0
A,MED_EI,PC,B_60,T,TOTAL,UK,1997,18.0
A,MED_EI,PC,B_60,T,TOTAL,UK,1998,19.0
A,MED_EI,PC,B_60,T,TOTAL,UK,1999,19.0
A,MED_EI,PC,B_60,T,TOTAL,UK,2000,19.0
A,MED_EI,PC,B_60,T,TOTAL,UK,2001,18.0
A,MED_EI,PC,B_60,T,TOTAL,UK,2002,18.0
A,MED_EI,PC,B_60,T,TOTAL,UK,2005,19.0
A,MED_EI,PC,B_60,T,TOTAL,UK,2006,19.0
A,MED_EI,PC,B_60,T,TOTAL,UK,2007,18.6
A,MED_EI,PC,B_60,T,TOTAL,UK,2008,18.7
A,MED_EI,PC,B_60,T,TOTAL,UK,2009,17.3
A,MED_EI,PC,B_60,T,TOTAL,UK,2010,17.1
A,MED_EI,PC,B_60,T,TOTAL,UK,2011,16.2
A,MED_EI,PC,B_60,T,TOTAL,UK,2012,16.0
A,MED_EI,PC,B_60,T,TOTAL,UK,2013,15.9
A,MED_EI,PC,B_60,T,TOTAL,UK,2014,16.8
A,MED_EI,PC,B_60,T,TOTAL,UK,2015,16.6
A,MED_EI,PC,B_60,T,TOTAL,UK,2016,15.9
A,MED_EI,PC,B_60,T,TOTAL,UK,2017,17.0
A,MED_EI,PC,B_60,T,TOTAL,UK,2018,18.6
A,MED_EI,PC,B_60,T,TOTAL,XK,2018,30.1
A,MED_EI,PC,B_60,T,TOTAL,XK,2019,30.9
