freq,age,unit,sex,geo,time,value
A,Y15-74,PC_ACT,T,SK,2011,13.5
A,Y15-74,PC_ACT,T,SK,2012,13.9
A,Y15-74,PC_ACT,T,SK,2013,14.1
A,Y15-74,PC_ACT,T,SK,2014,13.1
A,Y15-74,PC_ACT,T,SK,2015,11.5
A,Y15-74,PC_ACT,T,SK,2016,9.6
A,Y15-74,PC_ACT,T,SK,2017,8.1
A,Y15-74,PC_ACT,T,SK,2018,6.5
A,Y15-74,PC_ACT,T,SK,2019,5.7
A,Y15-74,PC_ACT,T,SK,2020,6.7
A,Y15-74,PC_ACT,T,SK,2021,6.8
A,Y15-74,PC_ACT,T,SK,2022,6.1
A,Y15-74,PC_ACT,T,SK,2023,5.8
A,Y15-74,PC_ACT,T,SK,2024,5.3
A,Y15-74,PC_ACT,T,SK,2025,5.4
A,Y15-74,PC_ACT,T,TR,2009,12.6
A,Y15-74,PC_ACT,T,TR,2010,10.7
A,Y15-74,PC_ACT,T,TR,2011,8.8
A,Y15-74,PC_ACT,T,TR,2012,8.2
A,Y15-74,PC_ACT,T,TR,2013,8.8
A,Y15-74,PC_ACT,T,TR,2014,9.9
A,Y15-74,PC_ACT,T,TR,2015,10.3
A,Y15-74,PC_ACT,T,TR,2016,10.9
A,Y15-74,PC_ACT,T,TR,2017,10.9
A,Y15-74,PC_ACT,T,TR,2018,10.9
A,Y15-74,PC_ACT,T,TR,2019,13.7
A,Y15-74,PC_ACT,T,TR,2020,13.2
A,Y15-74,PC_ACT,T,TR,2021,12.0
A,Y15-74,PC_ACT,T,TR,2022,10.5
A,Y15-74,PC_ACT,T,TR,2023,9.4
A,Y15-74,PC_ACT,T,TR,2024,8.8
A,Y15-74,PC_ACT,T,TR,2025,8.4
