cod,nombre,anyo,periodo,valor
EAES737,Ambos sexos. Total Nacional. Dato base. Cuartil superior. ,2013,28,28563.69
EAES737,Ambos sexos. Total Nacional. Dato base. Cuartil superior. ,2014,28,28782.7
EAES737,Ambos sexos. Total Nacional. Dato base. Cuartil superior. ,2015,28,29163.66
EAES737,Ambos sexos. Total Nacional. Dato base. Cuartil superior. ,2016,28,29191.56
EAES737,Ambos sexos. Total Nacional. Dato base. Cuartil superior. ,2017,28,29628.64
EAES737,Ambos sexos. Total Nacional. Dato base. Cuartil superior. ,2018,28,30057.33
EAES737,Ambos sexos. Total Nacional. Dato base. Cuartil superior. ,2019,28,30558.45
EAES737,Ambos sexos. Total Nacional. Dato base. Cuartil superior. ,2020,28,31550.01
EAES737,Ambos sexos. Total Nacional. Dato base. Cuartil superior. ,2021,28,32385.45
EAES737,Ambos sexos. Total Nacional. Dato base. Cuartil superior. ,2022,28,33561.62
EAES737,Ambos sexos. Total Nacional. Dato base. Cuartil superior. ,2023,28,34991.64
EAES737,Ambos sexos. Total Nacional. Dato base. Cuartil superior. ,2024,28,36969.61
EAES736,Ambos sexos. Total Nacional. Dato base. Percentil 90. ,2008,28,38558.29
EAES736,Ambos sexos. Total Nacional. Dato base. Percentil 90. ,2009,28,40123.94
EAES736,Ambos sexos. Total Nacional. Dato base. Percentil 90. ,2010,28,40811.42
EAES736,Ambos sexos. Total Nacional. Dato base. Percentil 90. ,2011,28,40680.54
EAES736,Ambos sexos. Total Nacional. Dato base. Percentil 90. ,2012,28,40807.99
EAES736,Ambos sexos. Total Nacional. Dato base. Percentil 90. ,2013,28,41108.4
EAES736,Ambos sexos. Total Nacional. Dato base. Percentil 90. ,2014,28,41350.36
EAES736,Ambos sexos. Total Nacional. Dato base. Percentil 90. ,2015,28,41648.67
EAES736,Ambos sexos. Total Nacional. Dato base. Percentil 90. ,2016,28,41855.38
EAES736,Ambos sexos. Total Nacional. Dato base. Percentil 90. ,2017,28,42454.21
EAES736,Ambos sexos. Total Nacional. Dato base. Percentil 90. ,2018,28,43382.16
EAES736,Ambos sexos. Total Nacional. Dato base. Percentil 90. ,2019,28,44127.12
EAES736,Ambos sexos. Total Nacional. Dato base. Percentil 90. ,2020,28,45359.96
EAES736,Ambos sexos. Total Nacional. Dato base. Percentil 90. ,2021,28,46430.36
EAES736,Ambos sexos. Total Nacional. Dato base. Percentil 90. ,2022,28,48217.21
EAES736,Ambos sexos. Total Nacional. Dato base. Percentil 90. ,2023,28,49836.0
EAES736,Ambos sexos. Total Nacional. Dato base. Percentil 90. ,2024,28,52515.27
EAES735,Ambos sexos. Andalucía. Dato base. Media. ,2008,28,20138.56
EAES735,Ambos sexos. Andalucía. Dato base. Media. ,2009,28,20906.33
EAES735,Ambos sexos. Andalucía. Dato base. Media. ,2010,28,20964.36
EAES735,Ambos sexos. Andalucía. Dato base. Media. ,2011,28,21350.98
EAES735,Ambos sexos. Andalucía. Dato base. Media. ,2012,28,20891.63
EAES735,Ambos sexos. Andalucía. Dato base. Media. ,2013,28,20782.03
EAES735,Ambos sexos. Andalucía. Dato base. Media. ,2014,28,20840.3
EAES735,Ambos sexos. Andalucía. Dato base. Media. ,2015,28,21381.03
EAES735,Ambos sexos. Andalucía. Dato base. Media. ,2016,28,21268.41
EAES735,Ambos sexos. Andalucía. Dato base. Media. ,2017,28,21404.28
EAES735,Ambos sexos. Andalucía. Dato base. Media. ,2018,28,21805.92
EAES735,Ambos sexos. Andalucía. Dato base. Media. ,2019,28,22060.99
EAES735,Ambos sexos. Andalucía. Dato base. Media. ,2020,28,22323.85
EAES735,Ambos sexos. Andalucía. Dato base. Media. ,2021,28,23154.99
EAES735,Ambos sexos. Andalucía. Dato base. Media. ,2022,28,24094.32
EAES735,Ambos sexos. Andalucía. Dato base. Media. ,2023,28,25051.51
EAES735,Ambos sexos. Andalucía. Dato base. Media. ,2024,28,26089.7
EAES734,Ambos sexos. Andalucía. Dato base. Percentil 10. ,2008,28,8153.42
EAES734,Ambos sexos. Andalucía. Dato base. Percentil 10. ,2009,28,7757.16
EAES734,Ambos sexos. Andalucía. Dato base. Percentil 10. ,2010,28,7418.63
EAES734,Ambos sexos. Andalucía. Dato base. Percentil 10. ,2011,28,7440.95
EAES734,Ambos sexos. Andalucía. Dato base. Percentil 10. ,2012,28,7393.08
EAES734,Ambos sexos. Andalucía. Dato base. Percentil 10. ,2013,28,7066.88
EAES734,Ambos sexos. Andalucía. Dato base. Percentil 10. ,2014,28,6741.52
EAES734,Ambos sexos. Andalucía. Dato base. Percentil 10. ,2015,28,7438.69
EAES734,Ambos sexos. Andalucía. Dato base. Percentil 10. ,2016,28,7427.89
EAES734,Ambos sexos. Andalucía. Dato base. Percentil 10. ,2017,28,7836.76
EAES734,Ambos sexos. Andalucía. Dato base. Percentil 10. ,2018,28,7438.62
EAES734,Ambos sexos. Andalucía. Dato base. Percentil 10. ,2019,28,8185.05
EAES734,Ambos sexos. Andalucía. Dato base. Percentil 10. ,2020,28,8336.04
EAES734,Ambos sexos. Andalucía. Dato base. Percentil 10. ,2021,28,9072.77
EAES734,Ambos sexos. Andalucía. Dato base. Percentil 10. ,2022,28,9822.45
EAES734,Ambos sexos. Andalucía. Dato base. Percentil 10. ,2023,28,10276.37
EAES734,Ambos sexos. Andalucía. Dato base. Percentil 10. ,2024,28,10567.11
EAES733,Ambos sexos. Andalucía. Dato base. Cuartil inferior. ,2008,28,12906.0
EAES733,Ambos sexos. Andalucía. Dato base. Cuartil inferior. ,2009,28,12816.46
EAES733,Ambos sexos. Andalucía. Dato base. Cuartil inferior. ,2010,28,12556.13
EAES733,Ambos sexos. Andalucía. Dato base. Cuartil inferior. ,2011,28,12510.79
EAES733,Ambos sexos. Andalucía. Dato base. Cuartil inferior. ,2012,28,12321.3
EAES733,Ambos sexos. Andalucía. Dato base. Cuartil inferior. ,2013,28,12012.54
EAES733,Ambos sexos. Andalucía. Dato base. Cuartil inferior. ,2014,28,11937.48
EAES733,Ambos sexos. Andalucía. Dato base. Cuartil inferior. ,2015,28,12454.33
EAES733,Ambos sexos. Andalucía. Dato base. Cuartil inferior. ,2016,28,12212.29
EAES733,Ambos sexos. Andalucía. Dato base. Cuartil inferior. ,2017,28,12735.0
EAES733,Ambos sexos. Andalucía. Dato base. Cuartil inferior. ,2018,28,12408.06
EAES733,Ambos sexos. Andalucía. Dato base. Cuartil inferior. ,2019,28,13112.86
EAES733,Ambos sexos. Andalucía. Dato base. Cuartil inferior. ,2020,28,13312.61
EAES733,Ambos sexos. Andalucía. Dato base. Cuartil inferior. ,2021,28,14119.33
EAES733,Ambos sexos. Andalucía. Dato base. Cuartil inferior. ,2022,28,14540.28
EAES733,Ambos sexos. Andalucía. Dato base. Cuartil inferior. ,2023,28,15161.57
EAES733,Ambos sexos. Andalucía. Dato base. Cuartil inferior. ,2024,28,15876.0
EAES732,Ambos sexos. Andalucía. Dato base. Mediana. ,2008,28,17371.95
EAES732,Ambos sexos. Andalucía. Dato base. Mediana. ,2009,28,17866.08
EAES732,Ambos sexos. Andalucía. Dato base. Mediana. ,2010,28,17565.81
EAES732,Ambos sexos. Andalucía. Dato base. Mediana. ,2011,28,18193.56
EAES732,Ambos sexos. Andalucía. Dato base. Mediana. ,2012,28,17910.11
EAES732,Ambos sexos. Andalucía. Dato base. Mediana. ,2013,28,17722.42
EAES732,Ambos sexos. Andalucía. Dato base. Mediana. ,2014,28,18034.03
EAES732,Ambos sexos. Andalucía. Dato base. Mediana. ,2015,28,18101.7
EAES732,Ambos sexos. Andalucía. Dato base. Mediana. ,2016,28,18051.91
EAES732,Ambos sexos. Andalucía. Dato base. Mediana. ,2017,28,18251.94
EAES732,Ambos sexos. Andalucía. Dato base. Mediana. ,2018,28,18317.19
EAES732,Ambos sexos. Andalucía. Dato base. Mediana. ,2019,28,18671.83
EAES732,Ambos sexos. Andalucía. Dato base. Mediana. ,2020,28,18766.66
EAES732,Ambos sexos. Andalucía. Dato base. Mediana. ,2021,28,19522.21
EAES732,Ambos sexos. Andalucía. Dato base. Mediana. ,2022,28,19883.6
EAES732,Ambos sexos. Andalucía. Dato base. Mediana. ,2023,28,20863.77
EAES732,Ambos sexos. Andalucía. Dato base. Mediana. ,2024,28,21557.4
EAES731,Ambos sexos. Andalucía. Dato base. Cuartil superior. ,2008,28,24537.31
