mes,indice,keyword,fecha_descarga
2014-04-20,47.332082551594745,comprar piso,2026-07-19
2014-04-27,43.10600375234522,comprar piso,2026-07-19
2014-05-04,41.4155722326454,comprar piso,2026-07-19
2014-05-11,43.951219512195124,comprar piso,2026-07-19
2014-05-18,48.17729831144465,comprar piso,2026-07-19
2014-05-25,43.951219512195124,comprar piso,2026-07-19
2014-06-01,43.10600375234522,comprar piso,2026-07-19
2014-06-08,44.796435272045024,comprar piso,2026-07-19
2014-06-15,41.4155722326454,comprar piso,2026-07-19
2014-06-22,43.10600375234522,comprar piso,2026-07-19
2014-06-29,42.26078799249531,comprar piso,2026-07-19
2014-07-06,45.64165103189493,comprar piso,2026-07-19
2014-07-13,48.17729831144465,comprar piso,2026-07-19
2014-07-20,49.867729831144466,comprar piso,2026-07-19
2014-07-27,49.02251407129456,comprar piso,2026-07-19
2014-08-03,52.40337711069418,comprar piso,2026-07-19
2014-08-10,49.867729831144466,comprar piso,2026-07-19
2014-08-17,54.9390243902439,comprar piso,2026-07-19
2014-08-24,59.16510318949343,comprar piso,2026-07-19
2014-08-31,54.9390243902439,comprar piso,2026-07-19
2014-09-07,57.47467166979362,comprar piso,2026-07-19
2014-09-14,51.55816135084427,comprar piso,2026-07-19
2014-09-21,53.24859287054409,comprar piso,2026-07-19
2014-09-28,43.951219512195124,comprar piso,2026-07-19
2014-10-05,47.332082551594745,comprar piso,2026-07-19
2014-10-12,45.64165103189493,comprar piso,2026-07-19
2014-10-19,50.712945590994366,comprar piso,2026-07-19
2014-10-26,48.17729831144465,comprar piso,2026-07-19
2014-11-02,47.332082551594745,comprar piso,2026-07-19
2014-11-09,42.26078799249531,comprar piso,2026-07-19
2014-11-16,48.17729831144465,comprar piso,2026-07-19
2014-11-23,41.4155722326454,comprar piso,2026-07-19
2014-11-30,42.26078799249531,comprar piso,2026-07-19
2014-12-07,44.796435272045024,comprar piso,2026-07-19
2014-12-14,42.26078799249531,comprar piso,2026-07-19
2014-12-21,40.570356472795496,comprar piso,2026-07-19
2014-12-28,52.40337711069418,comprar piso,2026-07-19
2015-01-04,49.867729831144466,comprar piso,2026-07-19
2015-01-11,52.40337711069418,comprar piso,2026-07-19
2015-01-18,53.24859287054409,comprar piso,2026-07-19
2015-01-25,58.31988742964352,comprar piso,2026-07-19
2015-02-01,51.55816135084427,comprar piso,2026-07-19
2015-02-08,54.9390243902439,comprar piso,2026-07-19
2015-02-15,57.47467166979362,comprar piso,2026-07-19
2015-02-22,54.093808630393994,comprar piso,2026-07-19
2015-03-01,52.40337711069418,comprar piso,2026-07-19
2015-03-08,57.47467166979362,comprar piso,2026-07-19
2015-03-15,59.16510318949343,comprar piso,2026-07-19
2015-03-22,50.712945590994366,comprar piso,2026-07-19
2015-03-29,54.093808630393994,comprar piso,2026-07-19
2015-04-05,55.78424015009381,comprar piso,2026-07-19
2015-04-12,54.9390243902439,comprar piso,2026-07-19
2015-04-19,54.093808630393994,comprar piso,2026-07-19
2015-04-26,51.55816135084427,comprar piso,2026-07-19
2015-05-03,54.093808630393994,comprar piso,2026-07-19
2015-05-10,54.093808630393994,comprar piso,2026-07-19
2015-05-17,52.40337711069418,comprar piso,2026-07-19
2015-05-24,50.712945590994366,comprar piso,2026-07-19
2015-05-31,50.712945590994366,comprar piso,2026-07-19
2015-06-07,49.867729831144466,comprar piso,2026-07-19
2015-06-14,50.712945590994366,comprar piso,2026-07-19
2015-06-21,56.629455909943715,comprar piso,2026-07-19
2015-06-28,52.40337711069418,comprar piso,2026-07-19
2015-07-05,51.55816135084427,comprar piso,2026-07-19
2015-07-12,51.55816135084427,comprar piso,2026-07-19
2015-07-19,60.010318949343336,comprar piso,2026-07-19
2015-07-26,56.629455909943715,comprar piso,2026-07-19
2015-08-02,59.16510318949343,comprar piso,2026-07-19
2015-08-09,58.31988742964352,comprar piso,2026-07-19
2015-08-16,59.16510318949343,comprar piso,2026-07-19
2015-08-23,61.70075046904315,comprar piso,2026-07-19
2015-08-30,61.70075046904315,comprar piso,2026-07-19
2015-09-06,54.9390243902439,comprar piso,2026-07-19
2015-09-13,56.629455909943715,comprar piso,2026-07-19
2015-09-20,56.629455909943715,comprar piso,2026-07-19
2015-09-27,51.55816135084427,comprar piso,2026-07-19
2015-10-04,60.010318949343336,comprar piso,2026-07-19
2015-10-11,55.78424015009381,comprar piso,2026-07-19
2015-10-18,59.16510318949343,comprar piso,2026-07-19
2015-10-25,58.31988742964352,comprar piso,2026-07-19
2015-11-01,54.093808630393994,comprar piso,2026-07-19
2015-11-08,57.47467166979362,comprar piso,2026-07-19
2015-11-15,54.093808630393994,comprar piso,2026-07-19
2015-11-22,53.24859287054409,comprar piso,2026-07-19
2015-11-29,49.867729831144466,comprar piso,2026-07-19
2015-12-06,55.78424015009381,comprar piso,2026-07-19
2015-12-13,52.40337711069418,comprar piso,2026-07-19
2015-12-20,49.02251407129456,comprar piso,2026-07-19
2015-12-27,55.78424015009381,comprar piso,2026-07-19
2016-01-03,64.23639774859286,comprar piso,2026-07-19
2016-01-10,66.77204502814259,comprar piso,2026-07-19
2016-01-17,71.84333958724203,comprar piso,2026-07-19
2016-01-24,72.68855534709193,comprar piso,2026-07-19
2016-01-31,71.84333958724203,comprar piso,2026-07-19
2016-02-07,71.84333958724203,comprar piso,2026-07-19
2016-02-14,68.4624765478424,comprar piso,2026-07-19
2016-02-21,72.68855534709193,comprar piso,2026-07-19
2016-02-28,70.15290806754221,comprar piso,2026-07-19
2016-03-06,71.84333958724203,comprar piso,2026-07-19
2016-03-13,67.61726078799249,comprar piso,2026-07-19
2016-03-20,65.92682926829268,comprar piso,2026-07-19
2016-03-27,73.53377110694184,comprar piso,2026-07-19
2016-04-03,70.15290806754221,comprar piso,2026-07-19
2016-04-10,66.77204502814259,comprar piso,2026-07-19
2016-04-17,65.08161350844277,comprar piso,2026-07-19
2016-04-24,65.08161350844277,comprar piso,2026-07-19
2016-05-01,62.54596622889306,comprar piso,2026-07-19
2016-05-08,63.391181988742964,comprar piso,2026-07-19
2016-05-15,68.4624765478424,comprar piso,2026-07-19
2016-05-22,67.61726078799249,comprar piso,2026-07-19
2016-05-29,65.92682926829268,comprar piso,2026-07-19
2016-06-05,60.010318949343336,comprar piso,2026-07-19
2016-06-12,60.010318949343336,comprar piso,2026-07-19
2016-06-19,58.31988742964352,comprar piso,2026-07-19
2016-06-26,54.093808630393994,comprar piso,2026-07-19
2016-07-03,62.54596622889306,comprar piso,2026-07-19
2016-07-10,59.16510318949343,comprar piso,2026-07-19
2016-07-17,60.85553470919324,comprar piso,2026-07-19
2016-07-24,65.08161350844277,comprar piso,2026-07-19
2016-07-31,70.15290806754221,comprar piso,2026-07-19
2016-08-07,70.15290806754221,comprar piso,2026-07-19
2016-08-14,73.53377110694184,comprar piso,2026-07-19
2016-08-21,74.37898686679173,comprar piso,2026-07-19
2016-08-28,84.52157598499062,comprar piso,2026-07-19
2016-09-04,79.45028142589118,comprar piso,2026-07-19
2016-09-11,67.61726078799249,comprar piso,2026-07-19
2016-09-18,74.37898686679173,comprar piso,2026-07-19
2016-09-25,73.53377110694184,comprar piso,2026-07-19
2016-10-02,72.68855534709193,comprar piso,2026-07-19
2016-10-09,73.53377110694184,comprar piso,2026-07-19
2016-10-16,69.3076923076923,comprar piso,2026-07-19
2016-10-23,69.3076923076923,comprar piso,2026-07-19
2016-10-30,76.06941838649155,comprar piso,2026-07-19
2016-11-06,68.4624765478424,comprar piso,2026-07-19
2016-11-13,73.53377110694184,comprar piso,2026-07-19
2016-11-20,63.391181988742964,comprar piso,2026-07-19
2016-11-27,60.010318949343336,comprar piso,2026-07-19
2016-12-04,63.391181988742964,comprar piso,2026-07-19
2016-12-11,60.010318949343336,comprar piso,2026-07-19
2016-12-18,50.712945590994366,comprar piso,2026-07-19
2016-12-25,66.77204502814259,comprar piso,2026-07-19
2017-01-01,71.84333958724203,comprar piso,2026-07-19
2017-01-08,78.61963835155593,comprar piso,2026-07-19
2017-01-15,81.03870414698842,comprar piso,2026-07-19
2017-01-22,81.03870414698842,comprar piso,2026-07-19
2017-01-29,81.03870414698842,comprar piso,2026-07-19
2017-02-05,82.24823704470467,comprar piso,2026-07-19
2017-02-12,82.24823704470467,comprar piso,2026-07-19
2017-02-19,87.08636863556966,comprar piso,2026-07-19
2017-02-26,81.03870414698842,comprar piso,2026-07-19
2017-03-05,84.66730284013717,comprar piso,2026-07-19
2017-03-12,84.66730284013717,comprar piso,2026-07-19
2017-03-19,87.08636863556966,comprar piso,2026-07-19
2017-03-26,84.66730284013717,comprar piso,2026-07-19
2017-04-02,76.20057255612345,comprar piso,2026-07-19
2017-04-09,68.94337516982597,comprar piso,2026-07-19
2017-04-16,83.45776994242091,comprar piso,2026-07-19
2017-04-23,73.78150676069096,comprar piso,2026-07-19
2017-04-30,79.82917124927218,comprar piso,2026-07-19
2017-05-07,79.82917124927218,comprar piso,2026-07-19
2017-05-14,78.61963835155593,comprar piso,2026-07-19
2017-05-21,82.24823704470467,comprar piso,2026-07-19
2017-05-28,68.94337516982597,comprar piso,2026-07-19
2017-06-04,77.41010545383969,comprar piso,2026-07-19
2017-06-11,85.87683573785341,comprar piso,2026-07-19
2017-06-18,73.78150676069096,comprar piso,2026-07-19
2017-06-25,74.9910396584072,comprar piso,2026-07-19
2017-07-02,72.57197386297472,comprar piso,2026-07-19
2017-07-09,85.87683573785341,comprar piso,2026-07-19
2017-07-16,89.50543443100214,comprar piso,2026-07-19
2017-07-23,85.87683573785341,comprar piso,2026-07-19
2017-07-30,87.08636863556966,comprar piso,2026-07-19
2017-08-06,94.34356602186712,comprar piso,2026-07-19
2017-08-13,79.82917124927218,comprar piso,2026-07-19
2017-08-20,87.08636863556966,comprar piso,2026-07-19
2017-08-27,91.92450022643463,comprar piso,2026-07-19
2017-09-03,87.08636863556966,comprar piso,2026-07-19
2017-09-10,87.08636863556966,comprar piso,2026-07-19
2017-09-17,85.87683573785341,comprar piso,2026-07-19
2017-09-24,88.2959015332859,comprar piso,2026-07-19
2017-10-01,83.45776994242091,comprar piso,2026-07-19
2017-10-08,82.24823704470467,comprar piso,2026-07-19
2017-10-15,81.03870414698842,comprar piso,2026-07-19
2017-10-22,78.61963835155593,comprar piso,2026-07-19
2017-10-29,83.45776994242091,comprar piso,2026-07-19
2017-11-05,79.82917124927218,comprar piso,2026-07-19
2017-11-12,85.87683573785341,comprar piso,2026-07-19
2017-11-19,81.03870414698842,comprar piso,2026-07-19
2017-11-26,73.78150676069096,comprar piso,2026-07-19
2017-12-03,73.78150676069096,comprar piso,2026-07-19
2017-12-10,77.41010545383969,comprar piso,2026-07-19
2017-12-17,66.52430937439348,comprar piso,2026-07-19
2017-12-24,85.87683573785341,comprar piso,2026-07-19
2017-12-31,84.66730284013717,comprar piso,2026-07-19
2018-01-07,96.76263181729962,comprar piso,2026-07-19
2018-01-14,104.01982920359708,comprar piso,2026-07-19
2018-01-21,104.01982920359708,comprar piso,2026-07-19
2018-01-28,96.76263181729962,comprar piso,2026-07-19
2018-02-04,97.97216471501586,comprar piso,2026-07-19
2018-02-11,100.39123051044835,comprar piso,2026-07-19
2018-02-18,112.4865594876108,comprar piso,2026-07-19
2018-02-25,105.22936210131333,comprar piso,2026-07-19
2018-03-04,101.6007634081646,comprar piso,2026-07-19
2018-03-11,99.18169761273211,comprar piso,2026-07-19
2018-03-18,96.76263181729962,comprar piso,2026-07-19
2018-03-25,93.13403312415087,comprar piso,2026-07-19
2018-04-01,94.34356602186712,comprar piso,2026-07-19
2018-04-08,84.66730284013717,comprar piso,2026-07-19
2018-04-15,105.22936210131333,comprar piso,2026-07-19
2018-04-22,105.22936210131333,comprar piso,2026-07-19
2018-04-29,102.81029630588084,comprar piso,2026-07-19
2018-05-06,97.97216471501586,comprar piso,2026-07-19
2018-05-13,97.97216471501586,comprar piso,2026-07-19
2018-05-20,96.76263181729962,comprar piso,2026-07-19
2018-05-27,91.92450022643463,comprar piso,2026-07-19
2018-06-03,81.03870414698842,comprar piso,2026-07-19
2018-06-10,87.08636863556966,comprar piso,2026-07-19
2018-06-17,82.24823704470467,comprar piso,2026-07-19
2018-06-24,82.24823704470467,comprar piso,2026-07-19
2018-07-01,79.82917124927218,comprar piso,2026-07-19
2018-07-08,90.71496732871839,comprar piso,2026-07-19
2018-07-15,96.76263181729962,comprar piso,2026-07-19
2018-07-22,95.55309891958336,comprar piso,2026-07-19
2018-07-29,88.2959015332859,comprar piso,2026-07-19
2018-08-05,88.2959015332859,comprar piso,2026-07-19
2018-08-12,97.97216471501586,comprar piso,2026-07-19
2018-08-19,101.6007634081646,comprar piso,2026-07-19
2018-08-26,104.01982920359708,comprar piso,2026-07-19
2018-09-02,105.22936210131333,comprar piso,2026-07-19
2018-09-09,97.97216471501586,comprar piso,2026-07-19
2018-09-16,101.6007634081646,comprar piso,2026-07-19
2018-09-23,99.18169761273211,comprar piso,2026-07-19
2018-09-30,97.97216471501586,comprar piso,2026-07-19
2018-10-07,93.13403312415087,comprar piso,2026-07-19
2018-10-14,89.50543443100214,comprar piso,2026-07-19
2018-10-21,90.71496732871839,comprar piso,2026-07-19
2018-10-28,77.41010545383969,comprar piso,2026-07-19
2018-11-04,94.34356602186712,comprar piso,2026-07-19
2018-11-11,88.2959015332859,comprar piso,2026-07-19
2018-11-18,82.24823704470467,comprar piso,2026-07-19
2018-11-25,81.03870414698842,comprar piso,2026-07-19
2018-12-02,84.66730284013717,comprar piso,2026-07-19
2018-12-09,78.61963835155593,comprar piso,2026-07-19
2018-12-16,77.41010545383969,comprar piso,2026-07-19
2018-12-23,84.66730284013717,comprar piso,2026-07-19
2018-12-30,100.39123051044835,comprar piso,2026-07-19
2019-01-06,99.18169761273211,comprar piso,2026-07-19
2019-01-13,102.81029630588084,comprar piso,2026-07-19
2019-01-20,101.6007634081646,comprar piso,2026-07-19
2019-01-27,104.01982920359708,comprar piso,2026-07-19
2019-02-03,111.27702658989456,comprar piso,2026-07-19
2019-02-10,107.64842789674582,comprar piso,2026-07-19
2019-02-17,107.64842789674582,comprar piso,2026-07-19
2019-02-24,100.39123051044835,comprar piso,2026-07-19
2019-03-03,106.43889499902957,comprar piso,2026-07-19
2019-03-10,106.43889499902957,comprar piso,2026-07-19
2019-03-17,106.43889499902957,comprar piso,2026-07-19
2019-03-24,112.4865594876108,comprar piso,2026-07-19
2019-03-31,100.39123051044835,comprar piso,2026-07-19
2019-04-07,97.97216471501586,comprar piso,2026-07-19
2019-04-14,90.71496732871839,comprar piso,2026-07-19
2019-04-21,89.50543443100214,comprar piso,2026-07-19
2019-04-28,89.50543443100214,comprar piso,2026-07-19
2019-05-05,88.2959015332859,comprar piso,2026-07-19
2019-05-12,84.66730284013717,comprar piso,2026-07-19
2019-05-19,87.08636863556966,comprar piso,2026-07-19
2019-05-26,90.71496732871839,comprar piso,2026-07-19
2019-06-02,88.2959015332859,comprar piso,2026-07-19
2019-06-09,85.87683573785341,comprar piso,2026-07-19
2019-06-16,87.08636863556966,comprar piso,2026-07-19
2019-06-23,83.45776994242091,comprar piso,2026-07-19
2019-06-30,87.08636863556966,comprar piso,2026-07-19
2019-07-07,84.66730284013717,comprar piso,2026-07-19
2019-07-14,93.13403312415087,comprar piso,2026-07-19
2019-07-21,95.55309891958336,comprar piso,2026-07-19
2019-07-28,105.22936210131333,comprar piso,2026-07-19
2019-08-04,99.18169761273211,comprar piso,2026-07-19
2019-08-11,101.6007634081646,comprar piso,2026-07-19
2019-08-18,106.43889499902957,comprar piso,2026-07-19
2019-08-25,114.90562528304329,comprar piso,2026-07-19
2019-09-01,100.39123051044835,comprar piso,2026-07-19
2019-09-08,96.76263181729962,comprar piso,2026-07-19
2019-09-15,91.92450022643463,comprar piso,2026-07-19
2019-09-22,95.55309891958336,comprar piso,2026-07-19
2019-09-29,95.55309891958336,comprar piso,2026-07-19
2019-10-06,96.76263181729962,comprar piso,2026-07-19
2019-10-13,89.50543443100214,comprar piso,2026-07-19
2019-10-20,83.45776994242091,comprar piso,2026-07-19
2019-10-27,91.92450022643463,comprar piso,2026-07-19
2019-11-03,93.13403312415087,comprar piso,2026-07-19
2019-11-10,84.66730284013717,comprar piso,2026-07-19
2019-11-17,88.2959015332859,comprar piso,2026-07-19
2019-11-24,79.82917124927218,comprar piso,2026-07-19
2019-12-01,79.82917124927218,comprar piso,2026-07-19
2019-12-08,82.24823704470467,comprar piso,2026-07-19
2019-12-15,77.41010545383969,comprar piso,2026-07-19
2019-12-22,82.24823704470467,comprar piso,2026-07-19
2019-12-29,93.13403312415087,comprar piso,2026-07-19
2020-01-05,91.92450022643463,comprar piso,2026-07-19
2020-01-12,106.43889499902957,comprar piso,2026-07-19
2020-01-19,99.18169761273211,comprar piso,2026-07-19
2020-01-26,108.85796079446206,comprar piso,2026-07-19
2020-02-02,110.06749369217832,comprar piso,2026-07-19
2020-02-09,102.81029630588084,comprar piso,2026-07-19
2020-02-16,116.11515818075954,comprar piso,2026-07-19
2020-02-23,102.81029630588084,comprar piso,2026-07-19
2020-03-01,94.34356602186712,comprar piso,2026-07-19
2020-03-08,71.36244096525847,comprar piso,2026-07-19
2020-03-15,42.333651420068584,comprar piso,2026-07-19
2020-03-22,43.54318431778483,comprar piso,2026-07-19
2020-03-29,50.8003817040823,comprar piso,2026-07-19
2020-04-05,68.94337516982597,comprar piso,2026-07-19
2020-04-12,66.52430937439348,comprar piso,2026-07-19
2020-04-19,62.89571068124475,comprar piso,2026-07-19
2020-04-26,77.41010545383969,comprar piso,2026-07-19
2020-05-03,78.61963835155593,comprar piso,2026-07-19
2020-05-10,79.82917124927218,comprar piso,2026-07-19
2020-05-17,90.71496732871839,comprar piso,2026-07-19
2020-05-24,105.22936210131333,comprar piso,2026-07-19
2020-05-31,104.01982920359708,comprar piso,2026-07-19
2020-06-07,111.27702658989456,comprar piso,2026-07-19
2020-06-14,108.85796079446206,comprar piso,2026-07-19
2020-06-21,104.01982920359708,comprar piso,2026-07-19
2020-06-28,119.74375687390827,comprar piso,2026-07-19
2020-07-05,113.69609238532705,comprar piso,2026-07-19
2020-07-12,110.06749369217832,comprar piso,2026-07-19
2020-07-19,117.32469107847578,comprar piso,2026-07-19
2020-07-26,120.95328977162451,comprar piso,2026-07-19
2020-08-02,114.90562528304329,comprar piso,2026-07-19
2020-08-09,119.74375687390827,comprar piso,2026-07-19
2020-08-16,119.74375687390827,comprar piso,2026-07-19
2020-08-23,120.95328977162451,comprar piso,2026-07-19
2020-08-30,110.06749369217832,comprar piso,2026-07-19
2020-09-06,119.74375687390827,comprar piso,2026-07-19
2020-09-13,108.85796079446206,comprar piso,2026-07-19
2020-09-20,102.81029630588084,comprar piso,2026-07-19
2020-09-27,100.39123051044835,comprar piso,2026-07-19
2020-10-04,100.39123051044835,comprar piso,2026-07-19
2020-10-11,105.22936210131333,comprar piso,2026-07-19
2020-10-18,104.01982920359708,comprar piso,2026-07-19
2020-10-25,87.08636863556966,comprar piso,2026-07-19
2020-11-01,89.50543443100214,comprar piso,2026-07-19
2020-11-08,99.18169761273211,comprar piso,2026-07-19
2020-11-15,105.22936210131333,comprar piso,2026-07-19
2020-11-22,84.66730284013717,comprar piso,2026-07-19
2020-11-29,89.50543443100214,comprar piso,2026-07-19
2020-12-06,91.92450022643463,comprar piso,2026-07-19
2020-12-13,90.71496732871839,comprar piso,2026-07-19
2020-12-20,84.66730284013717,comprar piso,2026-07-19
2020-12-27,104.01982920359708,comprar piso,2026-07-19
2021-01-03,101.33782147387845,comprar piso,2026-07-19
2021-01-10,105.04530274731303,comprar piso,2026-07-19
2021-01-17,114.9319194764719,comprar piso,2026-07-19
2021-01-24,114.9319194764719,comprar piso,2026-07-19
2021-01-31,122.34688202334107,comprar piso,2026-07-19
2021-02-07,122.34688202334107,comprar piso,2026-07-19
2021-02-14,122.34688202334107,comprar piso,2026-07-19
2021-02-21,121.1110549321962,comprar piso,2026-07-19
2021-02-28,123.58270911448592,comprar piso,2026-07-19
2021-03-07,119.87522784105134,comprar piso,2026-07-19
2021-03-14,112.4602652941822,comprar piso,2026-07-19
2021-03-21,108.75278402074761,comprar piso,2026-07-19
2021-03-28,116.16774656761677,comprar piso,2026-07-19
2021-04-04,106.2811298384579,comprar piso,2026-07-19
2021-04-11,107.51695692960276,comprar piso,2026-07-19
2021-04-18,106.2811298384579,comprar piso,2026-07-19
2021-04-25,105.04530274731303,comprar piso,2026-07-19
2021-05-02,101.33782147387845,comprar piso,2026-07-19
2021-05-09,105.04530274731303,comprar piso,2026-07-19
2021-05-16,101.33782147387845,comprar piso,2026-07-19
2021-05-23,101.33782147387845,comprar piso,2026-07-19
2021-05-30,98.86616729158874,comprar piso,2026-07-19
2021-06-06,100.1019943827336,comprar piso,2026-07-19
2021-06-13,96.39451310929903,comprar piso,2026-07-19
2021-06-20,100.1019943827336,comprar piso,2026-07-19
2021-06-27,88.97955056242986,comprar piso,2026-07-19
2021-07-04,88.97955056242986,comprar piso,2026-07-19
2021-07-11,100.1019943827336,comprar piso,2026-07-19
2021-07-18,101.33782147387845,comprar piso,2026-07-19
2021-07-25,97.63034020044388,comprar piso,2026-07-19
2021-08-01,101.33782147387845,comprar piso,2026-07-19
2021-08-08,109.98861111189247,comprar piso,2026-07-19
2021-08-15,117.40357365876163,comprar piso,2026-07-19
2021-08-22,117.40357365876163,comprar piso,2026-07-19
2021-08-29,108.75278402074761,comprar piso,2026-07-19
2021-09-05,108.75278402074761,comprar piso,2026-07-19
2021-09-12,116.16774656761677,comprar piso,2026-07-19
2021-09-19,90.21537765357472,comprar piso,2026-07-19
2021-09-26,103.80947565616817,comprar piso,2026-07-19
2021-10-03,98.86616729158874,comprar piso,2026-07-19
2021-10-10,101.33782147387845,comprar piso,2026-07-19
2021-10-17,97.63034020044388,comprar piso,2026-07-19
2021-10-24,92.68703183586445,comprar piso,2026-07-19
2021-10-31,98.86616729158874,comprar piso,2026-07-19
2021-11-07,93.9228589270093,comprar piso,2026-07-19
2021-11-14,91.45120474471958,comprar piso,2026-07-19
2021-11-21,80.32876092441585,comprar piso,2026-07-19
2021-11-28,80.32876092441585,comprar piso,2026-07-19
2021-12-05,88.97955056242986,comprar piso,2026-07-19
2021-12-12,86.50789638014015,comprar piso,2026-07-19
2021-12-19,79.09293383327099,comprar piso,2026-07-19
2021-12-26,108.75278402074761,comprar piso,2026-07-19
2022-01-02,97.63034020044388,comprar piso,2026-07-19
2022-01-09,102.57364856502332,comprar piso,2026-07-19
2022-01-16,107.51695692960276,comprar piso,2026-07-19
2022-01-23,121.1110549321962,comprar piso,2026-07-19
2022-01-30,108.75278402074761,comprar piso,2026-07-19
2022-02-06,118.63940074990649,comprar piso,2026-07-19
2022-02-13,106.2811298384579,comprar piso,2026-07-19
2022-02-20,105.04530274731303,comprar piso,2026-07-19
2022-02-27,108.75278402074761,comprar piso,2026-07-19
2022-03-06,106.2811298384579,comprar piso,2026-07-19
2022-03-13,103.80947565616817,comprar piso,2026-07-19
2022-03-20,108.75278402074761,comprar piso,2026-07-19
2022-03-27,108.75278402074761,comprar piso,2026-07-19
2022-04-03,106.2811298384579,comprar piso,2026-07-19
2022-04-10,106.2811298384579,comprar piso,2026-07-19
2022-04-17,102.57364856502332,comprar piso,2026-07-19
2022-04-24,98.86616729158874,comprar piso,2026-07-19
2022-05-01,101.33782147387845,comprar piso,2026-07-19
2022-05-08,100.1019943827336,comprar piso,2026-07-19
2022-05-15,106.2811298384579,comprar piso,2026-07-19
2022-05-22,101.33782147387845,comprar piso,2026-07-19
2022-05-29,106.2811298384579,comprar piso,2026-07-19
2022-06-05,106.2811298384579,comprar piso,2026-07-19
2022-06-12,98.86616729158874,comprar piso,2026-07-19
2022-06-19,97.63034020044388,comprar piso,2026-07-19
2022-06-26,101.33782147387845,comprar piso,2026-07-19
2022-07-03,100.1019943827336,comprar piso,2026-07-19
2022-07-10,101.33782147387845,comprar piso,2026-07-19
2022-07-17,106.2811298384579,comprar piso,2026-07-19
2022-07-24,109.98861111189247,comprar piso,2026-07-19
2022-07-31,113.69609238532705,comprar piso,2026-07-19
2022-08-07,108.75278402074761,comprar piso,2026-07-19
2022-08-14,113.69609238532705,comprar piso,2026-07-19
2022-08-21,121.1110549321962,comprar piso,2026-07-19
2022-08-28,111.22443820303732,comprar piso,2026-07-19
2022-09-04,102.57364856502332,comprar piso,2026-07-19
2022-09-11,102.57364856502332,comprar piso,2026-07-19
2022-09-18,103.80947565616817,comprar piso,2026-07-19
2022-09-25,97.63034020044388,comprar piso,2026-07-19
2022-10-02,95.15868601815416,comprar piso,2026-07-19
2022-10-09,90.21537765357472,comprar piso,2026-07-19
2022-10-16,95.15868601815416,comprar piso,2026-07-19
2022-10-23,92.68703183586445,comprar piso,2026-07-19
2022-10-30,98.86616729158874,comprar piso,2026-07-19
2022-11-06,88.97955056242986,comprar piso,2026-07-19
2022-11-13,90.21537765357472,comprar piso,2026-07-19
2022-11-20,77.85710674212613,comprar piso,2026-07-19
2022-11-27,75.38545255983641,comprar piso,2026-07-19
2022-12-04,72.9137983775467,comprar piso,2026-07-19
2022-12-11,74.14962546869155,comprar piso,2026-07-19
2022-12-18,75.38545255983641,comprar piso,2026-07-19
2022-12-25,102.57364856502332,comprar piso,2026-07-19
2023-01-01,100.1019943827336,comprar piso,2026-07-19
2023-01-08,102.57364856502332,comprar piso,2026-07-19
2023-01-15,105.04530274731303,comprar piso,2026-07-19
2023-01-22,102.57364856502332,comprar piso,2026-07-19
2023-01-29,107.51695692960276,comprar piso,2026-07-19
2023-02-05,106.2811298384579,comprar piso,2026-07-19
2023-02-12,100.1019943827336,comprar piso,2026-07-19
2023-02-19,107.51695692960276,comprar piso,2026-07-19
2023-02-26,105.04530274731303,comprar piso,2026-07-19
2023-03-05,103.80947565616817,comprar piso,2026-07-19
2023-03-12,98.86616729158874,comprar piso,2026-07-19
2023-03-19,102.57364856502332,comprar piso,2026-07-19
2023-03-26,96.39451310929903,comprar piso,2026-07-19
2023-04-02,98.86616729158874,comprar piso,2026-07-19
2023-04-09,106.2811298384579,comprar piso,2026-07-19
2023-04-16,105.04530274731303,comprar piso,2026-07-19
2023-04-23,96.39451310929903,comprar piso,2026-07-19
2023-04-30,90.21537765357472,comprar piso,2026-07-19
2023-05-07,96.39451310929903,comprar piso,2026-07-19
2023-05-14,93.9228589270093,comprar piso,2026-07-19
2023-05-21,85.27206928899528,comprar piso,2026-07-19
2023-05-28,85.27206928899528,comprar piso,2026-07-19
2023-06-04,90.21537765357472,comprar piso,2026-07-19
2023-06-11,92.68703183586445,comprar piso,2026-07-19
2023-06-18,85.27206928899528,comprar piso,2026-07-19
2023-06-25,87.74372347128501,comprar piso,2026-07-19
2023-07-02,97.63034020044388,comprar piso,2026-07-19
2023-07-09,93.9228589270093,comprar piso,2026-07-19
2023-07-16,96.39451310929903,comprar piso,2026-07-19
2023-07-23,95.15868601815416,comprar piso,2026-07-19
2023-07-30,102.57364856502332,comprar piso,2026-07-19
2023-08-06,93.9228589270093,comprar piso,2026-07-19
2023-08-13,106.2811298384579,comprar piso,2026-07-19
2023-08-20,103.80947565616817,comprar piso,2026-07-19
2023-08-27,102.57364856502332,comprar piso,2026-07-19
2023-09-03,93.9228589270093,comprar piso,2026-07-19
2023-09-10,101.33782147387845,comprar piso,2026-07-19
2023-09-17,96.39451310929903,comprar piso,2026-07-19
2023-09-24,93.9228589270093,comprar piso,2026-07-19
2023-10-01,91.45120474471958,comprar piso,2026-07-19
2023-10-08,96.39451310929903,comprar piso,2026-07-19
2023-10-15,86.50789638014015,comprar piso,2026-07-19
2023-10-22,86.50789638014015,comprar piso,2026-07-19
2023-10-29,87.74372347128501,comprar piso,2026-07-19
2023-11-05,86.50789638014015,comprar piso,2026-07-19
