mes,indice,keyword,fecha_descarga
2023-11-12,86.50789638014015,comprar piso,2026-07-19
2023-11-19,85.27206928899528,comprar piso,2026-07-19
2023-11-26,84.03624219785043,comprar piso,2026-07-19
2023-12-03,87.74372347128501,comprar piso,2026-07-19
2023-12-10,80.32876092441585,comprar piso,2026-07-19
2023-12-17,79.09293383327099,comprar piso,2026-07-19
2023-12-24,96.39451310929903,comprar piso,2026-07-19
2023-12-31,96.39451310929903,comprar piso,2026-07-19
2024-01-07,102.57364856502332,comprar piso,2026-07-19
2024-01-14,111.22443820303732,comprar piso,2026-07-19
2024-01-21,107.51695692960276,comprar piso,2026-07-19
2024-01-28,101.33782147387845,comprar piso,2026-07-19
2024-02-04,100.1019943827336,comprar piso,2026-07-19
2024-02-11,102.57364856502332,comprar piso,2026-07-19
2024-02-18,106.2811298384579,comprar piso,2026-07-19
2024-02-25,100.1019943827336,comprar piso,2026-07-19
2024-03-03,95.15868601815416,comprar piso,2026-07-19
2024-03-10,91.45120474471958,comprar piso,2026-07-19
2024-03-17,90.21537765357472,comprar piso,2026-07-19
2024-03-24,98.86616729158874,comprar piso,2026-07-19
2024-03-31,98.86616729158874,comprar piso,2026-07-19
2024-04-07,96.39451310929903,comprar piso,2026-07-19
2024-04-14,88.97955056242986,comprar piso,2026-07-19
2024-04-21,87.74372347128501,comprar piso,2026-07-19
2024-04-28,86.50789638014015,comprar piso,2026-07-19
2024-05-05,95.15868601815416,comprar piso,2026-07-19
2024-05-12,97.63034020044388,comprar piso,2026-07-19
2024-05-19,96.39451310929903,comprar piso,2026-07-19
2024-05-26,86.50789638014015,comprar piso,2026-07-19
2024-06-02,87.74372347128501,comprar piso,2026-07-19
2024-06-09,86.50789638014015,comprar piso,2026-07-19
2024-06-16,93.9228589270093,comprar piso,2026-07-19
2024-06-23,86.50789638014015,comprar piso,2026-07-19
2024-06-30,82.80041510670557,comprar piso,2026-07-19
2024-07-07,88.97955056242986,comprar piso,2026-07-19
2024-07-14,88.97955056242986,comprar piso,2026-07-19
2024-07-21,98.86616729158874,comprar piso,2026-07-19
2024-07-28,92.68703183586445,comprar piso,2026-07-19
2024-08-04,93.9228589270093,comprar piso,2026-07-19
2024-08-11,95.15868601815416,comprar piso,2026-07-19
2024-08-18,106.2811298384579,comprar piso,2026-07-19
2024-08-25,108.75278402074761,comprar piso,2026-07-19
2024-09-01,98.86616729158874,comprar piso,2026-07-19
2024-09-08,101.33782147387845,comprar piso,2026-07-19
2024-09-15,100.1019943827336,comprar piso,2026-07-19
2024-09-22,96.39451310929903,comprar piso,2026-07-19
2024-09-29,97.63034020044388,comprar piso,2026-07-19
2024-10-06,96.39451310929903,comprar piso,2026-07-19
2024-10-13,93.9228589270093,comprar piso,2026-07-19
2024-10-20,98.86616729158874,comprar piso,2026-07-19
2024-10-27,79.09293383327099,comprar piso,2026-07-19
2024-11-03,80.32876092441585,comprar piso,2026-07-19
2024-11-10,82.80041510670557,comprar piso,2026-07-19
2024-11-17,87.74372347128501,comprar piso,2026-07-19
2024-11-24,76.62127965098128,comprar piso,2026-07-19
2024-12-01,76.62127965098128,comprar piso,2026-07-19
2024-12-08,82.80041510670557,comprar piso,2026-07-19
2024-12-15,82.80041510670557,comprar piso,2026-07-19
2024-12-22,86.50789638014015,comprar piso,2026-07-19
2024-12-29,103.80947565616817,comprar piso,2026-07-19
2025-01-05,97.63034020044388,comprar piso,2026-07-19
2025-01-12,97.63034020044388,comprar piso,2026-07-19
2025-01-19,96.42502735846308,comprar piso,2026-07-19
2025-01-26,104.8622172523286,comprar piso,2026-07-19
2025-02-02,97.63034020044388,comprar piso,2026-07-19
2025-02-09,97.63034020044388,comprar piso,2026-07-19
2025-02-16,108.47815577827097,comprar piso,2026-07-19
2025-02-23,97.63034020044388,comprar piso,2026-07-19
2025-03-02,101.24627872638624,comprar piso,2026-07-19
2025-03-09,86.78252462261678,comprar piso,2026-07-19
2025-03-16,96.42502735846308,comprar piso,2026-07-19
2025-03-23,97.63034020044388,comprar piso,2026-07-19
2025-03-30,90.39846314855914,comprar piso,2026-07-19
2025-04-06,84.3718989386552,comprar piso,2026-07-19
2025-04-13,94.01440167450151,comprar piso,2026-07-19
2025-04-20,92.80908883252071,comprar piso,2026-07-19
2025-04-27,84.3718989386552,comprar piso,2026-07-19
2025-05-04,80.75596041271284,comprar piso,2026-07-19
2025-05-11,86.78252462261678,comprar piso,2026-07-19
2025-05-18,90.39846314855914,comprar piso,2026-07-19
2025-05-25,90.39846314855914,comprar piso,2026-07-19
2025-06-01,85.57721178063599,comprar piso,2026-07-19
2025-06-08,89.19315030657836,comprar piso,2026-07-19
2025-06-15,94.01440167450151,comprar piso,2026-07-19
2025-06-22,87.98783746459756,comprar piso,2026-07-19
2025-06-29,94.01440167450151,comprar piso,2026-07-19
2025-07-06,101.24627872638624,comprar piso,2026-07-19
2025-07-13,104.8622172523286,comprar piso,2026-07-19
2025-07-20,112.09409430421334,comprar piso,2026-07-19
2025-07-27,112.09409430421334,comprar piso,2026-07-19
2025-08-03,110.88878146223254,comprar piso,2026-07-19
2025-08-10,118.12065851411728,comprar piso,2026-07-19
2025-08-17,119.32597135609807,comprar piso,2026-07-19
2025-08-24,120.53128419807886,comprar piso,2026-07-19
2025-08-31,98.83565304242467,comprar piso,2026-07-19
2025-09-07,101.24627872638624,comprar piso,2026-07-19
2025-09-14,96.42502735846308,comprar piso,2026-07-19
2025-09-21,98.83565304242467,comprar piso,2026-07-19
2025-09-28,92.80908883252071,comprar piso,2026-07-19
2025-10-05,89.19315030657836,comprar piso,2026-07-19
2025-10-12,94.01440167450151,comprar piso,2026-07-19
2025-10-19,91.60377599053993,comprar piso,2026-07-19
2025-10-26,87.98783746459756,comprar piso,2026-07-19
2025-11-02,89.19315030657836,comprar piso,2026-07-19
2025-11-09,87.98783746459756,comprar piso,2026-07-19
2025-11-16,80.75596041271284,comprar piso,2026-07-19
2025-11-23,80.75596041271284,comprar piso,2026-07-19
2025-11-30,78.34533472875125,comprar piso,2026-07-19
2025-12-07,85.57721178063599,comprar piso,2026-07-19
2025-12-14,78.34533472875125,comprar piso,2026-07-19
2025-12-21,84.3718989386552,comprar piso,2026-07-19
2025-12-28,95.2197145164823,comprar piso,2026-07-19
2026-01-04,89.19315030657836,comprar piso,2026-07-19
2026-01-11,101.24627872638624,comprar piso,2026-07-19
2026-01-18,97.63034020044388,comprar piso,2026-07-19
2026-01-25,90.39846314855914,comprar piso,2026-07-19
2026-02-01,94.01440167450151,comprar piso,2026-07-19
2026-02-08,84.3718989386552,comprar piso,2026-07-19
2026-02-15,95.2197145164823,comprar piso,2026-07-19
2026-02-22,94.01440167450151,comprar piso,2026-07-19
2026-03-01,91.60377599053993,comprar piso,2026-07-19
2026-03-08,92.80908883252071,comprar piso,2026-07-19
2026-03-15,87.98783746459756,comprar piso,2026-07-19
2026-03-22,89.19315030657836,comprar piso,2026-07-19
2026-03-29,101.24627872638624,comprar piso,2026-07-19
2026-04-05,85.57721178063599,comprar piso,2026-07-19
2026-04-12,98.83565304242467,comprar piso,2026-07-19
2026-04-19,85.57721178063599,comprar piso,2026-07-19
2026-04-26,92.80908883252071,comprar piso,2026-07-19
2026-05-03,83.16658609667441,comprar piso,2026-07-19
2026-05-10,86.78252462261678,comprar piso,2026-07-19
2026-05-17,95.2197145164823,comprar piso,2026-07-19
2026-05-24,89.19315030657836,comprar piso,2026-07-19
2026-05-31,86.78252462261678,comprar piso,2026-07-19
2026-06-07,85.57721178063599,comprar piso,2026-07-19
2026-06-14,85.57721178063599,comprar piso,2026-07-19
2026-06-21,81.96127325469362,comprar piso,2026-07-19
2026-06-28,81.96127325469362,comprar piso,2026-07-19
2003-12-28,0.0,hipoteca,2026-07-19
2004-01-04,44.0,hipoteca,2026-07-19
2004-01-11,55.0,hipoteca,2026-07-19
2004-01-18,66.0,hipoteca,2026-07-19
2004-01-25,54.0,hipoteca,2026-07-19
2004-02-01,63.0,hipoteca,2026-07-19
2004-02-08,65.0,hipoteca,2026-07-19
2004-02-15,66.0,hipoteca,2026-07-19
2004-02-22,56.0,hipoteca,2026-07-19
2004-02-29,50.0,hipoteca,2026-07-19
2004-03-07,39.0,hipoteca,2026-07-19
2004-03-14,48.0,hipoteca,2026-07-19
2004-03-21,56.0,hipoteca,2026-07-19
2004-03-28,55.0,hipoteca,2026-07-19
2004-04-04,42.0,hipoteca,2026-07-19
2004-04-11,48.0,hipoteca,2026-07-19
2004-04-18,63.0,hipoteca,2026-07-19
2004-04-25,51.0,hipoteca,2026-07-19
2004-05-02,53.0,hipoteca,2026-07-19
2004-05-09,50.0,hipoteca,2026-07-19
2004-05-16,52.0,hipoteca,2026-07-19
2004-05-23,50.0,hipoteca,2026-07-19
2004-05-30,53.0,hipoteca,2026-07-19
2004-06-06,48.0,hipoteca,2026-07-19
2004-06-13,58.0,hipoteca,2026-07-19
2004-06-20,45.0,hipoteca,2026-07-19
2004-06-27,55.0,hipoteca,2026-07-19
2004-07-04,65.0,hipoteca,2026-07-19
2004-07-11,59.0,hipoteca,2026-07-19
2004-07-18,46.0,hipoteca,2026-07-19
2004-07-25,49.0,hipoteca,2026-07-19
2004-08-01,51.0,hipoteca,2026-07-19
2004-08-08,58.0,hipoteca,2026-07-19
2004-08-15,51.0,hipoteca,2026-07-19
2004-08-22,68.0,hipoteca,2026-07-19
2004-08-29,55.0,hipoteca,2026-07-19
2004-09-05,66.0,hipoteca,2026-07-19
2004-09-12,65.0,hipoteca,2026-07-19
2004-09-19,65.0,hipoteca,2026-07-19
2004-09-26,62.0,hipoteca,2026-07-19
2004-10-03,69.0,hipoteca,2026-07-19
2004-10-10,55.0,hipoteca,2026-07-19
2004-10-17,65.0,hipoteca,2026-07-19
2004-10-24,62.0,hipoteca,2026-07-19
2004-10-31,46.0,hipoteca,2026-07-19
2004-11-07,51.0,hipoteca,2026-07-19
2004-11-14,53.0,hipoteca,2026-07-19
2004-11-21,56.0,hipoteca,2026-07-19
2004-11-28,62.0,hipoteca,2026-07-19
2004-12-05,39.0,hipoteca,2026-07-19
2004-12-12,47.0,hipoteca,2026-07-19
2004-12-19,44.0,hipoteca,2026-07-19
2004-12-26,54.0,hipoteca,2026-07-19
2005-01-02,53.0,hipoteca,2026-07-19
2005-01-09,75.0,hipoteca,2026-07-19
2005-01-16,69.0,hipoteca,2026-07-19
2005-01-23,65.0,hipoteca,2026-07-19
2005-01-30,64.0,hipoteca,2026-07-19
2005-02-06,57.0,hipoteca,2026-07-19
2005-02-13,72.0,hipoteca,2026-07-19
2005-02-20,65.0,hipoteca,2026-07-19
2005-02-27,60.0,hipoteca,2026-07-19
2005-03-06,64.0,hipoteca,2026-07-19
2005-03-13,62.0,hipoteca,2026-07-19
2005-03-20,54.0,hipoteca,2026-07-19
2005-03-27,60.0,hipoteca,2026-07-19
2005-04-03,57.0,hipoteca,2026-07-19
2005-04-10,66.0,hipoteca,2026-07-19
2005-04-17,64.0,hipoteca,2026-07-19
2005-04-24,63.0,hipoteca,2026-07-19
2005-05-01,57.0,hipoteca,2026-07-19
2005-05-08,67.0,hipoteca,2026-07-19
2005-05-15,62.0,hipoteca,2026-07-19
2005-05-22,64.0,hipoteca,2026-07-19
2005-05-29,58.0,hipoteca,2026-07-19
2005-06-05,67.0,hipoteca,2026-07-19
2005-06-12,62.0,hipoteca,2026-07-19
2005-06-19,54.0,hipoteca,2026-07-19
2005-06-26,55.0,hipoteca,2026-07-19
2005-07-03,58.0,hipoteca,2026-07-19
2005-07-10,65.0,hipoteca,2026-07-19
2005-07-17,60.0,hipoteca,2026-07-19
2005-07-24,65.0,hipoteca,2026-07-19
2005-07-31,68.0,hipoteca,2026-07-19
2005-08-07,67.0,hipoteca,2026-07-19
2005-08-14,68.0,hipoteca,2026-07-19
2005-08-21,72.0,hipoteca,2026-07-19
2005-08-28,76.0,hipoteca,2026-07-19
2005-09-04,80.0,hipoteca,2026-07-19
2005-09-11,74.0,hipoteca,2026-07-19
2005-09-18,79.0,hipoteca,2026-07-19
2005-09-25,76.0,hipoteca,2026-07-19
2005-10-02,73.0,hipoteca,2026-07-19
2005-10-09,79.0,hipoteca,2026-07-19
2005-10-16,78.0,hipoteca,2026-07-19
2005-10-23,67.0,hipoteca,2026-07-19
2005-10-30,72.0,hipoteca,2026-07-19
2005-11-06,66.0,hipoteca,2026-07-19
2005-11-13,70.0,hipoteca,2026-07-19
2005-11-20,68.0,hipoteca,2026-07-19
2005-11-27,67.0,hipoteca,2026-07-19
2005-12-04,53.0,hipoteca,2026-07-19
2005-12-11,53.0,hipoteca,2026-07-19
2005-12-18,47.0,hipoteca,2026-07-19
2005-12-25,60.0,hipoteca,2026-07-19
2006-01-01,62.0,hipoteca,2026-07-19
2006-01-08,74.0,hipoteca,2026-07-19
2006-01-15,69.0,hipoteca,2026-07-19
2006-01-22,75.0,hipoteca,2026-07-19
2006-01-29,80.0,hipoteca,2026-07-19
2006-02-05,75.0,hipoteca,2026-07-19
2006-02-12,71.0,hipoteca,2026-07-19
2006-02-19,71.0,hipoteca,2026-07-19
2006-02-26,71.0,hipoteca,2026-07-19
2006-03-05,73.0,hipoteca,2026-07-19
2006-03-12,62.0,hipoteca,2026-07-19
2006-03-19,68.0,hipoteca,2026-07-19
2006-03-26,68.0,hipoteca,2026-07-19
2006-04-02,61.0,hipoteca,2026-07-19
2006-04-09,54.0,hipoteca,2026-07-19
2006-04-16,69.0,hipoteca,2026-07-19
2006-04-23,66.0,hipoteca,2026-07-19
2006-04-30,70.0,hipoteca,2026-07-19
2006-05-07,67.0,hipoteca,2026-07-19
2006-05-14,69.0,hipoteca,2026-07-19
2006-05-21,63.0,hipoteca,2026-07-19
2006-05-28,75.0,hipoteca,2026-07-19
2006-06-04,64.0,hipoteca,2026-07-19
2006-06-11,65.0,hipoteca,2026-07-19
2006-06-18,60.0,hipoteca,2026-07-19
2006-06-25,58.0,hipoteca,2026-07-19
2006-07-02,55.0,hipoteca,2026-07-19
2006-07-09,62.0,hipoteca,2026-07-19
2006-07-16,57.0,hipoteca,2026-07-19
2006-07-23,62.0,hipoteca,2026-07-19
2006-07-30,67.0,hipoteca,2026-07-19
2006-08-06,59.0,hipoteca,2026-07-19
2006-08-13,67.0,hipoteca,2026-07-19
2006-08-20,72.0,hipoteca,2026-07-19
2006-08-27,84.0,hipoteca,2026-07-19
2006-09-03,79.0,hipoteca,2026-07-19
2006-09-10,71.0,hipoteca,2026-07-19
2006-09-17,74.0,hipoteca,2026-07-19
2006-09-24,76.0,hipoteca,2026-07-19
2006-10-01,80.0,hipoteca,2026-07-19
2006-10-08,70.0,hipoteca,2026-07-19
2006-10-15,75.0,hipoteca,2026-07-19
2006-10-22,81.0,hipoteca,2026-07-19
2006-10-29,72.0,hipoteca,2026-07-19
2006-11-05,73.0,hipoteca,2026-07-19
2006-11-12,66.0,hipoteca,2026-07-19
2006-11-19,63.0,hipoteca,2026-07-19
2006-11-26,62.0,hipoteca,2026-07-19
2006-12-03,58.0,hipoteca,2026-07-19
2006-12-10,60.0,hipoteca,2026-07-19
2006-12-17,56.0,hipoteca,2026-07-19
2006-12-24,60.0,hipoteca,2026-07-19
2006-12-31,66.0,hipoteca,2026-07-19
2007-01-07,71.0,hipoteca,2026-07-19
2007-01-14,78.0,hipoteca,2026-07-19
2007-01-21,73.0,hipoteca,2026-07-19
2007-01-28,88.0,hipoteca,2026-07-19
2007-02-04,74.0,hipoteca,2026-07-19
2007-02-11,70.0,hipoteca,2026-07-19
2007-02-18,74.0,hipoteca,2026-07-19
2007-02-25,84.0,hipoteca,2026-07-19
2007-03-04,85.0,hipoteca,2026-07-19
2007-03-11,86.0,hipoteca,2026-07-19
2007-03-18,70.0,hipoteca,2026-07-19
2007-03-25,70.0,hipoteca,2026-07-19
2007-04-01,66.0,hipoteca,2026-07-19
2007-04-08,71.0,hipoteca,2026-07-19
2007-04-15,79.0,hipoteca,2026-07-19
2007-04-22,79.0,hipoteca,2026-07-19
2007-04-29,74.0,hipoteca,2026-07-19
2007-05-06,74.0,hipoteca,2026-07-19
2007-05-13,68.0,hipoteca,2026-07-19
2007-05-20,61.0,hipoteca,2026-07-19
2007-05-27,72.0,hipoteca,2026-07-19
2007-06-03,75.0,hipoteca,2026-07-19
2007-06-10,66.0,hipoteca,2026-07-19
2007-06-17,62.0,hipoteca,2026-07-19
2007-06-24,61.0,hipoteca,2026-07-19
2007-07-01,68.0,hipoteca,2026-07-19
2007-07-08,70.0,hipoteca,2026-07-19
2007-07-15,69.0,hipoteca,2026-07-19
2007-07-22,58.0,hipoteca,2026-07-19
2007-07-29,69.0,hipoteca,2026-07-19
2007-08-05,62.0,hipoteca,2026-07-19
2007-08-12,68.0,hipoteca,2026-07-19
2007-08-19,78.0,hipoteca,2026-07-19
2007-08-26,78.0,hipoteca,2026-07-19
2007-09-02,83.0,hipoteca,2026-07-19
2007-09-09,75.0,hipoteca,2026-07-19
2007-09-16,80.0,hipoteca,2026-07-19
2007-09-23,75.0,hipoteca,2026-07-19
2007-09-30,71.0,hipoteca,2026-07-19
2007-10-07,58.0,hipoteca,2026-07-19
2007-10-14,77.0,hipoteca,2026-07-19
2007-10-21,66.0,hipoteca,2026-07-19
2007-10-28,59.0,hipoteca,2026-07-19
2007-11-04,70.0,hipoteca,2026-07-19
2007-11-11,67.0,hipoteca,2026-07-19
2007-11-18,68.0,hipoteca,2026-07-19
2007-11-25,69.0,hipoteca,2026-07-19
2007-12-02,54.0,hipoteca,2026-07-19
2007-12-09,62.0,hipoteca,2026-07-19
2007-12-16,52.0,hipoteca,2026-07-19
2007-12-23,56.0,hipoteca,2026-07-19
2007-12-30,63.0,hipoteca,2026-07-19
2008-01-06,65.0,hipoteca,2026-07-19
2008-01-13,76.0,hipoteca,2026-07-19
2008-01-20,91.0,hipoteca,2026-07-19
2008-01-27,83.0,hipoteca,2026-07-19
2008-02-03,85.0,hipoteca,2026-07-19
2008-02-10,77.0,hipoteca,2026-07-19
2008-02-17,72.0,hipoteca,2026-07-19
2008-02-24,77.0,hipoteca,2026-07-19
2008-03-02,82.0,hipoteca,2026-07-19
2008-03-09,70.0,hipoteca,2026-07-19
2008-03-16,56.0,hipoteca,2026-07-19
2008-03-23,75.0,hipoteca,2026-07-19
2008-03-30,75.0,hipoteca,2026-07-19
2008-04-06,84.0,hipoteca,2026-07-19
2008-04-13,76.0,hipoteca,2026-07-19
2008-04-20,78.0,hipoteca,2026-07-19
2008-04-27,79.0,hipoteca,2026-07-19
2008-05-04,78.0,hipoteca,2026-07-19
2008-05-11,74.0,hipoteca,2026-07-19
2008-05-18,77.0,hipoteca,2026-07-19
2008-05-25,79.0,hipoteca,2026-07-19
2008-06-01,73.0,hipoteca,2026-07-19
2008-06-08,78.0,hipoteca,2026-07-19
2008-06-15,66.0,hipoteca,2026-07-19
2008-06-22,64.0,hipoteca,2026-07-19
2008-06-29,70.0,hipoteca,2026-07-19
2008-07-06,67.0,hipoteca,2026-07-19
2008-07-13,87.0,hipoteca,2026-07-19
2008-07-20,64.0,hipoteca,2026-07-19
2008-07-27,68.0,hipoteca,2026-07-19
2008-08-03,61.0,hipoteca,2026-07-19
2008-08-10,52.0,hipoteca,2026-07-19
2008-08-17,51.0,hipoteca,2026-07-19
2008-08-24,65.0,hipoteca,2026-07-19
2008-08-31,67.0,hipoteca,2026-07-19
2008-09-07,62.0,hipoteca,2026-07-19
2008-09-14,67.0,hipoteca,2026-07-19
2008-09-21,64.0,hipoteca,2026-07-19
2008-09-28,74.0,hipoteca,2026-07-19
2008-10-05,80.0,hipoteca,2026-07-19
2008-10-12,77.0,hipoteca,2026-07-19
2008-10-19,75.0,hipoteca,2026-07-19
2008-10-26,78.0,hipoteca,2026-07-19
2008-11-02,92.0,hipoteca,2026-07-19
2008-11-09,85.0,hipoteca,2026-07-19
2008-11-16,75.0,hipoteca,2026-07-19
2008-11-23,80.0,hipoteca,2026-07-19
2008-11-30,91.0,hipoteca,2026-07-19
2008-12-07,78.0,hipoteca,2026-07-19
2008-12-14,77.0,hipoteca,2026-07-19
2008-12-21,66.0,hipoteca,2026-07-19
2008-12-28,100.0,hipoteca,2026-07-19
2009-01-04,90.38095238095238,hipoteca,2026-07-19
2009-01-11,117.61904761904762,hipoteca,2026-07-19
2009-01-18,113.90476190476191,hipoteca,2026-07-19
2009-01-25,115.14285714285715,hipoteca,2026-07-19
2009-02-01,113.90476190476191,hipoteca,2026-07-19
2009-02-08,99.04761904761905,hipoteca,2026-07-19
2009-02-15,101.52380952380953,hipoteca,2026-07-19
2009-02-22,100.28571428571429,hipoteca,2026-07-19
2009-03-01,123.80952380952381,hipoteca,2026-07-19
2009-03-08,108.95238095238096,hipoteca,2026-07-19
2009-03-15,92.85714285714286,hipoteca,2026-07-19
2009-03-22,92.85714285714286,hipoteca,2026-07-19
2009-03-29,97.80952380952381,hipoteca,2026-07-19
2009-04-05,73.04761904761905,hipoteca,2026-07-19
2009-04-12,87.90476190476191,hipoteca,2026-07-19
2009-04-19,85.42857142857143,hipoteca,2026-07-19
2009-04-26,85.42857142857143,hipoteca,2026-07-19
2009-05-03,92.85714285714286,hipoteca,2026-07-19
2009-05-10,92.85714285714286,hipoteca,2026-07-19
2009-05-17,87.90476190476191,hipoteca,2026-07-19
2009-05-24,85.42857142857143,hipoteca,2026-07-19
2009-05-31,80.47619047619048,hipoteca,2026-07-19
2009-06-07,65.61904761904762,hipoteca,2026-07-19
2009-06-14,68.0952380952381,hipoteca,2026-07-19
2009-06-21,69.33333333333334,hipoteca,2026-07-19
2009-06-28,68.0952380952381,hipoteca,2026-07-19
2009-07-05,60.66666666666667,hipoteca,2026-07-19
2009-07-12,66.85714285714286,hipoteca,2026-07-19
2009-07-19,64.38095238095238,hipoteca,2026-07-19
2009-07-26,69.33333333333334,hipoteca,2026-07-19
2009-08-02,64.38095238095238,hipoteca,2026-07-19
2009-08-09,61.904761904761905,hipoteca,2026-07-19
2009-08-16,59.42857142857143,hipoteca,2026-07-19
2009-08-23,70.57142857142857,hipoteca,2026-07-19
2009-08-30,79.23809523809524,hipoteca,2026-07-19
2009-09-06,66.85714285714286,hipoteca,2026-07-19
2009-09-13,66.85714285714286,hipoteca,2026-07-19
2009-09-20,66.85714285714286,hipoteca,2026-07-19
2009-09-27,68.0952380952381,hipoteca,2026-07-19
2009-10-04,64.38095238095238,hipoteca,2026-07-19
2009-10-11,59.42857142857143,hipoteca,2026-07-19
2009-10-18,61.904761904761905,hipoteca,2026-07-19
2009-10-25,63.142857142857146,hipoteca,2026-07-19
2009-11-01,60.66666666666667,hipoteca,2026-07-19
2009-11-08,58.19047619047619,hipoteca,2026-07-19
2009-11-15,59.42857142857143,hipoteca,2026-07-19
2009-11-22,56.952380952380956,hipoteca,2026-07-19
2009-11-29,61.904761904761905,hipoteca,2026-07-19
2009-12-06,50.761904761904766,hipoteca,2026-07-19
2009-12-13,52.0,hipoteca,2026-07-19
2009-12-20,37.142857142857146,hipoteca,2026-07-19
2009-12-27,50.761904761904766,hipoteca,2026-07-19
2010-01-03,50.761904761904766,hipoteca,2026-07-19
2010-01-10,58.19047619047619,hipoteca,2026-07-19
2010-01-17,66.85714285714286,hipoteca,2026-07-19
2010-01-24,68.0952380952381,hipoteca,2026-07-19
2010-01-31,65.61904761904762,hipoteca,2026-07-19
2010-02-07,65.61904761904762,hipoteca,2026-07-19
2010-02-14,64.38095238095238,hipoteca,2026-07-19
2010-02-21,61.904761904761905,hipoteca,2026-07-19
2010-02-28,65.61904761904762,hipoteca,2026-07-19
2010-03-07,59.42857142857143,hipoteca,2026-07-19
2010-03-14,55.714285714285715,hipoteca,2026-07-19
2010-03-21,55.714285714285715,hipoteca,2026-07-19
2010-03-28,50.761904761904766,hipoteca,2026-07-19
2010-04-04,59.42857142857143,hipoteca,2026-07-19
2010-04-11,55.714285714285715,hipoteca,2026-07-19
2010-04-18,59.42857142857143,hipoteca,2026-07-19
2010-04-25,55.714285714285715,hipoteca,2026-07-19
2010-05-02,54.47619047619048,hipoteca,2026-07-19
2010-05-09,54.47619047619048,hipoteca,2026-07-19
2010-05-16,53.23809523809524,hipoteca,2026-07-19
2010-05-23,53.23809523809524,hipoteca,2026-07-19
2010-05-30,48.285714285714285,hipoteca,2026-07-19
2010-06-06,50.761904761904766,hipoteca,2026-07-19
2010-06-13,42.095238095238095,hipoteca,2026-07-19
2010-06-20,43.333333333333336,hipoteca,2026-07-19
2010-06-27,42.095238095238095,hipoteca,2026-07-19
2010-07-04,38.38095238095238,hipoteca,2026-07-19
2010-07-11,37.142857142857146,hipoteca,2026-07-19
2010-07-18,38.38095238095238,hipoteca,2026-07-19
2010-07-25,42.095238095238095,hipoteca,2026-07-19
2010-08-01,42.095238095238095,hipoteca,2026-07-19
2010-08-08,38.38095238095238,hipoteca,2026-07-19
2010-08-15,43.333333333333336,hipoteca,2026-07-19
2010-08-22,42.095238095238095,hipoteca,2026-07-19
2010-08-29,45.80952380952381,hipoteca,2026-07-19
2010-09-05,48.285714285714285,hipoteca,2026-07-19
2010-09-12,44.57142857142857,hipoteca,2026-07-19
2010-09-19,42.095238095238095,hipoteca,2026-07-19
2010-09-26,44.57142857142857,hipoteca,2026-07-19
2010-10-03,45.80952380952381,hipoteca,2026-07-19
2010-10-10,42.095238095238095,hipoteca,2026-07-19
2010-10-17,54.47619047619048,hipoteca,2026-07-19
2010-10-24,53.23809523809524,hipoteca,2026-07-19
2010-10-31,52.0,hipoteca,2026-07-19
2010-11-07,50.761904761904766,hipoteca,2026-07-19
2010-11-14,48.285714285714285,hipoteca,2026-07-19
2010-11-21,45.80952380952381,hipoteca,2026-07-19
2010-11-28,39.61904761904762,hipoteca,2026-07-19
2010-12-05,37.142857142857146,hipoteca,2026-07-19
2010-12-12,45.80952380952381,hipoteca,2026-07-19
2010-12-19,34.66666666666667,hipoteca,2026-07-19
2010-12-26,39.61904761904762,hipoteca,2026-07-19
2011-01-02,38.38095238095238,hipoteca,2026-07-19
2011-01-09,44.57142857142857,hipoteca,2026-07-19
2011-01-16,45.80952380952381,hipoteca,2026-07-19
2011-01-23,54.47619047619048,hipoteca,2026-07-19
2011-01-30,53.23809523809524,hipoteca,2026-07-19
2011-02-06,52.0,hipoteca,2026-07-19
2011-02-13,52.0,hipoteca,2026-07-19
2011-02-20,50.761904761904766,hipoteca,2026-07-19
2011-02-27,56.952380952380956,hipoteca,2026-07-19
2011-03-06,48.285714285714285,hipoteca,2026-07-19
2011-03-13,47.04761904761905,hipoteca,2026-07-19
2011-03-20,52.0,hipoteca,2026-07-19
2011-03-27,50.761904761904766,hipoteca,2026-07-19
2011-04-03,53.23809523809524,hipoteca,2026-07-19
2011-04-10,49.523809523809526,hipoteca,2026-07-19
2011-04-17,38.38095238095238,hipoteca,2026-07-19
2011-04-24,45.80952380952381,hipoteca,2026-07-19
2011-05-01,45.80952380952381,hipoteca,2026-07-19
2011-05-08,47.04761904761905,hipoteca,2026-07-19
2011-05-15,50.761904761904766,hipoteca,2026-07-19
2011-05-22,45.80952380952381,hipoteca,2026-07-19
2011-05-29,49.523809523809526,hipoteca,2026-07-19
2011-06-05,45.80952380952381,hipoteca,2026-07-19
2011-06-12,45.80952380952381,hipoteca,2026-07-19
2011-06-19,43.333333333333336,hipoteca,2026-07-19
2011-06-26,49.523809523809526,hipoteca,2026-07-19
2011-07-03,45.80952380952381,hipoteca,2026-07-19
2011-07-10,47.04761904761905,hipoteca,2026-07-19
2011-07-17,42.095238095238095,hipoteca,2026-07-19
2011-07-24,44.57142857142857,hipoteca,2026-07-19
2011-07-31,43.333333333333336,hipoteca,2026-07-19
2011-08-07,42.095238095238095,hipoteca,2026-07-19
2011-08-14,35.904761904761905,hipoteca,2026-07-19
